"clbid","credits","crsid","departments","enrolled","firsties","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"1812","1.0","68","[""ART""]","1","""0/999""","[""A. Malcolm Gimse""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1813","1.0","100","[""BIO""]","27","""0/999""","[""Charles Jr. Umbanhowar""]","""0/999""","100","","27","""Biological Science""","121","false","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1814","1.0","153","[""BIO""]","2","""0/999""","[""Louis Henry Kermott""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1815","1.0","154","[""BIO""]","1","""0/999""","[""Theodore Johnson""]","""0/999""","200","","999","""IS/Major Joint Rehab""","298","false","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1816","1.0","175","[""BIO""]","1","""0/999""","[""Eugene Bakko""]","""0/999""","300","","999","""IR/Peregrine Reintro""","398","false","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1817","1.0","197","[""CHEM""]","30","""0/999""","[""Wesley Pearson""]","""0/999""","200","[""SC 378""]","999","""Organic Chemistry""","248","false","","5","""0/999""","""0/999""","""O""","20005","[""M-F 0800-0930""]","""Research""","2000"
"1818","0.25","200","[""CHEM""]","28","""0/999""","[""Wesley Pearson""]","""0/999""","200","[""SC 311""]","999","""Synthesis Lab""","254","true","","5","""0/999""","""0/999""","""O""","20005","[""MT 0100-0400PM""]","""Lab""","2000"
"1819","1.0","257","[""ECON""]","14","""0/999""","[""Steve Soderlind""]","""0/999""","100","","999","""Consumers & Amer Econ""","115","false","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1820","1.0","284","[""ECON""]","1","""0/999""","[""Richard Goedde""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1821","1.0","284","[""ECON""]","1","""0/999""","[""Anthony Becker""]","""0/999""","300","","999","""Academic Internship""","394","true","""A""","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1822","1.0","299","[""CSCI""]","1","""0/999""","[""Richard Brown""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1823","1.0","337","[""EDUC""]","1","""0/999""","[""Mark Schelske""]","""0/999""","300","","999","""The Exceptional Child""","376","false","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1824","1.0","374","[""DNCTH""]","","","[""Heather J. Klopchin""]","","200","","","""Academic Internship""","294","true","","5","","","""O""","20005","","""Research""","2000"
"1825","1.0","386","[""ENGL""]","7","""0/999""","[""Colin Wells""]","""0/999""","100","[""L 515""]","999","""The Comic Novel""","131","false","","5","""0/999""","""0/999""","""O""","20005","[""M-F 1000-1130""]","""Research""","2000"
"1826","1.0","407","[""ENGL""]","16","""0/999""","[""Colin Wells""]","""0/999""","200","[""L 515""]","999","""50's Beat Generation""","238","false","","5","""0/999""","""0/999""","""O""","20005","[""M-F 1230-0200PM""]","""Topic""","2000"
"1827","1.0","442","[""ENGL""]","1","""0/999""","[""Melanie Richards""]","""0/999""","300","","999","""Adv Creative Nonfict""","373","false","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1828","1.0","449","[""ENGL""]","1","""0/999""","[""Jan C. Hill""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1829","1.0","471","[""IDFA""]","","","[""Susan Bauer""]","","200","","","""Academic Internship""","294","true","","5","","","""O""","20005","","""Research""","2000"
"1830","1.0","505","[""GERM""]","2","""0/999""","[""Frederike Von Schwerin-High""]","""0/999""","100","","999","""Beginning German II""","112","false","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1831","1.0","508","[""GERM""]","1","""0/999""","[""Frederike Von Schwerin-High""]","""0/999""","200","","999","""Intermed German I""","231","false","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1832","1.0","509","[""GERM""]","2","""0/999""","[""Frederike Von Schwerin-High""]","""0/999""","200","","999","""Intermed German II""","232","false","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1833","1.0","514","[""GERM""]","1","""0/999""","[""Frederike Von Schwerin-High""]","""0/999""","200","","999","""Speaking German""","250","false","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1834","1.0","653","[""FAMST""]","1","""0/999""","[""C. George Holt""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1835","1.0","654","[""FAMST""]","1","""0/999""","[""C. George Holt""]","""0/999""","200","","999","""IS/Courtship Violence""","298","false","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1836","1.0","697","[""ID""]","13","""0/999""","[""J. L. Carrington""]","""0/999""","200","[""L 520""]","999","""War and Peace""","238","false","","5","""0/999""","""0/999""","""O""","20005","[""M-F 1000-1130""]","""Research""","2000"
"1837","1.0","784","[""MGMT""]","1","""0/999""","[""Susan Bauer""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1838","1.0","784","[""MGMT""]","2","""0/999""","[""Richard Goedde""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1839","1.0","795","[""MEDIA""]","1","""0/999""","[""William Sonnega""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
