"clbid","credits","crsid","departments","enrolled","firsties","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"1840","0.25","816","[""MUSIC""]","1","""0/999""","[""Charles Forsberg""]","""0/999""","200","","999","""Ear/Keyboard IV""","212","false","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1841","1.0","1974","[""MUSIC""]","2","""0/999""","[""Charles Forsberg""]","""0/999""","200","[""CHM 232""]","999","""The Art of Music""","230","false","","5","""0/999""","""0/999""","""O""","20005","[""M-F 0800-0930""]","""Research""","2000"
"1842","0.5","862","[""MUSIC""]","4","""0/999""","[""Charles Gray""]","""0/999""","300","[""CHM 111""]","999","""String Lit & Pedagogy""","368","false","","5","""0/999""","""0/999""","""O""","20005","[""M-F 0800-0930""]","""Research""","2000"
"1843","1.0","926","[""NORW""]","7","""0/999""","[""Nancy Aarsvold""]","""0/999""","200","[""L 421""]","999","""Intermed Norwegian I""","231","false","","5","""0/999""","""0/999""","""O""","20005","[""M-F 1230-0200PM""]","""Research""","2000"
"1844","1.0","956","[""NURS""]","13","""0/999""","[""Rita Glazebrook""]","""0/999""","300","","999","""Health Care in Amer""","372","false","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1845","1.0","979","[""PHIL""]","12","""0/999""","[""Edmund Santurri""]","""0/999""","200","[""L 420""]","999","""Ethics/The Good Life""","252","false","","5","""0/999""","""0/999""","""O""","20005","[""M-F 1000-1130""]","""Research""","2000"
"1846","1.0","986","[""PHIL""]","1","""0/999""","[""Edmund Santurri""]","""0/999""","200","","999","""IS/Phil Critique Rel""","298","false","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1847","1.0","993","[""PHIL""]","1","""0/999""","[""Charles Taliaferro""]","""0/999""","300","","999","""IR/Modern Philosophy""","398","false","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1848","1.0","993","[""PHIL""]","1","""0/999""","[""Charles Taliaferro""]","""0/999""","300","","999","""IR/Political Phil""","398","false","""A""","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1849","0.25","1011","[""PEAC""]","1","""0/999""","[""Gary Wicks""]","""0/999""","100","","999","""Aerobics""","131","false","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1850","0.25","1096","[""PHYS""]","1","""0/999""","[""David Nitz""]","""0/999""","300","","999","""Adv Physics Lab (374)""","384","false","","5","""0/999""","""0/999""","""O""","20005","","""Lab""","2000"
"1851","1.0","1139","[""PSCI""]","2","""0/999""","[""Charles E. Umbanhowar Sr""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1852","1.0","1139","[""PSCI""]","1","""0/999""","[""Kristina Thalhammer""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1853","1.0","1151","[""PSCI""]","1","""0/999""","[""Daniel Hofrenning""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1854","1.0","1178","[""PSYCH""]","1","""0/999""","[""William Scott Gregory""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1855","1.0","1179","[""PSYCH""]","1","""0/999""","[""Dana Gross""]","""0/999""","200","","999","""IS/Early Education""","298","false","""A""","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1856","1.0","1179","[""PSYCH""]","1","""0/999""","[""James Dickson Jr.""]","""0/999""","200","","999","""IS/Psychopharmacology""","298","false","""B""","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1857","1.0","1179","[""PSYCH""]","1","""0/999""","[""William Scott Gregory""]","""0/999""","200","","999","""IS/Management Theory""","298","false","""C""","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1858","1.0","1188","[""PSYCH""]","1","""0/999""","[""James Dickson Jr.""]","""0/999""","300","","999","""Academic Internship""","394","true","""A""","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1859","1.0","1188","[""PSYCH""]","1","""0/999""","[""Carolyn Anderson""]","""0/999""","300","","999","""Academic Internship""","394","true","""B""","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1860","1.0","1188","[""PSYCH""]","2","""0/999""","[""Charles Huff""]","""0/999""","300","","999","""Academic Internship""","394","true","""C""","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1861","1.0","1194","[""REL""]","7","""0/999""","[""Mark A. Granquist""]","""0/999""","200","[""L 577""]","999","""The Greats""","203","false","","5","""0/999""","""0/999""","""O""","20005","[""M-F 1000-1130""]","""Research""","2000"
"1862","1.0","1198","[""REL""]","10","""0/999""","[""Mark A. Granquist""]","""0/999""","200","[""L 577""]","999","""Chr Theol in History""","212","false","","5","""0/999""","""0/999""","""O""","20005","[""M-F 0800-0930""]","""Research""","2000"
"1863","1.0","1317","[""SOAN""]","1","""0/999""","[""Michael Gibbons""]","""0/999""","300","","999","""Found Soc Sci Resrch""","371","false","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1864","1.0","1366","[""SWRK""]","2","""0/999""","[""Mary Carlsen""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1865","1.0","1371","[""SWRK""]","1","""0/999""","[""Mary Carlsen""]","""0/999""","300","","999","""Social Worker as Prof""","381","false","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1866","1.0","1394","[""THEAT""]","1","""0/999""","[""William Sonnega""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1867","1.0","1394","[""THEAT""]","1","""0/999""","[""Gary C. Gisselman""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"
"1868","1.0","1400","[""THEAT""]","1","""0/999""","[""William Sonnega""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20005","","""Research""","2000"

