"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"64276","1.0","194","[""CHEM""]","18","""6/999""","[""SED""]","194","","[""Patrick N. Riley""]","""2/999""","100","[""SC 374""]","24","""Chemical Reactions""","126","false","","5","""3/999""","""7/999""","""O""","20075","[""M-F 1000-1130""]","""Energies and Rates of Chemical Reactions""","""Research""","2007"
"64277","0.0","195","[""CHEM""]","19","""6/999""","","194","","[""Patrick N. Riley""]","""2/999""","100","[""SC 371""]","24","""Chemical Reactions Lab""","126","false","","5","""3/999""","""8/999""","""O""","20075","[""MW 0100-0400PM""]","","""Lab""","2007"
"64281","1.0","197","[""CHEM""]","24","""3/999""","","","","[""Wesley Pearson""]","""1/999""","200","[""SC 378""]","999","""Organic Chemistry II""","248","false","","5","""6/999""","""14/999""","""O""","20075","[""M-F 0800-0930""]","","""Research""","2007"
"64282","0.25","200","[""CHEM""]","14","""3/999""","","","","[""Sally Kessler""]","""1/999""","200","[""SC 311""]","999","""Synthesis Lab II""","254","true","""A""","5","""1/999""","""9/999""","""O""","20075","[""MW 0100-0400PM""]","""Synthesis Laboratory II""","""Lab""","2007"
"64283","0.25","200","[""CHEM""]","9","""0/999""","","","","[""Sally Kessler""]","""0/999""","200","[""SC 311""]","999","""Synthesis Lab II""","254","true","""B""","5","""4/999""","""5/999""","""O""","20075","[""TTh 0100-0400PM""]","""Synthesis Laboratory II""","""Lab""","2007"
"64295","1.0","504","[""GERM""]","0","""0/999""","","","","[""Staff""]","""0/999""","100","[""RML 525""]","999","""Beginning German I""","111","false","","5","""0/999""","""0/999""","""X""","20075","[""M-F 0800-0930""]","","""Research""","2007"
"64296","1.0","505","[""GERM""]","0","""0/999""","","","","[""Staff""]","""0/999""","100","[""RML 525""]","999","""Beginning German II""","112","false","","5","""0/999""","""0/999""","""X""","20075","[""M-F 0800-0930""]","","""Research""","2007"
"64297","1.0","508","[""GERM""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","[""RML 525""]","999","""Intermed German I""","231","false","","5","""0/999""","""0/999""","""X""","20075","[""M-F 0800-0930""]","""Intermediate German I""","""Research""","2007"
"64298","1.0","509","[""GERM""]","0","""0/999""","[""FOL-G""]","","","[""Staff""]","""0/999""","200","[""RML 525""]","999","""Intermed German II""","232","false","","5","""0/999""","""0/999""","""X""","20075","[""M-F 0800-0930""]","""Intermediate German II""","""Research""","2007"
"64311","1.0","1154","[""PSYCH""]","2","""0/999""","[""HBS"", ""IST""]","","","[""Clark Ohnesorge""]","""1/999""","100","[""RML 515""]","999","""Principles: Psych""","125","false","","5","""0/999""","""1/999""","""O""","20075","[""M-F 0800-0930""]","""Principles of Psychology""","""Research""","2007"
