"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"80444","1.0","194","[""CHEM""]","6","""2/999""","[""SED""]","194","","[""Patrick N. Riley""]","""2/999""","100","[""RNS 310""]","999","""Chemical Reactions""","126","false","","5","""0/999""","""2/999""","""O""","20105","[""M-F 1000-1130""]","""Energies and Rates of Chemical Reactions""","""Research""","2010"
"80445","0.0","195","[""CHEM""]","6","""2/999""","","194","","[""Patrick N. Riley""]","""2/999""","100","[""RNS 350""]","999","""Chemical Reactions Lab""","126","false","","5","""0/999""","""2/999""","""O""","20105","[""MW 0100-0400PM""]","","""Lab""","2010"
"80446","1.0","197","[""CHEM""]","23","""7/999""","","197","","[""Peter J. Gittins""]","""2/999""","200","[""RNS 310""]","999","""Organic Chemistry II""","248","false","","5","""1/999""","""13/999""","""O""","20105","[""M-F 0800-0930""]","","""Research""","2010"
"80447","0.25","200","[""CHEM""]","17","""6/999""","","197","","[""Robert Hanson""]","""1/999""","200","[""RNS 340""]","24","""Synthesis Lab II""","254","true","""A""","5","""1/999""","""9/999""","""O""","20105","[""MW 0100-0400PM""]","""Synthesis Laboratory II""","""Lab""","2010"
"80448","0.25","200","[""CHEM""]","0","""0/999""","","197","","[""Staff""]","""0/999""","200","[""RNS 340""]","20","""Synthesis Lab II""","254","true","""B""","5","""0/999""","""0/999""","""X""","20105","[""TTh 0100-0400PM""]","""Synthesis Laboratory II""","""Lab""","2010"
"80453","1.0","499","[""ID""]","6","""0/999""","[""HBS"", ""MCG""]","","","[""Robert W. McClure""]","""3/999""","200","[""TOH 214""]","999","""Human Geography""","234","false","","5","""1/999""","""2/999""","""O""","20105","[""M-F 1000-1130""]","""Human Geography of the Middle East""","""Research""","2010"
"80456","1.0","1207","[""REL""]","8","""0/999""","[""BTS-T"", ""WRI""]","","","[""James Hanson""]","""4/999""","200","[""TOH 110""]","25","""St. Paul/Letter/Gospel""","223","false","","5","""0/999""","""4/999""","""O""","20105","[""M-F 1000-1130""]","""Paul: His Letters, His Gospel""","""Research""","2010"
"80457","1.0","1232","[""REL""]","24","""1/999""","[""EIN"", ""WRI""]","","","[""James Hanson""]","""14/999""","200","[""TOH 108""]","25","""The Ethics of Jesus""","276","false","","5","""2/999""","""7/999""","""C""","20105","[""M-F 1230-0200PM""]","","""Research""","2010"
"80458","1.0","413","[""ENGL""]","13","""2/999""","[""WRI""]","","","[""Stephen Longfellow""]","""5/999""","200","[""TOH 314""]","999","""Creative Wrtg: Non-Fic""","291","false","","5","""1/999""","""5/999""","""O""","20105","[""M-F 1000-1130""]","""Intermediate Creative Nonfiction Writing""","""Research""","2010"
"80463","0.5","1012","[""ESAC""]","8","""0/999""","[""SPM""]","","","[""Kevin Cook""]","""3/999""","100","[""SAC 112""]","999","""Individual Fitness.50""","133","false","","5","""0/999""","""5/999""","""O""","20105","[""M-F 0800-0930""]","""Individual Fitness""","""Research""","2010"
"80466","1.0","20055","[""ART""]","3","""1/999""","[""ALS-A""]","","""R""","[""Guido Alvarez""]","""0/999""","100","[""DC 100""]","999","""Foundation New Media""","104","false","","5","""0/999""","""2/999""","""O""","20105","[""M-Th 0230-0430PM""]","","""Research""","2010"
"80638","1.0","1376","[""THEAT""]","5","""2/999""","[""ALS-A"", ""ORC""]","","","[""Jeanne I. Willcoxon""]","""0/999""","100","[""TB Haugen""]","999","""Acting for Non-Majors""","115","false","","5","""2/999""","""1/999""","""O""","20105","[""M-F 1000-1130""]","""Acting for the Non Major""","""Research""","2010"
"80639","1.0","1398","[""THEAT""]","2","""0/999""","","","","[""Todd F. Edwards""]","""2/999""","300","[""TB Haugen""]","999","""Top: Stage Combat""","379","false","","5","""0/999""","""0/999""","""O""","20105","[""M-F 1230-0200PM""]","""Topics in Interpretation and Theater""","""Topic""","2010"
