"clbid","credits","crsid","departments","enrolled","firsties","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"25184","1.0","4","[""AMST""]","26","""6/999""","","[""James Farrell""]","""6/999""","100","[""L 177""]","25","""Perspec Amer Culture""","100","false","","1","""7/999""","""9/999""","""C""","19991","[""MWF 0905-1000""]","""Research""","1999"
"25185","0.5","19","[""ART""]","18","""11/999""","","[""John Saurer""]","""3/3""","100","[""FH 42""]","21","""Found Perceptual Draw""","111","false","""A""","1","""3/3""","""4/4""","""O""","19991","[""TTh 0120-0245PM""]","""Research""","1999"
"25186","0.5","19","[""ART""]","16","""5/999""","","[""John Saurer""]","""3/3""","100","[""FH 42""]","20","""Found Perceptual Draw""","111","false","""B""","1","""3/3""","""4/4""","""O""","19991","[""TTh 0305-0430PM""]","""Research""","1999"
"25187","0.5","20","[""ART""]","20","""5/999""","","[""Jan Shoger""]","""3/3""","100","[""FH 42""]","20","""Found Conceptual Draw""","112","false","","1","""3/3""","""4/4""","""C""","19991","[""MWF 0200-0255PM""]","""Research""","1999"
"25190","0.5","22","[""ART""]","10","""4/999""","","[""John Saurer""]","""2/4""","100","[""FH 18""]","16","""Foundation Sculpture""","114","false","""A""","1","""3/3""","""5/6""","""O""","19991","[""TTh 0800-0925""]","""Research""","1999"
"25191","0.5","22","[""ART""]","13","""4/4""","","[""John Saurer""]","""4/4""","100","[""FH 18""]","14","""Foundation Sculpture""","114","false","""B""","1","""3/3""","""3/4""","""O""","19991","[""TTh 0935-1100""]","""Research""","1999"
"25192","0.5","24","[""ART""]","16","""4/999""","","[""Ron Gallas""]","""4/4""","100","[""FH 19""]","16","""Found Ceramics: Hand""","116","false","","1","""3/3""","""4/4""","""C""","19991","[""TTh 0935-1100""]","""Research""","1999"
"25193","0.5","26","[""ART""]","16","""5/999""","","[""Ron Gallas""]","""3/3""","100","[""FH 19""]","15","""Found Ceramics: Wheel""","119","false","""A""","1","""3/3""","""4/4""","""C""","19991","[""TTh 1145-0110PM""]","""Research""","1999"
"25194","0.5","26","[""ART""]","17","""4/999""","","[""Ron Gallas""]","""3/3""","100","[""FH 19""]","15","""Found Ceramics: Wheel""","119","false","""B""","1","""3/3""","""4/4""","""C""","19991","[""TTh 0120-0245PM""]","""Research""","1999"
"25195","1.0","27","[""ART""]","15","""15/999""","","[""Jan Shoger""]","""0/999""","100","[""FH 42""]","16","""Honors Found Drawing""","120","false","","1","""0/16""","""0/999""","""O""","19991","[""MWF 0800-1000""]","""Research""","1999"
"25196","1.0","29","[""ART""]","22","""5/5""","","[""Margaret Ojala""]","""5/5""","100","[""FH 2""]","20","""Found Photography""","124","false","","1","""5/5""","""5/5""","""C""","19991","[""TTh 0800-1100""]","""Research""","1999"
"25197","1.0","31","[""ART""]","34","""6/999""","","[""Perette Michelli""]","""7/7""","100","[""FH 01""]","40","""Ancient--Medieval""","150","false","","1","""5/5""","""8/8""","""O""","19991","[""MWF 0200-0255PM""]","""Research""","1999"
"25198","1.0","32","[""ART""]","39","""10/999""","","[""Perette Michelli""]","""4/4""","100","[""FH 01""]","30","""Renaissance--Present""","151","false","","1","""4/3""","""7/7""","""C""","19991","[""TTh 0800-0925""]","""Research""","1999"
"25199","1.0","33","[""ART""]","20","""0/999""","","[""Mary Griep""]","""11/999""","200","[""FH 40""]","20","""Oil/Acrylic Paintng""","231","false","","1","""9/999""","""0/999""","""C""","19991","[""MWF 1255-0255PM""]","""Research""","1999"
