"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"96736","1.0","745","[""MATH""]","3","""2/999""","[""WRI""]","","","[""Bruce Hanson""]","""1/999""","200","[""TOH 184""]","999","""Real Analysis I""","244","false","","4","""0/999""","""0/999""","""O""","20134","[""M-F 1000-1130""]","","""Research""","2013"
"96739","1.0","22785","[""ASIAN""]","2","""0/999""","[""ALS-L"", ""MCG""]","","""R""","[""William H. Bridges IV""]","""0/999""","100","[""TOH 308""]","999","""Japanese SciFi/Glob Persp""","130","false","","4","""0/999""","""2/999""","""O""","20134","[""M-F 1000-1130""]","""Japanese Science Fiction in Global Perspective""","""Research""","2013"
"96741","1.0","114","[""BIO""]","9","""2/999""","[""IST"", ""SED""]","114","","[""John Giannini""]","""2/999""","100","[""RNS 290"", ""RNS 290""]","999","""Thinking & Doing Bio""","135","false","","4","""0/999""","""5/999""","""O""","20134","[""M-F 1000-1130"", ""M-F 1230-0200PM""]","""Thinking and Doing Biology""","""Research""","2013"
"96742","0.0","115","[""BIO""]","9","""2/999""","","114","","[""John Giannini""]","""2/999""","100","","999","""Thinking & Doing Bio Lab""","135","false","","4","""0/999""","""5/999""","""O""","20134","","","""Lab""","2013"
"96743","1.0","1207","[""REL""]","2","""0/999""","[""BTS-T"", ""WRI""]","","","[""James Hanson""]","""0/999""","200","[""OM 110""]","999","""St. Paul/Letter/Gospel""","223","false","","4","""0/999""","""2/999""","""O""","20134","[""M-F 1000-1130""]","""Paul: His Letters, His Gospel""","""Research""","2013"
"96744","1.0","1232","[""REL""]","6","""1/999""","[""EIN"", ""WRI""]","","","[""James Hanson""]","""2/999""","200","[""OM 110""]","999","""The Ethics of Jesus""","276","false","","4","""2/999""","""1/999""","""O""","20134","[""M-F 1230-0200PM""]","","""Research""","2013"
"96748","0.5","1012","[""ESAC""]","6","""1/999""","[""SPM""]","","","[""Eric C. Yuen""]","""0/999""","100","[""SAC 112""]","999","""Individual Fitness.50""","133","false","","4","""3/999""","""2/999""","""O""","20134","[""M-F 0230-0400PM""]","""Individual Fitness""","""Research""","2013"
"96749","0.5","1016","[""ESAC""]","9","""1/999""","[""SPM""]","","","[""William Sean Goldsworthy""]","""2/999""","100","[""SAC 112""]","999","""Wt Training Co-Ed .50""","140","false","","4","""0/999""","""6/999""","""O""","20134","[""M-F 0230-0400PM""]","""Weight Training""","""Research""","2013"
"96782","1.0","1403","[""STAT""]","0","""0/999""","[""AQR""]","","","[""Laura F. Boehm""]","""0/999""","200","","999","""Statistics for Science""","212","false","","4","""0/999""","""0/999""","""X""","20134","[""M-F 1000-1130""]","""Statistics for the Sciences""","""Research""","2013"
"96785","1.0","18778","[""ENVST""]","0","""0/999""","","","","[""Paul T. Jackson""]","""0/999""","200","","999","""Top: Sustain/Higher Ed""","281","false","","4","""0/999""","""0/999""","""X""","20134","[""M-F 1000-1130""]","""Topics in Environmental Studies""","""Topic""","2013"
