"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"95006","1.0","299","[""CSCI""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95007","1.0","306","[""CSCI""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95008","1.0","313","[""EDUC""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95009","1.0","344","[""EDUC""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95010","1.0","374","[""DANCE""]","1","""0/999""","","","","[""Anne von Bibra""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""1/999""","""C""","20142","","""Internship""","""Research""","2014"
"95011","1.0","377","[""DANCE""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95012","1.0","433","[""ENGL""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95013","1.0","449","[""ENGL""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95014","1.0","464","[""ENVST""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95015","1.0","466","[""ENVST""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95016","1.0","490","[""FREN""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95017","1.0","494","[""FREN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95018","1.0","522","[""GERM""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95019","1.0","529","[""GERM""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95020","1.0","543","[""GREEK""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95021","1.0","550","[""GREEK""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","""Academic Inernship""","""Research""","2014"
"95022","1.0","624","[""HIST""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95023","1.0","640","[""HIST""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95024","1.0","653","[""FAMST""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95025","1.0","656","[""FAMST""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95026","1.0","686","[""IS""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95027","1.0","691","[""IS""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95028","1.0","707","[""ID""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95029","1.0","709","[""ID""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95030","1.0","716","[""LATIN""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95031","1.0","725","[""LATIN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95032","1.0","751","[""MATH""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95033","1.0","784","[""MGMT""]","7","""0/999""","","","","[""Sian E. Muir""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""6/999""","""1/999""","""C""","20142","","""Internship""","""Research""","2014"
"95034","1.0","788","[""MGMT""]","1","""0/999""","","","","[""Sian E. Muir""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""1/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95035","1.0","795","[""MEDIA""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95036","1.0","797","[""MEDIA""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95037","1.0","846","[""MUSIC""]","1","""0/999""","","","","[""Dana L. Maeda""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95038","1.0","865","[""MUSIC""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95039","1.0","917","[""NEURO""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95040","1.0","919","[""NEURO""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95041","1.0","931","[""NORW""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95042","1.0","936","[""NORW""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95043","1.0","942","[""NURS""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95044","1.0","961","[""NURS""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95045","1.0","985","[""PHIL""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95046","1.0","992","[""PHIL""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95047","1.0","1057","[""ESTH""]","2","""0/999""","","","","[""Cynthia Book""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""2/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95048","1.0","1067","[""ESTH""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95049","1.0","1090","[""PHYS""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95050","1.0","1100","[""PHYS""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95051","1.0","1139","[""PSCI""]","1","""0/999""","","","","[""Anthony Lott""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95052","1.0","1151","[""PSCI""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95053","1.0","1178","[""PSYCH""]","1","""0/999""","","","","[""Dana Gross""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95054","1.0","1188","[""PSYCH""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95055","1.0","1236","[""REL""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95056","1.0","1253","[""REL""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95057","1.0","1275","[""RUSSN""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95058","1.0","1279","[""RUSSN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95059","1.0","1315","[""SOAN""]","1","""0/999""","","","","[""Bruce Nordstrom-Loeb""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95060","1.0","1319","[""SOAN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95061","1.0","1341","[""SPAN""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95062","1.0","1354","[""SPAN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95063","1.0","1366","[""SWRK""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95064","1.0","1372","[""SWRK""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95065","1.0","1394","[""THEAT""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","""Internships""","""Research""","2014"
"95066","1.0","1400","[""THEAT""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95067","1.0","1409","[""STAT""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95068","1.0","1413","[""STAT""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95070","1.0","14","[""AMST""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95072","1.0","766","[""MATH""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95073","1.0","18612","[""AFAM""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","18","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95074","1.0","18614","[""AFAM""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95075","1.0","18616","[""BMOLS""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95076","1.0","18618","[""BMOLS""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95077","1.0","670","[""JAPAN""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95078","1.0","668","[""JAPAN""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95079","1.0","18620","[""MEDVL""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95080","1.0","18622","[""MEDVL""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95081","1.0","1282","[""RUSST""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95082","1.0","1284","[""RUSST""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95083","1.0","26170","[""WMGST""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95084","1.0","26172","[""WMGST""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95085","1.0","27329","[""RACE""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95086","1.0","27331","[""RACE""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95087","1.0","27398","[""LAMST""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95088","1.0","27400","[""LAMST""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95089","1.0","1139","[""PSCI""]","1","""0/999""","","","","[""Anthony Lott""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""1/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95090","1.0","784","[""MGMT""]","1","""0/999""","","","","[""Sian E. Muir""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""1/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95092","1.0","222","[""CHEM""]","2","""0/999""","","","","[""Douglas J. Beussman""]","""1/999""","300","","999","""Academic Internship""","394","true","""A""","2","""1/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95093","1.0","1315","[""SOAN""]","1","""0/999""","","","","[""Christopher L. Chiappari""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""1/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95095","1.0","464","[""ENVST""]","1","""0/999""","","","","[""Daniel Hofrenning""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""1/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95096","1.0","1067","[""ESTH""]","0","""0/999""","","","","[""Cynthia Book""]","""0/999""","300","","999","""Academic Internship""","394","true","""A""","2","""0/999""","""0/999""","""C""","20142","","""Internship""","""Research""","2014"
"95098","1.0","707","[""ID""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95099","1.0","1178","[""PSYCH""]","0","""0/999""","","","","[""M. Minda Ori\u00f1a""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95100","1.0","709","[""ID""]","0","""0/999""","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","""A""","2","""0/999""","""0/999""","""C""","20142","","","""Research""","2014"
"95102","1.0","44","[""ART""]","18","""3/999""","","","","[""Wendell Arneson""]","""5/999""","200","[""DC 216"", ""DC 216"", ""DC 216""]","22","""Advanced 2D Studio""","233","false","","2","""3/999""","""7/999""","""O""","20142","[""M-F 0900-1000"", ""M-F 1040-1200PM"", ""M-F 0100-0300PM""]","""Advanced Two-Dimensional Studio""","""Research""","2014"
"95107","1.0","52","[""ART""]","29","""13/999""","[""ALS-A"", ""HWC""]","","","[""Christopher Tradowsky""]","""4/999""","200","[""RNS 310""]","30","""Art Since 1945""","253","false","","2","""5/999""","""7/999""","""C""","20142","[""M-F 0100-0300PM""]","","""Research""","2014"
"95111","1.0","18780","[""ASIAN""]","35","""2/999""","","","","[""Karil J. Kucera"", ""Kristina MacPherson""]","""5/999""","200","","40","""AsianCon2: Encounter Asia""","215","false","","2","""0/999""","""28/999""","""C""","20142","","""Asian Conversations II: Encountering Asia""","""Research""","2014"
"95113","1.0","189","[""CHEM""]","31","""24/999""","","","","[""William Samuels""]","""0/999""","100","[""RNS 390""]","30","""Atom/Molec Structure""","123","false","""A""","2","""1/999""","""6/999""","""C""","20142","[""M-F 0800-1000""]","""Atomic and Molecular Structure""","""Research""","2014"
"95114","1.0","189","[""CHEM""]","33","""28/999""","","","","[""Jennifer Wilcox""]","""0/999""","100","[""RNS 390""]","30","""Atom/Molec Structure""","123","false","""B""","2","""1/999""","""4/999""","""C""","20142","[""M-F 1040-1240PM""]","""Atomic and Molecular Structure""","""Research""","2014"
"95119","1.0","1324","[""SPAN""]","19","""14/10""","","","","[""Carla Manzoni""]","""1/2""","100","[""TOH 310"", ""TOH 310""]","17","""Beginning Spanish I""","111","false","","2","""1/0""","""3/5""","""C""","20142","[""M-F 0900-1000"", ""M-F 1040-1240PM""]","","""Research""","2014"
"95120","1.0","977","[""PHIL""]","23","""0/0""","[""EIN""]","","","[""Karen Gervais""]","""16/999""","200","[""HH 413"", ""HH 413""]","25","""Biomedical Ethics""","250","false","","2","""3/999""","""4/0""","""C""","20142","[""M-F 0800-1000"", ""M 0700-0930PM""]","","""Research""","2014"
"95135","1.0","1222","[""ASIAN"", ""REL""]","27","""0/0""","[""MCG""]","","","[""Barbara Reed""]","""14/999""","200","[""TOH 308""]","30","""Buddhism""","257","false","","2","""5/999""","""8/999""","""C""","20142","[""M-F 0100-0300PM""]","","""Research""","2014"
"95140","1.0","232","[""CLASS""]","30","""0/999""","[""ALS-A"", ""HWC""]","","","[""Anne Groton""]","""15/999""","200","","30","""Class Studies Greece""","251","false","","2","""8/999""","""7/999""","""C""","20142","","""Classical Studies in Greece""","""Research""","2014"
"95152","1.0","736","[""MATH""]","23","""21/999""","[""AQR""]","","","[""Jill Dietz""]","""0/999""","200","[""RNS 204"", ""RNS 204""]","20","""Elem Linear Algebra""","220","false","","2","""0/999""","""2/999""","""C""","20142","[""M-F 1040-1240PM"", ""M-F 0100-0300PM""]","""Elementary Linear Algebra""","""Research""","2014"
"95153","1.0","25200","[""HIST""]","19","""19/999""","[""HWC""]","","","[""Gary De Krey""]","""0/0""","100","[""HH 514""]","19","""Elizabethan England""","117","false","","2","""0/0""","""0/0""","""C""","20142","[""M-F 1040-1240PM""]","","""Research""","2014"
"95154","1.0","26656","[""PHYS""]","10","""0/999""","[""ORC""]","","","[""Jason J. Engbrecht""]","""8/999""","300","[""RNS 297"", ""RNS 297"", ""RNS 297""]","10","""Engineering Design Pract""","360","false","","2","""2/999""","""0/999""","""C""","20142","[""M-F 0800-1000"", ""M-F 1040-1200PM"", ""M-F 0100-0500PM""]","""Engineering Design Practicum""","""Research""","2014"
"95156","1.0","151","[""BIO""]","19","""0/999""","[""SPM""]","","","[""Alyson Center""]","""9/999""","200","","19","""Equatorial Biology""","288","false","","2","""3/999""","""7/999""","""C""","20142","","","""Research""","2014"
"95158","0.0","23011","[""REL""]","0","""0/0""","","","","[""Eric Lund""]","""0/999""","200","","0","""FLC - German""","262","true","","2","""0/999""","""0/999""","""C""","20142","","","""FLAC""","2014"
"95159","1.0","20055","[""ART""]","18","""14/999""","[""ALS-A""]","","","[""Peter B. Nelson""]","""0/999""","100","[""DC 100"", ""DC 100"", ""DC 100""]","18","""Foundation New Media""","104","false","","2","""4/999""","""0/999""","""C""","20142","[""M-F 0900-1000"", ""M-F 1040-1200PM"", ""M-F 0100-0300PM""]","","""Research""","2014"
"95161","1.0","21394","[""FREN""]","14","""4/999""","[""FOL-F"", ""MCG""]","","","[""Wendy Allen""]","""3/999""","200","","16","""Fr Lang/Moroccan Culture""","235","false","","2","""0/999""","""7/999""","""C""","20142","","""French Language and Moroccan Culture in Fes""","""Research""","2014"
"95166","1.0","728","[""MATH""]","19","""7/999""","[""AQR""]","","","[""Joseph Benson""]","""4/999""","100","[""TOH 184"", ""TOH 184""]","20","""Gateways/Mathematics""","117","false","","2","""1/999""","""7/999""","""C""","20142","[""M-F 1040-1240PM"", ""M-F 0100-0300PM""]","""Gateways to Mathematics""","""Research""","2014"
"95167","1.0","758","[""MATH""]","24","""0/0""","","","","[""Ryota Matsuura""]","""2/999""","300","[""RNS 208"", ""RNS 208""]","20","""Geometry""","356","false","","2","""22/999""","""0/999""","""C""","20142","[""M-F 1040-1240PM"", ""M-F 0100-0300PM""]","","""Research""","2014"
"95168","1.0","513","[""GERM""]","50","""10/999""","[""ALS-A"", ""HWC""]","","","[""Kirk Martinson""]","""26/999""","200","[""TOH 210""]","45","""German Cinema""","249","false","","2","""7/999""","""7/999""","""C""","20142","[""M-F 0100-0300PM""]","","""Research""","2014"
"95177","1.0","26657","[""SWRK""]","30","""12/14""","[""ORC""]","","","[""Susan E. Smalling""]","""6/3""","100","[""HH 317"", ""HH 317""]","25","""Global Challenges""","122","false","","2","""7/3""","""5/5""","""C""","20142","[""M-Th 1040-1240PM"", ""TW 0800-1000""]","","""Research""","2014"
"95182","1.0","704","[""ID""]","13","""0/999""","","","","[""Wesley Pearson""]","""4/999""","200","","12","""Hospital Health Care""","255","true","","2","""7/999""","""2/999""","""C""","20142","","""The Physician in Clinical and Hospital Health Care""","""Research""","2014"
