"clbid","credits","crsid","departments","enrolled","firsties","grouptype","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"20030","1.0","13","[""AMST""]","13","""0/999""","","","[""Frieda Knobloch""]","""5/999""","300","[""MFH 230""]","15","""Sem: American Cultures""","301","false","","3","""5/999""","""2/999""","""O""","19963","[""TTh 0935-1100""]","""Seminar""","1996"
"20031","1.0","18","[""ART""]","14","""5/18""","","","[""Mary Griep""]","""1/3""","100","[""FH 42""]","22","""Foundation Drawing""","110","false","","3","""2/2""","""1/10""","""O""","19963","[""MWF 1150-0150PM""]","""Research""","1996"
"20032","0.5","19","[""ART""]","11","""8/14""","","","[""John Saurer""]","""1/4""","100","[""FH 42""]","22","""Found Perceptual Draw""","111","false","","3","""1/2""","""6/11""","""O""","19963","[""TTh 1145-0110PM""]","""Research""","1996"
"20033","0.5","20","[""ART""]","20","""10/13""","","","[""Jan Shoger""]","""2/4""","100","[""FH 42""]","22","""Found Conceptual Draw""","112","false","","3","""1/2""","""6/10""","""O""","19963","[""MWF 0905-1000""]","""Research""","1996"
"20034","0.5","21","[""ART""]","26","""9/9""","","","[""Wendell Arneson""]","""3/5""","100","[""FH AB""]","22","""Found Color Design""","113","false","""A""","3","""3/4""","""7/10""","""C""","19963","[""MWF 0905-1000""]","""Research""","1996"
"20035","0.5","21","[""ART""]","29","""6/6""","","","[""Wendell Arneson""]","""4/4""","100","[""FH AB""]","22","""Found Color Design""","113","false","""B""","3","""4/4""","""8/8""","""C""","19963","[""MWF 1045-1140""]","""Research""","1996"
"20036","0.5","22","[""ART""]","16","""5/5""","","","[""John Saurer""]","""3/3""","100","[""FH 18""]","15","""Foundation Sculpture""","114","false","""A""","3","""2/2""","""5/5""","""C""","19963","[""TTh 0300-0430PM""]","""Research""","1996"
"20037","0.5","22","[""ART""]","13","""6/6""","","","[""Irve Dell""]","""2/4""","100","[""FH 18""]","15","""Foundation Sculpture""","114","false","""B""","3","""1/2""","""6/7""","""C""","19963","[""TTh 0935-1100""]","""Research""","1996"
"20038","0.5","23","[""ART""]","16","""5/5""","","","[""Margaret Ojala""]","""5/5""","100","[""FH 2""]","20","""Found Photography""","115","false","""A""","3","""4/4""","""6/6""","""C""","19963","[""TTh 0800-0925""]","""Research""","1996"
"20039","0.5","23","[""ART""]","17","""5/5""","","","[""Margaret Ojala""]","""4/5""","100","[""FH 2""]","20","""Found Photography""","115","false","""B""","3","""4/4""","""7/7""","""C""","19963","[""TTh 0935-1100""]","""Research""","1996"
"20040","0.5","24","[""ART""]","23","""8/8""","","","[""Ron Gallas""]","""0/4""","100","[""FH 19""]","20","""Found Ceramics: Hand""","116","false","","3","""3/3""","""9/9""","""C""","19963","[""TTh 0935-1100""]","""Research""","1996"
"20041","0.5","26","[""ART""]","15","""5/5""","","","[""Ron Gallas""]","""3/3""","100","[""FH 19""]","15","""Found Ceramics: Wheel""","119","false","","3","""3/3""","""4/4""","""C""","19963","[""TTh 1145-0110PM""]","""Research""","1996"
"20042","1.0","32","[""ART""]","56","""15/15""","","","[""Perette Michelli""]","""15/15""","100","[""FH 01""]","60","""Renaissance--Present""","151","false","","3","""10/10""","""20/20""","""C""","19963","[""MWF 0905-1000""]","""Research""","1996"
"20043","1.0","34","[""ART""]","19","""1/999""","","","[""Wendell Arneson""]","""6/12""","200","[""FH AB""]","22","""Watercolor Painting""","232","false","","3","""2/4""","""8/14""","""O""","19963","[""MWF 1255-0255PM""]","""Research""","1996"
"20044","1.0","36","[""ART""]","12","""0/999""","","","[""Irve Dell""]","""3/4""","200","[""FH 18""]","10","""Sculpt: Direct Metal""","234","false","","3","""2/2""","""5/5""","""C""","19963","[""TTh 1145-0245PM""]","""Research""","1996"
"20045","1.0","39","[""ART""]","12","""2/5""","","","[""Jan Shoger""]","""2/6""","200","[""FH 44""]","15","""Printmkg: Intaglio/Mono""","237","false","","3","""3/2""","""5/10""","""C""","19963","[""MWF 1045-1245PM""]","""Research""","1996"
"20047","1.0","43","[""ART""]","22","""0/999""","","","[""Mary Griep""]","""9/10""","200","[""FH 40""]","20","""Figure Drawing""","242","false","","3","""4/2""","""7/9""","""C""","19963","[""MWF 0800-1000""]","""Research""","1996"
"20049","1.0","52","[""ART""]","32","""5/999""","","","[""Matthew Rohn""]","""8/32""","200","[""FH 01""]","60","""Art Since 1945""","253","false","","3","""8/20""","""13/44""","""O""","19963","[""MWF 1045-1140""]","""Research""","1996"
"20050","1.0","1507","[""ART""]","11","""0/999""","","","[""Perette Michelli""]","""1/18""","200","[""FH 01""]","40","""Baroque and Rococo""","258","false","","3","""5/8""","""6/34""","""C""","19963","[""TTh 0120-0245PM""]","""Research""","1996"
"20051","1.0","60","[""ART""]","19","""0/999""","","","[""Perette Michelli""]","""5/16""","200","[""FH 01""]","30","""Medieval""","263","false","","3","""4/10""","""7/21""","""C""","19963","[""MWF 0200-0255PM""]","""Research""","1996"
"20052","1.0","61","[""ART""]","50","""3/999""","","","[""A. Malcolm Gimse""]","""5/20""","200","[""FH 01""]","50","""Art of India/SE Asia""","265","false","","3","""10/10""","""13/35""","""C""","19963","[""MWF 1255-0150PM""]","""Research""","1996"
"20053","1.0","68","[""ART""]","1","""0/999""","","","[""Mary Griep""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","19963","","""Research""","1996"
"20054","1.0","69","[""ART""]","3","""0/999""","","","[""Matthew Rohn""]","""0/999""","200","","999","""IS/Art History Topics""","298","false","","3","""2/999""","""0/999""","""O""","19963","","""Research""","1996"
"20055","1.0","69","[""ART""]","2","""0/999""","","","[""Margaret Ojala""]","""0/999""","200","","999","""IS/Adv Photography""","298","false","""A""","3","""0/999""","""0/999""","""O""","19963","","""Research""","1996"
"20056","1.0","69","[""ART""]","1","""0/999""","","","[""Mary Griep""]","""0/999""","200","","999","""IS/Adv Figure Drawing""","298","false","""B""","3","""0/999""","""0/999""","""O""","19963","","""Research""","1996"
"20059","1.0","1513","[""ART""]","3","""0/999""","","","[""Irve Dell""]","""0/6""","300","[""FH 18""]","8","""Sculpture II""","333","false","","3","""2/2""","""0/999""","""C""","19963","[""Th 1145-0245PM""]","""Research""","1996"
"20060","1.0","71","[""ART""]","25","""0/999""","","","[""Staff""]","""2/999""","300","[""FH 01""]","35","""Senior Studies-Studio""","393","false","","3","""21/35""","""0/999""","""O""","19963","[""Th 0600-1000PM""]","""Research""","1996"
"20061","1.0","74","[""ART""]","7","""0/999""","","","[""Staff""]","""0/999""","300","[""FH SEM""]","20","""Sr Studies-Art Hist""","395","false","","3","""6/20""","""0/999""","""O""","19963","[""TTh 0120-0245PM""]","""Research""","1996"
"20062","1.0","75","[""ART""]","1","""0/999""","","","[""Margaret Ojala""]","""0/999""","300","","999","""IR/Experiments/Photo""","398","false","","3","""0/999""","""0/999""","""O""","19963","","""Research""","1996"
"20063","1.0","78","[""ASIAN""]","14","""9/999""","","","[""Richard Bodman""]","""3/999""","100","[""MFH""]","30","""Asian Cultures""","121","false","","3","""2/999""","""2/999""","""O""","19963","[""TTh 1145-0110PM""]","""Research""","1996"
"20064","1.0","94","[""ASIAN""]","1","""0/999""","","","[""Gia Someya""]","""0/999""","200","","999","""IS/Ind Studies-Korean""","298","false","","3","""0/999""","""0/999""","""O""","19963","","""Research""","1996"
"20065","1.0","100","[""BIO""]","85","""47/999""","","","[""David Van Wylen""]","""8/999""","100","[""SC 280""]","96","""Biological Science""","121","false","","3","""10/999""","""31/999""","""C""","19963","[""MWF 0905-1000""]","""Research""","1996"
"20066","0.0","101","[""BIO""]","21","""14/999""","","","[""Staff""]","""3/999""","100","[""SC 273""]","24","""Biological Sci/Lab""","121","false","""A""","3","""1/999""","""7/999""","""C""","19963","[""T 0800-1000""]","""Lab""","1996"
"20067","0.0","101","[""BIO""]","23","""10/999""","","","[""Staff""]","""1/999""","100","[""SC 273""]","24","""Biological Sci/Lab""","121","false","""B""","3","""3/999""","""11/999""","""C""","19963","[""T 1145-0145PM""]","""Lab""","1996"
"20068","0.0","101","[""BIO""]","22","""7/999""","","","[""Staff""]","""2/999""","100","[""SC 273""]","24","""Biological Sci/Lab""","121","false","""C""","3","""3/999""","""12/999""","""C""","19963","[""T 0300-0500PM""]","""Lab""","1996"
"20069","0.0","101","[""BIO""]","19","""15/999""","","","[""Staff""]","""2/999""","100","[""SC 273""]","24","""Biological Sci/Lab""","121","false","""D""","3","""3/999""","""1/999""","""C""","19963","[""W 1255-0255PM""]","""Lab""","1996"
"20070","1.0","108","[""BIO""]","60","""37/999""","","","[""Charles Jr. Umbanhowar""]","""5/999""","100","[""SC 278""]","72","""Organismic Biology""","126","false","""A""","3","""0/999""","""16/999""","""O""","19963","[""MWF 0800-0855""]","""Research""","1996"
"20071","0.0","109","[""BIO""]","19","""18/999""","","","[""Staff""]","""0/999""","100","[""SC 211""]","22","""Organismic Biol/Lab""","126","false","""A""","3","""0/999""","""4/999""","""C""","19963","[""T 0800-1030""]","""Lab""","1996"
"20072","1.0","108","[""BIO""]","72","""25/999""","","","[""Louis Henry Kermott""]","""4/999""","100","[""SC 278""]","72","""Organismic Biology""","126","false","""B""","3","""2/999""","""38/999""","""C""","19963","[""MWF 1045-1140""]","""Research""","1996"
"20073","0.0","109","[""BIO""]","23","""10/999""","","","[""Staff""]","""2/999""","100","[""SC 211""]","22","""Organismic Biol/Lab""","126","false","""B""","3","""0/999""","""11/999""","""C""","19963","[""T 0300-0530PM""]","""Lab""","1996"
"20075","0.0","109","[""BIO""]","18","""8/999""","","","[""Staff""]","""3/999""","100","[""SC 211""]","22","""Organismic Biol/Lab""","126","false","""C""","3","""0/999""","""2/999""","""O""","19963","[""W 1255-0325PM""]","""Lab""","1996"
"20076","0.0","109","[""BIO""]","22","""6/999""","","","[""Staff""]","""3/999""","100","[""SC 211""]","22","""Organismic Biol/Lab""","126","false","""D""","3","""2/999""","""13/999""","""C""","19963","[""M 1255-0325PM""]","""Lab""","1996"
"20077","0.0","109","[""BIO""]","26","""11/999""","","","[""Staff""]","""1/999""","100","[""SC 211""]","22","""Organismic Biol/Lab""","126","false","""E""","3","""0/999""","""14/999""","""C""","19963","[""T 1145-0215PM""]","""Lab""","1996"
"20078","0.0","109","[""BIO""]","24","""8/999""","","","[""Staff""]","""0/999""","100","[""SC 211""]","22","""Organismic Biol/Lab""","126","false","""F""","3","""0/999""","""15/999""","""C""","19963","[""Th 0800-1030""]","""Lab""","1996"
"20079","0.0","109","[""BIO""]","21","""9/999""","","","[""Staff""]","""0/999""","100","[""SC 211""]","22","""Organismic Biol/Lab""","126","false","""G""","3","""0/999""","""16/999""","""C""","19963","[""Th 1145-0215PM""]","""Lab""","1996"
"20080","0.0","109","[""BIO""]","22","""11/999""","","","[""Staff""]","""0/999""","100","[""SC 211""]","22","""Organismic Bio/Lab""","126","false","""H""","3","""0/999""","""15/999""","""C""","19963","[""Th 0300-0530PM""]","""Lab""","1996"
"20081","0.0","109","[""BIO""]","21","""9/999""","","","[""Staff""]","""0/999""","100","[""SC 211""]","22","""Organismic Biology""","126","false","""I""","3","""0/999""","""7/999""","""C""","19963","[""F 0200-0430PM""]","""Lab""","1996"
"20082","1.0","119","[""BIO""]","66","""2/999""","","","[""Kristen Pritchard""]","""16/999""","200","[""SC 280""]","72","""Microbiology""","231","false","","3","""32/999""","""22/999""","""C""","19963","[""MWF 1045-1140""]","""Research""","1996"
"20083","0.0","120","[""BIO""]","25","""0/999""","","","[""Staff""]","""6/999""","200","[""SC 263""]","22","""Microbiology/Lab""","231","false","""A""","3","""14/999""","""3/999""","""C""","19963","[""T 1200-0300PM""]","""Lab""","1996"
"20084","0.0","120","[""BIO""]","18","""2/999""","","","[""Staff""]","""6/999""","200","[""SC 263""]","22","""Microbiology/Lab""","231","false","""B""","3","""6/999""","""7/999""","""C""","19963","[""W 1255-0355PM""]","""Lab""","1996"
"20085","0.0","120","[""BIO""]","23","""0/999""","","","[""Staff""]","""4/999""","200","[""SC 263""]","22","""Microbiology/Lab""","231","false","""C""","3","""12/999""","""7/999""","""C""","19963","[""Th 0120-0420PM""]","""Lab""","1996"
"20086","1.0","122","[""BIO""]","43","""1/999""","","","[""Paul Cabe""]","""22/999""","200","[""SC 280""]","72","""Intermediate Genetics""","233","false","","3","""6/999""","""14/999""","""O""","19963","[""MWF 1150-1245PM""]","""Research""","1996"
"20087","0.0","123","[""BIO""]","10","""0/999""","","","[""Staff""]","""5/999""","200","[""SC 229""]","24","""Intermed Genetics/Lab""","233","false","""A""","3","""2/999""","""6/999""","""O""","19963","[""W 0200-0500PM""]","""Lab""","1996"
"20088","0.0","123","[""BIO""]","21","""1/999""","","","[""Staff""]","""13/999""","200","[""SC 229""]","24","""Intermed Genetics/Lab""","233","false","""B""","3","""2/999""","""5/999""","""O""","19963","[""Th 0800-1100""]","""Lab""","1996"
"20089","0.0","123","[""BIO""]","12","""0/999""","","","[""Staff""]","""4/999""","200","[""SC 229""]","24","""Intermed Genetics/Lab""","233","false","""C""","3","""1/999""","""3/999""","""O""","19963","[""Th 0200-0500PM""]","""Lab""","1996"
"20090","1.0","124","[""BIO""]","39","""0/999""","","","[""Eugene Bakko""]","""1/999""","200","[""SC 278""]","32","""Vertebrate Nat Hist""","242","false","","3","""32/999""","""0/999""","""C""","19963","[""TTh 0800-0925""]","""Research""","1996"
"20091","0.0","125","[""BIO""]","18","""0/999""","","","[""Staff""]","""1/999""","200","[""SC 269""]","16","""Vertebrate Lab""","242","false","""A""","3","""15/999""","""0/999""","""C""","19963","[""W 1255-0355PM""]","""Lab""","1996"
"20092","0.0","125","[""BIO""]","21","""0/999""","","","[""Staff""]","""1/999""","200","[""SC 269""]","16","""Vertebrate Lab""","242","false","""B""","3","""16/999""","""0/999""","""C""","19963","[""Th 0200-0500PM""]","""Lab""","1996"
"20093","1.0","134","[""BIO""]","24","""1/999""","","","[""John Giannini""]","""11/999""","200","[""SC 274""]","36","""Plant Physiology""","251","false","","3","""11/999""","""2/999""","""O""","19963","[""MWF 1045-1140""]","""Research""","1996"
"20094","0.0","135","[""BIO""]","10","""0/999""","","","[""Staff""]","""3/999""","200","[""SC 227""]","12","""Plant Physiology""","251","false","""A""","3","""6/999""","""0/999""","""O""","19963","[""T 0120-0420PM""]","""Lab""","1996"
"20095","0.0","135","[""BIO""]","5","""1/999""","","","[""Staff""]","""4/999""","200","[""SC 227""]","12","""Plant Physiology""","251","false","""B""","3","""2/999""","""1/999""","""O""","19963","[""W 1255-0355PM""]","""Lab""","1996"
"20096","0.0","135","[""BIO""]","9","""0/999""","","","[""Staff""]","""4/999""","200","[""SC 227""]","12","""Plant Physiology""","251","false","""C""","3","""3/999""","""1/999""","""O""","19963","[""Th 1145-0245PM""]","""Lab""","1996"
"20097","1.0","139","[""BIO""]","45","""1/999""","","","[""Kathleen L. Shea""]","""26/999""","200","[""SC 278""]","54","""Ecological Principles""","261","false","","3","""9/999""","""12/999""","""O""","19963","[""MWF 0905-1000""]","""Research""","1996"
"20098","0.0","140","[""BIO""]","15","""1/999""","","","[""Staff""]","""6/999""","200","[""SC 248""]","18","""Ecological Prin/Lab""","261","false","""A""","3","""2/999""","""7/999""","""O""","19963","[""T 0800-1030""]","""Lab""","1996"
"20099","0.0","140","[""BIO""]","18","""0/999""","","","[""Staff""]","""14/999""","200","[""SC 248""]","18","""Ecological Prin/Lab""","261","false","""B""","3","""4/999""","""0/999""","""C""","19963","[""T 0120-0355PM""]","""Lab""","1996"
"20100","0.0","140","[""BIO""]","12","""0/999""","","","[""Staff""]","""6/999""","200","[""SC 248""]","18","""Ecological Prin/Lab""","261","false","""C""","3","""3/999""","""5/999""","""O""","19963","[""W 1255-0325PM""]","""Lab""","1996"
"20101","1.0","153","[""BIO""]","1","""0/999""","","","[""Charles Jr. Umbanhowar""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","19963","","""Research""","1996"
"20102","1.0","154","[""BIO""]","1","""0/999""","","","[""Charles Jr. Umbanhowar""]","""0/999""","200","","999","""IS/Plant Taxonomy""","298","false","","3","""1/999""","""0/999""","""O""","19963","","""Research""","1996"
"20103","1.0","154","[""BIO""]","1","""0/999""","","","[""Lauri Sammartano""]","""0/999""","200","","999","""IS/Biology of Women""","298","false","""A""","3","""0/999""","""0/999""","""O""","19963","","""Research""","1996"
"20104","1.0","159","[""BIO""]","11","""0/999""","","","[""Lauri Sammartano""]","""4/999""","300","[""SC 274""]","12","""Molecular Biology""","364","false","","3","""7/999""","""1/999""","""C""","19963","[""TTh 0935-1100""]","""Research""","1996"
"20105","0.0","160","[""BIO""]","11","""0/999""","","","[""Staff""]","""4/999""","300","[""SC 229""]","12","""Molecular Biology/Lab""","364","false","","3","""7/999""","""1/999""","""C""","19963","[""T 0120-0420PM""]","""Lab""","1996"
"20106","1.0","164","[""BIO""]","22","""0/999""","","","[""Eric Cole""]","""14/999""","300","[""SC 274""]","24","""Developmental Biology""","372","false","","3","""10/999""","""0/999""","""C""","19963","[""TTh 1145-0110PM""]","""Research""","1996"
"20107","0.0","165","[""BIO""]","7","""0/999""","","","[""Staff""]","""4/999""","300","[""SC 253""]","12","""Developmental Bio/Lab""","372","false","""A""","3","""2/999""","""0/999""","""O""","19963","[""W 1255-0355PM""]","""Lab""","1996"
"20108","0.0","165","[""BIO""]","14","""0/999""","","","[""Staff""]","""4/999""","300","[""SC 253""]","12","""Developmental Bio/Lab""","372","false","""B""","3","""8/999""","""0/999""","""C""","19963","[""Th 0120-0420PM""]","""Lab""","1996"
"20109","1.0","172","[""BIO""]","9","""0/999""","","","[""Anne Walter""]","""3/999""","300","[""SC 210""]","15","""Top: Neurobiology""","391","false","","3","""9/999""","""0/999""","""C""","19963","[""MWF 0200-0255PM""]","""Topic""","1996"
"20110","0.0","173","[""BIO""]","8","""0/999""","","","[""Staff""]","""2/999""","300","[""SC 210""]","15","""Top: Neurobiology/Disc""","391","false","","3","""9/999""","""0/999""","""C""","19963","[""MW 0305-0400PM""]","""Discussion""","1996"
"20111","1.0","175","[""BIO""]","1","""0/999""","","","[""John Giannini""]","""1/999""","300","","999","""IR/Ethanol Production""","398","false","","3","""5/999""","""0/999""","""O""","19963","","""Research""","1996"
"20112","1.0","175","[""BIO""]","1","""0/999""","","","[""Kristen Pritchard"", ""Anne Walter""]","""0/999""","300","","999","""IR/Plant Pathology""","398","false","""A""","3","""0/999""","""0/999""","""O""","19963","","""Research""","1996"
"20113","1.0","175","[""BIO""]","1","""0/999""","","","[""Theodore Johnson""]","""0/999""","300","","999","""IR/Immunology""","398","false","""B""","3","""0/999""","""0/999""","""O""","19963","","""Research""","1996"
"20114","1.0","175","[""BIO""]","1","""0/999""","","","[""Anne Walter""]","""0/999""","300","","999","""IR/Lipid/Biophysics""","398","false","""C""","3","""0/999""","""0/999""","""O""","19963","","""Research""","1996"
"20115","1.0","175","[""BIO""]","1","""0/999""","","","[""Kathleen L. Shea"", ""Charles Jr. Umbanhowar""]","""0/999""","300","","999","""IR/Oak Savanna Ecolog""","398","false","""D""","3","""0/999""","""0/999""","""O""","19963","","""Research""","1996"
"20116","1.0","175","[""BIO""]","1","""0/999""","","","[""Lauri Sammartano""]","""0/999""","300","","999","""IR/Heat Shock Analys""","398","false","""E""","3","""0/999""","""0/999""","""O""","19963","","""Research""","1996"
"20117","1.0","175","[""BIO""]","1","""0/999""","","","[""Eric Cole""]","""0/999""","300","","999","""IR/Growth & Developmn""","398","false","""F""","3","""0/999""","""0/999""","""O""","19963","","""Research""","1996"
"20118","1.0","175","[""BIO""]","1","""0/999""","","","[""Louis Henry Kermott""]","""0/999""","300","","999","""IR/Animal Behav Dolp""","398","false","""G""","3","""0/999""","""0/999""","""O""","19963","","""Research""","1996"
"20119","1.0","175","[""BIO""]","1","""0/999""","","","[""Theodore Johnson"", ""Kristen Pritchard""]","""0/999""","300","","999","""IR/Pathogenesis""","398","false","""H""","3","""0/999""","""0/999""","""O""","19963","","""Research""","1996"
"20120","1.0","175","[""BIO""]","1","""0/999""","","","[""Anne Walter""]","""0/999""","300","","999","""IR/Phospholipase Assa""","398","false","""I""","3","""0/999""","""0/999""","""O""","19963","","""Research""","1996"
"20122","1.0","175","[""BIO""]","1","""0/999""","","","[""Lauri Sammartano""]","""0/999""","300","","999","""IR/Tetrahymena & Uv-A""","398","false","""K""","3","""0/999""","""0/999""","""O""","19963","","""Research""","1996"
"20123","1.0","182","[""CHEM""]","33","""29/999""","","","[""Mary Walczak""]","""4/999""","100","[""SC 378""]","48","""Fundamentls of Chem""","111","false","","3","""0/999""","""6/999""","""O""","19963","[""TTh 0935-1100""]","""Research""","1996"
"20124","0.0","183","[""CHEM""]","22","""19/999""","","","[""Staff""]","""4/999""","100","[""SC 371""]","24","""Fundamentls Chem/Lab""","111","false","""A""","3","""0/999""","""5/999""","""C""","19963","[""Th 1145-0245PM""]","""Lab""","1996"
"20125","0.0","183","[""CHEM""]","11","""9/999""","","","[""Staff""]","""0/999""","100","[""SC 371""]","24","""Fundamentls Chem/Lab""","111","false","""B""","3","""0/999""","""0/999""","""O""","19963","[""F 0200-0500PM""]","""Lab""","1996"
"20127","0.0","195","[""CHEM""]","16","""11/999""","","","[""Staff""]","""0/999""","100","[""SC 374/363""]","24","""Chem Reactions/Lab""","126","false","""A""","3","""0/999""","""7/999""","""O""","19963","[""M 0200-0500PM""]","""Lab""","1996"
"20128","1.0","194","[""CHEM""]","39","""27/32""","","","[""Mary Walczak""]","""1/999""","100","[""SC 378""]","55","""Chemical Reactions""","126","false","""B""","3","""0/999""","""15/999""","""O""","19963","[""MWF 0905-1000""]","""Research""","1996"
"20129","0.0","195","[""CHEM""]","27","""19/999""","","","[""Staff""]","""0/999""","100","[""SC 374/363""]","8","""Chem Reactions/Lab""","126","false","""B""","3","""1/999""","""9/999""","""C""","19963","[""T 0800-1100""]","""Lab""","1996"
"20130","1.0","194","[""CHEM""]","44","""30/20""","","","[""Beth Abdella""]","""7/999""","100","[""SC 378""]","55","""Chemical Reactions""","126","false","""C""","3","""0/999""","""15/999""","""C""","19963","[""MWF 1045-1140""]","""Research""","1996"
"20131","0.0","195","[""CHEM""]","23","""16/999""","","","[""Staff""]","""2/999""","100","[""SC 374/363""]","24","""Chem Reactions/Lab""","126","false","""C""","3","""0/999""","""7/999""","""C""","19963","[""T 1145-0245PM""]","""Lab""","1996"
"20132","1.0","194","[""CHEM""]","41","""40/999""","","","[""Robert Hanson""]","""2/999""","100","[""SC 378""]","55","""Chemical Reactions""","126","false","""D""","3","""2/999""","""7/999""","""C""","19963","[""MWF 1150-1245PM""]","""Research""","1996"
"20133","0.0","195","[""CHEM""]","28","""20/999""","","","[""Staff""]","""5/999""","100","[""SC 374/363""]","8","""Chem Reactions/Lab""","126","false","""D""","3","""1/999""","""2/999""","""C""","19963","[""T 0300-0600PM""]","""Lab""","1996"
"20134","0.0","195","[""CHEM""]","25","""16/999""","","","[""Staff""]","""0/999""","100","[""SC 374/363""]","24","""Chem Reactions/Lab""","126","false","""E""","3","""0/999""","""10/999""","""C""","19963","[""W 0200-0500PM""]","""Lab""","1996"
"20135","0.0","195","[""CHEM""]","24","""19/999""","","","[""Staff""]","""1/999""","100","[""SC 374/363""]","8","""Chem Reactions/Lab""","126","false","""F""","3","""1/999""","""7/999""","""C""","19963","[""Th 0800-1100""]","""Lab""","1996"
"20136","0.0","195","[""CHEM""]","25","""20/999""","","","[""Staff""]","""3/999""","100","[""SC 374/363""]","8","""Chem Reactions/Lab""","126","false","""G""","3","""0/999""","""7/999""","""C""","19963","[""Th 1145-0245PM""]","""Lab""","1996"
"20137","0.0","195","[""CHEM""]","15","""19/999""","","","[""Staff""]","""0/999""","100","[""SC 374/363""]","24","""Chem Reactions/Lab""","126","false","""H""","3","""0/999""","""6/999""","""C""","19963","[""F 0200-0500PM""]","""Lab""","1996"
"20138","1.0","197","[""CHEM""]","26","""0/999""","","","[""Gary O. Spessard""]","""6/999""","200","[""SC 374""]","60","""Organic Chemistry""","248","false","""A""","3","""3/999""","""18/999""","""O""","19963","[""MWF 0800-0855""]","""Research""","1996"
"20139","1.0","197","[""CHEM""]","51","""1/999""","","","[""Wesley Pearson""]","""6/999""","200","[""SC 282""]","60","""Organic Chemistry""","248","false","""B""","3","""1/999""","""42/999""","""O""","19963","[""MWF 0905-1000""]","""Research""","1996"
"20140","0.25","200","[""CHEM""]","20","""0/999""","","","[""Staff""]","""3/999""","200","[""SC 378/311""]","24","""Synthesis Lab""","254","true","""A""","3","""2/999""","""13/999""","""C""","19963","[""M 0200-0500PM""]","""Lab""","1996"
"20141","0.25","200","[""CHEM""]","22","""0/999""","","","[""Staff""]","""2/999""","200","[""SC 378/311""]","24","""Synthesis Lab""","254","true","""B""","3","""0/999""","""9/999""","""O""","19963","[""T 0800-1100""]","""Lab""","1996"
"20142","0.25","200","[""CHEM""]","18","""0/999""","","","[""Staff""]","""4/999""","200","[""SC 378/311""]","10","""Synthesis Lab""","254","true","""C""","3","""1/999""","""11/999""","""C""","19963","[""T 0120-0420PM""]","""Lab""","1996"
"20143","0.25","200","[""CHEM""]","16","""0/999""","","","[""Staff""]","""4/999""","200","[""SC 378/311""]","24","""Synthesis Lab""","254","true","""D""","3","""0/999""","""11/999""","""O""","19963","[""W 0200-0500PM""]","""Lab""","1996"
"20144","1.0","201","[""CHEM""]","21","""0/999""","","","[""John Walters""]","""9/999""","200","[""SC 374""]","48","""Analytical Chem""","255","false","","3","""10/999""","""2/999""","""O""","19963","[""TTh 0935-1100""]","""Research""","1996"
"20145","0.25","202","[""CHEM""]","12","""1/999""","","","[""John Walters""]","""3/999""","200","[""SC 321""]","12","""Analytical Lab""","256","true","""A""","3","""7/999""","""0/999""","""C""","19963","[""T 0120-0520PM""]","""Lab""","1996"
"20146","0.25","202","[""CHEM""]","8","""0/999""","","","[""John Walters""]","""5/999""","200","[""SC 321""]","16","""Analytical Lab""","256","true","""B""","3","""2/999""","""1/999""","""O""","19963","[""W 1255-0500PM""]","""Lab""","1996"
"20147","0.0","202","[""CHEM""]","1","""0/999""","","","[""John Walters""]","""0/999""","200","[""SC 321""]","999","""Analytical Lab""","256","true","""C""","3","""0/999""","""0/999""","""O""","19963","[""T 0120-0520PM""]","""Lab""","1996"
"20148","0.25","1554","[""CHEM""]","15","""0/999""","","","[""George L. Hardgrove""]","""12/999""","200","[""SC 329""]","12","""Physical Lab""","257","true","""A""","3","""4/999""","""0/999""","""C""","19963","[""T 0120-0520PM""]","""Lab""","1996"
"20149","0.25","1554","[""CHEM""]","18","""0/999""","","","[""George L. Hardgrove""]","""5/999""","200","[""SC 329""]","16","""Physical Lab""","257","true","""B""","3","""8/999""","""0/999""","""C""","19963","[""W 1255-0500PM""]","""Lab""","1996"
"20150","1.0","207","[""CHEM""]","28","""0/999""","","","[""Gary Miessler""]","""17/999""","300","[""SC 374""]","999","""Chemical Dynamics""","371","false","","3","""10/999""","""1/999""","""O""","19963","[""MWF 1045-1140""]","""Research""","1996"
"20151","1.0","208","[""CHEM""]","4","""0/999""","","","[""George L. Hardgrove""]","""1/999""","300","","999","""Molecular Structure""","372","false","","3","""4/999""","""0/999""","""O""","19963","","""Research""","1996"
"20152","0.25","210","[""CHEM""]","5","""0/999""","","","[""Gary O. Spessard""]","""2/999""","300","[""SC 344""]","999","""Adv Synthesis Lab""","374","true","","3","""2/999""","""0/999""","""O""","19963","[""Th 0120-0420PM""]","""Lab""","1996"
"20153","0.25","211","[""CHEM""]","3","""0/999""","","","[""Gary Miessler""]","""0/999""","300","","999","""Advanced Lab""","375","true","","3","""1/999""","""0/999""","""O""","19963","","""Lab""","1996"
