"clbid","credits","crsid","departments","enrolled","firsties","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"19793","1.0","68","[""ART""]","1","""0/999""","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19794","1.0","69","[""ART""]","1","""1/999""","[""John Saurer""]","""0/999""","200","","999","""IS/Portrait Drawing""","298","false","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19795","1.0","73","[""ART""]","1","""0/999""","[""Wendell Arneson""]","""0/999""","300","","1","""Internship""","394","true","","2","""1/999""","""0/999""","""C""","19962","","""Research""","1996"
"19796","1.0","79","[""ASIAN""]","27","""21/999""","[""Phyllis Hyland Larson""]","""6/999""","100","[""M 2 & SC280""]","30","""Intro Japanese Film""","124","false","","2","""3/999""","""0/999""","""C""","19962","[""M-Th 1040-1240PM""]","""Research""","1996"
"19797","1.0","81","[""ASIAN""]","21","""7/999""","[""Pin Pin Wan""]","""10/999""","100","[""M 1""]","25","""Cont Chin Women Wr-Tr""","151","false","","2","""2/999""","""0/999""","""O""","19962","[""M-F 0845-1000""]","""Research""","1996"
"19798","1.0","104","[""BIO""]","33","""8/14""","[""Lauri Sammartano""]","""7/7""","100","[""SC 278""]","28","""The Biology of Women""","124","false","","2","""13/13""","""0/0""","""C""","19962","[""M-F 0900-1000"", ""M-F 1040-1240PM""]","""Research""","1996"
"19799","1.0","106","[""BIO""]","24","""24/999""","[""Anne Walter""]","""0/999""","100","[""SC 274 & 273""]","24","""Cellular Bio & Genetics""","125","false","","2","""0/999""","""0/999""","""C""","19962","[""M-F 1040-1200PM""]","""Research""","1996"
"19800","0.0","107","[""BIO""]","24","""24/999""","[""Staff""]","""0/999""","100","","24","""Cell Bio & Genetics/Lab""","125","false","","2","""0/999""","""0/999""","""C""","19962","[""M-F 0800-1000""]","""Lab""","1996"
"19801","1.0","111","[""BIO""]","25","""25/999""","[""Charles Jr. Umbanhowar""]","""0/999""","100","[""SC 130""]","25","""Plants and People""","129","false","","2","""0/999""","""0/999""","""C""","19962","[""M-F 0800-1000""]","""Research""","1996"
"19802","0.0","112","[""BIO""]","25","""25/999""","[""Staff""]","""0/999""","100","","25","""Plants & People/Lab""","129","false","","2","""0/999""","""0/999""","""C""","19962","[""M-F 1040-1240PM"", ""M-F 0100-0300PM""]","""Lab""","1996"
"19803","1.0","114","[""BIO""]","12","""4/999""","[""John Giannini""]","""3/999""","100","[""SC 227""]","18","""Thinking & Doing Bio""","135","false","","2","""3/999""","""0/999""","""O""","19962","[""M-F 0900-0100PM""]","""Research""","1996"
"19804","0.0","115","[""BIO""]","12","""4/999""","[""Staff""]","""3/999""","100","","18","""Thking & Doing Bio/Lab""","135","false","","2","""3/999""","""0/999""","""O""","19962","","""Lab""","1996"
"19805","1.0","146","[""BIO""]","13","""1/999""","[""Eugene Bakko""]","""6/999""","200","[""SC 378""]","15","""Winter Ecology""","281","false","","2","""6/999""","""1/999""","""C""","19962","[""M-F 0800-1000"", ""M-F 1040-1240PM""]","""Research""","1996"
"19806","1.0","1543","[""BIO""]","12","""0/999""","[""Kathleen L. Shea""]","""5/999""","200","","12","""Tropical Ecology""","284","false","","2","""6/999""","""0/999""","""C""","19962","","""Research""","1996"
"19807","1.0","153","[""BIO""]","4","""0/999""","[""Lauri Sammartano""]","""2/999""","200","","999","""Academic Internship""","294","true","","2","""2/999""","""1/999""","""O""","19962","","""Research""","1996"
"19808","1.0","153","[""BIO""]","2","""0/999""","[""David Van Wylen""]","""0/999""","200","","2","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""C""","19962","","""Research""","1996"
"19809","1.0","153","[""BIO""]","6","""0/999""","[""Theodore Johnson""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19810","1.0","153","[""BIO""]","3","""0/999""","[""Anne Walter""]","""0/999""","200","","999","""Academic Internship""","294","true","""C""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19811","1.0","153","[""BIO""]","1","""0/999""","[""John Giannini""]","""0/999""","200","","999","""Academic Internship""","294","true","""D""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19812","1.0","153","[""BIO""]","1","""0/999""","[""Kathleen L. Shea""]","""0/999""","200","","999","""Academic Internship""","294","true","""E""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19813","1.0","153","[""BIO""]","2","""0/999""","[""Louis Henry Kermott""]","""0/999""","200","","999","""Academic Internship""","294","true","""F""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19814","1.0","153","[""BIO""]","1","""0/999""","[""Wesley Pearson""]","""0/999""","200","","999","""Academic Internship""","294","true","""G""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19815","1.0","154","[""BIO""]","1","""1/999""","[""Lauri Sammartano""]","""0/999""","200","","999","""IS/Genetic Counseling""","298","false","","2","""2/999""","""0/999""","""O""","19962","","""Research""","1996"
"19816","1.0","154","[""BIO""]","1","""0/999""","[""Charles Jr. Umbanhowar""]","""0/999""","200","","999","""IS/Paleobotany""","298","false","""A""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19817","1.0","154","[""BIO""]","1","""0/999""","[""Theodore Johnson""]","""0/999""","200","","999","""IS/Viruses & Immunology""","298","false","""B""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19818","1.0","172","[""BIO""]","14","""2/999""","[""Louis Henry Kermott""]","""4/999""","300","[""SC 210""]","18","""Top: Animal Behavior""","391","false","","2","""9/999""","""1/999""","""O""","19962","[""M-Th 0800-1000"", ""M-Th 1040-1240PM"", ""M-Th 0100-0300PM""]","""Topic""","1996"
"19819","1.0","175","[""BIO""]","2","""0/999""","[""Lauri Sammartano""]","""0/999""","300","","999","""IR/Infant Leukemia""","398","false","","2","""1/999""","""0/999""","""O""","19962","","""Research""","1996"
"19820","1.0","185","[""CHEM""]","21","""9/999""","[""Gail Carlson""]","""10/999""","100","[""SC 374""]","24","""Chem-Life's Beginning""","120","false","","2","""4/999""","""0/999""","""O""","19962","[""M-F 0830-1000""]","""Research""","1996"
"19821","0.0","186","[""CHEM""]","21","""9/999""","[""Staff""]","""10/999""","100","","24","""Chem-Life's Beg/Lab""","120","false","","2","""4/999""","""0/999""","""O""","19962","[""MWF 1200-0300PM""]","""Lab""","1996"
"19822","1.0","189","[""CHEM""]","58","""50/999""","[""Robert Hanson""]","""7/999""","100","[""SC 378""]","999","""Chemical Structure""","123","false","","2","""2/999""","""0/999""","""O""","19962","[""M-F 0100-0300PM""]","""Research""","1996"
"19824","0.0","191","[""CHEM""]","15","""7/999""","[""Staff""]","""3/999""","100","[""SC 374""]","24","""Environ Chem/Lab""","124","false","","2","""2/999""","""0/999""","""O""","19962","[""MWF 1230-0330PM""]","""Lab""","1996"
"19825","1.0","198","[""CHEM""]","14","""1/999""","[""Gary Miessler""]","""6/999""","200","[""SC 310""]","999","""Organometallic Chem""","252","false","","2","""7/999""","""0/999""","""O""","19962","[""M-F 1040-1240PM""]","""Research""","1996"
"19826","1.0","204","[""CHEM""]","2","""0/999""","[""Wesley Pearson""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19827","1.0","204","[""CHEM""]","1","""0/999""","[""Gary O. Spessard""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19828","1.0","215","[""CHEM""]","8","""2/999""","[""Wesley Pearson""]","""0/999""","300","[""SC 310"", ""SC 311""]","999","""Organic Analys/Theory""","380","false","","2","""4/999""","""0/999""","""O""","19962","[""M-F 0800-1000"", ""M-F 1040-0330PM""]","""Research""","1996"
"19829","1.0","1560","[""CLASS""]","14","""6/999""","[""Steve T. Reece""]","""3/999""","100","[""M 30""]","25","""Singers of Tales-Tr""","130","false","","2","""2/999""","""0/999""","""O""","19962","[""M-F 0800-1000""]","""Research""","1996"
"19830","1.0","232","[""CLASS""]","30","""0/999""","[""Anne Groton""]","""15/999""","200","","30","""Class Studies Greece""","251","false","","2","""11/999""","""1/999""","""C""","19962","","""Research""","1996"
"19831","1.0","254","[""ECON""]","30","""21/999""","[""Xun Pomponio""]","""0/999""","100","[""H 302""]","25","""Transition Economies""","111","false","","2","""3/999""","""0/999""","""C""","19962","[""M-Th 1040-1240PM""]","""Research""","1996"
"19832","1.0","256","[""ECON""]","25","""29/999""","[""Edward David Emery""]","""0/999""","100","[""H 403""]","30","""Capitalism: Struggles""","113","false","","2","""1/999""","""0/999""","""C""","19962","[""MWF 1040-1215PM"", ""MWF 0115-0245PM""]","""Research""","1996"
"19833","1.0","1580","[""ECON""]","13","""1/999""","[""Kathy C. Thomforde""]","""8/999""","200","[""H 413""]","30","""Arts Management""","229","false","","2","""6/999""","""1/999""","""O""","19962","[""M-F 1040-1240PM""]","""Research""","1996"
"19834","1.0","1582","[""ECON""]","22","""6/999""","[""Mary Ann Emery""]","""6/999""","200","[""M 20""]","30","""Personal Finance""","231","false","","2","""8/999""","""0/999""","""O""","19962","[""MWF 0900-1000"", ""MWF 1040-1140"", ""MWF 0100-0230PM""]","""Research""","1996"
"19835","1.0","1599","[""ECON""]","13","""0/999""","[""Bruce Dalgaard""]","""3/999""","200","","999","""Japan: Economy/People""","260","false","","2","""9/999""","""0/999""","""C""","19962","","""Research""","1996"
"19836","1.0","276","[""ECON""]","2","""0/999""","[""Mary Ann Emery""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19837","1.0","276","[""ECON""]","2","""0/999""","[""Paul Wojick""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19838","1.0","276","[""ECON""]","1","""0/999""","[""Bruce Dalgaard""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19840","1.0","284","[""ECON""]","1","""0/999""","[""Edward David Emery""]","""1/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19841","1.0","284","[""ECON""]","1","""0/999""","[""Mary Ann Emery""]","""0/999""","300","","999","""Academic Internship""","394","true","""A""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19842","1.0","284","[""ECON""]","1","""0/999""","[""David Schodt""]","""0/999""","300","","999","""Academic Internship""","394","true","""B""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19844","1.0","1618","[""CSCI""]","12","""2/999""","[""Matthew Richey""]","""1/999""","300","[""SC 184"", ""SC 130""]","15","""Seminar Computer Sci""","378","false","","2","""7/999""","""0/999""","""O""","19962","[""M-F 0900-1200PM"", ""M-F 0100-0400PM""]","""Seminar""","1996"
"19845","1.0","310","[""EDUC""]","21","""0/999""","[""Jim Holden""]","""15/999""","200","","25","""Perspectives On Tchg""","260","true","","2","""2/999""","""1/999""","""C""","19962","","""Research""","1996"
"19847","0.0","1620","[""EDUC""]","10","""2/999""","[""Staff""]","""3/999""","200","","999","""Environ Educ/Lab""","262","false","","2","""3/999""","""2/999""","""O""","19962","","""Lab""","1996"
"19848","1.0","339","[""EDUC""]","16","""0/999""","[""Larry Zimmerman""]","""3/999""","300","","19","""Urban Alternative Ed""","379","true","","2","""13/999""","""1/999""","""C""","19962","","""Research""","1996"
"19849","1.0","1646","[""DNCTH""]","","","[""Susan Bauer""]","","100","[""HAUGEN TH &"", ""CHM 140""]","","""Creative Dance/Child""","120","false","","2","","","""O""","19962","[""M-Th 0900-1000"", ""M-Th 1040-1200PM""]","""Research""","1996"
"19850","1.0","1656","[""ENGL""]","25","""25/999""","[""Mark Allister""]","""0/999""","100","[""L 525""]","25","""Popular Lit/Am Cult""","102","false","","2","""0/999""","""0/999""","""C""","19962","[""M-F 1040-1240PM""]","""Research""","1996"
"19851","1.0","382","[""ENGL""]","25","""25/999""","[""Joseph L. Mbele""]","""0/999""","100","[""L 421""]","25","""Hero/Trickstr 3rd Wld""","108","false","","2","""0/999""","""0/999""","""C""","19962","[""M-F 1040-1240PM""]","""Research""","1996"
"19852","1.0","1668","[""ENGL""]","21","""25/999""","[""Diana Postlethwaite""]","""0/999""","100","[""L 525"", ""L 421""]","25","""19th C. Myths: My Mons""","122","false","","2","""0/999""","""0/999""","""C""","19962","[""M-F 0800-1000"", ""M-F 0100-0300PM""]","""Research""","1996"
"19853","1.0","388","[""ENGL""]","24","""17/999""","[""Mary Titus""]","""0/999""","100","[""L 515""]","25","""Southern Women Writrs""","135","false","","2","""8/999""","""0/999""","""C""","19962","[""M-Th 0100-0300PM""]","""Research""","1996"
"19854","1.0","386","[""ENGL""]","25","""25/999""","[""Colin Wells""]","""0/999""","100","[""L 277""]","25","""The Comic Novel""","131","false","","2","""0/999""","""0/999""","""C""","19962","[""M-F 1040-1240PM""]","""Research""","1996"
"19855","1.0","1700","[""ENGL""]","16","""1/999""","[""Ronald J. Lee""]","""12/999""","200","[""L 525""]","30","""Shakespeare in Perfor""","250","false","","2","""4/999""","""0/999""","""O""","19962","[""M-F 0100-0300PM""]","""Research""","1996"
"19856","1.0","1704","[""ENGL""]","15","""4/999""","[""Stephen O. Swanson""]","""8/999""","200","[""L 420"", ""L 420""]","18","""Wri for Young Readers""","266","false","","2","""6/999""","""0/999""","""C""","19962","[""M-Th 0800-1000"", ""M-Th 0100-0300PM""]","""Research""","1996"
"19857","1.0","1713","[""ENGL""]","11","""0/999""","[""Joan Hepburn""]","""7/999""","200","","999","""South African Theater""","285","false","","2","""3/999""","""0/999""","""C""","19962","","""Research""","1996"
"19858","1.0","1714","[""ENGL""]","24","""5/999""","[""Jonathan Hill""]","""19/999""","200","[""L 515""]","30","""Classic Britsh Novels""","287","false","","2","""6/999""","""0/999""","""C""","19962","[""M-F 1040-1240PM""]","""Research""","1996"
"19859","1.0","449","[""ENGL""]","1","""0/999""","[""Stephen O. Swanson""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19860","1.0","451","[""ENGL""]","1","""0/999""","[""Karen Cherewatuk""]","""0/999""","300","","999","""IR/Chaucer""","398","false","","2","""1/999""","""0/999""","""O""","19962","","""Research""","1996"
"19861","1.0","451","[""ENGL""]","1","""0/999""","[""Richard DuRocher""]","""0/999""","300","","999","""IR/Milton & Romantics""","398","false","""A""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19862","1.0","452","[""ENGL""]","17","""7/999""","[""John T. Day""]","""0/999""","300","[""L 520""]","20","""Sem: Literature & Lives""","399","false","","2","""10/999""","""0/999""","""C""","19962","[""M-F 0100-0300PM""]","""Seminar""","1996"
"19863","1.0","465","[""ENVST""]","1","""0/999""","[""Gary Deason""]","""0/999""","200","","999","""IS/Texas Natural Hist""","298","false","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19864","1.0","479","[""FREN""]","13","""5/999""","[""Mary Cisar""]","""5/999""","200","[""M 26 & 02"", ""M 2""]","30","""Intermed French I""","231","false","","2","""3/999""","""0/999""","""O""","19962","[""M-F 0800-1000"", ""M-F 0100-0300PM""]","""Research""","1996"
"19865","1.0","481","[""FREN""]","9","""3/999""","[""Herve Pensec""]","""4/999""","200","","15","""Lang/Cul Fr Caribbean""","233","false","","2","""0/999""","""1/999""","""C""","19962","","""Research""","1996"
"19866","1.0","482","[""FREN""]","7","""0/999""","[""Wendy Allen""]","""6/999""","200","[""M 26""]","25","""Speaking of French""","250","false","","2","""2/999""","""1/999""","""O""","19962","[""M-F 1040-0300PM""]","""Research""","1996"
"19867","1.0","489","[""FREN""]","14","""0/999""","[""Jolene Barjasteh""]","""7/999""","200","","20","""ID French Stud Paris""","275","false","","2","""5/999""","""2/999""","""C""","19962","","""Research""","1996"
"19868","1.0","491","[""FREN""]","1","""0/999""","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19870","1.0","514","[""GERM""]","8","""4/999""","[""Karen R. Achberger""]","""2/999""","200","[""M 35""]","25","""Reden, Reden, Reden!""","250","false","","2","""2/999""","""0/999""","""O""","19962","[""M-F 1040-1240PM"", ""M-F 0100-0300PM""]","""Research""","1996"
"19873","1.0","532","[""GCON""]","21","""24/999""","[""David Booth""]","""0/999""","100","","22","""Romans & Christians""","115","false","""A""","2","""0/999""","""0/999""","""C""","19962","","""Research""","1996"
"19874","1.0","532","[""GCON""]","22","""18/999""","[""Karen Cherewatuk""]","""0/999""","100","","22","""Romans & Christians""","115","false","""B""","2","""4/999""","""0/999""","""C""","19962","","""Research""","1996"
"19875","1.0","532","[""GCON""]","22","""10/999""","[""Gerald Hoekstra""]","""6/999""","100","","22","""Romans & Christians""","115","false","""C""","2","""2/999""","""0/999""","""C""","19962","","""Research""","1996"
"19876","1.0","1770","[""HIST""]","29","""25/999""","[""Richard A. Olson""]","""0/999""","100","[""H 501""]","25","""Myth/Hist Ancnt World""","102","false","","2","""0/999""","""0/999""","""C""","19962","[""M-F 0100-0300PM""]","""Research""","1996"
"19878","1.0","1787","[""HIST""]","22","""13/999""","[""Jamie Monson""]","""8/999""","100","[""H 515""]","25","""Women/Work in Africa""","128","false","","2","""4/999""","""0/999""","""C""","19962","[""M-Th 1040-1240PM""]","""Research""","1996"
"19879","1.0","599","[""HIST""]","10","""3/999""","[""Robert Nichols""]","""3/999""","200","[""H 515""]","30","""Fall Soviet Communism""","227","false","","2","""3/999""","""0/999""","""O""","19962","[""M-Th 0800-1000"", ""M-Th 0130-0300PM""]","""Research""","1996"
"19880","1.0","600","[""HIST""]","15","""0/999""","[""J. L. Carrington""]","""18/999""","200","[""H 516""]","30","""Women in Medieval Eur""","231","false","","2","""2/999""","""0/999""","""O""","19962","[""M-F 0100-0300PM""]","""Research""","1996"
"19881","1.0","1808","[""HIST""]","7","""1/999""","[""Dolores Peters""]","""5/999""","200","[""H 317""]","40","""Lit/Resist/Occ/France""","253","false","","2","""1/999""","""0/999""","""O""","19962","[""M-Th 0100-0330PM""]","""Research""","1996"
"19882","1.0","1844","[""HIST""]","38","""1/999""","[""Stephen Blake""]","""39/999""","200","[""H 307""]","50","""British India""","255","false","","2","""5/999""","""0/999""","""O""","19962","[""M-F 0100-0300PM""]","""Research""","1996"
"19883","1.0","606","[""HIST""]","21","""1/999""","[""Jeane DeLaney""]","""11/999""","200","","40","""Revolutionary Cuba""","258","false","","2","""7/999""","""0/999""","""C""","19962","","""Research""","1996"
"19884","0.0","606","[""HIST""]","11","""0/999""","[""Jeane DeLaney""]","""1/999""","200","","999","""FLC-Spanish""","258","false","""L""","2","""1/999""","""0/999""","""C""","19962","","""Research""","1996"
"19885","1.0","624","[""HIST""]","1","""0/999""","[""Michael Fitzgerald""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19886","1.0","650","[""FAMST""]","27","""2/999""","[""C. George Holt""]","""11/999""","200","","30","""Family Relatns Hawaii""","246","false","","2","""9/999""","""2/999""","""C""","19962","","""Research""","1996"
"19887","1.0","1878","[""FAMST""]","9","""1/999""","[""Linda Marie Ernst""]","""5/999""","200","[""FH 10""]","30","""Adol Dev & Family Rel""","248","false","","2","""6/999""","""0/999""","""O""","19962","[""MWF 1040-1240PM"", ""MWF 0100-0300PM""]","""Research""","1996"
"19888","1.0","653","[""FAMST""]","1","""0/999""","[""Rebecca A. Benedict""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19889","1.0","654","[""FAMST""]","1","""0/999""","[""Rebecca A. Benedict""]","""0/999""","200","","999","""IS/Nutr-Vit Res Rev""","298","false","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19890","1.0","695","[""ID""]","25","""2/999""","[""Karen Gervais"", ""Mary Carlsen""]","""10/999""","200","[""H 413""]","35","""Medical/Prof Ethics""","232","false","","2","""4/999""","""0/999""","""O""","19962","[""M-F 0800-1000""]","""Topic""","1996"
"19891","1.0","701","[""ID""]","17","""0/999""","[""Lavern Rippley"", ""Steve Soderlind""]","""6/999""","200","","30","""The Mare Balticum""","249","false","","2","""6/999""","""2/999""","""C""","19962","","""Research""","1996"
"19892","1.0","1918","[""ID""]","16","""3/999""","[""John Walters""]","""7/999""","200","[""SC 18""]","16","""Computers in Health""","251","true","","2","""4/999""","""0/999""","""C""","19962","[""M-F 1040-1240PM"", ""M-F 0100-0300PM""]","""Research""","1996"
"19893","1.0","704","[""ID""]","8","""0/999""","[""Wesley Pearson""]","""2/999""","200","","999","""Hospital Health Care""","255","true","","2","""4/999""","""1/999""","""C""","19962","","""Research""","1996"
"19894","1.0","705","[""ID""]","28","""3/999""","[""Lowell E. Johnson""]","""9/999""","200","","28","""Theater in London""","258","false","","2","""13/999""","""0/999""","""C""","19962","","""Research""","1996"
"19895","1.0","1923","[""ID""]","11","""0/999""","[""Debra E. Anderson""]","""8/999""","200","","999","""Dimens Multicult/ACM""","260","false","","2","""2/999""","""0/999""","""C""","19962","","""Research""","1996"
"19896","1.0","1925","[""ID""]","73","""5/999""","[""Anton Armstrong"", ""Walter A. Stromseth""]","""21/999""","200","","999","""Soc/Cult Nz/Australia""","262","true","","2","""34/999""","""4/999""","""C""","19962","","""Research""","1996"
"19897","1.0","707","[""ID""]","1","""0/999""","[""Jo M. Beld"", ""Paul Cabe""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19898","1.0","707","[""ID""]","1","""0/999""","[""Louis Henry Kermott""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19900","1.0","735","[""MATH""]","34","""3/999""","[""Kay E. Smith""]","""15/999""","200","[""SC 188"", ""SC 188""]","30","""Principles of Math""","210","false","","2","""12/999""","""0/999""","""C""","19962","[""M-F 1040-1210PM"", ""M-F 0130-0300PM""]","""Research""","1996"
"19902","1.0","742","[""MATH""]","16","""1/999""","[""Clifton Corzatt""]","""10/999""","200","","999","""Struct of Higher Math""","234","false","","2","""4/999""","""1/999""","""C""","19962","","""Research""","1996"
"19903","1.0","758","[""MATH""]","25","""4/999""","[""Martha Wallace""]","""0/999""","300","[""SC 182""]","20","""Geometry""","356","false","","2","""17/999""","""0/999""","""C""","19962","[""M-F 0830-1000"", ""M-F 0100-0300PM""]","""Research""","1996"
"19904","1.0","765","[""MATH""]","16","""2/999""","[""Steven McKelvey"", ""Richard Single""]","""1/999""","300","[""MFH 230""]","20","""Mathematics Practicum""","390","false","","2","""13/999""","""0/999""","""O""","19962","[""M-F 0800-0100PM""]","""Research""","1996"
"19906","1.0","1964","[""MUSIC""]","18","""9/999""","[""Alison Feldt""]","""4/999""","100","[""CHM 232""]","25","""Music & Poetry""","131","false","","2","""6/999""","""0/999""","""O""","19962","[""M-F 0100-0300PM""]","""Research""","1996"
"19907","1.0","805","[""MUSIC""]","28","""10/999""","[""David Carter""]","""14/999""","100","[""CHM 233""]","30","""Orchestral Music""","132","false","","2","""3/999""","""0/999""","""O""","19962","[""M-F 1040-1240PM""]","""Research""","1996"
"19908","1.0","1967","[""MUSIC""]","14","""10/999""","[""Alice Hanson""]","""6/999""","100","[""CHM 239""]","25","""Beethoven: Man/His Mus""","135","false","","2","""4/999""","""0/999""","""O""","19962","[""M-Th 0800-1200PM""]","""Research""","1996"
"19909","1.0","823","[""MUSIC""]","6","""0/999""","[""Peter S. Hamlin""]","""2/999""","200","[""CHM 224""]","12","""Music/Electronic Med""","225","false","","2","""4/999""","""0/999""","""O""","19962","[""M-F 0800-1000"", ""M-F 1040-1240PM""]","""Research""","1996"
"19912","1.0","932","[""NORW""]","1","""0/999""","[""Solveig Zempel""]","""0/999""","200","","999","""IS/Norsk Linguistics""","298","false","","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19913","1.0","2023","[""NURS""]","21","""2/999""","[""Jean Humphries""]","""1/999""","300","","20","""Health Care in India""","370","false","","2","""9/999""","""1/999""","""C""","19962","","""Research""","1996"
"19914","1.0","961","[""NURS""]","1","""0/999""","[""Diana Neal""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""1/999""","""0/999""","""O""","19962","","""Research""","1996"
"19915","1.0","961","[""NURS""]","1","""0/999""","[""Rita Glazebrook""]","""0/999""","300","","999","""Academic Internship""","394","true","""A""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19916","1.0","961","[""NURS""]","1","""0/999""","[""Judith Sateren""]","""0/999""","300","","999","""Academic Internship""","394","true","""B""","2","""0/999""","""0/999""","""O""","19962","","""Research""","1996"
"19917","1.0","966","[""PHIL""]","28","""20/999""","[""Vicki L. Harper""]","""6/999""","100","[""L 277""]","30","""Philosophy and Lit""","120","false","","2","""4/999""","""0/999""","""C""","19962","[""M-F 0100-0300PM""]","""Research""","1996"
