"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"68320","1.0","532","[""GCON""]","23","""23/999""","[""BTS-B"", ""WRI""]","","[""Anne Groton""]","""0/999""","100","[""OM 004""]","23","""Romans & Christians""","115","false","""E""","2","""0/999""","""0/999""","""C""","20092","[""M-F 1040-1240PM""]","""The Tradition Continuing: The Romans and the Christians""","""Research""","2009"
"68321","1.0","532","[""GCON""]","19","""19/999""","[""BTS-B"", ""WRI""]","","[""Jason J. Ripley""]","""0/999""","100","[""OM 002""]","19","""Romans & Christians""","115","false","""F""","2","""0/999""","""0/999""","""C""","20092","[""M-F 1040-1240PM""]","""The Tradition Continuing: The Romans and the Christians""","""Research""","2009"
"68324","1.0","308","[""EDUC""]","19","""13/999""","[""MCD""]","","[""Eric McDonald""]","""1/0""","100","","25","""Schools & Communities""","170","true","","2","""0/0""","""5/999""","""C""","20092","","""Urban Schools & Communities""","""Research""","2009"
"68326","1.0","19738","[""PHIL""]","28","""3/0""","[""IST""]","","[""Arthur Cunningham""]","""5/999""","200","[""RNS 190""]","30","""Space and Time""","246","false","","2","""2/999""","""18/999""","""C""","20092","[""M-F 1040-1240PM""]","","""Research""","2009"
"68330","1.0","482","[""FREN""]","11","""4/999""","[""FOL-F"", ""ORC""]","","[""Jolene Barjasteh""]","""2/999""","200","[""OM 026""]","19","""Speaking of French""","250","false","","2","""2/999""","""3/999""","""O""","20092","[""M-F 1040-0330PM""]","""Speaking""","""Research""","2009"
"68334","1.0","1206","[""REL""]","25","""0/0""","[""BTS-T""]","","[""Margaret Odell""]","""3/999""","200","[""BMC 101""]","35","""The Biblical God""","222","false","","2","""3/999""","""19/999""","""O""","20092","[""M-F 1040-1240PM""]","","""Research""","2009"
"68335","1.0","104","[""BIO""]","24","""4/7""","[""IST""]","","[""Sara E. Fruehling""]","""6/7""","100","[""RNS 150"", ""RNS 150""]","27","""The Biology of Women""","124","false","","2","""6/6""","""8/7""","""C""","20092","[""MTThF 1040-1200PM"", ""MTThF 0100-0300PM""]","","""Research""","2009"
"68337","1.0","803","[""MUSIC""]","24","""21/999""","[""ALS-A""]","","[""Linda Berger""]","""0/999""","100","[""CHM 222"", ""CHM 233""]","24","""The Music Spectrum""","130","false","","2","""3/999""","""0/999""","""C""","20092","[""M-F 1100-1200PM"", ""M-F 1200-0100PM""]","","""Research""","2009"
"68338","1.0","17196","[""PSCI""]","53","""24/999""","[""HWC""]","","[""Anthony Lott"", ""Douglas J. Casson""]","""7/999""","100","[""RNS 290""]","58","""The Problem of War""","119","false","","2","""6/999""","""16/999""","""C""","20092","[""M-F 0100-0300PM""]","","""Research""","2009"
"68339","1.0","705","[""ID""]","24","""0/999""","[""ALS-A""]","","[""Gary C. Gisselman""]","""6/999""","200","","28","""Theater in London""","258","false","","2","""14/999""","""4/999""","""C""","20092","","","""Research""","2009"
"68343","1.0","18778","[""ENVST""]","17","""5/6""","","","[""Nikki Strong""]","""3/999""","200","[""RNS 204"", ""RNS 204""]","24","""Top: Water/Global Crisis""","281","false","","2","""5/999""","""4/999""","""O""","20092","[""M-F 1030-1230PM"", ""M-F 0100-0300PM""]","""Topics in Environmental Studies""","""Topic""","2009"
"68345","1.0","86","[""ASIAN""]","4","""0/0""","[""MCG""]","","[""Rika Ito""]","""3/999""","200","[""OM 031""]","6","""Top: Japan Lang & Soc""","226","false","","2","""0/999""","""1/999""","""O""","20092","[""M-F 0100-0300PM""]","""Japanese Language in Society""","""Topic""","2009"
"68352","1.0","382","[""ENGL""]","33","""16/999""","[""ALS-L"", ""MCG""]","","[""Joseph L. Mbele""]","""1/999""","100","[""RML 515""]","30","""Trickstr/Post-Col Lit""","108","false","","2","""15/999""","""1/999""","""C""","20092","[""M-F 0100-0300PM""]","""The Hero and the Trickster in Post-Colonial Literature""","""Research""","2009"
"68355","1.0","339","[""EDUC""]","24","""0/0""","[""MCD""]","","[""Rosemary A. Pfarr-Baker""]","""22/999""","300","","32","""Urban Sem & Practicum""","379","true","","2","""1/999""","""1/999""","""C""","20092","","""Urban Education Practicum and Seminar""","""Research""","2009"
"68360","1.0","155","[""BIO""]","8","""0/999""","","","[""Diane K. Angell""]","""5/999""","300","[""RNS 426"", ""RNS 426"", ""RNS 426""]","10","""Zoo Biology""","310","false","","2","""2/999""","""1/999""","""O""","20092","[""M-F 0800-1000"", ""M-F 1040-1240PM"", ""M-F 0100-0300PM""]","","""Research""","2009"
"68361","1.0","606","[""HIST""]","25","""3/8""","[""MCG""]","","[""Jeane DeLaney""]","""5/999""","200","[""HH 317""]","27","""20th Century Cuba""","243","false","","2","""4/999""","""13/999""","""C""","20092","[""M-F 1040-1240PM""]","""20th-Century Cuba""","""Research""","2009"
"69737","1.0","20055","[""ART""]","14","""7/999""","[""ALS-A""]","","[""Guido Alvarez""]","""4/999""","100","[""DC 100"", ""DC 100"", ""DC 100""]","15","""Foundation New Media""","104","false","","2","""1/999""","""2/999""","""O""","20092","[""M-F 0900-1000"", ""M-F 1040-1200PM"", ""M-F 0100-0300PM""]","","""Research""","2009"
"69739","1.0","52","[""ART""]","27","""10/999""","[""ALS-A"", ""HWC""]","","[""Christopher Tradowsky""]","""0/999""","200","[""DC 305""]","30","""Art Since 1945""","253","false","","2","""7/999""","""10/999""","""C""","20092","[""M-F 0100-0300PM""]","","""Research""","2009"
"69740","1.0","37","[""ART""]","14","""2/0""","","","[""Steven Edwins""]","""4/999""","200","[""DC 116"", ""DC 116""]","16","""Arch Drawing/Design I""","225","false","","2","""3/999""","""5/999""","""O""","20092","[""M-F 0900-1000"", ""M-F 1040-1240PM""]","""Architectural Drawing and Design I""","""Research""","2009"
"69741","1.0","54","[""ART""]","20","""0/999""","[""ALS-A""]","","[""Nancy M. Thompson""]","""3/999""","200","","18","""Ital Art in Context""","255","false","","2","""12/999""","""5/999""","""C""","20092","","""Italian Art in Context""","""Research""","2009"
"69743","1.0","132","[""BIO""]","11","""0/999""","[""IST"", ""SED""]","132","[""Eric Cole""]","""6/999""","200","[""RNS 246"", ""RNS 246""]","16","""Probing Life W/Light""","249","false","","2","""1/999""","""4/999""","""O""","20092","[""M-F 0800-1000"", ""M-F 1040-1240PM""]","""Probing Life With Light""","""Research""","2009"
"69744","0.0","18605","[""BIO""]","11","""0/999""","","132","[""Eric Cole""]","""6/999""","200","[""RNS 246""]","16","""Probing Life /Light Lab""","249","false","","2","""1/999""","""4/999""","""O""","20092","[""M-F 0100-0300PM""]","","""Lab""","2009"
"69745","1.0","146","[""BIO""]","11","""0/999""","","","[""Charles Jr. Umbanhowar""]","""0/999""","200","","16","""Winter Ecology""","281","false","","2","""3/999""","""8/999""","""C""","20092","","","""Research""","2009"
"69746","1.0","147","[""BIO""]","16","""0/999""","","","[""Steven Freedberg""]","""7/999""","200","","16","""Desert Biology""","282","false","","2","""3/999""","""6/999""","""C""","20092","","","""Research""","2009"
"69747","1.0","169","[""BIO""]","13","""0/999""","","","[""Louis Henry Kermott""]","""6/999""","300","[""RNS 124"", ""RNS 124"", ""RNS 124""]","18","""Evolutionary Biology""","383","false","","2","""7/999""","""0/999""","""O""","20092","[""M-Th 0900-1000"", ""M-Th 1040-1200PM"", ""M-Th 0100-0200PM""]","","""Research""","2009"
"69748","1.0","203","[""CHEM""]","14","""0/999""","","","[""Gregory W. Muth""]","""5/999""","200","","16","""Med Chem in Jamaica""","260","false","","2","""8/999""","""1/999""","""C""","20092","","""Medicinal Chemistry in Jamaica: An International Perspective""","""Research""","2009"
"69750","1.0","304","[""CSCI""]","15","""0/999""","","","[""Olaf A. Hall-Holt""]","""5/999""","300","[""RNS 203"", ""RNS 203""]","18","""Advanced Team Project""","350","false","","2","""2/999""","""8/999""","""O""","20092","[""M-F 0830-1000"", ""M-F 0100-0300PM""]","","""Research""","2009"
"69752","1.0","261","[""ECON""]","23","""0/999""","[""HBS"", ""MCG""]","","[""Xun Pomponio""]","""12/999""","200","","25","""Econ Progress China""","218","false","","2","""10/999""","""1/999""","""C""","20092","","""Economic Progress in China""","""Research""","2009"
"69753","1.0","384","[""ENGL""]","31","""21/999""","[""ALS-L"", ""ORC""]","","[""Mary Titus""]","""0/999""","100","[""RML 515""]","30","""Intro to Poetry""","123","false","","2","""10/999""","""0/999""","""C""","20092","[""M-F 1040-1240PM""]","""Introduction to Poetry""","""Research""","2009"
"69754","1.0","414","[""ENGL""]","24","""0/999""","[""ALS-L"", ""ORC""]","","[""Richard DuRocher""]","""6/999""","200","","24","""Modern Irish Lit""","224","false","","2","""17/999""","""1/999""","""C""","20092","","""Modern Irish Literature""","""Research""","2009"
"69755","1.0","21394","[""FREN""]","12","""2/999""","[""FOL-F"", ""MCG""]","","[""Wendy Allen""]","""1/999""","200","","18","""Fr Lang/Moroccan Culture""","235","false","","2","""2/999""","""7/999""","""C""","20092","","""French Language and Moroccan Culture in Fes""","""Research""","2009"
"69756","1.0","559","[""HIST""]","15","""15/999""","[""MCG""]","","[""Robert Entenmann""]","""0/0""","100","[""HH 514""]","18","""Vietnam""","135","false","","2","""0/0""","""0/0""","""O""","20092","[""M-F 0100-0300PM""]","""Nationalism and Revolution in Vietnam""","""Research""","2009"
"69757","1.0","565","[""HIST""]","11","""11/999""","[""HWC""]","","[""Todd W. Nichol""]","""0/0""","100","[""OM 015""]","18","""Rolvaag's America""","168","false","","2","""0/0""","""0/0""","""O""","20092","[""M-F 1040-1240PM""]","""R\u00f8lvaag's America""","""Research""","2009"
"69758","1.0","601","[""HIST""]","19","""4/8""","[""HWC""]","","[""J. L. Carrington""]","""5/999""","200","[""HH 317""]","27","""Wmn/Early Mod Europe""","238","false","","2","""2/999""","""8/999""","""O""","20092","[""M-F 0100-0300PM""]","""Women in Early Modern Europe""","""Research""","2009"
"69761","1.0","18435","[""NORW""]","35","""15/999""","[""ALS-L"", ""ORC""]","","[""Solveig Zempel""]","""10/999""","200","[""OM 001""]","35","""Vikings in Literature""","240","false","","2","""6/999""","""4/999""","""C""","20092","[""M-F 0100-0300PM""]","""Vikings in Literature: Medieval to Modern""","""Research""","2009"
"69763","1.0","1084","[""PHYS""]","19","""0/0""","","1084","[""Jason J. Engbrecht""]","""12/999""","200","[""RNS 294""]","20","""Electronics""","246","false","","2","""7/999""","""0/999""","""C""","20092","[""M-F 0830-1000""]","","""Research""","2009"
"69764","0.0","1085","[""PHYS""]","19","""0/0""","","1084","[""Jason J. Engbrecht""]","""12/999""","200","[""RNS 294""]","20","""Electronic Circuits Lab""","246","false","","2","""7/999""","""0/999""","""C""","20092","[""M-F 0100-0330PM""]","","""Lab""","2009"
"69765","1.0","1142","[""PSCI""]","19","""3/999""","","","[""Christopher B. Chapp""]","""7/999""","200","[""RML 577""]","25","""Top: Race Am. Politics""","299","false","","2","""5/999""","""4/999""","""O""","20092","[""M-F 1040-1240PM""]","""Topics in Political Science""","""Topic""","2009"
"69766","1.0","1203","[""REL""]","33","""0/0""","[""BTS-T""]","","[""Torin D. Alexander""]","""6/999""","200","[""BMC 101""]","35","""Pol/Liberation Theol""","218","false","","2","""2/999""","""25/999""","""C""","20092","[""M-F 0100-0300PM""]","""Political and Liberation Theology""","""Research""","2009"
"69767","1.0","1223","[""REL""]","24","""0/999""","[""HWC""]","","[""Elizabeth C. Galbraith""]","""12/999""","200","","20","""Religion/Culture/Rome""","259","false","","2","""6/999""","""6/999""","""C""","20092","","""Religion and Culture in Rome""","""Research""","2009"
"69770","1.0","1334","[""SPAN""]","22","""0/999""","[""ORC""]","","[""Gwendolyn Barnes-Karol""]","""8/999""","200","","25","""Spain's Cult/Ling""","270","false","","2","""10/999""","""4/999""","""C""","20092","","""Spain's Cultural and Linguistic Legacy""","""Research""","2009"
"69905","1.0","367","[""DANCE""]","24","""10/999""","[""ALS-A"", ""MCG""]","","[""Anne von Bibra""]","""1/999""","100","[""DC 204"", ""DC Studio 1""]","14","""World Dance Tradition""","124","false","","2","""4/999""","""9/999""","""C""","20092","[""MTThF 1040-1200PM"", ""MTThF 0100-0300PM""]","""World Dance Traditions""","""Research""","2009"
"69906","1.0","510","[""GERM""]","16","""2/999""","[""FOL-G""]","","[""Karl Fink""]","""2/999""","200","","18","""Lang/Culture St. Germany""","233","false","","2","""0/999""","""12/999""","""C""","20092","","""Language and Culture Studies in Germany""","""Research""","2009"
"69916","1.0","21444","[""REL""]","22","""0/999""","[""HWC""]","","[""L. DeAne Lagerquist""]","""2/999""","200","","20","""Sacred Place: Greece/Turk""","272","false","","2","""5/999""","""15/999""","""C""","20092","","""Sacred Place in Greece and Turkey""","""Research""","2009"
"69917","1.0","17589","[""RUSSN""]","18","""0/999""","[""ALS-A"", ""ORC""]","","[""Marc Robinson""]","""8/999""","200","","18","""Theater in Russia""","256","false","","2","""2/999""","""8/999""","""C""","20092","","""Theater in Russia: Interim Abroad""","""Research""","2009"
"69975","1.0","513","[""GERM""]","30","""8/999""","[""ALS-A"", ""HWC""]","","[""Karen R. Achberger""]","""8/999""","200","[""OM 035""]","30","""German Cinema""","249","false","","2","""4/999""","""10/999""","""C""","20092","[""M-F 0100-0300PM""]","","""Research""","2009"
"70004","1.0","21512","[""MATH""]","24","""0/999""","[""AQR"", ""MCG"", ""ORC""]","","[""Richard Allen""]","""6/999""","200","","25","""Geometry/Art in Morocco""","218","false","","2","""4/999""","""14/999""","""C""","20092","","""Geometry and Decorate Art in Morocco""","""Research""","2009"
"70007","1.0","20060","[""REL""]","36","""0/0""","[""BTS-T""]","","[""Gregory A. Walter""]","""20/999""","200","[""RML 515""]","35","""Quest of Ring/Grail/Cross""","238","false","","2","""15/999""","""1/999""","""C""","20092","[""M-F 0800-1000""]","""Quest of the Ring, the Grail, and the Cross""","""Research""","2009"
"70054","1.0","1219","[""REL""]","24","""0/999""","[""MCG""]","","[""Eric Lund""]","""11/999""","200","","24","""Rel of South Africa""","251","false","","2","""9/999""","""4/999""","""C""","20092","","""Religion and Cultural Diversity in South Africa""","""Research""","2009"
"70060","1.0","978","[""PHIL""]","12","""0/999""","[""MCG""]","","[""Deepanwita Dasgupta""]","""2/999""","200","[""HH 515""]","30","""Asian Philosophy""","251","false","","2","""4/999""","""6/999""","""O""","20092","[""M-F 0100-0300PM""]","","""Research""","2009"
"70091","1.0","21601","[""SCICN""]","23","""0/999""","[""HWC"", ""IST"", ""SED""]","","[""Brian Borovsky"", ""Douglas Schuurman""]","""0/999""","200","[""OM 004"", ""RNS 400""]","24","""Well-Ordered Universe""","215","false","","2","""0/999""","""23/999""","""C""","20092","[""M-F 1040-1210PM"", ""WTh 0130-0430PM""]","""The Well-Ordered Universe: Patterns and Models in Science""","""Research""","2009"
"70393","1.0","21801","[""MATH""]","19","""0/999""","","","[""Kristina Garrett""]","""6/999""","200","","24","""Number Theory - Budapest""","239","false","","2","""2/999""","""11/999""","""C""","20092","","","""Research""","2009"
"70405","1.0","21504","[""ASIAN""]","88","""10/999""","[""MCG""]","","[""A. Malcolm Gimse"", ""Patrick Quade""]","""34/999""","200","","97","""Arts and Culture of Japan""","200","false","","2","""22/999""","""22/999""","""O""","20092","","""The Arts and Culture of Japan""","""Research""","2009"
"70467","1.0","1496","[""ART""]","16","""15/999""","[""ALS-A""]","","[""Kathryne Fisher""]","""1/999""","200","[""DC 115"", ""DC 115"", ""DC 115""]","18","""Ceramics""","207","false","","2","""0/999""","""0/999""","""C""","20092","[""M-F 0900-1000"", ""M-F 1040-1200PM"", ""M-F 0100-0300PM""]","","""Research""","2009"
"70646","1.0","22122","[""MATH""]","9","""0/999""","","","[""Bruce Hanson""]","""2/999""","200","[""RNS 208"", ""RNS 208""]","30","""Structures in Higher Math""","235","false","","2","""1/999""","""6/999""","""O""","20092","[""M-F 0900-1000"", ""M-F 0100-0230PM""]","""Structures in Higher Mathematics""","""Research""","2009"
"70800","1.0","50","[""ART""]","16","""3/999""","[""ALS-A"", ""HWC""]","","[""Matthew Rohn""]","""3/999""","200","[""DC 305""]","30","""Art 1776-1880""","251","false","","2","""2/999""","""8/999""","""O""","20092","[""M-F 1040-1240PM""]","""Art 1776-1880, Revolutionary Art""","""Research""","2009"
"70805","1.0","1218","[""REL""]","18","""1/0""","[""HWC""]","","[""Mara H. Benjamin""]","""8/999""","200","[""BMC 110""]","35","""Judaism""","248","false","","2","""5/999""","""4/999""","""O""","20092","[""M-F 1040-1240PM""]","","""Research""","2009"
"70852","1.0","256","[""ECON""]","19","""15/999""","[""HBS"", ""HWC""]","","[""Bruce Wambheim""]","""1/999""","100","[""HH 403""]","19","""Capitalism""","113","false","","2","""0/999""","""3/999""","""C""","20092","[""M-F 0100-0300PM""]","""Gateways to Economics: Capitalism""","""Research""","2009"
"70853","1.0","1186","[""PSYCH""]","0","""0/999""","","","[""Clark Ohnesorge""]","""0/999""","300","","12","""Sem: Advanced Research""","390","false","","2","""0/999""","""0/999""","""X""","20092","[""M-F 1040-1240PM""]","""Issues in Psychology""","""Seminar""","2009"
"71390","0.0","21927","[""GERM""]","0","""0/999""","","","[""Karen R. Achberger""]","""0/999""","200","","15","""FLC - German""","249","false","","2","""0/999""","""0/999""","""X""","20092","","","""FLAC""","2009"
"71581","1.0","1289","[""SOAN""]","26","""24/999""","[""HBS"", ""MCD""]","","[""Ibtesam Al Atiyat""]","""0/0""","100","[""RML 577""]","25","""Intro to Sociology""","121","false","","2","""0/0""","""2/1""","""C""","20092","[""M-F 0100-0300PM""]","""Introduction to Sociology""","""Research""","2009"
"71602","0.0","17249","[""BIO""]","25","""7/7""","","110","[""Jean C. Porterfield""]","""6/4""","100","[""RNS 394""]","22","""Genetics/Evol/Soc Lab""","127","false","","2","""7/4""","""5/7""","""C""","20092","[""M-Th 0100-0300PM""]","","""Lab""","2009"
"71605","1.0","18693","[""PHIL"", ""REL""]","34","""0/0""","[""EIN""]","","[""Edmund Santurri""]","""8/999""","200","[""BMC 111""]","35","""The Ethics of War""","278","false","","2","""26/999""","""0/0""","""C""","20092","[""M-F 1040-1240PM""]","","""Research""","2009"
"71752","1.0","22449","[""ECON""]","16","""5/5""","[""HBS"", ""ORC""]","","[""Rebecca Judge""]","""6/999""","200","[""RML 421""]","19","""Property and Vocation""","219","false","","2","""0/999""","""5/999""","""C""","20092","[""M-F 1040-1240PM""]","","""Research""","2009"
"71753","1.0","21510","[""ENGL""]","28","""0/0""","[""ALS-L""]","","[""Colin Wells""]","""16/999""","200","[""RML 525""]","30","""Beat Generation""","260","false","","2","""5/999""","""7/999""","""C""","20092","[""M-F 1040-1240PM""]","""Topics in Cross-Disciplinary Literary Study""","""Topic""","2009"
"71754","1.0","22450","[""ENGL""]","28","""0/0""","[""ALS-L""]","","[""Mark P. Bresnan""]","""11/999""","200","[""RML 525""]","30","""Literature and Sport""","248","false","","2","""4/999""","""13/999""","""C""","20092","[""M-F 0100-0300PM""]","","""Research""","2009"
"71755","1.0","22441","[""MUSIC""]","25","""10/999""","[""ALS-A"", ""MCG""]","","[""Matthew Rahaim""]","""6/999""","200","[""CHM 224"", ""CHM 224""]","30","""Indian Music Hist/Perf""","234","false","","2","""2/999""","""7/999""","""C""","20092","[""MTThF 1045-1200PM"", ""MTThF 0100-0215PM""]","""Indian Music History and Performance""","""Research""","2009"
"71756","1.0","22442","[""PSYCH""]","25","""5/5""","[""MCG""]","","[""Grace E. Cho""]","""5/999""","200","[""RNS 208""]","25","""SocioEmot Dev/Culture""","220","false","","2","""0/999""","""15/999""","""C""","20092","[""M-F 1040-1240PM""]","""Socioemotional Development in Cultural Context""","""Research""","2009"
"71757","1.0","22443","[""PSYCH""]","31","""8/7""","[""IST"", ""MCD""]","","[""Jeremy Loebach""]","""12/999""","200","[""RNS 410""]","30","""Psychology of Hearing""","222","false","","2","""5/999""","""6/999""","""C""","20092","[""M-F 1040-1240PM""]","","""Research""","2009"
"71758","1.0","22447","[""SOAN""]","6","""0/0""","[""HBS""]","","[""Ryan R. Sheppard""]","""3/999""","200","[""OM 020""]","25","""Transnational Migration""","245","false","","2","""1/999""","""2/999""","""O""","20092","[""M-F 1040-1240PM""]","""Crossing Borders: Transnational Migration in a Globalized World""","""Research""","2009"
"71759","1.0","22448","[""SWRK""]","13","""6/999""","[""MCD""]","","[""Laura E. McKibbin""]","""1/999""","100","[""RML 420"", ""RML 420""]","22","""Racism/Sexism/Am Fam Life""","125","false","","2","""0/0""","""6/999""","""O""","20092","[""TThF 0800-1000"", ""TTh 1040-1240PM""]","""Racism and Sexism in American Family Life""","""Research""","2009"
"71760","1.0","22444","[""REL""]","35","""0/0""","[""BTS-T""]","","[""Peder J. Jothen""]","""9/999""","200","[""BMC 111""]","35","""Christianity/Social Power""","224","false","","2","""1/999""","""25/999""","""C""","20092","[""M-F 0100-0300PM""]","""Christianity and Social Power""","""Research""","2009"
"71873","1.0","22438","[""CLASS""]","31","""8/999""","[""HWC""]","","[""C. Michael Sampson""]","""2/999""","100","[""OM 031""]","30","""W Greeks & E Barbarians""","121","false","","2","""4/999""","""17/999""","""C""","20092","[""M-F 1040-1240PM""]","""\""Western\"" Greeks and Eastern \""Barbarians\"" in Antiquity""","""Research""","2009"
"71878","1.0","432","[""ENGL""]","12","""1/0""","[""ALS-L""]","","[""Molly Westerman""]","""2/999""","200","[""RML 420""]","30","""Auth, Eng: Fr. Lieut Wmn""","253","false","","2","""2/999""","""7/999""","""O""","20092","[""M-F 0100-0300PM""]","""Auth in English:Text/Contexts/Intertexts in The Fr Lieutenant's Woman""","""Research""","2009"
"71999","1.0","642","[""HIST""]","1","""0/999""","","","[""Judy Kutulas""]","""0/999""","300","","999","""IR/Hist of Israel Lobby""","398","false","""A""","2","""1/999""","""0/999""","""C""","20092","","""Independent Research""","""Research""","2009"
"72024","1.0","1316","[""SOAN""]","1","""0/999""","[""WRI""]","","[""Christopher L. Chiappari""]","""1/999""","200","","999","""IS/The Zapatista Movement""","298","false","""A""","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"72025","1.0","375","[""DANCE""]","1","""0/999""","","","[""Anne von Bibra""]","""0/999""","200","","999","""IS/Scottish Dance""","298","false","""A""","2","""1/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"72026","1.0","314","[""EDUC""]","1","""0/999""","","","[""Maria L. Kelly""]","""0/999""","200","","999","""IS/ELL Field Research""","298","false","""A""","2","""1/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"72027","1.0","154","[""BIO""]","1","""0/999""","[""WRI""]","","[""Jean C. Porterfield""]","""0/999""","200","","999","""IS/Green Dentistry""","298","false","""A""","2","""1/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"72054","1.0","69","[""ART""]","1","""0/999""","","","[""Irve Dell""]","""0/999""","200","","999","""IS/Wave Table""","298","false","""A""","2","""1/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"72059","1.0","19436","[""ID""]","8","""0/999""","","","[""Kevin M. Crisp""]","""3/999""","300","","999","""Research: Mayo Scholars""","396","false","","2","""5/999""","""0/999""","""O""","20092","","""Directed Undergraduate Research: \""Topic Description\""""","""Research""","2009"
"72102","1.0","847","[""MUSIC""]","1","""0/999""","","","[""Kent M. McWilliams""]","""1/999""","200","","999","""IS/Beeth Pn Sonata Op.109""","298","false","""A""","2","""0/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"72103","1.0","75","[""ART""]","5","""0/999""","","","[""John Saurer""]","""0/999""","300","","999","""IR/Art Apprenticeship""","398","false","""A""","2","""5/999""","""0/999""","""O""","20092","","""Independent Research: Art History""","""Research""","2009"
"72115","1.0","69","[""ART""]","1","""0/999""","","","[""Wendell Arneson""]","""0/999""","200","","999","""IS/Advanced Painting""","298","false","""B""","2","""1/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"72116","1.0","1257","[""REL""]","1","""0/999""","","","[""Peder J. Jothen""]","""1/999""","300","","999","""IR/Faith and Empiricism""","398","false","""A""","2","""0/999""","""0/999""","""O""","20092","","""Independent Research""","""Research""","2009"
"72133","1.0","943","[""NURS""]","1","""0/999""","","","[""Mary Kuehn""]","""0/999""","200","","999","""IS/Intro. Nurse Educator""","298","false","""A""","2","""1/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"72135","1.0","943","[""NURS""]","1","""0/999""","","","[""Judith Sateren""]","""0/999""","200","","999","""IS/Spiritual Care""","298","false","""B""","2","""1/999""","""0/999""","""O""","20092","","""Independent Study""","""Research""","2009"
"74827","1.0","93","[""ASIAN""]","0","""0/999""","","","[""Neil MacNaughton""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","20092","","","""Research""","2009"
"74828","1.0","153","[""BIO""]","4","""0/999""","","","[""Jean C. Porterfield""]","""2/999""","200","","999","""Academic Internship""","294","true","""A""","2","""1/999""","""1/999""","""O""","20092","","""Internship""","""Research""","2009"
"74829","1.0","153","[""BIO""]","2","""0/999""","","","[""Sara E. Fruehling""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","2","""0/999""","""2/999""","""O""","20092","","""Internship""","""Research""","2009"
"74830","1.0","153","[""BIO""]","1","""0/999""","","","[""Kevin M. Crisp""]","""0/999""","200","","999","""Academic Internship""","294","true","""C""","2","""1/999""","""0/999""","""O""","20092","","""Internship""","""Research""","2009"
"74831","1.0","153","[""BIO""]","1","""0/999""","","","[""John Giannini""]","""0/999""","200","","999","""Academic Internship""","294","true","""D""","2","""1/999""","""0/999""","""O""","20092","","""Internship""","""Research""","2009"
"74832","1.0","153","[""BIO""]","1","""0/999""","","","[""Louis Henry Kermott""]","""0/999""","200","","999","""Academic Internship""","294","true","""E""","2","""0/999""","""1/999""","""O""","20092","","""Internship""","""Research""","2009"
"74833","1.0","153","[""BIO""]","1","""0/999""","","","[""Eric Cole""]","""1/999""","200","","999","""Academic Internship""","294","true","""F""","2","""0/999""","""0/999""","""O""","20092","","""Internship""","""Research""","2009"
"74834","1.0","204","[""CHEM""]","1","""0/999""","","","[""Paul T. Jackson""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""1/999""","""0/999""","""O""","20092","","""Internship""","""Research""","2009"
"74835","1.0","204","[""CHEM""]","1","""0/999""","","","[""Janice Pellino""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","2","""0/999""","""1/999""","""O""","20092","","""Internship""","""Research""","2009"
"74836","1.0","344","[""EDUC""]","1","""0/999""","","","[""Maria L. Kelly""]","""0/999""","300","","999","""Academic Internship""","394","true","""A""","2","""1/999""","""0/999""","""O""","20092","","""Internship""","""Research""","2009"
"74837","1.0","313","[""EDUC""]","1","""0/999""","","","[""John Welckle""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""1/999""","""0/999""","""O""","20092","","","""Research""","2009"
"74838","1.0","1057","[""ESTH""]","1","""0/999""","","","[""Jerry Olszewski""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""1/999""","""0/999""","""O""","20092","","""Internship""","""Research""","2009"
"74839","1.0","784","[""MGMT""]","1","""0/999""","","","[""Mary Titus""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""1/999""","""0/999""","""O""","20092","","""Internship""","""Research""","2009"
"74840","1.0","795","[""MEDIA""]","1","""0/999""","","","[""Eric J. Fure-Slocum""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""1/999""","""0/999""","""O""","20092","","""Internship""","""Research""","2009"
"74841","1.0","1139","[""PSCI""]","1","""0/999""","","","[""Douglas J. Casson""]","""1/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","20092","","""Internship""","""Research""","2009"
