"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"101127","1.0","204","[""CHEM""]","1","""0/999""","","","","","[""William C. Solomon""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""1/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101128","1.0","222","[""CHEM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101129","1.0","233","[""CLASS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101130","1.0","235","[""CLASS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101131","1.0","248","[""CHIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101132","1.0","251","[""CHIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101133","1.0","276","[""ECON""]","1","""0/999""","","","","","[""Anthony Becker""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""1/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101134","1.0","284","[""ECON""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101135","1.0","299","[""CSCI""]","1","""0/999""","","","","","[""Richard Brown""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""1/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101136","1.0","306","[""CSCI""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101137","1.0","313","[""EDUC""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101138","1.0","344","[""EDUC""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101139","1.0","374","[""DANCE""]","1","""0/999""","","","","","[""Heather J. Klopchin""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""1/999""","""0/999""","""C""","20153","","""Internship""","""Research""","2015"
"101140","1.0","377","[""DANCE""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101141","1.0","433","[""ENGL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101142","1.0","449","[""ENGL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101143","1.0","464","[""ENVST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101144","1.0","466","[""ENVST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101145","1.0","490","[""FREN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101146","1.0","494","[""FREN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101147","1.0","522","[""GERM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101148","1.0","529","[""GERM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101149","1.0","543","[""GREEK""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101150","1.0","550","[""GREEK""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","""Academic Inernship""","""Research""","2015"
"101151","1.0","624","[""HIST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101152","1.0","640","[""HIST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101153","1.0","653","[""FAMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101154","1.0","656","[""FAMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101155","1.0","686","[""IS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101156","1.0","691","[""IS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101157","1.0","716","[""LATIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101158","1.0","725","[""LATIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101159","1.0","751","[""MATH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101160","1.0","766","[""MATH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101161","1.0","784","[""MGMT""]","3","""0/999""","","","","","[""Sian E. Muir""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""3/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101162","0.5","788","[""MGMT""]","1","""0/999""","","","","","[""Sian E. Muir""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","3","""0/999""","""1/999""","""C""","20153","","","""Research""","2015"
"101163","1.0","795","[""MEDIA""]","1","""0/999""","","","","","[""William Sonnega""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""1/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101164","1.0","797","[""MEDIA""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101165","0.5","846","[""MUSIC""]","1","""0/999""","","","","","[""David Hagedorn""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""1/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101166","1.0","865","[""MUSIC""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101167","1.0","931","[""NORW""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101168","1.0","936","[""NORW""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101169","1.0","985","[""PHIL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101170","1.0","992","[""PHIL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101171","0.25","1057","[""ESTH""]","1","""0/999""","","","","","[""Cynthia Book""]","""1/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101172","1.0","1067","[""ESTH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101173","1.0","1090","[""PHYS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101174","1.0","1100","[""PHYS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101175","1.0","1139","[""PSCI""]","1","""0/999""","","","","","[""Christopher B. Chapp""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""1/999""","""C""","20153","","","""Research""","2015"
"101176","1.0","1151","[""PSCI""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101177","1.0","1178","[""PSYCH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101178","1.0","1188","[""PSYCH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101179","1.0","1236","[""REL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101180","1.0","1253","[""REL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101181","1.0","1341","[""SPAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101182","1.0","1354","[""SPAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101183","1.0","1394","[""THEAT""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","""Academic Internships""","""Research""","2015"
"101184","1.0","1400","[""THEAT""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101185","1.0","1409","[""STAT""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101186","1.0","1413","[""STAT""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101188","1.0","14","[""AMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101190","1.0","668","[""JAPAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101191","1.0","670","[""JAPAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101192","1.0","917","[""NEURO""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101193","1.0","919","[""NEURO""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101194","1.0","942","[""NURS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101195","1.0","961","[""NURS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101196","1.0","1275","[""RUSSN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101197","1.0","1279","[""RUSSN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101198","1.0","1315","[""SOAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101199","1.0","1319","[""SOAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101200","0.5","1366","[""SWRK""]","1","""0/999""","","","","","[""Mary Carlsen""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""1/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101201","1.0","1372","[""SWRK""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101202","0.5","707","[""ID""]","1","""0/999""","","","","","[""Daniel Hofrenning""]","""1/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101203","0.5","709","[""ID""]","1","""0/999""","","","","","[""Kristina Thalhammer""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""1/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101204","1.0","18612","[""AFAM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101205","1.0","18614","[""AFAM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101206","1.0","18616","[""BMOLS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101207","1.0","18618","[""BMOLS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101208","1.0","26170","[""WMGST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101209","1.0","26172","[""WMGST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101210","1.0","27329","[""RACE""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101211","1.0","27331","[""RACE""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101212","1.0","27398","[""LAMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101213","1.0","27400","[""LAMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20153","","","""Research""","2015"
"101215","1.0","1376","[""THEAT""]","19","""4/999""","[""ALS-A"", ""ORC""]","","","","[""Karen Wilson""]","""3/999""","100","[""TB Haugen""]","18","""Acting for Non-Majors""","115","false","","3","""9/999""","""3/999""","""C""","20153","[""MWF 1150-1245PM""]","""Acting for the Non Major""","""Research""","2015"
"101217","1.0","219","[""CHEM""]","13","""0/999""","","","","","[""Gary Miessler""]","""9/999""","300","[""RNS 208""]","20","""Adv Inorganic Chem""","386","false","","3","""4/999""","""0/999""","""C""","20153","[""MWF 1255-0150PM""]","""Advanced Inorganic Chemistry""","""Research""","2015"
"101219","0.25","1097","[""PHYS""]","8","""0/999""","","","","","[""Brian Borovsky""]","""6/999""","300","[""RNS 298""]","6","""Adv Physics Lab (375)""","385","false","""B""","3","""2/999""","""0/999""","""C""","20153","[""Th 1245-0345PM""]","""Advanced Physics Laboratory""","""Lab""","2015"
"101220","0.25","1097","[""PHYS""]","6","""0/999""","","","","","[""Prabal Adhikari""]","""5/999""","300","[""RNS 298""]","6","""Adv Physics Lab (375)""","385","false","""C""","3","""1/999""","""0/999""","""C""","20153","[""F 0200-0500PM""]","""Advanced Physics Laboratory""","""Lab""","2015"
"101221","0.25","1097","[""PHYS""]","8","""0/999""","","","","","[""Prabal Adhikari""]","""7/999""","300","[""RNS 298""]","6","""Adv Physics Lab (375)""","385","false","""A""","3","""1/999""","""0/999""","""C""","20153","[""Th 0800-1050""]","""Advanced Physics Laboratory""","""Lab""","2015"
"101223","1.0","1411","[""STAT""]","25","""0/0""","","","","","[""Julie M. Legler""]","""1/0""","300","[""TOH 182""]","24","""Adv Statistical Model""","316","false","","3","""24/999""","""0/0""","""C""","20153","[""MWF 1045-1140""]","""Advanced Statistical Modeling""","""Research""","2015"
"101225","1.0","246","[""CHIN""]","20","""0/999""","[""FOL-C""]","","","","[""Hui Bi""]","""11/999""","300","[""TOH 314""]","17","""Advanced Chinese II""","302","false","","3","""2/999""","""7/999""","""C""","20153","[""MWF 0905-1000""]","""Third-Year Chinese II""","""Research""","2015"
"101227","1.0","376","[""DANCE""]","6","""0/999""","","","","","[""Kristin Van Loon"", ""Arwen Wilder""]","""3/999""","300","[""DC Studio 1"", ""DC Studio 1""]","8","""Advanced Choreography""","374","false","","3","""0/999""","""3/999""","""O""","20153","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2015"
"101229","1.0","441","[""ENGL""]","11","""0/999""","[""WRI""]","","","","[""Sally Franson""]","""3/999""","300","[""RML 525""]","15","""Advanced Fiction Wrtg""","372","false","","3","""8/999""","""0/999""","""O""","20153","[""Th 0700-1000PM""]","""Advanced Fiction Writing Workshop""","""Research""","2015"
"101230","1.0","667","[""JAPAN""]","10","""0/999""","[""FOL-J""]","","","","[""Hiroe Akimoto""]","""9/999""","300","[""TOH 300""]","15","""Advanced Japanese II""","302","false","","3","""0/999""","""1/999""","""O""","20153","[""MWF 1255-0150PM""]","","""Research""","2015"
"101231","0.25","211","[""CHEM""]","6","""0/999""","","","","","[""Robert Hanson""]","""4/999""","300","","10","""Advanced Lab""","375","true","""A""","3","""1/999""","""1/999""","""C""","20153","","""Advanced Laboratory""","""Lab""","2015"
"101232","0.25","1011","[""ESAC""]","23","""1/999""","[""SPM""]","","","","[""Justin Lerfald""]","""5/999""","100","[""Tostrud Ctr""]","24","""Aerobics""","131","false","""B""","3","""16/999""","""1/999""","""C""","20153","[""MW 1045-1140""]","","""Research""","2015"
"101233","0.25","1011","[""ESAC""]","26","""3/999""","[""SPM""]","","","","[""Philip Lundin""]","""6/999""","100","[""SAC Gym South""]","24","""Aerobics""","131","false","""A""","3","""13/999""","""4/999""","""C""","20153","[""TTh 0800-0855""]","","""Research""","2015"
"101235","1.0","294","[""CSCI""]","20","""0/999""","","","","","[""Olaf A. Hall-Holt""]","""15/999""","200","[""RNS 202""]","18","""Algorithms/Data Struc""","253","false","","3","""5/999""","""0/999""","""C""","20153","[""MWF 1045-1140""]","""Algorithms and Data Structures""","""Research""","2015"
"101240","1.0","578","[""HIST""]","31","""5/999""","[""HWC"", ""MCD""]","","","","[""Edward P. Pompeian""]","""8/999""","100","[""TOH 280""]","27","""America After 1865""","199","false","""A""","3","""10/999""","""8/999""","""C""","20153","[""MWF 0905-1000""]","""American History Since 1865""","""Research""","2015"
"101241","1.0","578","[""HIST""]","31","""1/999""","[""HWC"", ""MCD""]","","","","[""Edward P. Pompeian""]","""8/999""","100","[""RML 525""]","27","""America After 1865""","199","false","""B""","3","""14/999""","""8/999""","""C""","20153","[""MWF 1045-1140""]","""American History Since 1865""","""Research""","2015"
"101242","1.0","570","[""HIST""]","20","""19/999""","[""HWC"", ""MCD"", ""WRI""]","","","","[""Judy Kutulas""]","""0/0""","100","[""OM 110""]","18","""America Since 1945""","182","false","","3","""1/0""","""0/0""","""C""","20153","[""MWF 0905-1000""]","","""Research""","2015"
"101244","1.0","201","[""CHEM""]","31","""0/999""","","201","","","[""Douglas J. Beussman""]","""12/999""","200","[""RNS 310"", ""RNS 310""]","32","""Analytical Chemistry""","255","false","","3","""18/999""","""1/999""","""C""","20153","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2015"
"101245","1.0","1080","[""PHYS""]","14","""13/999""","[""IST"", ""SED""]","1080","","","[""Amy Kolan""]","""0/999""","100","[""RNS 210""]","28","""Analytical II""","131","false","""B""","3","""1/999""","""0/999""","""O""","20153","[""MWF 1045-1140""]","""Analytical Physics II""","""Research""","2015"
"101246","1.0","1080","[""PHYS""]","23","""18/999""","[""IST"", ""SED""]","1080","","","[""Jay D. Tasson""]","""3/999""","100","[""RNS 210""]","28","""Analytical II""","131","false","""A""","3","""0/999""","""2/999""","""C""","20153","[""MWF 0905-1000""]","""Analytical Physics II""","""Research""","2015"
"101247","0.0","17584","[""PHYS""]","6","""4/999""","","1080","","","[""Jay D. Tasson""]","""1/999""","100","[""RNS 293""]","18","""Analytical II Lab""","131","false","""A""","3","""1/999""","""0/999""","""O""","20153","[""M 0200-0430PM""]","","""Lab""","2015"
"101248","0.0","17584","[""PHYS""]","18","""15/999""","","1080","","","[""Jay D. Tasson""]","""1/999""","100","[""RNS 293""]","18","""Analytical II Lab""","131","false","""B""","3","""0/999""","""2/999""","""C""","20153","[""T 1145-0215PM""]","","""Lab""","2015"
"101249","0.0","17584","[""PHYS""]","12","""11/999""","","1080","","","[""Jay D. Tasson""]","""1/999""","100","[""RNS 293""]","20","""Analytical II Lab""","131","false","""C""","3","""0/999""","""0/999""","""C""","20153","[""T 0225-0455PM""]","","""Lab""","2015"
"101250","0.25","202","[""CHEM""]","16","""0/999""","","201","","","[""Douglas J. Beussman""]","""5/999""","200","[""RNS 446""]","16","""Analytical Lab""","256","true","""A""","3","""10/999""","""1/999""","""C""","20153","[""T 0120-0520PM""]","""Analytical Laboratory""","""Lab""","2015"
"101251","0.25","202","[""CHEM""]","14","""0/999""","","201","","","[""Douglas J. Beussman""]","""7/999""","200","[""RNS 446""]","15","""Analytical Lab""","256","true","""B""","3","""7/999""","""0/999""","""C""","20153","[""W 0100-0500PM""]","""Analytical Laboratory""","""Lab""","2015"
"101252","1.0","1113","[""PSCI""]","17","""1/0""","","","","","[""Christopher B. Chapp""]","""7/999""","200","[""TOH 316"", ""TOH 316""]","19","""Analyzing Politics""","220","false","""A""","3","""0/0""","""9/999""","""C""","20153","[""T 0935-1100"", ""Th 0930-1050""]","""Analyzing Politics and Policies""","""Research""","2015"
"101253","1.0","1113","[""PSCI""]","18","""1/0""","","","","","[""Christopher B. Chapp""]","""6/999""","200","[""TOH 316"", ""TOH 316""]","19","""Analyzing Politics""","220","false","""B""","3","""0/0""","""11/999""","""C""","20153","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Analyzing Politics and Policies""","""Research""","2015"
"101258","0.5","22778","[""DANCE""]","5","""1/999""","","","","","[""Sheryl Saterstrom""]","""1/999""","200","[""DC Studio 3"", ""DC Studio 3""]","6","""Articulate Body""","212","false","","3","""0/999""","""3/999""","""C""","20153","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2015"
"101259","0.25","25120","[""DANCE""]","6","""2/999""","","","","","[""Sheryl Saterstrom""]","""2/999""","200","[""DC Studio 3"", ""DC Studio 3""]","8","""Articulate Body""","213","false","","3","""0/999""","""2/999""","""C""","20153","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2015"
