"clbid","credits","crsid","departments","enrolled","firsties","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"2829","1.0","8","[""AMST""]","32","""5/999""","","[""Steven C. Hahn""]","""2/999""","200","[""L 177""]","25","""Top: American Frontier""","208","false","","3","""2/999""","""16/999""","""C""","20013","[""TTh 0935-1100""]","""Topic""","2001"
"2830","1.0","12","[""AMST""]","1","""0/999""","","[""Judy Kutulas""]","""0/999""","200","","999","""IS/Amer Magazines""","298","false","","3","""0/999""","""0/999""","""O""","20013","","""Research""","2001"
"2831","1.0","13","[""AMST""]","13","""1/999""","","[""Mark Allister""]","""1/999""","300","[""L 420""]","15","""Sem: Man and Nature""","301","false","","3","""4/999""","""2/999""","""O""","20013","[""MWF 0905-1000""]","""Seminar""","2001"
"2832","1.0","15","[""AMST""]","1","""0/999""","","[""Mark Allister""]","""0/999""","300","","999","""IR/The Written Amer""","398","false","","3","""0/999""","""0/999""","""O""","20013","","""Research""","2001"
"2833","0.5","19","[""ART""]","20","""3/3""","","[""John Saurer""]","""2/2""","100","[""DC 216""]","20","""Found Perceptual Draw""","111","false","","3","""2/2""","""2/2""","""C""","20013","[""TTh 0800-0925""]","""Research""","2001"
"2834","0.5","20","[""ART""]","19","""6/5""","","[""John Saurer""]","""1/2""","100","[""DC 216""]","20","""Found Conceptual Draw""","112","false","","3","""3/3""","""5/5""","""C""","20013","[""TTh 1145-0110PM""]","""Research""","2001"
"2835","0.5","21","[""ART""]","23","""4/4""","","[""Wendell Arneson""]","""2/2""","100","[""DC 116""]","20","""Found Color Design""","113","false","""A""","3","""3/3""","""4/4""","""C""","20013","[""MWF 0905-1000""]","""Research""","2001"
"2836","0.5","21","[""ART""]","23","""2/2""","","[""Wendell Arneson""]","""3/3""","100","[""DC 116""]","20","""Found Color Design""","113","false","""B""","3","""2/2""","""2/2""","""C""","20013","[""MWF 1045-1140""]","""Research""","2001"
"2837","0.5","22","[""ART""]","18","""3/3""","","[""Irve Dell""]","""3/3""","100","[""DC 106""]","15","""Foundation Sculpture""","114","false","","3","""0/0""","""3/3""","""C""","20013","[""TTh 0935-1100""]","""Research""","2001"
"2838","0.5","26","[""ART""]","20","""2/2""","","[""Ron Gallas""]","""0/0""","100","[""DC 115E""]","16","""Found Ceramics: Wheel""","119","false","","3","""0/0""","""2/1""","""C""","20013","[""TTh 0935-1100""]","""Research""","2001"
"2839","1.0","29","[""ART""]","24","""4/4""","","[""Margaret Ojala""]","""4/4""","100","[""DC 102""]","20","""Found Photography""","124","false","","3","""1/1""","""4/4""","""C""","20013","[""MWF 0800-1000""]","""Research""","2001"
"2840","1.0","32","[""ART""]","43","""10/10""","","[""Randall Van Schepen""]","""4/4""","100","[""DC 305""]","40","""Renaissance--Present""","151","false","","3","""4/4""","""9/9""","""C""","20013","[""MWF 0905-1000""]","""Research""","2001"
"2841","1.0","34","[""ART""]","20","""2/999""","","[""Wendell Arneson""]","""2/999""","200","[""DC 116""]","20","""Watercolor Painting""","222","false","","3","""3/999""","""1/999""","""C""","20013","[""MWF 1255-0255PM""]","""Research""","2001"
"2842","1.0","36","[""ART""]","15","""0/999""","","[""Irve Dell""]","""1/999""","200","[""DC 105""]","15","""Sculpt: Metal Direct""","224","false","","3","""2/999""","""2/999""","""C""","20013","[""TTh 1145-0245PM""]","""Research""","2001"
"2843","1.0","37","[""ART""]","8","""1/999""","","[""Steven Edwins""]","""1/999""","200","[""DC 116""]","15","""Arch Drawing/Design I""","225","false","","3","""2/999""","""-1/999""","""O""","20013","[""TTh 0800-1100""]","""Research""","2001"
"2844","1.0","39","[""ART""]","15","""2/999""","","[""Jan Shoger""]","""2/999""","200","[""DC 212""]","15","""Printmkg: Intaglio/Mono""","227","false","","3","""0/999""","""1/999""","""C""","20013","[""MWF 1045-1245PM""]","""Research""","2001"
"2845","1.0","45","[""ART""]","11","""1/999""","","[""Ron Gallas""]","""3/999""","200","[""DC 115C""]","15","""Ceramics""","234","false","","3","""4/999""","""2/999""","""C""","20013","[""TTh 1145-0245PM""]","""Research""","2001"
"2846","1.0","46","[""ART""]","17","""1/999""","","[""Margaret Ojala""]","""2/999""","200","[""DC 102""]","20","""Photography""","238","false","","3","""4/999""","""5/999""","""C""","20013","[""MWF 1255-0255PM""]","""Research""","2001"
"2847","1.0","47","[""ART""]","12","""0/999""","","[""David E. Ryan""]","""6/999""","200","[""DC 100""]","15","""Video Art Production""","239","false","","3","""4/999""","""2/999""","""C""","20013","[""TTh 0800-1100""]","""Research""","2001"
"2848","1.0","52","[""ART""]","39","""0/999""","","[""Randall Van Schepen""]","""0/999""","200","[""DC 305""]","30","""Art Since 1950""","253","false","","3","""1/999""","""-1/999""","""C""","20013","[""MWF 1045-1140""]","""Research""","2001"
"2851","1.0","66","[""ART""]","4","""0/999""","","[""Nancy M. Thompson""]","""1/999""","200","[""DC 204""]","15","""Topics in Art History""","275","false","","3","""1/999""","""1/999""","""O""","20013","[""TTh 0120-0245PM""]","""Topic""","2001"
"2852","1.0","69","[""ART""]","1","""0/999""","","[""Nancy M. Thompson""]","""0/999""","200","","999","""IS/Renaissance Art""","298","false","","3","""0/999""","""0/999""","""O""","20013","","""Research""","2001"
"2853","1.0","69","[""ART""]","1","""0/999""","","[""Ron Gallas""]","""0/999""","200","","999","""IS/Functional Ceramic""","298","false","""A""","3","""0/999""","""0/999""","""O""","20013","","""Research""","2001"
"2854","1.0","69","[""ART""]","1","""0/999""","","[""Margaret Ojala""]","""1/999""","200","","999","""IS/Photography""","298","false","""B""","3","""0/999""","""0/999""","""O""","20013","","""Research""","2001"
