"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"62516","1.0","276","[""ECON""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62517","1.0","284","[""ECON""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62518","1.0","299","[""CSCI""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62519","1.0","306","[""CSCI""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62520","1.0","313","[""EDUC""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62521","1.0","344","[""EDUC""]","1","""0/999""","","","","","[""Rosemary A. Pfarr-Baker""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""1/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62522","1.0","374","[""DANCE""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62523","1.0","377","[""DANCE""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62524","1.0","433","[""ENGL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62525","1.0","449","[""ENGL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62526","1.0","464","[""ENVST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62527","1.0","466","[""ENVST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62528","1.0","490","[""FREN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62529","1.0","494","[""FREN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62530","1.0","522","[""GERM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62531","1.0","529","[""GERM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62532","1.0","543","[""GREEK""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62533","1.0","550","[""GREEK""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","""Academic Inernship""","""Research""","2008"
"62534","1.0","624","[""HIST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62535","1.0","640","[""HIST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62536","1.0","643","[""HSPST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62537","1.0","646","[""HSPST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62538","1.0","653","[""FAMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62539","1.0","656","[""FAMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62540","1.0","686","[""IS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62541","1.0","691","[""IS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62542","1.0","716","[""LATIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62543","1.0","725","[""LATIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62544","1.0","751","[""MATH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62545","1.0","766","[""MATH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62546","1.0","784","[""MGMT""]","2","""0/999""","","","","","[""Sian E. Muir""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""1/999""","""1/999""","""O""","20083","","""Internship""","""Research""","2008"
"62547","1.0","788","[""MGMT""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62548","1.0","795","[""MEDIA""]","3","""0/999""","","","","","[""William Sonnega""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""2/999""","""1/999""","""O""","20083","","""Internship""","""Research""","2008"
"62549","1.0","797","[""MEDIA""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62550","1.0","846","[""MUSIC""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62551","1.0","865","[""MUSIC""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62552","1.0","931","[""NORW""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62553","1.0","936","[""NORW""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62554","1.0","985","[""PHIL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62555","1.0","992","[""PHIL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62556","1.0","1057","[""ESTH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62557","1.0","1067","[""ESTH""]","1","""0/999""","","","","","[""Cynthia Book""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""1/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62558","1.0","1090","[""PHYS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62559","1.0","1100","[""PHYS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62560","0.5","1139","[""PSCI""]","1","""0/999""","","","","","[""Daniel Hofrenning""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""1/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62561","1.0","1151","[""PSCI""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62562","1.0","1178","[""PSYCH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62563","1.0","1188","[""PSYCH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62564","1.0","1236","[""REL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62565","1.0","1253","[""REL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62566","1.0","1341","[""SPAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62567","1.0","1354","[""SPAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62568","1.0","1394","[""THEAT""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","""Internships""","""Research""","2008"
"62569","1.0","1400","[""THEAT""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62570","1.0","1409","[""STAT""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62571","1.0","1413","[""STAT""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62572","1.0","471","[""IDFA""]","","","","","","","[""Staff""]","","200","","","""Academic Internship""","294","true","","3","","","""O""","20083","","","""Research""","2008"
"62573","1.0","14","[""AMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62574","1.0","1486","[""ARMS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62575","1.0","1488","[""ARMS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62576","1.0","474","[""IDFA""]","","","","","","","[""Staff""]","","300","","","""Academic Internship""","394","true","","3","","","""O""","20083","","","""Research""","2008"
"62577","1.0","668","[""JAPAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62578","1.0","670","[""JAPAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62579","1.0","917","[""NEURO""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62580","1.0","919","[""NEURO""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62581","1.0","942","[""NURS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62582","1.0","961","[""NURS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62583","1.0","1275","[""RUSSN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62584","1.0","1279","[""RUSSN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62585","1.0","1315","[""SOAN""]","1","""0/999""","","","","","[""Thomas A. Williamson""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""1/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62586","0.5","1319","[""SOAN""]","1","""0/999""","","","","","[""Ryan R. Sheppard""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""1/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62587","1.0","1366","[""SWRK""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62588","1.0","1372","[""SWRK""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62589","1.0","1477","[""WMNST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","""Internships""","""Research""","2008"
"62590","1.0","1479","[""WMNST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","""Internships""","""Research""","2008"
"62591","1.0","707","[""ID""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62592","1.0","709","[""ID""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62593","1.0","18612","[""AFAM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62594","1.0","18614","[""AFAM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62595","1.0","18616","[""BMOLS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62596","1.0","18618","[""BMOLS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20083","","","""Research""","2008"
"62597","0.5","204","[""CHEM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","3","""0/999""","""0/999""","""O""","20083","","""Internship""","""Research""","2008"
"62600","1.0","1379","[""THEAT""]","0","""0/999""","[""ALS-A""]","","","","[""James McKeel"", ""Dona W. Freeman""]","""0/999""","100","[""TB Kelsey"", ""TB Kelsey""]","18","""Acting--Lyric Stage""","131","false","","3","""0/999""","""0/999""","""X""","20083","[""T 0935-1100"", ""Th 0930-1050""]","""Acting for the Lyric Stage""","""Research""","2008"
"62601","1.0","1376","[""THEAT""]","19","""3/999""","[""ALS-A"", ""ORC""]","","","","[""Karen Wilson""]","""4/999""","100","[""TB Haugen""]","18","""Acting for Non-Majors""","115","false","""A""","3","""7/999""","""5/999""","""C""","20083","[""MWF 0905-1000""]","""Acting for the Non-Major""","""Research""","2008"
"62602","2.0","951","[""NURS""]","26","""0/999""","","","","","[""Carol H. Austin""]","""20/999""","300","[""HH 301"", ""HH 215""]","27","""Adult Health II""","336","false","","3","""6/999""","""0/999""","""O""","20083","[""MWF 1150-1245PM"", ""MWF 1255-0150PM""]","","""Research""","2008"
"62603","1.0","219","[""CHEM""]","10","""0/999""","","","","","[""Gary Miessler""]","""7/999""","300","[""RNS 435""]","18","""Adv Inorganic Chem""","386","false","","3","""3/999""","""0/999""","""O""","20083","[""MWF 1150-1245PM""]","""Advanced Inorganic Chemistry""","""Research""","2008"
"62604","0.25","1097","[""PHYS""]","10","""0/999""","","","","","[""Brian Borovsky""]","""10/999""","300","[""RNS 298""]","8","""Adv Physics Lab (375)""","385","false","""A""","3","""0/999""","""0/999""","""C""","20083","[""Th 1245-0345PM""]","""384, 385, 386 Advanced Physics Laboratory""","""Lab""","2008"
"62605","0.25","1097","[""PHYS""]","5","""0/999""","","","","","[""Brian Borovsky""]","""2/999""","300","[""RNS 298""]","8","""Adv Physics Lab (375)""","385","false","""B""","3","""1/999""","""2/999""","""O""","20083","[""F 0200-0500PM""]","""384, 385, 386 Advanced Physics Laboratory""","""Lab""","2008"
"62606","1.0","1411","[""STAT""]","22","""0/999""","","","","","[""Paul J. Roback""]","""7/999""","300","[""SC 182""]","26","""Adv Statistical Model""","316","false","","3","""15/999""","""0/999""","""O""","20083","[""MWF 0200-0255PM""]","""Advanced Statistical Modeling""","""Research""","2008"
"62607","1.0","246","[""CHIN""]","14","""1/999""","[""FOL-C""]","","","","[""Luying Chen""]","""9/999""","200","[""RNS 190""]","18","""Advanced Chinese II""","252","false","","3","""2/999""","""2/999""","""O""","20083","[""MWF 1255-0150PM""]","","""Research""","2008"
"62609","1.0","667","[""JAPAN""]","7","""1/999""","[""FOL-J""]","","","","[""Tomoko Hoogenboom""]","""3/999""","200","[""OM 002""]","18","""Advanced Japanese II""","252","false","","3","""1/999""","""2/999""","""O""","20083","[""MWF 0200-0255PM""]","","""Research""","2008"
"62610","0.25","211","[""CHEM""]","3","""0/999""","","","","","[""Mary Walczak""]","""3/999""","300","","10","""Advanced Lab""","375","true","","3","""0/999""","""0/999""","""O""","20083","","""Advanced Laboratory""","""Lab""","2008"
"62611","1.0","440","[""ENGL""]","7","""0/999""","[""WRI""]","","","","[""Jennifer Kwon Dobbs""]","""2/999""","300","[""RML 420"", ""RML 420""]","15","""Advanced Poetry Wrtg""","371","false","","3","""5/999""","""0/999""","""C""","20083","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Advanced Poetry Writing Workshop""","""Research""","2008"
"62612","1.0","618","[""HIST""]","24","""0/999""","[""HWC"", ""MCD""]","","","","[""Michael Fitzgerald""]","""6/999""","200","[""RML 577"", ""RML 577""]","32","""African-American Hist""","277","false","","3","""4/999""","""14/999""","""O""","20083","[""T 0800-0925"", ""Th 0800-0920""]","""African-American History""","""Research""","2008"
"62615","1.0","578","[""HIST""]","26","""2/999""","[""HWC"", ""MCD""]","","","","[""Megan J. Feeney""]","""4/999""","100","[""TB 216""]","27","""America After 1865""","199","false","""A""","3","""4/999""","""16/999""","""C""","20083","[""MWF 0905-1000""]","""American History Since 1865""","""Research""","2008"
"62616","1.0","578","[""HIST""]","25","""2/999""","[""HWC"", ""MCD""]","","","","[""Megan J. Feeney""]","""6/999""","100","[""TB 216""]","27","""America After 1865""","199","false","""B""","3","""5/999""","""12/999""","""C""","20083","[""MWF 1045-1140""]","""American History Since 1865""","""Research""","2008"
"62617","1.0","570","[""HIST""]","19","""19/999""","[""HWC"", ""MCD""]","","","","[""Judy Kutulas""]","""0/0""","100","[""OM 030""]","18","""America Since WW II""","182","false","","3","""0/0""","""0/0""","""C""","20083","[""MWF 0905-1000""]","""America Since World War II""","""Research""","2008"
"62618","1.0","1103","[""PSCI""]","35","""21/999""","[""HBS"", ""MCD""]","","","","[""Christopher B. Chapp""]","""6/5""","100","[""Mod 3""]","30","""American Politics""","111","false","","3","""3/3""","""5/8""","""C""","20083","[""MWF 1045-1140""]","","""Research""","2008"
"62620","1.0","201","[""CHEM""]","25","""0/999""","","201","","","[""Douglas J. Beussman""]","""17/999""","200","[""RNS 310"", ""RNS 310""]","32","""Analytical Chem""","255","false","","3","""2/999""","""6/999""","""O""","20083","[""T 0935-1100"", ""Th 0930-1050""]","""Analytical Chemistry""","""Research""","2008"
"62624","0.25","202","[""CHEM""]","11","""0/999""","","201","","","[""Douglas J. Beussman""]","""7/999""","200","[""RNS 446""]","14","""Analytical Lab""","256","true","""A""","3","""2/999""","""2/999""","""O""","20083","[""T 0120-0520PM""]","""Analytical Laboratory""","""Lab""","2008"
"62625","0.25","202","[""CHEM""]","14","""0/999""","","201","","","[""Douglas J. Beussman""]","""10/999""","200","[""RNS 446""]","14","""Analytical Lab""","256","true","""B""","3","""0/999""","""4/999""","""C""","20083","[""W 0100-0500PM""]","""Analytical Laboratory""","""Lab""","2008"
"62626","1.0","1113","[""PSCI""]","11","""0/999""","","","","","[""Daniel Hofrenning""]","""5/999""","200","[""HH 515"", ""HH 515""]","25","""Analyzing Politics""","220","false","""A""","3","""0/999""","""6/999""","""O""","20083","[""T 0800-0925"", ""Th 0800-0920""]","""Analyzing Politics and Policies""","""Research""","2008"
"62627","1.0","582","[""HIST""]","31","""8/999""","[""HWC""]","","","","[""Timothy R. Howe""]","""8/999""","200","[""HH 501"", ""HH 501""]","32","""Ancient: Rome""","204","false","","3","""5/999""","""10/999""","""C""","20083","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2008"
"62630","0.25","996","[""ESAC""]","22","""2/999""","[""SPM""]","","","","[""Philip Lundin""]","""10/999""","100","[""SAC_FH""]","24","""Archery""","101","false","","3","""5/999""","""5/999""","""C""","20083","[""MWF 0800-0855""]","","""Research""","2008"
"62635","0.25","800","[""MUSIC""]","24","""23/999""","","","","","[""Michele Gillman""]","""0/999""","100","[""CHM 224""]","26","""Aural Skills II""","112","false","""A""","3","""0/999""","""1/999""","""C""","20083","[""MWF 0800-0855""]","","""Research""","2008"
"62636","0.25","800","[""MUSIC""]","17","""17/999""","","","","","[""Michele Gillman""]","""0/999""","100","[""CHM 224""]","26","""Aural Skills II""","112","false","""B""","3","""0/999""","""0/999""","""C""","20083","[""MWF 0905-1000""]","","""Research""","2008"
"62637","0.25","800","[""MUSIC""]","22","""16/999""","","","","","[""David R. Castro""]","""0/999""","100","[""CHM 224""]","26","""Aural Skills II""","112","false","""C""","3","""0/999""","""6/999""","""C""","20083","[""MWF 0200-0255PM""]","","""Research""","2008"
"62639","0.25","1020","[""ESAC""]","14","""1/999""","[""SPM""]","","","","[""Daniel Kosmoski""]","""5/999""","100","[""SAC_GYM_N""]","16","""Badminton""","151","false","""A""","3","""6/999""","""2/999""","""C""","20083","[""TTh 1255-0150PM""]","","""Research""","2008"
"62641","0.25","1020","[""ESAC""]","19","""2/999""","[""SPM""]","","","","[""David A. Stromme""]","""3/999""","100","[""SAC N Gym""]","16","""Badminton""","151","false","""B""","3","""13/999""","""1/999""","""C""","20083","[""MW 1045-1140""]","","""Research""","2008"
