"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"75105","1.0","413","[""ENGL""]","8","""0/999""","[""WRI""]","","","[""Stephen Longfellow""]","""4/999""","200","[""RML 420""]","999","""Creative Wrtg: Non-Fic""","291","false","","5","""1/999""","""3/999""","""O""","20095","[""M-F 1230-0200PM""]","""Creative Nonfiction""","""Research""","2009"
"75109","1.0","979","[""PHIL""]","14","""0/999""","[""EIN"", ""WRI""]","","","[""Danny Munoz-Hutchinson""]","""8/999""","200","[""RML 420""]","999","""Ethics/The Good Life""","252","false","","5","""0/999""","""6/999""","""O""","20095","[""M-F 1000-1130""]","""Ethics and the Good Life""","""Research""","2009"
"75114","1.0","1207","[""REL""]","6","""0/999""","[""BTS-T"", ""WRI""]","","","[""James Hanson""]","""2/999""","200","[""DC 204""]","999","""St. Paul/Letter/Gospel""","223","false","","5","""1/999""","""3/999""","""O""","20095","[""M-F 1000-1130""]","""Paul: His Letters, His Gospel""","""Research""","2009"
"75115","1.0","1232","[""REL""]","12","""0/999""","[""EIN"", ""WRI""]","","","[""James Hanson""]","""7/999""","200","[""DC 204""]","20","""The Ethics of Jesus""","276","false","","5","""0/999""","""5/999""","""O""","20095","[""M-F 1230-0200PM""]","","""Research""","2009"
"75125","1.0","20055","[""ART""]","0","""0/999""","[""ALS-A""]","","""R""","[""Guido Alvarez""]","""0/999""","100","[""DC 100""]","999","""Foundation New Media""","104","false","","5","""0/999""","""0/999""","""X""","20095","[""M-F 1000-1130""]","","""Research""","2009"
"75242","1.0","197","[""CHEM""]","34","""8/999""","","","","[""Wesley Pearson""]","""7/999""","200","[""RNS 310""]","999","""Organic Chemistry II""","248","false","","5","""4/999""","""15/999""","""O""","20095","[""M-F 0800-0930""]","","""Research""","2009"
"75243","0.25","200","[""CHEM""]","14","""3/999""","","","","[""Peter J. Gittins""]","""4/999""","200","[""RNS 340""]","20","""Synthesis Lab II""","254","true","""A""","5","""0/999""","""7/999""","""O""","20095","[""MW 0100-0400PM""]","""Synthesis Laboratory II""","""Lab""","2009"
"75244","0.25","200","[""CHEM""]","17","""4/999""","","","","[""Peter J. Gittins""]","""2/999""","200","[""RNS 340""]","20","""Synthesis Lab II""","254","true","""B""","5","""4/999""","""7/999""","""O""","20095","[""TTh 0100-0400PM""]","""Synthesis Laboratory II""","""Lab""","2009"
"75245","1.0","194","[""CHEM""]","12","""6/999""","[""SED""]","194","","[""Patrick N. Riley""]","""2/999""","100","[""RNS 310"", ""RNS 350""]","999","""Chemical Reactions""","126","false","","5","""1/999""","""3/999""","""O""","20095","[""M-F 1000-1130"", ""MW 0100-0400PM""]","""Energies and Rates of Chemical Reactions""","""Research""","2009"
"75261","1.0","406","[""ENGL""]","14","""0/999""","[""ALS-L"", ""WRI""]","","","[""Molly Westerman""]","""5/999""","200","[""RML 420""]","999","""Children's Literature""","242","false","","5","""1/999""","""8/999""","""O""","20095","[""M-F 0230-0400PM""]","","""Research""","2009"
"75288","1.0","1376","[""THEAT""]","9","""3/999""","[""ALS-A"", ""ORC""]","","","[""Jeanne I. Willcoxon""]","""4/999""","100","[""TB Haugen""]","999","""Acting for Non-Majors""","115","false","","5","""1/999""","""1/999""","""O""","20095","[""M-F 1000-1130""]","""Acting for the Non-Major""","""Research""","2009"
"75289","1.0","1398","[""THEAT""]","1","""0/999""","[""ORC"", ""WRI""]","","","[""Gary C. Gisselman""]","""0/999""","300","[""TB 216""]","999","""Top: Am Musical Theatre""","379","false","""A""","5","""1/999""","""0/999""","""O""","20095","[""M-F 1000-1130""]","""Topics in Interpretation and Theater""","""Topic""","2009"
"75290","1.0","1398","[""THEAT""]","0","""0/999""","","","","[""Todd F. Edwards""]","""0/999""","300","[""TB Haugen""]","999","""Top: Stage Combat""","379","false","""B""","5","""0/999""","""0/999""","""X""","20095","[""M-F 1230-0200PM""]","""Topics in Interpretation and Theater""","""Topic""","2009"
"75300","1.0","651","[""FAMST""]","0","""0/999""","","","","[""Devyani Chandran""]","""0/999""","200","[""RML 420""]","999","""Human Sexuality""","253","false","","5","""0/999""","""0/999""","""X""","20095","[""M-F 0800-0930""]","","""Research""","2009"
"75364","0.5","1016","[""ESAC""]","4","""0/999""","[""SPM""]","","","[""Shahram Ahrar""]","""1/999""","100","[""SAC 112""]","999","""Wt Training Co-Ed .50""","140","false","","5","""0/999""","""3/999""","""O""","20095","[""M-F 0400-0530PM""]","""Weight Training""","""Research""","2009"
"75365","0.5","1012","[""ESAC""]","13","""3/999""","[""SPM""]","","","[""William Sean Goldsworthy""]","""5/999""","100","[""SAC 112""]","999","""Individual Fitness.50""","133","false","","5","""2/999""","""3/999""","""O""","20095","[""M-F 0230-0400PM""]","""Individual Fitness""","""Research""","2009"
"75441","1.0","1325","[""SPAN""]","0","""0/999""","","","","[""Pi\u00f1ero Christine H.""]","""0/999""","100","[""OM 020""]","999","""Beginning Spanish II""","112","false","","5","""0/999""","""0/999""","""X""","20095","[""M-F 1000-1130""]","","""Research""","2009"
"75442","1.0","1326","[""SPAN""]","0","""0/999""","","","","[""Kris A. Cropsey""]","""0/999""","200","[""RNS 206""]","999","""Intermed Spanish I""","231","false","","5","""0/999""","""0/999""","""O""","20095","[""M-F 0800-0930""]","""Intermediate Spanish I""","""Research""","2009"
"75443","1.0","1327","[""SPAN""]","5","""3/999""","[""FOL-S"", ""MCD""]","","","[""Kris A. Cropsey""]","""2/999""","200","[""RNS 206""]","999","""Intermed Spanish II""","232","false","","5","""0/999""","""0/999""","""O""","20095","[""M-F 1000-1130""]","""Intermediate Spanish II""","""Research""","2009"
"75477","1.0","19414","[""PSYCH""]","3","""0/999""","","","","[""Grace E. Cho""]","""3/999""","300","","999","""Research:Emotional Narrat""","396","false","""A""","5","""0/999""","""0/999""","""O""","20095","[""M-F 1230-0200PM""]","""Directed Undergraduate Research""","""Research""","2009"
"75478","1.0","19414","[""PSYCH""]","2","""0/999""","","","","[""Jeremy Loebach""]","""1/999""","300","","999","""Research:Auditory Cognit""","396","false","""B""","5","""0/999""","""1/999""","""O""","20095","[""M-F 1000-1130""]","""Directed Undergraduate Research""","""Research""","2009"
"75596","1.0","1289","[""SOAN""]","5","""2/999""","[""HBS"", ""MCD""]","","","[""Christopher Pappas""]","""1/999""","100","[""RML 520""]","999","""Intro to Sociology""","121","false","","5","""1/999""","""1/999""","""O""","20095","[""M-F 1230-0200PM""]","""Introduction to Sociology""","""Research""","2009"
"75597","1.0","1306","[""SOAN""]","4","""3/999""","[""HBS"", ""MCD""]","","","[""Christopher Pappas""]","""0/999""","200","[""RML 520""]","999","""Race/Class-Am Culture""","264","false","","5","""0/999""","""1/999""","""O""","20095","[""M-F 0230-0400PM""]","""Race and Class in American Culture""","""Research""","2009"
"75806","0.0","195","[""CHEM""]","12","""6/999""","","194","","[""Patrick N. Riley""]","""2/999""","100","","999","""Chemical Reactions Lab""","126","false","","5","""1/999""","""3/999""","""O""","20095","","","""Lab""","2009"
"75808","0.5","1372","[""SWRK""]","2","""0/999""","","","","[""Naurine Lennox""]","""2/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20095","","","""Research""","2009"
"75809","0.5","1067","[""ESTH""]","0","""0/999""","","","","[""William Sean Goldsworthy""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20095","","""Internship""","""Research""","2009"
"75810","0.5","313","[""EDUC""]","1","""0/999""","","","","[""Maria L. Kelly""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""1/999""","""O""","20095","","","""Research""","2009"
"75811","0.5","1315","[""SOAN""]","1","""0/999""","","","","[""Thomas A. Williamson""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20095","","""Internship""","""Research""","2009"
"75812","0.5","707","[""ID""]","1","""0/999""","","","","[""Joseph L. Mbele""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""1/999""","""0/999""","""O""","20095","","","""Research""","2009"
"75813","0.5","204","[""CHEM""]","1","""0/999""","","","","[""Mary Walczak""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20095","","""Internship""","""Research""","2009"
"75814","1.0","100","[""BIO""]","40","""0/999""","[""IST"", ""SED""]","100","","[""Eric McDonald"", ""Charles Jr. Umbanhowar""]","""0/999""","100","","999","""Biological Science""","121","false","","5","""40/999""","""0/999""","""C""","20095","","""Biological Science: Issues in Biology""","""Research""","2009"
"75815","0.0","101","[""BIO""]","40","""0/999""","","100","","[""Eric McDonald"", ""Charles Jr. Umbanhowar""]","""0/999""","100","","999","""Biological Science Lab""","121","false","","5","""40/999""","""0/999""","""C""","20095","","","""Lab""","2009"
"75816","0.25","23391","[""WRIT""]","40","""0/999""","","","""R""","[""Maria L. Kelly""]","""0/999""","100","","999","""Top: Supplemental Writing""","109","true","","5","""40/999""","""0/999""","""C""","20095","","","""Topic""","2009"
"75837","0.5","1315","[""SOAN""]","2","""0/999""","","","","[""Bruce Nordstrom-Loeb""]","""1/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""1/999""","""O""","20095","","""Internship""","""Research""","2009"
"75838","1.0","1188","[""PSYCH""]","1","""0/999""","","","","[""McMillan Donna K.""]","""1/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20095","","","""Research""","2009"
"75839","0.5","1236","[""REL""]","1","""0/999""","","","","[""David Schodt""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20095","","","""Research""","2009"
"75841","1.0","640","[""HIST""]","1","""0/999""","","","","[""Steven C. Hahn""]","""1/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20095","","""Internship""","""Research""","2009"
"75842","1.0","986","[""PHIL""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","5","""0/999""","""0/999""","""O""","20095","","""Independent Study""","""Research""","2009"
"75844","1.0","993","[""PHIL""]","1","""0/999""","","","","[""Gordon D. Marino""]","""1/999""","300","","999","""IR/Kierkegaard & Despair""","398","false","","5","""0/999""","""0/999""","""O""","20095","","""Independent Research""","""Research""","2009"
"75845","1.0","449","[""ENGL""]","1","""0/999""","","","","[""Jan C. Hill""]","""1/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20095","","""Internship""","""Research""","2009"
"75846","0.5","1057","[""ESTH""]","0","""0/999""","","","","[""David A. Stromme""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20095","","""Internship""","""Research""","2009"
"75872","1.0","788","[""MGMT""]","1","""0/999""","","","","[""Mary Ann Emery""]","""1/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20095","","""Internship""","""Research""","2009"
"75873","1.0","464","[""ENVST""]","1","""1/999""","","","","[""Paul T. Jackson""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20095","","""Internship""","""Research""","2009"
"75874","0.5","961","[""NURS""]","0","""0/999""","","","","[""Diana Neal""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20095","","""Internship""","""Research""","2009"
"75883","0.5","174","[""BIO""]","1","""0/999""","","","","[""John Giannini""]","""1/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20095","","""Internship""","""Research""","2009"
"75884","1.0","1236","[""REL""]","1","""0/999""","","","","[""Mara H. Benjamin""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""1/999""","""O""","20095","","","""Research""","2009"
"75902","0.5","1236","[""REL""]","1","""0/999""","","","","[""Gregory A. Walter""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""1/999""","""O""","20095","","","""Research""","2009"
"75904","0.5","93","[""ASIAN""]","2","""0/999""","","","","[""Pin Pin Wan""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""2/999""","""O""","20095","","","""Research""","2009"
"75905","1.0","153","[""BIO""]","1","""0/999""","","","","[""Louis Henry Kermott""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20095","","""Internship""","""Research""","2009"
"75906","0.5","93","[""ASIAN""]","1","""0/999""","","","","[""Thomas A. Williamson"", ""Luying Chen""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""1/999""","""O""","20095","","","""Research""","2009"
"75907","0.5","93","[""ASIAN""]","1","""0/999""","","","","[""Luying Chen""]","""1/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""0/999""","""O""","20095","","","""Research""","2009"
"75908","1.0","153","[""BIO""]","1","""0/999""","","","","[""Jean C. Porterfield""]","""1/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20095","","""Internship""","""Research""","2009"
"75909","1.0","926","[""NORW""]","1","""0/999""","[""FOL-N""]","","","[""Nancy Aarsvold""]","""1/999""","200","","1","""Intermed Norwegian I""","231","false","","5","""0/999""","""0/999""","""C""","20095","","""Intermediate Norwegian I""","""Research""","2009"
"75915","1.0","1067","[""ESTH""]","1","""0/999""","","","","[""Cynthia Book""]","""1/999""","300","","999","""Academic Internship""","394","true","""A""","5","""0/999""","""0/999""","""O""","20095","","""Internship""","""Research""","2009"
"75916","0.5","93","[""ASIAN""]","2","""0/999""","","","","[""Rika Ito""]","""0/999""","200","","999","""Academic Internship""","294","true","""C""","5","""0/999""","""2/999""","""O""","20095","","","""Research""","2009"
