"clbid","credits","crsid","departments","enrolled","firsties","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"987","1.0","7","[""AMST""]","21","""0/999""","","[""Mark Allister""]","""13/999""","200","[""L 515""]","20","""Top: California Dreams""","207","false","","3","""0/999""","""3/999""","""C""","20003","[""MWF 0200-0255PM""]","""Topic""","2000"
"988","1.0","13","[""AMST""]","22","""1/999""","","[""Judy Kutulas""]","""0/999""","300","[""H 515""]","20","""Sem: Television Cultur""","301","false","","3","""0/999""","""0/999""","""C""","20003","[""TTh 1145-0110PM""]","""Seminar""","2000"
"989","0.5","19","[""ART""]","20","""2/10""","","[""John Saurer""]","""4/5""","100","[""FH 42""]","20","""Found Perceptual Draw""","111","false","""A""","3","""13/999""","""1/6""","""C""","20003","[""TTh 0800-0925""]","""Research""","2000"
"990","0.5","19","[""ART""]","20","""6/8""","","[""John Saurer""]","""2/5""","100","[""FH 42""]","20","""Found Perceptual Draw""","111","false","""B""","3","""7/999""","""5/8""","""C""","20003","[""TTh 1145-0110PM""]","""Research""","2000"
"991","0.5","20","[""ART""]","22","""6/7""","","[""Jan Shoger""]","""4/5""","100","[""FH 42""]","20","""Found Conceptual Draw""","112","false","","3","""6/999""","""4/6""","""C""","20003","[""MWF 0905-1000""]","""Research""","2000"
"992","0.5","21","[""ART""]","25","""7/7""","","[""Wendell Arneson""]","""5/5""","100","[""FH AB""]","20","""Found Color Design""","113","false","""A""","3","""5/5""","""3/5""","""C""","20003","[""MWF 0905-1000""]","""Research""","2000"
"993","0.5","21","[""ART""]","21","""5/5""","","[""Wendell Arneson""]","""5/5""","100","[""FH AB""]","20","""Found Color Design""","113","false","""B""","3","""6/5""","""5/5""","""C""","20003","[""MWF 1045-1140""]","""Research""","2000"
"994","0.5","22","[""ART""]","12","""4/4""","","[""Thomas Oliphant""]","""4/4""","100","[""FH 18""]","16","""Foundation Sculpture""","114","false","""A""","3","""4/4""","""4/4""","""C""","20003","[""TTh 0935-1100""]","""Research""","2000"
"995","0.5","22","[""ART""]","15","""4/4""","","[""Thomas Oliphant""]","""4/4""","100","[""FH 18""]","16","""Foundation Sculpture""","114","false","""B""","3","""4/4""","""4/4""","""C""","20003","[""TTh 1145-0110PM""]","""Research""","2000"
"996","0.5","26","[""ART""]","16","""4/4""","","[""Ron Gallas""]","""4/4""","100","[""FH 19""]","15","""Found Ceramics: Wheel""","119","false","","3","""5/4""","""3/3""","""C""","20003","[""TTh 0935-1100""]","""Research""","2000"
