"clbid","credits","crsid","departments","enrolled","firsties","instructors","juniors","level","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","type","year"
"15515","1.0","154","[""BIO""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""IS/DNA Sequencing""","298","false","""A""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15516","1.0","154","[""BIO""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""IS/Baja California""","298","false","""B""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15517","1.0","174","[""BIO""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""Internship""","394","true","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15518","1.0","174","[""BIO""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""Internship""","394","true","""A""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15519","1.0","175","[""BIO""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""IR/Molecular Immunolo""","398","false","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15520","1.0","175","[""BIO""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""IR/Hypertension""","398","false","""A""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15521","1.0","175","[""BIO""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""IR/Novel Genetics Int""","398","false","""B""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15522","1.0","185","[""CHEM""]","24","""26/999""","[""Staff""]","""0/999""","100","26","""Chem-Life's Beginning""","120","false","","2","""0/999""","""0/999""","""C""","19942","""Research""","1994"
"15523","1.0","189","[""CHEM""]","50","""41/999""","[""Staff""]","""9/999""","100","999","""Chemical Structure""","123","false","","2","""5/999""","""0/999""","""O""","19942","""Research""","1994"
"15524","1.0","1552","[""CHEM""]","25","""10/999""","[""Staff""]","""11/999""","100","28","""Environmental Chem""","124","false","","2","""7/999""","""0/999""","""C""","19942","""Research""","1994"
"15525","1.0","198","[""CHEM""]","27","""0/999""","[""Staff""]","""19/999""","200","28","""Organometallic Chem""","252","false","","2","""6/999""","""1/999""","""O""","19942","""Research""","1994"
"15526","1.0","204","[""CHEM""]","1","""0/999""","[""Staff""]","""1/999""","200","999","""Internship""","294","true","","2","""1/999""","""0/999""","""O""","19942","""Research""","1994"
"15527","1.0","204","[""CHEM""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15528","1.0","205","[""CHEM""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""IS/IDeas Abt Science""","298","false","","2","""1/999""","""0/999""","""O""","19942","""Research""","1994"
"15529","1.0","1556","[""CHEM""]","3","""0/999""","[""Staff""]","""0/999""","300","8","""Surface Science""","333","false","","2","""4/999""","""0/999""","""O""","19942","""Research""","1994"
"15530","1.0","215","[""CHEM""]","8","""3/999""","[""Staff""]","""3/999""","300","999","""Organic Analys/Theory""","380","false","","2","""3/999""","""0/999""","""O""","19942","""Research""","1994"
"15531","1.0","222","[""CHEM""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""Internship""","394","true","","2","""0/999""","""1/999""","""O""","19942","""Research""","1994"
"15532","1.0","222","[""CHEM""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""Internship""","394","true","""A""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15533","1.0","225","[""CLASS""]","17","""9/999""","[""Staff""]","""6/999""","100","28","""Ancient Comedy-Tr""","126","false","","2","""2/999""","""1/999""","""O""","19942","""Research""","1994"
"15534","1.0","232","[""CLASS""]","23","""0/999""","[""Staff""]","""14/999""","200","30","""Class Studies Greece""","251","false","","2","""8/999""","""0/999""","""C""","19942","""Research""","1994"
"15535","1.0","254","[""ECON""]","6","""4/999""","[""Staff""]","""2/999""","100","23","""Econ Progress China""","111","false","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15535","1.0","254","[""ECON""]","6","""4/999""","[""Staff""]","""2/999""","100","23","""Econ Progress China""","111","false","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15536","1.0","254","[""ECON""]","27","""23/999""","[""Staff""]","""0/999""","100","23","""Capitalism: Strugles""","111","false","","2","""0/999""","""0/999""","""C""","19942","""Research""","1994"
"15536","1.0","254","[""ECON""]","27","""23/999""","[""Staff""]","""0/999""","100","23","""Capitalism: Strugles""","111","false","","2","""0/999""","""0/999""","""C""","19942","""Research""","1994"
"15537","1.0","1579","[""ECON""]","4","""0/999""","[""Staff""]","""4/999""","200","10","""Survey Practice""","228","false","","2","""3/999""","""0/999""","""O""","19942","""Research""","1994"
"15538","1.0","1580","[""ECON""]","11","""4/999""","[""Staff""]","""6/999""","200","28","""Arts Management""","229","false","","2","""4/999""","""0/999""","""O""","19942","""Research""","1994"
"15539","1.0","1581","[""ECON""]","18","""6/999""","[""Staff""]","""10/999""","200","23","""Computer Applications""","230","false","","2","""7/999""","""0/999""","""C""","19942","""Research""","1994"
"15540","1.0","1582","[""ECON""]","32","""8/999""","[""Staff""]","""6/999""","200","38","""Personal Finance""","231","false","","2","""18/999""","""0/999""","""O""","19942","""Research""","1994"
"15541","1.0","1594","[""ECON""]","8","""2/999""","[""Staff""]","""1/999""","200","25","""Hosp Health Care Mgnt""","254","false","","2","""6/999""","""0/999""","""O""","19942","""Research""","1994"
"15542","1.0","1599","[""ECON""]","14","""1/999""","[""Staff""]","""6/999""","200","25","""Japan: Economy/People""","260","false","","2","""5/999""","""1/999""","""C""","19942","""Research""","1994"
"15543","1.0","276","[""ECON""]","1","""1/999""","[""Staff""]","""1/999""","200","999","""Internship""","294","true","","2","""3/999""","""0/999""","""O""","19942","""Research""","1994"
"15544","1.0","276","[""ECON""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15545","1.0","276","[""ECON""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""Internship""","294","true","""B""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15546","1.0","276","[""ECON""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""Internship""","294","true","""C""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15547","1.0","277","[""ECON""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""IS/German-MN Business""","298","false","","2","""1/999""","""0/999""","""O""","19942","""Research""","1994"
"15548","1.0","277","[""ECON""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""IS/Business Start Up""","298","false","""A""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15549","1.0","277","[""ECON""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""IS/Marketing Intern""","298","false","""B""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15550","1.0","284","[""ECON""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""Internship""","394","true","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15551","1.0","284","[""ECON""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""Internship""","394","true","""A""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15552","1.0","299","[""CSCI""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""Internship""","294","true","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15553","1.0","310","[""EDUC""]","21","""0/999""","[""Staff""]","""12/999""","200","25","""Perspectives On Tchg""","260","true","","2","""7/999""","""1/999""","""C""","19942","""Research""","1994"
"15554","1.0","338","[""EDUC""]","22","""3/999""","[""Staff""]","""11/999""","300","20","""Edu Cross-Cult Hawaii""","378","true","","2","""8/999""","""0/999""","""C""","19942","""Research""","1994"
"15555","1.0","339","[""EDUC""]","9","""1/999""","[""Staff""]","""4/999""","300","999","""Urban Alternative Ed""","379","true","","2","""3/999""","""0/999""","""C""","19942","""Research""","1994"
"15556","1.0","344","[""EDUC""]","4","""0/999""","[""Staff""]","""1/999""","300","999","""Internship""","394","true","","2","""3/999""","""0/999""","""O""","19942","""Research""","1994"
"15557","1.0","1646","[""DNCTH""]","","","[""Staff""]","","100","","""Creative Dance/Child""","120","false","","2","","","""C""","19942","""Research""","1994"
"15558","1.0","367","[""DNCTH""]","","","[""Staff""]","","100","","""World Dance Tradit'ns""","124","false","","2","","","""C""","19942","""Research""","1994"
"15559","1.0","1651","[""DNCTH""]","","","[""Staff""]","","200","","""Dance/Big Band (M)""","251","false","""A""","2","","","""C""","19942","""Research""","1994"
"15560","1.0","1651","[""DNCTH""]","","","[""Staff""]","","200","","""Dance/Big Band (W)""","251","false","""B""","2","","","""C""","19942","""Research""","1994"
"15561","1.0","382","[""ENGL""]","25","""23/999""","[""Staff""]","""0/999""","100","23","""Hero/Trickstr 3rd Wld""","108","false","","2","""0/999""","""0/999""","""C""","19942","""Research""","1994"
"15562","1.0","1663","[""ENGL""]","26","""23/999""","[""Staff""]","""0/999""","100","23","""Amer Short Stories""","114","false","","2","""0/999""","""0/999""","""C""","19942","""Research""","1994"
"15563","1.0","390","[""ENGL""]","24","""23/999""","[""Staff""]","""0/999""","100","23","""Mysteries""","169","false","","2","""0/999""","""0/999""","""C""","19942","""Research""","1994"
"15564","1.0","1678","[""ENGL""]","15","""8/999""","[""Staff""]","""7/999""","100","23","""Drama""","182","false","","2","""4/999""","""0/999""","""O""","19942","""Research""","1994"
"15565","1.0","1694","[""ENGL""]","16","""4/999""","[""Staff""]","""16/999""","200","28","""Novels of Terror""","239","false","","2","""6/999""","""0/999""","""O""","19942","""Research""","1994"
"15566","1.0","415","[""ENGL""]","29","""2/999""","[""Staff""]","""13/999""","200","30","""The Moral Vision""","253","false","","2","""11/999""","""0/999""","""C""","19942","""Research""","1994"
"15567","1.0","1702","[""ENGL""]","16","""4/999""","[""Staff""]","""6/999""","200","16","""Writing in Many Genre""","264","false","","2","""5/999""","""0/999""","""C""","19942","""Research""","1994"
"15568","1.0","1703","[""ENGL""]","16","""1/999""","[""Staff""]","""8/999""","200","16","""The Emerging Poet""","265","false","","2","""0/999""","""0/999""","""C""","19942","""Research""","1994"
"15569","1.0","421","[""ENGL""]","15","""0/999""","[""Staff""]","""7/999""","200","15","""Lit Eastern Caribbean""","270","false","","2","""5/999""","""1/999""","""C""","19942","""Research""","1994"
"15570","1.0","429","[""ENGL""]","24","""0/999""","[""Jan C. Hill""]","""13/999""","200","28","""Studies/Prose: Fic & Reg""","283","false","","2","""6/999""","""0/999""","""O""","19942","""Research""","1994"
"15571","1.0","433","[""ENGL""]","1","""0/999""","[""Staff""]","""2/999""","200","999","""Internship""","294","true","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15572","1.0","1719","[""ENGL""]","1","""2/999""","[""Staff""]","""3/999""","300","15","""Shakespeare/Chicago""","370","false","","2","""6/999""","""3/999""","""C""","19942","""Research""","1994"
"15573","1.0","449","[""ENGL""]","1","""1/999""","[""Staff""]","""0/999""","300","999","""Internship""","394","true","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15574","1.0","449","[""ENGL""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""Internship""","394","true","""A""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15575","1.0","451","[""ENGL""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""IR/Shaw and Nietzsche""","398","false","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15576","1.0","451","[""ENGL""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""IR/A Wilson-Plays & P""","398","false","""A""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15577","1.0","452","[""ENGL""]","15","""10/999""","[""Mark Allister""]","""0/999""","300","15","""Sem: Poplr Lit/Am Cult""","399","false","""A""","2","""5/999""","""0/999""","""C""","19942","""Seminar""","1994"
"15578","1.0","452","[""ENGL""]","11","""1/999""","[""Staff""]","""7/999""","300","15","""Sem: Renaissance Lit""","399","false","""B""","2","""4/999""","""0/999""","""O""","19942","""Seminar""","1994"
"15579","1.0","464","[""ENVST""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""Internship""","294","true","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15580","1.0","471","[""IDFA""]","","","[""Staff""]","","200","","""Internship""","294","true","","2","","","""O""","19942","""Research""","1994"
"15581","1.0","479","[""FREN""]","7","""5/999""","[""Staff""]","""1/999""","200","30","""Intermed French I""","231","false","","2","""1/999""","""0/999""","""O""","19942","""Research""","1994"
"15582","1.0","1737","[""FREN""]","10","""6/999""","[""Staff""]","""2/999""","200","15","""Lang & Culture Quebec""","234","false","","2","""1/999""","""0/999""","""C""","19942","""Research""","1994"
"15583","1.0","487","[""FREN""]","6","""1/999""","[""Staff""]","""0/999""","300","20","""Oral/Written Express""","379","false","","2","""3/999""","""0/999""","""O""","19942","""Research""","1994"
"15584","1.0","489","[""FREN""]","6","""0/999""","[""Staff""]","""2/999""","300","15","""Lang,Cult,Thtr/Paris""","380","false","","2","""4/999""","""0/999""","""C""","19942","""Research""","1994"
"15585","1.0","506","[""GERM""]","11","""3/999""","[""Staff""]","""4/999""","100","23","""Folk/Fairy/Fables-Tr""","147","false","","2","""4/999""","""0/999""","""O""","19942","""Research""","1994"
"15586","1.0","510","[""GERM""]","8","""4/999""","[""Staff""]","""6/999""","200","15","""Intensive Germ Abroad""","233","false","","2","""1/999""","""0/999""","""C""","19942","""Research""","1994"
"15587","1.0","515","[""GERM""]","4","""0/999""","[""Staff""]","""0/999""","200","999","""Conversation & Comp I""","251","false","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15588","1.0","530","[""GERM""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""IR/German Romantic Pt""","398","false","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15589","1.0","532","[""GCON""]","21","""22/999""","[""Staff""]","""0/999""","100","22","""Romans & Christians""","115","false","""A""","2","""0/999""","""0/999""","""C""","19942","""Research""","1994"
"15590","1.0","532","[""GCON""]","20","""16/999""","[""Staff""]","""1/999""","100","22","""Romans & Christians""","115","false","""B""","2","""0/999""","""1/999""","""C""","19942","""Research""","1994"
"15591","1.0","532","[""GCON""]","22","""21/999""","[""Staff""]","""1/999""","100","22","""Romans & Christians""","115","false","""C""","2","""1/999""","""0/999""","""C""","19942","""Research""","1994"
"15592","1.0","1770","[""HIST""]","25","""23/999""","[""Staff""]","""0/999""","100","23","""Myth/Hist Ancnt World""","102","false","","2","""0/999""","""0/999""","""C""","19942","""Research""","1994"
"15593","1.0","1785","[""HIST""]","14","""12/999""","[""Staff""]","""0/999""","100","23","""Myth/Real 20 C M-East""","126","false","","2","""0/999""","""0/999""","""C""","19942","""Research""","1994"
"15594","1.0","1815","[""HIST""]","18","""1/999""","[""Staff""]","""14/999""","200","28","""Age of Renaissance""","213","false","","2","""3/999""","""0/999""","""O""","19942","""Research""","1994"
"15595","1.0","1838","[""HIST""]","37","""30/999""","[""Staff""]","""8/999""","200","38","""Amer & World War II""","251","false","","2","""0/999""","""0/999""","""C""","19942","""Research""","1994"
"15596","1.0","1840","[""HIST""]","31","""8/999""","[""Staff""]","""20/999""","200","33","""Food Politcs Amer Soc""","252","false","","2","""5/999""","""0/999""","""C""","19942","""Research""","1994"
"15597","1.0","1808","[""HIST""]","10","""4/999""","[""Staff""]","""4/999""","200","33","""France in WW II""","253","false","","2","""1/999""","""-1/999""","""O""","19942","""Research""","1994"
"15598","1.0","1844","[""HIST""]","22","""0/999""","[""Staff""]","""17/999""","200","28","""British India""","255","false","","2","""6/999""","""0/999""","""O""","19942","""Research""","1994"
"15599","1.0","1787","[""HIST""]","27","""2/999""","[""Staff""]","""20/999""","200","28","""Women & Work in Africa""","256","false","","2","""6/999""","""0/999""","""C""","19942","""Research""","1994"
"15600","1.0","608","[""HIST""]","9","""4/999""","[""Staff""]","""7/999""","200","33","""Late Imperial China""","260","false","","2","""3/999""","""0/999""","""O""","19942","""Research""","1994"
"15601","1.0","625","[""HIST""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""IS/Quant Study/French""","298","false","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15602","1.0","642","[""HIST""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""IR/Minnesota Grange""","398","false","""A""","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15603","1.0","1878","[""FAMST""]","21","""3/999""","[""Staff""]","""7/999""","200","28","""Adol Dev & Family Rel""","248","false","","2","""9/999""","""0/999""","""O""","19942","""Research""","1994"
"15604","1.0","652","[""FAMST""]","29","""1/999""","[""Staff""]","""15/999""","200","30","""Aboriginal Cult/Austr""","263","false","","2","""11/999""","""0/999""","""C""","19942","""Research""","1994"
"15605","1.0","653","[""FAMST""]","2","""1/999""","[""Staff""]","""0/999""","200","999","""Internship""","294","true","","2","""1/999""","""0/999""","""O""","19942","""Research""","1994"
"15606","1.0","1904","[""ID""]","6","""0/999""","[""Staff""]","""0/999""","200","22","""Interface Bio & Stat""","211","false","","2","""6/999""","""0/999""","""O""","19942","""Research""","1994"
"15607","1.0","702","[""ID""]","38","""3/999""","[""Staff""]","""30/999""","200","38","""East Orthodox Christ""","250","false","","2","""5/999""","""0/999""","""C""","19942","""Research""","1994"
"15608","1.0","704","[""ID""]","8","""1/999""","[""Staff""]","""1/999""","200","999","""Hospital Health Care""","255","true","","2","""6/999""","""0/999""","""C""","19942","""Research""","1994"
"15609","1.0","705","[""ID""]","27","""2/999""","[""Staff""]","""14/999""","200","25","""Theater in London""","258","false","","2","""8/999""","""2/999""","""C""","19942","""Research""","1994"
"15610","1.0","1922","[""ID""]","2","""1/999""","[""Staff""]","""1/999""","200","999","""Fles/ACM""","259","false","","2","""0/999""","""0/999""","""C""","19942","""Research""","1994"
"15611","1.0","1923","[""ID""]","10","""2/999""","[""Staff""]","""7/999""","200","999","""Dimens Multicult/ACM""","260","false","","2","""2/999""","""0/999""","""C""","19942","""Research""","1994"
"15612","1.0","714","[""LATIN""]","3","""0/999""","[""Staff""]","""1/999""","200","3","""Medieval Latin""","235","false","","2","""2/999""","""0/999""","""C""","19942","""Research""","1994"
"15613","1.0","735","[""MATH""]","14","""12/999""","[""Staff""]","""1/999""","100","20","""Principles of Math""","110","false","","2","""7/999""","""0/999""","""C""","19942","""Research""","1994"
"15614","1.0","1937","[""MATH""]","19","""7/999""","[""Staff""]","""9/999""","100","25","""Mathology""","113","false","","2","""2/999""","""1/999""","""O""","19942","""Research""","1994"
"15615","1.0","744","[""MATH""]","23","""6/999""","[""Staff""]","""14/999""","200","28","""Number Theory""","238","false","","2","""6/999""","""0/999""","""O""","19942","""Research""","1994"
"15616","1.0","758","[""MATH""]","18","""5/999""","[""Staff""]","""4/999""","300","20","""Geometry""","356","false","","2","""11/999""","""0/999""","""C""","19942","""Research""","1994"
"15617","1.0","765","[""MATH""]","11","""3/999""","[""Staff""]","""0/999""","300","15","""Mathematics Practicum""","390","false","","2","""9/999""","""0/999""","""O""","19942","""Research""","1994"
"15618","1.0","803","[""MUSIC""]","28","""11/999""","[""Staff""]","""0/999""","100","23","""The Music Spectrum""","130","false","","2","""12/999""","""0/999""","""C""","19942","""Research""","1994"
"15619","1.0","1964","[""MUSIC""]","25","""17/999""","[""Staff""]","""0/999""","100","23","""Music & Poetry""","131","false","","2","""6/999""","""0/999""","""C""","19942","""Research""","1994"
"15620","1.0","823","[""MUSIC""]","12","""1/999""","[""Staff""]","""4/999""","200","10","""Music/Electronic Med""","225","false","","2","""5/999""","""0/999""","""C""","19942","""Research""","1994"
"15621","1.0","824","[""MUSIC""]","24","""2/999""","[""Staff""]","""1/999""","200","23","""History of Jazz""","231","false","","2","""20/999""","""0/999""","""C""","19942","""Research""","1994"
"15622","1.0","1970","[""MUSIC""]","9","""3/999""","[""Staff""]","""7/999""","200","28","""The Singer's Art""","268","false","","2","""2/999""","""0/999""","""O""","19942","""Research""","1994"
"15623","1.0","846","[""MUSIC""]","1","""0/999""","[""Staff""]","""1/999""","200","999","""Internship""","294","true","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15624","1.0","847","[""MUSIC""]","1","""0/999""","[""Staff""]","""0/999""","200","999","""IS/Mozart Soprano Rol""","298","false","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15625","1.0","866","[""MUSIC""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""IR/Adv Singer's Art""","398","false","","2","""1/999""","""0/999""","""O""","19942","""Research""","1994"
"15626","1.0","923","[""NORW""]","12","""8/999""","[""Staff""]","""5/999""","100","23","""Norw Folklore/Myth-Tr""","127","false","","2","""2/999""","""0/999""","""O""","19942","""Research""","1994"
"15627","1.0","2018","[""NORW""]","25","""1/999""","[""Staff""]","""19/999""","200","28","""Scandinavian Drama-Tr""","248","false","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15628","1.0","937","[""NORW""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""IR/My Norwegian Famly""","398","false","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15629","1.0","2022","[""NURS""]","16","""11/999""","[""Staff""]","""1/999""","100","25","""Images of Wellness""","120","false","","2","""0/999""","""0/999""","""O""","19942","""Research""","1994"
"15630","1.0","2023","[""NURS""]","19","""1/999""","[""Staff""]","""5/999""","300","20","""Health Care in India""","370","false","","2","""8/999""","""0/999""","""C""","19942","""Research""","1994"
"15631","1.0","961","[""NURS""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""Internship""","394","true","","2","""1/999""","""0/999""","""O""","19942","""Research""","1994"
"15632","1.0","966","[""PHIL""]","21","""18/999""","[""Staff""]","""5/999""","100","23","""Philosophy and Lit""","120","false","","2","""0/999""","""0/999""","""C""","19942","""Research""","1994"
"15633","1.0","2156","[""PHIL""]","22","""11/999""","[""Staff""]","""5/999""","100","25","""Rel Phil/C.S. Lewis""","127","false","","2","""9/999""","""0/999""","""C""","19942","""Research""","1994"
