"clbid","credits","crsid","departments","enrolled","firsties","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"20997","1.0","276","[""ECON""]","2","""0/999""","[""Kathy C. Thomforde""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"20998","1.0","276","[""ECON""]","1","""0/999""","[""William L. Carlson""]","""0/999""","200","","999","""Academic Internship""","294","true","""C""","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"20999","1.0","276","[""ECON""]","3","""0/999""","[""Richard Goedde""]","""0/999""","200","","999","""Academic Internship""","294","true","""D""","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21000","1.0","276","[""ECON""]","3","""0/999""","[""Edward David Emery""]","""0/999""","200","","999","""Academic Internship""","294","true","""E""","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21001","1.0","276","[""ECON""]","1","""0/999""","[""David Schodt""]","""0/999""","200","","999","""Academic Internship""","294","true","""F""","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21002","1.0","276","[""ECON""]","1","""0/999""","[""Mary Ann Emery""]","""0/999""","200","","999","""Academic Internship""","294","true","""G""","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21003","1.0","277","[""ECON""]","1","""0/999""","[""Staff""]","""0/999""","200","","999","""IS/Venture Study Ymca""","298","false","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21004","1.0","283","[""ECON""]","2","""0/999""","[""Steve Soderlind""]","""0/999""","300","","999","""Senior Project""","389","false","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21005","1.0","284","[""ECON""]","1","""0/999""","[""Steve Soderlind""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21006","1.0","284","[""ECON""]","1","""0/999""","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","""A""","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21007","1.0","306","[""CSCI""]","1","""0/999""","[""Steven McKelvey""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21008","0.0","309","[""EDUC""]","1","""0/999""","[""Staff""]","""0/999""","200","","999","""Drugs & Alcohol""","231","false","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21009","1.0","314","[""EDUC""]","1","""0/999""","[""Mark Schelske""]","""0/999""","200","","999","""IS/Exceptional Child""","298","false","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21010","1.0","314","[""EDUC""]","1","""0/999""","[""Myron L. Solid""]","""0/999""","200","","999","""IS/Foundation of Educ""","298","false","""A""","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21011","0.5","336","[""EDUC""]","2","""0/999""","[""Ann A. Leming""]","""0/999""","300","","999","""The Exceptional Child""","375","false","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21012","1.0","337","[""EDUC""]","0","""0/999""","[""Staff""]","""0/999""","300","","999","""The Exceptional Child""","376","false","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21013","1.0","345","[""EDUC""]","1","""0/999""","[""Jim Holden""]","""0/999""","300","","999","""IR/Teaching of Engl""","398","false","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21014","1.0","411","[""ENGL""]","3","""0/999""","[""Joseph L. Mbele""]","""0/999""","200","","999","""Post-Col/3rd-Wrld Lit""","247","false","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21015","1.0","426","[""ENGL""]","3","""0/999""","[""Richard DuRocher""]","""0/999""","200","[""L 520""]","999","""Intro to Shakespeare""","280","false","","5","""0/999""","""0/999""","""O""","19965","[""M-F 1230-0200PM""]","""Research""","1996"
"21019","1.0","434","[""ENGL""]","1","""0/999""","[""Joan Hepburn""]","""0/999""","200","","999","""IS/African Amer Lit""","298","false","""C""","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21020","1.0","444","[""ENGL""]","3","""0/999""","[""Richard DuRocher""]","""0/999""","300","[""L 520""]","999","""Shakespeare""","380","false","","5","""0/999""","""0/999""","""O""","19965","[""M-F 1230-0200PM""]","""Research""","1996"
"21021","1.0","1729","[""ENVST""]","4","""0/999""","[""Gary Deason""]","""0/999""","200","","999","""Intro: Enviro Studies""","237","false","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21022","1.0","464","[""ENVST""]","1","""0/999""","[""Gary Deason""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21023","1.0","465","[""ENVST""]","1","""0/999""","[""Gary Deason""]","""0/999""","200","","999","""IS/Nature Writing""","298","false","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21024","1.0","467","[""ENVST""]","1","""0/999""","[""Steven McKelvey""]","""0/999""","300","","999","""IR/Math Wildlife""","398","false","""A""","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21025","1.0","508","[""GERM""]","3","""0/999""","[""Lavern Rippley""]","""0/999""","200","","999","""Intermed German I""","231","false","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21026","1.0","509","[""GERM""]","1","""0/999""","[""Lavern Rippley""]","""0/999""","200","","999","""Intermed German II""","232","false","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21028","1.0","649","[""FAMST""]","1","""0/999""","[""C. George Holt""]","""0/999""","200","","1","""Family Relationships""","242","false","","5","""0/999""","""0/999""","""C""","19965","","""Research""","1996"
"21029","1.0","707","[""ID""]","1","""0/999""","[""Wesley Pearson""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21030","1.0","707","[""ID""]","1","""0/999""","[""Eugene Bakko""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21031","1.0","751","[""MATH""]","1","""0/999""","[""Steven McKelvey""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21032","1.0","751","[""MATH""]","1","""0/999""","[""Theodore Vessey""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21033","1.0","803","[""MUSIC""]","2","""0/999""","[""Charles Forsberg""]","""0/999""","100","","999","""The Music Spectrum""","130","false","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21034","1.0","1974","[""MUSIC""]","1","""0/999""","[""Charles Forsberg""]","""0/999""","200","","999","""The Art of Music""","230","false","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21052","1.0","979","[""PHIL""]","11","""0/999""","[""John Poling""]","""0/999""","200","[""L 420""]","999","""Ethics/The Good Life""","252","false","","5","""0/999""","""0/999""","""O""","19965","[""M-F 1230-0200PM""]","""Research""","1996"
"21053","1.0","982","[""PHIL""]","6","""0/999""","[""Charles Taliaferro""]","""0/999""","200","","999","""Top: Environ Ethics""","257","false","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21054","1.0","993","[""PHIL""]","1","""0/999""","[""Charles Taliaferro""]","""0/999""","300","","999","""IR/Ecofeminism""","398","false","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21055","0.25","1000","[""PEAC""]","2","""0/999""","[""Gary Deason""]","""0/999""","100","","999","""Orienteering""","109","false","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21057","0.0","1075","[""PHYS""]","10","""0/999""","[""Staff""]","""0/999""","100","","999","""Prin Physics II/Lab""","125","false","","5","""0/999""","""0/999""","""O""","19965","","""Lab""","1996"
"21058","1.0","1110","[""PSCI""]","5","""0/999""","[""Rodney G. Grubb""]","""0/999""","100","[""L 420""]","999","""Int'l Relations""","121","false","","5","""0/999""","""0/999""","""O""","19965","[""M-F 1000-1130""]","""Research""","1996"
"21059","1.0","1139","[""PSCI""]","2","""0/999""","[""Charles E. Umbanhowar Sr""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21060","1.0","1139","[""PSCI""]","1","""0/999""","[""Jo M. Beld""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21061","1.0","1141","[""PSCI""]","1","""0/999""","[""Kristina Thalhammer""]","""0/999""","200","","999","""IS/Aid to Karen Refug""","298","false","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21062","1.0","1141","[""PSCI""]","1","""0/999""","[""Rodney G. Grubb""]","""0/999""","200","","999","""IS/Comparative Pol""","298","false","""A""","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21063","1.0","1136","[""PSCI""]","4","""0/999""","[""Rodney G. Grubb""]","""0/999""","300","[""L 577""]","999","""Amer Foreign Policy""","381","false","","5","""0/999""","""0/999""","""O""","19965","[""M-F 1230-0200PM""]","""Research""","1996"
"21064","1.0","1178","[""PSYCH""]","1","""0/999""","[""Deborah Anderson""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21065","1.0","1179","[""PSYCH""]","1","""0/999""","[""Charles Huff""]","""0/999""","200","","999","""IS/Research Method""","298","false","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21066","1.0","1188","[""PSYCH""]","1","""0/999""","[""Bonnie Sherman""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21067","1.0","1188","[""PSYCH""]","1","""0/999""","[""McMillan Donna K.""]","""0/999""","300","","999","""Academic Internship""","394","true","""A""","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21068","1.0","1188","[""PSYCH""]","1","""0/999""","[""Deborah Anderson""]","""0/999""","300","","999","""Academic Internship""","394","true","""B""","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21069","1.0","1194","[""REL""]","3","""0/999""","[""Mark A. Granquist""]","""0/999""","200","[""L 577""]","999","""The Greats""","203","false","","5","""0/999""","""0/999""","""O""","19965","[""M-F 0800-0930""]","""Research""","1996"
"21070","1.0","1201","[""REL""]","6","""0/999""","[""Mark A. Granquist""]","""0/999""","200","[""L 577""]","999","""Types Protestantism""","215","false","","5","""0/999""","""0/999""","""O""","19965","[""M-F 1000-1130""]","""Research""","1996"
"21071","1.0","1236","[""REL""]","1","""0/999""","[""Gary Stansell""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21072","1.0","1239","[""REL""]","1","""0/999""","[""David Booth""]","""0/999""","200","","999","""IS/Embodiment""","298","false","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21074","1.0","1289","[""SOAN""]","11","""0/999""","[""Raymond DeVries""]","""0/999""","100","","11","""Intro to Sociology""","121","false","","5","""0/999""","""0/999""","""C""","19965","","""Research""","1996"
"21075","1.0","1315","[""SOAN""]","1","""0/999""","[""Michael Leming""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21076","1.0","1316","[""SOAN""]","1","""0/999""","[""Michael Leming""]","""0/999""","200","","999","""IS/Thai Culture Soc""","298","false","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21077","1.0","1366","[""SWRK""]","1","""0/999""","[""Mary Carlsen""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21078","1.0","1394","[""THEAT""]","1","""0/999""","[""Kathleen Edelmayer""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21079","1.0","1400","[""THEAT""]","3","""0/999""","[""William Sonnega""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21080","1.0","1400","[""THEAT""]","2","""0/999""","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","""A""","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21081","1.0","1401","[""THEAT""]","1","""0/999""","[""William Sonnega""]","""0/999""","300","","999","""IR/Minorities & Media""","398","false","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"
"21082","1.0","1409","[""STAT""]","1","""0/999""","[""Michael Kahn""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19965","","""Research""","1996"

