"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"64307","1.0","1110","[""PSCI""]","6","""0/999""","[""HBS""]","","","[""Anthony Lott""]","""5/999""","100","[""HH 515""]","999","""Intl Relations""","121","false","","4","""0/999""","""1/999""","""O""","20074","[""M-F 0800-0930""]","""International Relations""","""Research""","2007"
"64308","1.0","17196","[""PSCI""]","7","""0/999""","[""HWC""]","","","[""Anthony Lott""]","""2/999""","100","[""HH 515""]","999","""The Problem of War""","119","false","","4","""2/999""","""3/999""","""O""","20074","[""M-F 1000-1130""]","","""Research""","2007"
"64309","1.0","1103","[""PSCI""]","0","""0/999""","[""HBS""]","","","[""Jonathan Peterson""]","""0/999""","100","[""HH 514""]","999","""American Politics""","111","false","","4","""0/999""","""0/999""","""X""","20074","[""M-F 1000-1130""]","","""Research""","2007"
"64310","1.0","19414","[""PSYCH""]","3","""0/999""","","","","[""Shelly D. Dickinson""]","""1/999""","300","[""HH 209""]","999","""Directed Research""","396","false","","4","""0/999""","""2/999""","""C""","20074","[""M-F 1040-1240PM"", ""TTh 0130-0400PM""]","""Directed Undergraduate Research: \""Topic Description\""""","""Research""","2007"
"64318","1.0","1289","[""SOAN""]","6","""1/999""","[""HBS""]","","","[""Ryan R. Sheppard""]","""4/999""","100","[""HH 403""]","999","""Intro to Sociology""","121","false","","4","""1/999""","""0/999""","""O""","20074","[""M-F 0800-0930""]","""Introduction to Sociology""","""Research""","2007"
"64319","1.0","1310","[""SOAN""]","5","""0/999""","[""HBS""]","","","[""Ryan R. Sheppard""]","""3/999""","200","[""HH 403""]","999","""Marriage & the Family""","260","false","","4","""0/999""","""2/999""","""O""","20074","[""M-F 1000-1130""]","""Marriage and the Family""","""Research""","2007"
"64320","1.0","1399","[""THEAT""]","2","""0/999""","[""EIN"", ""ORC""]","","","[""Karen Wilson""]","""0/999""","300","[""TB 227""]","999","""Top: Who Owns the Arts?""","380","false","","4","""0/999""","""2/999""","""O""","20074","[""M-F 0800-0930""]","""Theater in Society""","""Topic""","2007"
"64321","1.0","1377","[""THEAT""]","6","""1/999""","[""HBS"", ""ORC""]","","","[""Karen Wilson""]","""2/999""","100","[""TB 227""]","999","""Public Speaking""","120","false","","4","""1/999""","""2/999""","""O""","20074","[""M-F 1000-1130""]","","""Research""","2007"
"64331","1.0","575","[""HIST""]","0","""0/999""","","","","[""Timothy Smit""]","""0/999""","100","[""SC 184""]","999","""Global Hist to 1500""","194","false","","4","""0/999""","""0/999""","""X""","20074","[""M-F 1000-1130""]","""Global Histories from Ancient Times to 1500""","""Research""","2007"
"64332","1.0","585","[""HIST""]","0","""0/999""","[""HWC""]","","","[""Timothy Smit""]","""0/999""","200","[""SC 184""]","999","""High/Late Middle Ages""","212","false","","4","""0/999""","""0/999""","""X""","20074","[""M-F 1230-0200PM""]","""The High and Late Middle Ages""","""Research""","2007"
"64650","1.0","20072","[""GE""]","9","""4/999""","[""WRI""]","","""R""","[""Daniel R. Forstner""]","""4/999""","200","[""SC 188""]","999","""Top: Sci in World & Word""","211","false","","4","""0/999""","""1/999""","""O""","20074","[""M-F 1000-1130""]","""Topics in Writing: Science in World & Word""","""Topic""","2007"
"64828","0.0","1073","[""PHYS""]","8","""1/999""","","1072","","[""Dahl David A.""]","""1/999""","100","[""SC 111""]","999","""Principles Physics I Lab""","124","false","","4","""2/999""","""4/999""","""O""","20074","[""MW 0100-0330PM""]","","""Lab""","2007"
"64861","0.5","1012","[""ESAC""]","8","""1/999""","","","","[""Tegtmeyer Judith""]","""5/999""","100","[""SAC 112""]","999","""Individual Fitness.50""","133","false","","4","""0/999""","""2/999""","""O""","20074","[""M-Th 0230-0400PM""]","""Individual Fitness""","""Research""","2007"
"64862","0.5","1016","[""ESAC""]","1","""0/999""","","","","[""Tegtmeyer Judith""]","""0/999""","100","[""SAC 112""]","999","""Wt Training Co-Ed .50""","140","false","","4","""0/999""","""1/999""","""O""","20074","[""M-Th 0230-0400PM""]","""Weight Training""","""Research""","2007"
"64991","1.0","714","[""LATIN""]","1","""0/999""","[""ALS-L"", ""FOL-L""]","","","[""Anne Groton""]","""1/999""","200","","999","""Medieval Latin""","235","false","","4","""0/999""","""0/999""","""C""","20074","","","""Research""","2007"
"64995","0.5","464","[""ENVST""]","1","""0/999""","","","","[""Brett A. Werner""]","""0/999""","200","","999","""Academic Internship""","294","true","","4","""1/999""","""0/999""","""O""","20074","","""Internship""","""Research""","2007"
"64996","0.5","20628","[""ID""]","0","""0/999""","","","""R""","[""Heather Campbell""]","""0/999""","200","","999","""Research Across Disciplin""","236","true","","4","""0/999""","""0/999""","""X""","20074","","""Research Strategies Across the Disciplines""","""Research""","2007"
"65048","1.0","796","[""MEDIA""]","1","""0/999""","","","","[""William Sonnega""]","""0/999""","200","","999","""IS/Hitchcock and Gender""","298","false","","4","""1/999""","""0/999""","""O""","20074","","""Independent Study""","""Research""","2007"
"65049","0.5","784","[""MGMT""]","1","""0/999""","","","","[""Richard Goedde""]","""0/999""","200","","999","""Academic Internship""","294","true","","4","""1/999""","""0/999""","""O""","20074","","""Internship""","""Research""","2007"

