"clbid","credits","crsid","departments","enrolled","firsties","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"25123","1.0","444","[""ENGL""]","1","""0/999""","[""John T. Day""]","""0/999""","300","[""L 525""]","999","""Shakespeare""","380","false","","5","""0/999""","""0/999""","""O""","19985","[""M-F 1000-1130""]","""Research""","1998"
"25124","1.0","465","[""ENVST""]","1","""0/999""","[""Gary Deason""]","""0/999""","200","","999","""IS/Park User Study""","298","false","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25125","1.0","465","[""ENVST""]","2","""0/999""","[""Eugene Bakko""]","""0/999""","200","","999","""IS/Humans and Animals""","298","false","""A""","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25126","1.0","465","[""ENVST""]","1","""0/999""","[""Gary Deason""]","""0/999""","200","","999","""IS/Sustainability""","298","false","""B""","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25127","1.0","465","[""ENVST""]","2","""0/999""","[""Gary Deason""]","""0/999""","200","","999","""IS/Sustainability""","298","false","""C""","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25128","1.0","467","[""ENVST""]","1","""0/999""","[""Gary Deason""]","""0/999""","300","","999","""IR/Park User Study""","398","false","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25129","1.0","467","[""ENVST""]","1","""0/999""","[""Eugene Bakko""]","""0/999""","300","","999","""IR/Warbler Study""","398","false","""A""","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25130","1.0","504","[""GERM""]","1","""0/999""","[""Lavern Rippley""]","""0/999""","100","","999","""Beginning German I""","111","false","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25131","1.0","515","[""GERM""]","1","""0/999""","[""Lavern Rippley""]","""0/999""","200","","999","""Writing German""","251","false","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25132","1.0","653","[""FAMST""]","1","""0/999""","[""C. George Holt""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25133","1.0","654","[""FAMST""]","1","""0/999""","[""C. George Holt""]","""0/999""","200","","999","""IS/Fam Res/Management""","298","false","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25134","1.0","654","[""FAMST""]","1","""0/999""","[""Rebecca A. Benedict""]","""0/999""","200","","999","""IS/Human Nutrition""","298","false","""A""","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25135","1.0","784","[""MGMT""]","1","""0/999""","[""Kathy C. Thomforde""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25136","1.0","784","[""MGMT""]","1","""0/999""","[""Mary Ann Emery""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25137","1.0","803","[""MUSIC""]","2","""0/999""","[""Charles Forsberg""]","""0/999""","100","[""CHM 222/224""]","999","""The Music Spectrum""","130","false","","5","""0/999""","""0/999""","""O""","19985","[""M-F 0800-0930""]","""Research""","1998"
"25138","1.0","822","[""MUSIC""]","1","""0/999""","[""Charles Forsberg""]","""0/999""","200","[""CHM 224""]","999","""Composition I""","223","false","","5","""0/999""","""0/999""","""O""","19985","[""M-F 1000-1130""]","""Research""","1998"
"25139","1.0","849","[""MUSIC""]","1","""0/999""","[""Charles Forsberg""]","""0/999""","300","","999","""Analysis/Tonal Music""","313","false","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25155","1.0","985","[""PHIL""]","1","""0/999""","[""John Poling""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25156","0.25","997","[""PEAC""]","8","""0/999""","[""Aaron Bentley""]","""0/999""","100","","999","""Golf""","103","false","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25157","0.25","1016","[""PEAC""]","6","""0/999""","[""Aaron Bentley""]","""0/999""","100","","999","""Wt Training Co-Ed .25""","140","false","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25158","1.0","1057","[""PETH""]","1","""0/999""","[""Daniel Hagen""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25159","1.0","1058","[""PETH""]","1","""0/999""","[""Daniel Hagen""]","""0/999""","200","","999","""IS/Athl Training II""","298","false","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25160","1.0","1139","[""PSCI""]","1","""0/999""","[""Daniel Hofrenning""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25161","1.0","1154","[""PSYCH""]","9","""0/999""","[""Staff""]","""0/999""","100","","999","""Principles: Psych""","121","false","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25162","1.0","1178","[""PSYCH""]","1","""0/999""","[""Dana Gross""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25163","1.0","1190","[""PSYCH""]","1","""0/999""","[""Mary Ellen Ross""]","""0/999""","300","","999","""IR/Music & Developmnt""","398","false","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25164","1.0","1194","[""REL""]","8","""0/999""","[""Mark A. Granquist""]","""0/999""","200","[""L 577""]","999","""The Greats""","203","false","","5","""0/999""","""0/999""","""O""","19985","[""M-F 0800-0930""]","""Research""","1998"
"25165","1.0","1198","[""REL""]","16","""0/999""","[""Mark A. Granquist""]","""0/999""","200","[""L 577""]","999","""Chr Theol in Histor""","212","false","","5","""0/999""","""0/999""","""O""","19985","[""M-F 1230-0200PM""]","""Research""","1998"
"25166","1.0","1253","[""REL""]","1","""0/999""","[""Charles Wilson""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25167","1.0","1257","[""REL""]","1","""0/999""","[""Charles Wilson""]","""0/999""","300","","999","""IR/Muslim/Chr Dialog""","398","false","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25168","1.0","1308","[""SOAN""]","11","""0/999""","[""Michael Leming""]","""0/999""","200","[""H 403""]","999","""Dying,Death,Bereave""","248","false","","5","""0/999""","""0/999""","""O""","19985","[""M-F 0800-0930""]","""Research""","1998"
"25169","1.0","1310","[""SOAN""]","11","""0/999""","[""Michael Leming""]","""0/999""","200","[""H 403""]","999","""Marriage & the Family""","260","false","","5","""0/999""","""0/999""","""O""","19985","[""M-F 1000-1130""]","""Research""","1998"
"25170","1.0","1320","[""SOAN""]","1","""0/999""","[""Raymond DeVries""]","""0/999""","300","","999","""IR/Analy of Deviance""","398","false","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25173","1.0","1355","[""SPAN""]","1","""0/999""","[""James A. Dunlop""]","""0/999""","300","","999","""IR/Adv Spa Grammar""","398","false","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25174","1.0","1355","[""SPAN""]","1","""0/999""","[""James A. Dunlop""]","""0/999""","300","","999","""IR/Adv Gr & Trans""","398","false","""A""","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25175","1.0","1366","[""SWRK""]","1","""0/999""","[""Mary Carlsen""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25176","1.0","1394","[""THEAT""]","1","""0/999""","[""Staff""]","""0/999""","200","","1","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25177","1.0","1395","[""THEAT""]","1","""0/999""","[""William Sonnega""]","""0/999""","200","","999","""IS/Theater From 1700""","298","false","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25178","1.0","1400","[""THEAT""]","1","""0/999""","[""Karen Wilson""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25179","1.0","1401","[""THEAT""]","1","""0/999""","[""William Sonnega""]","""0/999""","300","","999","""IR/Th Hist 1700-Pres""","398","false","","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"
"25180","1.0","1401","[""THEAT""]","1","""0/999""","[""Karen Wilson""]","""0/999""","300","","999","""IR/Speech Disorders""","398","false","""A""","5","""0/999""","""0/999""","""O""","19985","","""Research""","1998"

