"clbid","credits","crsid","departments","enrolled","firsties","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"6671","1.0","10","[""AMST""]","29","""0/0""","","[""James Farrell""]","""6/8""","200","[""HH 403""]","25","""Top: Campus Ecology""","210","false","","3","""0/4""","""7/7""","""C""","20033","[""MWF 1045-1140""]","""Topic""","2003"
"6672","1.0","13","[""AMST""]","19","""0/999""","","[""Mark Allister""]","""0/999""","300","[""RML 421"", ""RML 421""]","15","""Sem: California Dreams""","301","false","","3","""0/999""","""0/999""","""C""","20033","[""T 0935-1100"", ""Th 0930-1050""]","""Seminar""","2003"
"6673","1.0","15","[""AMST""]","2","""0/999""","","[""James Farrell""]","""0/999""","300","","999","""IR/Impact/St Olaf Ed""","398","false","","3","""0/999""","""0/999""","""O""","20033","","""Research""","2003"
"6674","0.5","19","[""ART""]","18","""6/8""","","[""Kristen Lowe""]","""2/2""","100","[""DC 216"", ""DC 216""]","24","""Found Perceptual Draw""","111","false","""A""","3","""0/2""","""4/4""","""C""","20033","[""T 0800-0925"", ""Th 0800-0920""]","""Research""","2003"
"6675","0.5","19","[""ART""]","21","""9/9""","","[""Kristen Lowe""]","""1/1""","100","[""DC 216"", ""DC 216""]","24","""Found Perceptual Draw""","111","false","""B""","3","""0/2""","""2/3""","""C""","20033","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2003"
"6676","0.5","20","[""ART""]","19","""7/15""","","[""Kristen Lowe""]","""1/1""","100","[""DC 216"", ""DC 216""]","24","""Found Conceptual Draw""","112","false","""A""","3","""0/1""","""2/7""","""O""","20033","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Research""","2003"
"6677","0.5","20","[""ART""]","21","""6/7""","","[""Mary Griep""]","""2/2""","100","[""DC 216""]","24","""Found Conceptual Draw""","112","false","""B""","3","""0/2""","""2/2""","""C""","20033","[""MWF 1255-0150PM""]","""Research""","2003"
"6678","0.5","21","[""ART""]","22","""6/7""","","[""Jill Ewald""]","""1/1""","100","[""DC 116"", ""DC 116""]","24","""Found Color Design""","113","false","""A""","3","""0/1""","""4/3""","""C""","20033","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Research""","2003"
"6679","0.5","21","[""ART""]","29","""5/5""","","[""Wendell Arneson""]","""0/1""","100","[""DC 116""]","24","""Found Color Design""","113","false","""B""","3","""0/1""","""4/4""","""C""","20033","[""MWF 0905-1000""]","""Research""","2003"
"6680","0.5","22","[""ART""]","17","""5/5""","","[""Mollie Rabiner""]","""2/3""","100","[""DC 106"", ""DC 106""]","18","""Foundation Sculpture""","114","false","","3","""0/1""","""3/3""","""C""","20033","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Research""","2003"
"6681","0.5","23","[""ART""]","19","""5/5""","","[""Margaret Ojala""]","""2/2""","100","[""DC 102"", ""DC 102""]","20","""Found Photography""","115","false","""A""","3","""0/2""","""2/2""","""C""","20033","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2003"
"6682","0.5","23","[""ART""]","17","""3/3""","","[""Margaret Ojala""]","""0/1""","100","[""DC 102"", ""DC 102""]","20","""Found Photography""","115","false","""B""","3","""0/1""","""3/2""","""C""","20033","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Research""","2003"
"6683","0.5","25","[""ART""]","12","""2/2""","","[""Patrick T. Kelley""]","""1/1""","100","[""DC 100"", ""DC 100""]","15","""Found Digital Media""","117","false","","3","""0/1""","""2/2""","""C""","20033","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Research""","2003"
"6684","0.5","26","[""ART""]","19","""2/2""","","[""Ron Gallas""]","""1/1""","100","[""DC 115E"", ""DC 115E""]","18","""Found Ceramics: Wheel""","119","false","","3","""0/1""","""2/2""","""C""","20033","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2003"
"6685","1.0","32","[""ART""]","49","""9/9""","","[""Nancy M. Thompson"", ""Matthew Rohn""]","""3/3""","100","[""DC 305""]","50","""Renaissance--Present""","151","false","","3","""0/2""","""8/6""","""C""","20033","[""MWF 1045-1140""]","""Research""","2003"
"6686","1.0","34","[""ART""]","16","""0/999""","","[""Wendell Arneson""]","""1/999""","200","[""DC 116""]","22","""Watercolor Painting""","222","false","","3","""0/999""","""0/999""","""O""","20033","[""MWF 1255-0255PM""]","""Research""","2003"
"6687","1.0","36","[""ART""]","15","""0/999""","","[""John Saurer""]","""3/999""","200","[""DC 105""]","15","""Sculpt: Metal Direct""","224","false","","3","""0/999""","""7/999""","""C""","20033","[""MWF 1255-0255PM""]","""Research""","2003"
"6688","1.0","38","[""ART""]","12","""0/999""","","[""John Saurer""]","""1/999""","200","[""DC 212""]","16","""Printmkg: Relief/Litho""","226","false","","3","""0/999""","""1/999""","""O""","20033","[""MWF 1045-1245PM""]","""Research""","2003"
"6689","1.0","42","[""ART""]","12","""0/999""","","[""Patrick T. Kelley""]","""2/999""","200","[""DC 100"", ""DC 100""]","15","""Motion Graphics""","230","false","","3","""0/999""","""2/999""","""O""","20033","[""T 0800-1100"", ""Th 0800-1050""]","""Research""","2003"
"6690","1.0","43","[""ART""]","19","""0/999""","","[""Mary Griep""]","""3/999""","200","[""DC 216""]","20","""Figure Drawing""","232","false","","3","""0/999""","""2/999""","""C""","20033","[""MWF 0800-1000""]","""Research""","2003"
"6691","1.0","45","[""ART""]","17","""1/999""","","[""Ron Gallas""]","""2/999""","200","[""DC 115C"", ""DC 115C""]","10","""Ceramics""","234","false","","3","""0/999""","""1/999""","""C""","20033","[""T 1145-0245PM"", ""Th 1245-0345PM""]","""Research""","2003"
"6692","1.0","49","[""ART""]","28","""10/999""","","[""Heather M. Brooks-Shirey""]","""5/999""","200","[""DC 305"", ""DC 305""]","30","""Arts-African Diaspora""","250","false","","3","""0/999""","""4/999""","""O""","20033","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2003"
"6693","1.0","58","[""ART""]","30","""0/999""","","[""Karil J. Kucera""]","""7/999""","200","[""DC 305""]","30","""Arts of Japan""","260","false","","3","""0/999""","""7/999""","""C""","20033","[""MWF 0200-0255PM""]","""Research""","2003"
"6694","1.0","60","[""ART""]","31","""0/999""","","[""Nancy M. Thompson""]","""6/999""","200","[""DC 305""]","30","""Medieval Art""","263","false","","3","""0/999""","""8/999""","""C""","20033","[""MWF 1255-0150PM""]","""Research""","2003"
"6695","1.0","69","[""ART""]","1","""2/999""","","[""Ron Gallas""]","""0/999""","200","","999","""IS/Ceramic Niche""","298","false","","3","""0/999""","""0/999""","""O""","20033","","""Research""","2003"
"6696","1.0","69","[""ART""]","1","""0/999""","","[""John Saurer""]","""0/999""","200","","999","""IS/Hanging Sculpture""","298","false","""A""","3","""0/999""","""0/999""","""O""","20033","","""Research""","2003"
"6697","1.0","69","[""ART""]","1","""0/999""","","[""Kristen Lowe""]","""0/999""","200","","999","""IS/Advanced Drawing""","298","false","""B""","3","""0/999""","""0/999""","""O""","20033","","""Research""","2003"
"6698","1.0","69","[""ART""]","1","""0/999""","","[""Wendell Arneson""]","""0/999""","200","","999","""IS/Advanced Painting""","298","false","""C""","3","""0/999""","""0/999""","""O""","20033","","""Research""","2003"
"6699","1.0","69","[""ART""]","1","""0/999""","","[""Margaret Ojala""]","""0/999""","200","","999","""IS/Alternate Photo""","298","false","""D""","3","""0/999""","""0/999""","""O""","20033","","""Research""","2003"
"6700","1.0","69","[""ART""]","1","""0/999""","","[""Wendell Arneson""]","""0/999""","200","","999","""IS/Exploring Ceramics""","298","false","""E""","3","""0/999""","""0/999""","""O""","20033","","""Research""","2003"
"6701","1.0","71","[""ART""]","39","""0/999""","","[""John Saurer""]","""0/999""","300","[""DC 305""]","50","""Sr Studies/Studio Art""","343","false","","3","""0/999""","""0/999""","""O""","20033","[""M 0700-1000PM""]","""Research""","2003"
