"clbid","credits","crsid","departments","enrolled","firsties","instructors","juniors","level","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","type","year"
"18858","1.0","413","[""ENGL""]","3","""0/999""","[""Staff""]","""0/999""","200","999","""Expository Writing""","251","false","","5","""0/999""","""0/999""","""O""","19955","""Research""","1995"
"18859","1.0","442","[""ENGL""]","4","""0/999""","[""Staff""]","""0/999""","300","999","""Cr Writ II: Nonfiction""","373","true","","5","""0/999""","""0/999""","""O""","19955","""Research""","1995"
"18860","1.0","446","[""ENGL""]","1","""0/999""","[""Staff""]","""0/999""","300","999","""Brit Auth: Major Briti""","391","false","","5","""0/999""","""0/999""","""C""","19955","""Seminar""","1995"
"18861","1.0","496","[""FREN""]","1","""0/999""","[""Jolene Barjasteh""]","""0/999""","300","999","""IR/French Short Story""","398","false","","5","""0/999""","""0/999""","""O""","19955","""Research""","1995"
"18862","1.0","624","[""HIST""]","1","""0/999""","[""James Farrell""]","""0/999""","200","999","""Internship""","294","true","","5","""0/999""","""0/999""","""O""","19955","""Research""","1995"
"18885","1.0","979","[""PHIL""]","9","""0/999""","[""John Poling""]","""0/999""","200","999","""Ethics/The Good Life""","252","false","","5","""0/999""","""0/999""","""O""","19955","""Research""","1995"
"18886","1.0","980","[""PHIL""]","1","""0/999""","[""Rick A. Fairbanks""]","""0/999""","200","999","""Law,Politics,Morality""","254","false","","5","""0/999""","""0/999""","""C""","19955","""Research""","1995"
"18887","0.25","1022","[""PEAC""]","1","""0/999""","[""Todd R. Carroll""]","""0/999""","100","999","""Beginning Tennis""","157","false","","5","""0/999""","""0/999""","""O""","19955","""Research""","1995"
"18888","1.0","1074","[""PHYS""]","15","""0/999""","[""Dahl David A.""]","""0/999""","100","999","""Principles Physics II""","125","false","","5","""0/999""","""0/999""","""O""","19955","""Research""","1995"
"18889","0.0","1075","[""PHYS""]","15","""0/999""","[""Staff""]","""0/999""","100","999","""Prin Physics II/Lab""","125","false","","5","""0/999""","""0/999""","""O""","19955","""Lab""","1995"
"18890","1.0","1090","[""PHYS""]","1","""0/999""","[""Dahl David A.""]","""0/999""","200","999","""Internship""","294","true","","5","""0/999""","""0/999""","""O""","19955","""Research""","1995"
"18891","1.0","1104","[""PSCI""]","2","""0/999""","[""Rodney G. Grubb""]","""0/999""","100","999","""Comparative Politics""","112","false","","5","""0/999""","""0/999""","""O""","19955","""Research""","1995"
"18892","1.0","1139","[""PSCI""]","2","""0/999""","[""Daniel Hofrenning""]","""0/999""","200","999","""Internship""","294","true","","5","""0/999""","""0/999""","""O""","19955","""Research""","1995"
"18893","1.0","1154","[""PSYCH""]","3","""0/999""","[""James Dickson Jr.""]","""0/999""","100","999","""Intro Psychology(Psi)""","125","false","","5","""0/999""","""0/999""","""O""","19955","""Research""","1995"
"18894","1.0","1158","[""PSYCH""]","1","""0/999""","[""James Dickson Jr.""]","""0/999""","200","999","""Research Methods""","231","false","","5","""0/999""","""0/999""","""O""","19955","""Research""","1995"
"18895","1.0","1178","[""PSYCH""]","2","""0/999""","[""Deborah Anderson""]","""0/999""","200","999","""Internship""","294","true","","5","""0/999""","""0/999""","""O""","19955","""Research""","1995"
"18896","1.0","1188","[""PSYCH""]","1","""0/999""","[""Staff""]","""0/999""","300","1","""Internship""","394","true","","5","""0/999""","""0/999""","""O""","19955","""Research""","1995"
"18897","1.0","1195","[""REL""]","5","""0/999""","[""Edmund Santurri""]","""0/999""","200","999","""Chri Theol/Moral Life""","207","false","","5","""0/999""","""0/999""","""O""","19955","""Research""","1995"
"18898","1.0","1196","[""REL""]","7","""0/999""","[""Edmund Santurri""]","""0/999""","200","999","""Chr Theol/Human Exist""","208","false","","5","""0/999""","""0/999""","""O""","19955","""Research""","1995"
"18899","1.0","1289","[""SOAN""]","9","""0/999""","[""Raymond DeVries""]","""0/999""","100","999","""Intro to Sociology""","121","false","","5","""0/999""","""0/999""","""O""","19955","""Research""","1995"
"18900","1.0","1325","[""SPAN""]","3","""0/999""","[""Michael Hasbrouck""]","""0/999""","100","999","""Beginning Spanish II""","112","false","","5","""0/999""","""0/999""","""O""","19955","""Research""","1995"
"18901","1.0","1342","[""SPAN""]","1","""0/999""","[""Michael Hasbrouck""]","""0/999""","200","999","""IS/Cult & Civ of Spain""","298","false","","5","""0/999""","""0/999""","""O""","19955","""Research""","1995"
"18902","1.0","1394","[""THEAT""]","2","""0/999""","[""Kathleen Edelmayer""]","""0/999""","200","999","""Internship""","294","true","","5","""0/999""","""0/999""","""O""","19955","""Research""","1995"
"18903","1.0","1394","[""THEAT""]","1","""0/999""","[""William Sonnega""]","""0/999""","200","999","""Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","19955","""Research""","1995"
"18904","1.0","1395","[""THEAT""]","1","""0/999""","[""Staff""]","""0/999""","200","1","""IS/Corporate Culture""","298","false","""E""","5","""0/999""","""0/999""","""O""","19955","""Research""","1995"
"18905","1.0","1400","[""THEAT""]","1","""0/999""","[""William Sonnega""]","""0/999""","300","999","""Internship""","394","true","","5","""0/999""","""0/999""","""O""","19955","""Research""","1995"

