"clbid","credits","crsid","departments","enrolled","firsties","gereqs","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"24024","0.0","216","[""CHEM""]","15","""7/999""","","[""Wesley Pearson""]","""1/999""","300","[""SC 311""]","999","""Org Analys Th/Lab""","380","false","","2","""7/999""","""0/999""","""O""","19982","[""M-F 1040-0330PM""]","""Lab""","1998"
"24025","1.0","225","[""CLASS""]","26","""1/5""","","[""Anne Groton""]","""4/13""","100","[""M 31""]","30","""Ancient Comedy-Tr""","126","false","","2","""6/9""","""19/999""","""O""","19982","[""M-F 1040-1240PM""]","""Research""","1998"
"24026","1.0","232","[""CLASS""]","28","""4/999""","","[""Steve T. Reece""]","""12/999""","200","","999","""Class Studies Greece""","251","false","","2","""13/999""","""0/999""","""O""","19982","","""Research""","1998"
"24027","1.0","254","[""ECON""]","14","""0/0""","","[""Mark Pernecky""]","""0/0""","100","[""M 2"", ""M 1""]","25","""Capitalism: Struggles""","111","false","""A""","2","""0/0""","""15/999""","""O""","19982","[""MWF 1045-1215PM"", ""MWF 0115-0245PM""]","""Research""","1998"
"24028","1.0","254","[""ECON""]","15","""1/999""","","[""Edward David Emery""]","""8/999""","100","[""L 420"", ""L 420""]","25","""Capitalism: Struggles""","111","false","""B""","2","""2/999""","""5/999""","""O""","19982","[""MWF 1045-1215PM"", ""MWF 0115-0245PM""]","""Research""","1998"
"24029","1.0","1599","[""ECON""]","12","""4/999""","","[""Bruce Dalgaard""]","""2/999""","200","","25","""Japan: Economy/People""","260","false","","2","""4/999""","""0/999""","""O""","19982","","""Research""","1998"
"24030","1.0","276","[""ECON""]","1","""0/999""","","[""William L. Carlson""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24031","1.0","276","[""ECON""]","2","""0/999""","","[""Kathy C. Thomforde""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24032","1.0","276","[""ECON""]","1","""0/999""","","[""Edward David Emery""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24033","1.0","276","[""ECON""]","1","""0/999""","","[""Mary Ann Emery""]","""0/999""","200","","999","""Academic Internship""","294","true","""C""","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24034","1.0","276","[""ECON""]","1","""0/999""","","[""Paul Wojick""]","""0/999""","200","","999","""Academic Internship""","294","true","""D""","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24035","1.0","284","[""ECON""]","1","""4/999""","","[""Mary Ann Emery""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24036","1.0","284","[""ECON""]","1","""0/999""","","[""Paul Wojick""]","""0/999""","300","","999","""Academic Internship""","394","true","""A""","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24037","1.0","1618","[""CSCI""]","10","""5/999""","","[""Richard Brown""]","""1/999""","300","[""SC 129"", ""SC 184""]","999","""Seminar Computer Sci""","378","false","","2","""3/999""","""0/999""","""O""","19982","[""M-F 0830-1000"", ""M-F 0100-0300PM""]","""Seminar""","1998"
"24038","1.0","310","[""EDUC""]","21","""1/999""","","[""Myron L. Solid""]","""21/999""","200","","24","""Perspectives On Tchg""","260","true","","2","""2/999""","""0/0""","""O""","19982","","""Research""","1998"
"24039","1.0","338","[""EDUC""]","26","""6/999""","","[""Mark Schelske""]","""0/0""","300","","26","""Multi-Cult Ed Hawaii""","378","true","","2","""17/999""","""0/0""","""C""","19982","","""Research""","1998"
"24040","1.0","339","[""EDUC""]","31","""8/999""","","[""Larry Zimmerman""]","""0/999""","300","","33","""Urban Alternative Ed""","379","true","","2","""21/999""","""0/999""","""O""","19982","","""Research""","1998"
"24041","1.0","344","[""EDUC""]","1","""0/999""","","[""Jim Holden""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24042","1.0","345","[""EDUC""]","1","""0/999""","","[""Mark Schelske""]","""0/999""","300","","999","""IR/Exceptional Child""","398","false","","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24043","1.0","345","[""EDUC""]","1","""0/999""","","[""Mark Schelske""]","""0/999""","300","","999","""IR/Urban Teaching""","398","false","""A""","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24044","1.0","375","[""DNCTH""]","","","","[""Anthony Roberts""]","","200","","","""IS/Dance Technology""","298","false","","2","","","""O""","19982","","""Research""","1998"
"24045","1.0","382","[""ENGL""]","26","""5/5""","","[""Joseph L. Mbele""]","""5/5""","100","[""L 421""]","25","""Hero & Trickster""","108","false","","2","""5/5""","""10/10""","""C""","19982","[""M-F 1040-1240PM""]","""Research""","1998"
"24046","1.0","387","[""ENGL""]","22","""3/5""","","[""Mary Steen""]","""8/8""","100","[""L 525""]","25","""Reading for Life""","132","false","","2","""4/7""","""10/10""","""C""","19982","[""M-F 0100-0300PM""]","""Research""","1998"
"24047","1.0","1672","[""ENGL""]","23","""5/5""","","[""Jan C. Hill""]","""6/5""","100","[""L 515""]","25","""Children/Adoles't Lit""","133","false","","2","""5/5""","""10/999""","""C""","19982","[""M-F 1040-1240PM""]","""Research""","1998"
"24048","1.0","388","[""ENGL""]","24","""2/5""","","[""Mary Titus""]","""9/8""","100","[""L 515""]","25","""Southern Women Writrs""","135","false","","2","""5/8""","""10/999""","""C""","19982","[""M-Th 0100-0300PM""]","""Research""","1998"
"24049","1.0","393","[""ENGL""]","16","""1/3""","","[""Diana Postlethwaite""]","""9/9""","200","[""L 525""]","18","""Personal Essay""","200","false","","2","""2/5""","""5/999""","""C""","19982","[""M-F 1040-1240PM""]","""Research""","1998"
"24050","1.0","415","[""ENGL""]","20","""7/999""","","[""David Wee""]","""7/999""","200","","999","""The Moral Vision""","253","false","","2","""7/999""","""0/999""","""C""","19982","","""Research""","1998"
"24051","1.0","421","[""ENGL""]","8","""5/999""","","[""Jonathan Hill""]","""3/999""","200","","999","""Lit Eastern Caribbean""","270","false","","2","""0/999""","""0/999""","""C""","19982","","""Research""","1998"
"24052","1.0","427","[""ENGL""]","18","""3/3""","","[""James Heynen""]","""6/6""","200","[""L 421""]","18","""Studies in Poetry""","281","false","","2","""3/3""","""6/6""","""C""","19982","[""M-Th 0100-0300PM""]","""Research""","1998"
"24053","1.0","433","[""ENGL""]","1","""0/999""","","[""James Heynen""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24054","1.0","434","[""ENGL""]","1","""1/999""","","[""Jon Eric Nelson""]","""0/999""","200","","999","""IS/Travel Writings""","298","false","","2","""1/999""","""0/999""","""O""","19982","","""Research""","1998"
"24055","1.0","451","[""ENGL""]","1","""0/999""","","[""Jon Eric Nelson""]","""0/999""","300","","999","""IR/Fanzine Production""","398","false","","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24056","1.0","451","[""ENGL""]","1","""0/999""","","[""Carol Holly""]","""0/999""","300","","999","""IR/Toni Morrison""","398","false","""A""","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24057","1.0","451","[""ENGL""]","1","""0/999""","","[""John T. Day""]","""0/999""","300","","999","""IR/More's Utopia""","398","false","""B""","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24058","1.0","452","[""ENGL""]","19","""17/999""","","[""Karen Cherewatuk""]","""0/999""","300","[""L 520"", ""L 520""]","15","""Major Seminar""","399","false","","2","""0/999""","""0/999""","""C""","19982","[""M-F 0900-1000"", ""M-F 1040-1200PM""]","""Seminar""","1998"
"24059","1.0","1730","[""ENVST""]","14","""1/999""","","[""Gary Deason""]","""10/999""","200","[""SC 18""]","999","""Saving Wild Places""","258","false","","2","""3/999""","""0/999""","""O""","19982","[""M-F 1030-1200PM""]","""Research""","1998"
"24060","1.0","464","[""ENVST""]","1","""0/999""","","[""Gary Deason""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24061","1.0","477","[""FREN""]","6","""0/999""","","[""Mary Cisar""]","""1/999""","100","[""M 26""]","30","""Beginning French II""","112","false","","2","""0/999""","""6/999""","""O""","19982","[""M-F 0800-1000""]","""Research""","1998"
"24062","1.0","480","[""FREN""]","24","""0/999""","","[""Scott Homler""]","""6/999""","200","[""M 3""]","30","""Intermed French II""","232","false","","2","""0/999""","""18/999""","""O""","19982","[""M-F 1040-1240PM""]","""Research""","1998"
"24063","1.0","482","[""FREN""]","9","""1/999""","","[""M. Clare Mather""]","""3/999""","200","[""M 26""]","30","""Speaking of French""","250","false","","2","""0/999""","""5/999""","""O""","19982","[""M-F 1040-0300PM""]","""Research""","1998"
"24064","1.0","489","[""FREN""]","16","""0/999""","","[""Herve Pensec""]","""6/999""","200","","25","""ID French Stud Paris""","275","false","","2","""5/999""","""0/999""","""O""","19982","","""Research""","1998"
"24065","1.0","510","[""GERM""]","13","""1/999""","","[""Frederike Von Schwerin-High""]","""5/999""","200","","999","""Capitals: Bonn/Berlin""","233","false","","2","""6/999""","""1/999""","""O""","19982","","""Research""","1998"
"24066","1.0","512","[""GERM""]","20","""0/999""","","[""Karl Fink""]","""10/999""","200","[""M 4""]","999","""Age of Goethe-Tr""","246","false","","2","""1/999""","""10/999""","""O""","19982","[""M-F 0800-1000""]","""Research""","1998"
"24067","1.0","514","[""GERM""]","10","""0/999""","","[""Karen R. Achberger""]","""4/999""","200","[""M 35""]","999","""Speaking German""","250","false","","2","""0/999""","""5/999""","""O""","19982","[""M-F 1040-0300PM""]","""Research""","1998"
"24068","1.0","522","[""GERM""]","1","""0/999""","","[""Lavern Rippley""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""2/999""","""0/999""","""O""","19982","","""Research""","1998"
"24069","1.0","532","[""GCON""]","23","""0/999""","","[""Jeanine Grenberg""]","""1/999""","100","[""H 514"", ""H 501 PLENARY""]","23","""Romans & Christians""","115","false","""A""","2","""0/999""","""22/999""","""C""","19982","[""M-F 0100-0300PM"", ""M-F 0100-0300PM""]","""Research""","1998"
"24070","1.0","532","[""GCON""]","22","""0/999""","","[""Norman M. Watt""]","""0/999""","100","[""H 515"", ""H 501 PLENARY""]","23","""Romans & Christians""","115","false","""B""","2","""0/999""","""23/999""","""O""","19982","[""M-F 0100-0300PM"", ""M-F 0100-0300PM""]","""Research""","1998"
"24072","1.0","532","[""GCON""]","22","""0/999""","","[""Rick A. Fairbanks""]","""0/999""","100","[""H 514"", ""H 501 PLENARY""]","23","""Romans & Christians""","115","false","""D""","2","""0/999""","""23/999""","""O""","19982","[""M-F 1040-1240PM"", ""M-F 1040-1240PM""]","""Research""","1998"
"24073","1.0","532","[""GCON""]","22","""0/999""","","[""Edmund Santurri""]","""0/999""","100","[""H 515"", ""H 501 PLENARY""]","23","""Romans & Christians""","115","false","""E""","2","""0/999""","""23/999""","""O""","19982","[""M-F 1040-1240PM"", ""M-F 1040-1240PM""]","""Research""","1998"
"24074","1.0","532","[""GCON""]","21","""0/999""","","[""Gary Stansell""]","""0/999""","100","[""H 516"", ""H 501 PLENARY""]","23","""Romans & Christians""","115","false","""F""","2","""0/999""","""21/999""","""O""","19982","[""M-F 1040-1240PM"", ""M-F 1040-1240PM""]","""Research""","1998"
"24075","1.0","1770","[""HIST""]","35","""0/0""","","[""Richard A. Olson""]","""0/0""","100","[""H 317""]","30","""Myth/Hist Ancnt World""","102","false","","2","""0/0""","""32/30""","""C""","19982","[""M-F 0100-0300PM""]","""Research""","1998"
"24076","1.0","1803","[""HIST""]","22","""0/0""","","[""Dolores Peters""]","""0/0""","100","[""M 21""]","25","""Lit/Resist/Occ/France""","139","false","","2","""0/0""","""22/25""","""O""","19982","[""M-F 0100-0300PM""]","""Research""","1998"
"24077","1.0","1809","[""HIST""]","38","""6/8""","","[""Odd S. Lovoll""]","""17/17""","100","[""M 1""]","35","""Norwegian/Amer Exper""","155","false","","2","""7/10""","""7/5""","""C""","19982","[""M-Th 1040-1240PM""]","""Research""","1998"
"24078","1.0","599","[""HIST""]","9","""5/12""","","[""Robert Nichols""]","""0/20""","200","[""M 3"", ""M 3""]","30","""Fall Soviet Communism""","227","false","","2","""5/19""","""1/999""","""O""","19982","[""M-Th 0830-1000"", ""M-Th 0100-0330PM""]","""Research""","1998"
"24079","1.0","1843","[""HIST""]","17","""5/999""","","[""Robert Nichols""]","""4/999""","200","","30","""So Africa Poetry Perm""","254","false","","2","""3/999""","""0/999""","""O""","19982","","""Research""","1998"
"24080","1.0","1844","[""HIST""]","30","""3/10""","","[""Stephen Blake""]","""8/31""","200","[""H 307""]","35","""British India""","255","false","","2","""1/17""","""6/999""","""O""","19982","[""M-F 0100-0300PM""]","""Research""","1998"
"24081","1.0","607","[""HIST""]","20","""2/999""","","[""Jeane DeLaney""]","""12/999""","200","","30","""Revolutionary Cuba""","257","false","","2","""6/999""","""0/999""","""O""","19982","","""Research""","1998"
"24082","0.0","607","[""HIST""]","8","""0/999""","","[""Jeane DeLaney""]","""0/999""","200","","999","""Revol Cuba \""FLC\""""","257","false","""L""","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24083","1.0","640","[""HIST""]","1","""0/999""","","[""Robert Nichols""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""1/999""","""0/999""","""O""","19982","","""Research""","1998"
"24084","1.0","642","[""HIST""]","1","""1/999""","","[""Robert Entenmann""]","""0/999""","300","","999","""IR/Env Hist of China""","398","false","","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24085","1.0","642","[""HIST""]","1","""0/999""","","[""Robert Entenmann""]","""0/999""","300","","999","""IR/China Public Hist.""","398","false","""A""","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24086","1.0","642","[""HIST""]","1","""0/999""","","[""Richard A. Olson""]","""0/999""","300","","999","""IR/Animals and Rome""","398","false","""B""","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24087","1.0","652","[""FAMST""]","24","""8/999""","","[""C. George Holt""]","""6/999""","200","","24","""Aboriginal Cult/Austr""","263","false","","2","""10/999""","""0/999""","""C""","19982","","""Research""","1998"
"24088","1.0","1912","[""ID""]","15","""3/999""","","[""Jon Eric Nelson""]","""3/999""","200","[""L 520""]","45","""Ethics in Narrative""","233","false","","2","""8/999""","""0/999""","""O""","19982","[""M-F 0100-0300PM""]","""Research""","1998"
"24089","1.0","701","[""ID""]","25","""12/999""","","[""Richard Goedde"", ""Lavern Rippley""]","""1/999""","200","","999","""The Mare Balticum""","249","false","","2","""8/999""","""1/999""","""O""","19982","","""Research""","1998"
"24090","0.0","701","[""ID""]","2","""0/999""","","[""Lavern Rippley""]","""0/999""","200","","999","""Mare Balticum \""FLC\""""","249","false","""L""","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24091","1.0","1918","[""ID""]","6","""5/999""","","[""John Walters""]","""4/999""","200","[""L 250""]","16","""Computers in Health""","251","false","","2","""1/999""","""0/999""","""C""","19982","[""M-F 1040-1240PM""]","""Research""","1998"
"24092","0.0","1919","[""ID""]","4","""5/999""","","[""John Walters""]","""2/999""","200","[""L 250""]","16","""Cmptrs in Health/Lab""","251","false","","2","""1/999""","""0/999""","""C""","19982","[""M-F 0100-0300PM""]","""Lab""","1998"
"24093","1.0","704","[""ID""]","8","""2/999""","","[""Wesley Pearson""]","""0/999""","200","","999","""Hospital Health Care""","255","true","","2","""4/999""","""1/999""","""O""","19982","","""Research""","1998"
"24094","1.0","705","[""ID""]","28","""9/999""","","[""Karen Wilson""]","""9/999""","200","","999","""Theater in London""","258","false","","2","""6/999""","""0/999""","""O""","19982","","""Research""","1998"
"24095","1.0","1922","[""ID""]","1","""1/999""","","[""Staff""]","""0/999""","200","","999","""Fles/ACM""","259","false","","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24096","1.0","1923","[""ID""]","6","""1/999""","","[""Staff""]","""1/999""","200","","999","""Dimens Multicult/ACM""","260","false","","2","""2/999""","""0/999""","""O""","19982","","""Research""","1998"
"24097","1.0","1924","[""ID""]","1","""0/999""","","[""Staff""]","""0/999""","200","","999","""Env, Econ & Comm/Guat""","261","false","","2","""1/999""","""0/999""","""O""","19982","","""Research""","1998"
"24098","1.0","735","[""MATH""]","19","""6/999""","","[""Theodore Vessey""]","""8/999""","200","[""SC 184"", ""SC 184""]","30","""Principles of Math""","210","false","","2","""2/999""","""0/999""","""O""","19982","[""M-F 0800-1000"", ""M-F 1040-1150""]","""Research""","1998"
"24099","1.0","742","[""MATH""]","21","""0/999""","","[""Clifton Corzatt""]","""11/999""","200","","25","""Struct of Higher Math""","234","false","","2","""10/999""","""0/999""","""O""","19982","","""Research""","1998"
"24100","1.0","746","[""MATH""]","13","""1/999""","","[""Jill Dietz""]","""5/999""","200","[""SC 186""]","25","""Intro to Knot Theory""","248","false","","2","""2/999""","""0/999""","""O""","19982","[""M-F 0900-0200PM""]","""Research""","1998"
"24101","1.0","758","[""MATH""]","5","""6/999""","","[""Martha Wallace""]","""0/999""","300","[""SC 188"", ""SC 188"", ""SC 188""]","30","""Geometry""","356","false","","2","""1/999""","""0/999""","""O""","19982","[""M-F 0830-1000"", ""M-F 1040-1200PM"", ""M-F 0100-0300PM""]","""Research""","1998"
"24102","1.0","765","[""MATH""]","9","""7/999""","","[""Philip Gloor"", ""Steven McKelvey""]","""0/999""","300","[""SC 130""]","15","""Mathematics Practicum""","390","false","","2","""0/999""","""0/999""","""O""","19982","[""M-F 0800-0100PM""]","""Research""","1998"
"24103","1.0","767","[""MATH""]","1","""0/999""","","[""Richard Dunning""]","""0/999""","300","","999","""IR/Stats: Geography""","398","false","","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24104","1.0","769","[""MGMT""]","21","""8/999""","","[""Kathy C. Thomforde""]","""5/999""","200","[""H 403""]","30","""Arts Management""","229","false","","2","""4/999""","""3/999""","""O""","19982","[""M-F 1030-1230PM""]","""Research""","1998"
"24105","1.0","770","[""MGMT""]","14","""10/999""","","[""William L. Carlson""]","""4/999""","200","[""H 413"", ""H 413"", ""H 413""]","20","""Computer Applications""","230","false","","2","""5/999""","""1/999""","""O""","19982","[""MWF 0905-1000"", ""MWF 1030-1200PM"", ""MW 0100-0300PM""]","""Research""","1998"
"24106","1.0","784","[""MGMT""]","1","""0/999""","","[""Kathy C. Thomforde""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24107","1.0","784","[""MGMT""]","1","""0/999""","","[""Mary Ann Emery""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24108","1.0","803","[""MUSIC""]","21","""3/3""","","[""Linda Berger""]","""5/5""","100","[""L 250 HRS ARR"", ""CHM 222""]","20","""The Music Spectrum""","130","false","","2","""5/5""","""5/7""","""C""","19982","[""M-F 00-00"", ""M-F 0900-1000""]","""Research""","1998"
