"clbid","credits","crsid","departments","enrolled","firsties","gereqs","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"23988","1.0","5","[""AMST""]","27","""9/999""","","[""Christopher D. Grasso""]","""7/999""","200","[""H 317""]","30","""Top: Heartland Histor""","205","false","","2","""4/999""","""9/999""","""O""","19982","[""M-F 1040-1240PM""]","""Topic""","1998"
"23989","1.0","11","[""AMST""]","1","""0/999""","","[""James Farrell""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"23990","1.0","1496","[""ART""]","20","""5/4""","","[""Ron Gallas""]","""3/3""","100","[""FH 19"", ""FH 19""]","17","""Found Ceramics: Hand""","121","false","","2","""3/3""","""6/6""","""C""","19982","[""M-F 0900-1000"", ""M-F 1040-1240PM""]","""Research""","1998"
"23991","1.0","28","[""ART""]","16","""0/4""","","[""John Saurer""]","""8/8""","100","[""FH 18"", ""FH 18""]","18","""Foundation Sculpture""","122","false","","2","""4/8""","""6/6""","""O""","19982","[""M-F 0900-1000"", ""M-F 1040-1240PM""]","""Research""","1998"
"23993","1.0","40","[""ART""]","11","""5/999""","","[""Janet C. Cameron""]","""0/999""","200","[""FH 21"", ""FH 21""]","13","""Comp-Generatd Imagery""","238","false","","2","""8/999""","""0/999""","""C""","19982","[""M-F 1040-1200PM"", ""M-F 0100-0300PM""]","""Research""","1998"
"23994","1.0","44","[""ART""]","19","""2/999""","","[""Wendell Arneson""]","""9/999""","200","[""FH 40"", ""FH 40"", ""FH 40""]","22","""Advanced Drawing""","243","false","","2","""4/999""","""5/999""","""O""","19982","[""M-F 0900-1000"", ""M-F 1040-1210PM"", ""M-F 0100-0300PM""]","""Research""","1998"
"23995","1.0","54","[""ART""]","18","""1/999""","","[""Perette Michelli""]","""8/999""","200","","15","""Italian Renaissance""","255","false","","2","""7/999""","""-1/999""","""C""","19982","","""Research""","1998"
"23996","1.0","48","[""ART""]","15","""6/999""","","[""Irve Dell""]","""2/999""","200","","15","""Pratt-Manhattan""","262","false","","2","""6/999""","""0/999""","""C""","19982","","""Research""","1998"
"23998","1.0","68","[""ART""]","2","""1/999""","","[""Wendell Arneson""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"23999","1.0","69","[""ART""]","1","""1/999""","","[""Margaret Ojala""]","""0/999""","200","","999","""IS/Photo Essay Nepal""","298","false","","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24000","1.0","69","[""ART""]","1","""0/999""","","[""Ron Gallas""]","""0/999""","200","","999","""IS/Wheel Ceramics""","298","false","""A""","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24001","1.0","75","[""ART""]","1","""1/999""","","[""Matthew Rohn""]","""0/999""","300","","999","""IR/Undrstndng Comics""","398","false","","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24002","1.0","79","[""ASIAN""]","29","""2/5""","","[""Phyllis Hyland Larson""]","""9/9""","100","[""SC 280"", ""M 2""]","25","""Intro Japanese Film""","124","false","","2","""4/8""","""10/10""","""C""","19982","[""MW 1040-0100PM"", ""TTh 1040-0100PM""]","""Research""","1998"
"24003","1.0","81","[""ASIAN""]","9","""2/5""","","[""Pin Pin Wan""]","""0/10""","100","[""M 11"", ""M 11""]","25","""Cont Chin Women Wr-Tr""","151","false","","2","""3/8""","""6/20""","""O""","19982","[""M-Th 0830-1000"", ""M-Th 1040-1200PM""]","""Research""","1998"
"24004","1.0","94","[""ASIAN""]","1","""1/999""","","[""Robert Entenmann""]","""0/999""","200","","999","""IS/Art Hist in Taiwan""","298","false","","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24005","1.0","94","[""ASIAN""]","1","""0/999""","","[""Barbara Reed""]","""0/999""","200","","999","""IS/Western Buddhism""","298","false","""A""","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24006","1.0","104","[""BIO""]","34","""8/8""","","[""Lauri Sammartano""]","""6/6""","100","[""SC 278"", ""SC 278""]","28","""The Biology of Women""","124","false","","2","""8/8""","""6/6""","""C""","19982","[""M-F 0900-1000"", ""M-F 1040-1240PM""]","""Research""","1998"
"24007","1.0","106","[""BIO""]","27","""0/2""","","[""Amy Jessen-Marshall""]","""0/999""","100","[""SC 253"", ""SC 253"", ""SC 274""]","24","""Cellular Bio & Genetics""","125","false","","2","""1/4""","""23/999""","""C""","19982","[""M-F 0800-1000"", ""M-F 1040-1200PM"", ""M-F 0100-0300PM""]","""Research""","1998"
"24008","1.0","111","[""BIO""]","25","""6/999""","","[""Joel Olfelt""]","""12/999""","100","[""SC 274"", ""SC 211""]","24","""Plants and People""","129","false","","2","""6/999""","""0/999""","""C""","19982","[""M-F 1040-1200PM"", ""M-F 0100-0300PM""]","""Research""","1998"
"24009","1.0","113","[""BIO""]","22","""10/999""","","[""Michael Swift""]","""3/999""","100","[""SC 274"", ""SC 263"", ""SC 263""]","24","""Plagues & Pestilence""","133","false","","2","""6/999""","""5/999""","""O""","19982","[""M-F 0800-1000"", ""M-F 1040-1240PM"", ""M-F 0100-0300PM""]","""Research""","1998"
"24010","1.0","114","[""BIO""]","17","""2/999""","","[""John Giannini""]","""6/999""","100","[""SC 227""]","18","""Thinking & Doing Bio""","135","false","","2","""1/999""","""9/999""","""O""","19982","[""M-F 0900-0100PM""]","""Research""","1998"
"24011","1.0","151","[""BIO""]","18","""7/999""","","[""Eric Cole""]","""4/999""","200","","16","""Equatorial Biology""","288","false","","2","""4/999""","""0/999""","""C""","19982","","""Research""","1998"
"24012","1.0","153","[""BIO""]","6","""2/999""","","[""Louis Henry Kermott""]","""2/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24013","1.0","153","[""BIO""]","1","""0/999""","","[""Lauri Sammartano""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24014","1.0","153","[""BIO""]","1","""0/999""","","[""Anne Walter""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24015","1.0","154","[""BIO""]","1","""0/999""","","[""John Giannini""]","""0/999""","200","","999","""IS/Wildlife Immob""","298","false","","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24016","1.0","169","[""BIO""]","5","""4/999""","","[""Paul Cabe""]","""0/999""","300","[""SC 110"", ""SC 110"", ""SC 110""]","12","""Evolution""","383","false","","2","""1/999""","""0/999""","""O""","19982","[""M-Th 0900-1000"", ""M-Th 1040-1240PM"", ""M-Th 0100-0300PM""]","""Research""","1998"
"24017","1.0","172","[""BIO""]","13","""10/999""","","[""Louis Henry Kermott""]","""0/999""","300","[""SC 210"", ""SC 210"", ""SC 210""]","18","""Top: Animal Behavior""","391","false","","2","""5/999""","""0/999""","""O""","19982","[""M-Th 0900-1000"", ""M-Th 1040-1200PM"", ""M-Th 0100-0200PM""]","""Topic""","1998"
"24018","1.0","185","[""CHEM""]","14","""4/4""","","[""Susan Green"", ""George L. Hardgrove""]","""2/4""","100","[""SC 374""]","24","""Chem-Life's Beginning""","120","false","","2","""4/4""","""8/999""","""O""","19982","[""M-F 1040-1140""]","""Research""","1998"
"24019","0.0","186","[""CHEM""]","13","""3/4""","","[""Staff""]","""1/4""","100","[""SC 371/374""]","24","""Chem-Life's Beg/Lab""","120","false","","2","""5/5""","""7/999""","""O""","19982","[""MTTh 1230-0330PM""]","""Lab""","1998"
"24020","1.0","189","[""CHEM""]","51","""1/999""","","[""Paul Fischer""]","""13/999""","100","[""SC 378/18""]","999","""Chemical Structure""","123","false","","2","""1/999""","""43/999""","""O""","19982","[""M-F 0100-0300PM""]","""Research""","1998"
"24021","1.0","198","[""CHEM""]","8","""0/999""","","[""Gary O. Spessard""]","""7/999""","200","[""SC 310""]","999","""Organometallic Chem""","252","false","","2","""1/999""","""0/999""","""O""","19982","[""M-F 1040-1240PM""]","""Research""","1998"
"24022","1.0","204","[""CHEM""]","3","""0/999""","","[""Wesley Pearson""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","19982","","""Research""","1998"
"24023","1.0","215","[""CHEM""]","17","""7/999""","","[""Wesley Pearson""]","""0/999""","300","[""SC 310"", ""SC 310""]","999","""Organic Analys/Theory""","380","false","","2","""10/999""","""0/999""","""O""","19982","[""M-F 0800-1000"", ""M-F 1240-0330PM""]","""Research""","1998"
