"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"11677","1.0","11","[""AMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20053","","""Internship""","""Research""","2005"
"11678","1.0","12","[""AMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","3","""0/999""","""0/999""","""O""","20053","","""Independent Study""","""Research""","2005"
"11679","1.0","13","[""AMST""]","19","""0/999""","","","","","[""Judy Kutulas""]","""0/999""","300","[""HH 514"", ""HH 514""]","15","""Sem: American 1970s""","301","false","","3","""0/999""","""0/999""","""C""","20053","[""T 0935-1100"", ""Th 0930-1050""]","""Seminar""","""Seminar""","2005"
"11680","1.0","16","[""AFAM""]","28","""0/999""","","","","","[""Joseph L. Mbele""]","""0/999""","200","[""RML 577""]","23","""Sem: Africa/Americas""","231","false","","3","""0/999""","""0/999""","""C""","20053","[""MWF 1255-0150PM""]","""Africa and the Americas: The Diaspora Experience""","""Seminar""","2005"
"11681","0.5","19","[""ART""]","15","""0/999""","","","","","[""John Saurer""]","""0/999""","100","[""DC 216"", ""DC 216""]","22","""Found Perceptual Draw""","111","false","","3","""0/999""","""0/999""","""O""","20053","[""T 0800-0925"", ""Th 0800-0920""]","""Foundation Perceptual Drawing""","""Research""","2005"
"11682","0.5","20","[""ART""]","24","""0/999""","","","","","[""Mary Griep""]","""0/999""","100","[""DC 216""]","22","""Found Conceptual Draw""","112","false","""A""","3","""0/999""","""0/999""","""O""","20053","[""MWF 1045-1140""]","""Foundation Conceptual Drawing""","""Research""","2005"
"11683","0.5","20","[""ART""]","16","""0/999""","","","","","[""John Saurer""]","""0/999""","100","[""DC 216"", ""DC 216""]","22","""Found Conceptual Draw""","112","false","""B""","3","""0/999""","""0/999""","""C""","20053","[""T 0935-1100"", ""Th 0930-1050""]","""Foundation Conceptual Drawing""","""Research""","2005"
"11684","0.5","21","[""ART""]","26","""0/999""","","","","","[""Wendell Arneson""]","""0/999""","100","[""DC 116""]","22","""Found Color Design""","113","false","""A""","3","""0/999""","""0/999""","""C""","20053","[""MWF 0905-1000""]","""Foundation Color Design""","""Research""","2005"
"11685","0.5","21","[""ART""]","26","""0/999""","","","","","[""Wendell Arneson""]","""0/999""","100","[""DC 116""]","22","""Found Color Design""","113","false","""B""","3","""0/999""","""0/999""","""O""","20053","[""MWF 1045-1140""]","""Foundation Color Design""","""Research""","2005"
"11686","0.5","22","[""ART""]","17","""0/999""","","","","","[""Irve Dell""]","""0/999""","100","[""DC 106"", ""DC 106""]","16","""Foundation Sculpture""","114","false","""A""","3","""0/999""","""0/999""","""C""","20053","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2005"
"11687","0.5","22","[""ART""]","13","""0/999""","","","","","[""Irve Dell""]","""0/999""","100","[""DC 106"", ""DC 106""]","16","""Foundation Sculpture""","114","false","""B""","3","""0/999""","""0/999""","""C""","20053","[""T 0305-0430PM"", ""Th 0405-0530PM""]","","""Research""","2005"
"11688","0.5","23","[""ART""]","19","""0/999""","","","","","[""Patrick T. Kelley""]","""0/999""","100","[""DC 102"", ""DC 102""]","20","""Found Photography""","115","false","","3","""0/999""","""0/999""","""C""","20053","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Foundation Photography""","""Research""","2005"
"11689","0.5","25","[""ART""]","14","""0/999""","","","","","[""David E. Ryan""]","""0/999""","100","[""DC 100"", ""DC 100""]","11","""Found Digital Media""","117","false","","3","""0/999""","""0/999""","""C""","20053","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Foundation Digital Media""","""Research""","2005"
"11690","1.0","32","[""ART""]","48","""0/999""","","","","","[""Nancy M. Thompson"", ""Matthew Rohn""]","""0/999""","100","[""DC 305""]","50","""Intro/Art History II""","151","false","","3","""0/999""","""0/999""","""O""","20053","[""MWF 1045-1140""]","""Renaissance to the Present""","""Research""","2005"
"11691","1.0","34","[""ART""]","23","""0/999""","","","","","[""Wendell Arneson""]","""0/999""","200","[""DC 116""]","22","""Watercolor Painting""","222","false","","3","""0/999""","""0/999""","""C""","20053","[""MWF 1255-0255PM""]","","""Research""","2005"
"11692","1.0","36","[""ART""]","10","""0/999""","","","","","[""Irve Dell""]","""0/999""","200","[""DC 105"", ""DC 105""]","14","""Sculpt: Metal Direct""","224","false","","3","""0/999""","""0/999""","""O""","20053","[""T 1145-0245PM"", ""Th 1245-0345PM""]","""Sculpture/Direct Metal""","""Research""","2005"
"11693","1.0","38","[""ART""]","14","""0/999""","","","","","[""John Saurer""]","""0/999""","200","[""DC 212"", ""DC 212""]","16","""Printmkg: Relief/Litho""","226","false","","3","""0/999""","""0/999""","""O""","20053","[""T 1145-0245PM"", ""Th 1245-0345PM""]","""Printmaking: Relief and Lithography""","""Research""","2005"
"11694","1.0","42","[""ART""]","11","""0/999""","","","","","[""Patrick T. Kelley""]","""0/999""","200","[""DC 100"", ""DC 100""]","15","""Motion Graphics""","230","false","","3","""0/999""","""0/999""","""O""","20053","[""T 0800-1100"", ""Th 0800-1050""]","","""Research""","2005"
"11695","1.0","45","[""ART""]","21","""0/999""","","","","","[""Ron Gallas""]","""0/999""","200","[""DC 115"", ""DC 115""]","10","""Ceramics""","234","false","","3","""0/999""","""0/999""","""C""","20053","[""T 1145-0245PM"", ""Th 1245-0345PM""]","","""Research""","2005"
"11696","1.0","49","[""ART""]","28","""0/999""","","","","","[""Heather M. Brooks-Shirey""]","""0/999""","200","[""DC 305"", ""DC 305""]","30","""Arts-African Diaspora""","250","false","","3","""0/999""","""0/999""","""C""","20053","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""The Arts of the African Diaspora""","""Research""","2005"
"11697","1.0","58","[""ART""]","31","""0/999""","","","","","[""Karil J. Kucera""]","""0/999""","200","[""DC 305"", ""DC 305""]","30","""Arts of Japan""","260","false","","3","""0/999""","""0/999""","""C""","20053","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""The Arts of Japan""","""Research""","2005"
"11698","1.0","59","[""ART""]","27","""0/999""","","","","","[""Matthew Rohn""]","""0/999""","200","[""DC 305""]","30","""World Architecture""","261","false","","3","""0/999""","""0/999""","""C""","20053","[""MWF 0905-1000""]","""History of World Architecture""","""Research""","2005"
"11699","1.0","68","[""ART""]","1","""0/999""","","","","","[""Steven Edwins""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20053","","","""Research""","2005"
"11700","1.0","69","[""ART""]","3","""0/999""","","","","","[""Wendell Arneson""]","""0/999""","200","","999","""IS/Advanced Painting""","298","false","""A""","3","""0/999""","""0/999""","""O""","20053","","","""Research""","2005"
"11701","1.0","71","[""ART""]","53","""0/999""","","","","","[""Margaret Ojala""]","""0/999""","300","[""DC 305""]","50","""Sr Studies/Studio Art""","343","false","","3","""0/999""","""0/999""","""C""","20053","[""M 0700-1000PM""]","""Senior Studies in Studio Art""","""Research""","2005"
"11702","1.0","72","[""ART""]","14","""0/999""","","","","","[""Nancy M. Thompson""]","""0/999""","300","[""DC 204""]","15","""Methods of Art Hist""","350","false","","3","""0/999""","""0/999""","""C""","20053","[""Th 0700-1000PM""]","""The Methods of Art History""","""Research""","2005"
"11703","1.0","73","[""ART""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20053","","","""Research""","2005"
"11704","1.0","75","[""ART""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","3","""0/999""","""0/999""","""O""","20053","","""Independent Research: Art History""","""Research""","2005"
"11705","1.0","77","[""ASIAN""]","19","""0/999""","","","","","[""Robert Entenmann""]","""0/999""","100","[""HH 515"", ""HH 515""]","19","""East Asia & the West""","112","false","","3","""0/999""","""0/999""","""C""","20053","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Asian Conversations: East Asia and the West""","""Research""","2005"
"11706","1.0","78","[""ASIAN""]","37","""0/999""","","","","","[""Barbara Reed""]","""0/999""","100","[""BMC 111""]","35","""Asian Cultures""","121","false","","3","""0/999""","""0/999""","""O""","20053","[""MWF 1255-0150PM""]","""Asian Cultures in Comparative Perspectives""","""Research""","2005"
"11707","1.0","91","[""ASIAN""]","23","""0/999""","","","","","[""Karil J. Kucera""]","""0/999""","200","[""DC 204"", ""DC 204""]","25","""Vis Cult/Modern China""","270","false","","3","""0/999""","""0/999""","""C""","20053","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Visual Culture of Modern China""","""Research""","2005"
"11708","0.25","92","[""ASIAN""]","13","""0/999""","","","","","[""Kristina MacPherson""]","""0/999""","200","[""RML 420""]","25","""ID Approaches to Asia""","275","false","","3","""0/999""","""0/999""","""O""","20053","[""M 0700-0830PM""]","","""Research""","2005"
"11709","1.0","93","[""ASIAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20053","","","""Research""","2005"
"11710","1.0","94","[""ASIAN""]","1","""0/999""","","","","","[""Pin Pin Wan""]","""0/999""","200","","999","""IS/Chinese Social Work""","298","false","","3","""0/999""","""0/999""","""O""","20053","","""Independent Study""","""Research""","2005"
"11711","1.0","96","[""ASIAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20053","","","""Research""","2005"
"11712","1.0","97","[""ASIAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","3","""0/999""","""0/999""","""O""","20053","","""Independent Research""","""Research""","2005"
"11714","1.0","108","[""BIO""]","68","""0/999""","","108","""1""","","[""John D. Schade""]","""0/999""","100","[""SC 278""]","24","""Evolution and Diversity""","126","false","""A""","3","""0/999""","""0/999""","""C""","20053","[""MWF 0905-1000""]","""Organismic Biology""","""Research""","2005"
"11715","1.0","108","[""BIO""]","68","""0/999""","","108","""2""","","[""Jason D. Hill""]","""0/999""","100","[""SC 278""]","24","""Evolution and Diversity""","126","false","""B""","3","""0/999""","""0/999""","""C""","20053","[""MWF 0800-0855""]","""Organismic Biology""","""Research""","2005"
"11716","1.0","108","[""BIO""]","69","""0/999""","","108","""3""","","[""Diane K. Angell""]","""0/999""","100","[""SC 278""]","24","""Evolution and Diversity""","126","false","""C""","3","""0/999""","""0/999""","""C""","20053","[""MWF 1150-1245PM""]","""Organismic Biology""","""Research""","2005"
"11723","1.0","119","[""BIO""]","70","""0/999""","","119","","","[""Theodore Johnson""]","""0/999""","200","[""SC 280""]","20","""Microbiology""","231","false","","3","""0/999""","""0/999""","""C""","20053","[""MWF 1045-1140""]","","""Research""","2005"
"11726","1.0","122","[""BIO""]","33","""0/999""","","122","""1""","","[""Pele E. Rich""]","""0/999""","200","[""SC 278""]","24","""Intermediate Genetics""","233","false","""A""","3","""0/999""","""0/999""","""C""","20053","[""MWF 1045-1140""]","","""Research""","2005"
"11727","1.0","122","[""BIO""]","46","""0/999""","","122","""2""","","[""Sara E. Fruehling""]","""0/999""","200","[""SC 280""]","24","""Intermediate Genetics""","233","false","""B""","3","""0/999""","""0/999""","""C""","20053","[""MWF 1150-1245PM""]","","""Research""","2005"
"11730","1.0","124","[""BIO""]","21","""0/999""","","124","","","[""Eugene Bakko""]","""0/999""","200","[""SC 278"", ""SC 278""]","18","""Vertebrate Biology""","242","false","","3","""0/999""","""0/999""","""C""","20053","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2005"
"11732","1.0","134","[""BIO""]","26","""0/999""","","134","","","[""John Giannini""]","""0/999""","200","[""SC 274""]","12","""Plant Physiology""","251","false","","3","""0/999""","""0/999""","""C""","20053","[""MWF 1045-1140""]","","""Research""","2005"
"11734","1.0","139","[""BIO""]","48","""0/999""","","139","","","[""Daniel L. Hernandez""]","""0/999""","200","[""SC 280""]","18","""Ecological Principles""","261","false","","3","""0/999""","""0/999""","""C""","20053","[""MWF 0905-1000""]","","""Research""","2005"
"11737","0.25","152","[""BIO""]","10","""0/999""","","","","","[""Eugene Bakko""]","""0/999""","200","","10","""Top: Writing in India""","291","false","""A""","3","""0/999""","""0/999""","""C""","20053","","""Topics in Biological Research""","""Topic""","2005"
"11738","1.0","153","[""BIO""]","1","""0/999""","","","","","[""Diane K. Angell""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20053","","""Internship""","""Research""","2005"
"11739","1.0","154","[""BIO""]","2","""0/999""","","","","","[""Theodore Johnson""]","""0/999""","200","","999","""IS/Medical Sociology""","298","false","","3","""0/999""","""0/999""","""O""","20053","","""Independent Study""","""Research""","2005"
"11740","1.0","159","[""BIO""]","15","""0/999""","","159","","","[""Kimberly A. Kandl""]","""0/999""","300","[""SC 274"", ""SC 274""]","12","""Molecular Biology""","364","false","","3","""0/999""","""0/999""","""C""","20053","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2005"
"11742","1.0","169","[""BIO""]","9","""0/999""","","","","","[""Jean C. Porterfield""]","""0/999""","300","[""SC 274"", ""SC 274""]","18","""Evolutionary Biology""","383","false","","3","""0/999""","""0/999""","""O""","20053","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2005"
"11743","1.0","170","[""BIO""]","12","""0/999""","","","","","[""Kevin M. Crisp""]","""0/999""","300","[""SC 274""]","18","""Neuroscience Seminar""","385","false","","3","""0/999""","""0/999""","""O""","20053","[""MW 0100-0300PM""]","","""Research""","2005"
"11744","1.0","171","[""BIO""]","21","""0/999""","","171","","","[""James Dickson Jr."", ""Louis Henry Kermott""]","""0/999""","300","[""SC 374"", ""SC 374""]","18","""Animal Behavior""","386","false","","3","""0/999""","""0/999""","""O""","20053","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2005"
"11745","1.0","174","[""BIO""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20053","","""Internship""","""Research""","2005"
"11746","1.0","175","[""BIO""]","1","""0/999""","","","","","[""John D. Schade""]","""0/999""","300","","999","""IR/Dimilin in M.Sexta""","398","false","","3","""0/999""","""0/999""","""O""","20053","","""Independent Research""","""Research""","2005"
"11747","1.0","177","[""AMCON""]","15","""0/999""","","","","","[""L. DeAne Lagerquist""]","""0/999""","100","[""BMC 101""]","19","""Dem Vistas: 1800-1900""","102","false","""A""","3","""0/999""","""0/999""","""O""","20053","[""MWF 0905-1000""]","""Democratic Vistas, 1800-1900""","""Research""","2005"
"11748","1.0","177","[""AMCON""]","20","""0/999""","","","","","[""Carol Holly""]","""0/999""","100","[""BMC 101""]","19","""Dem Vistas: 1800-1900""","102","false","""B""","3","""0/999""","""0/999""","""C""","20053","[""MWF 0905-1000""]","""Democratic Vistas, 1800-1900""","""Research""","2005"
"11749","1.0","179","[""AMCON""]","18","""0/999""","","","","","[""Mary Titus""]","""0/999""","200","[""RML 525""]","19","""Pur/Happiness: 1920-00""","202","false","""A""","3","""0/999""","""0/999""","""O""","20053","[""MWF 1255-0150PM""]","""Pursuits of Happiness, 1920-2000""","""Research""","2005"
"11750","1.0","179","[""AMCON""]","21","""0/999""","","","","","[""Eric J. Fure-Slocum""]","""0/999""","200","[""RML 421""]","19","""Pur/Happiness: 1920-00""","202","false","""B""","3","""0/999""","""0/999""","""C""","20053","[""MWF 1255-0150PM""]","""Pursuits of Happiness, 1920-2000""","""Research""","2005"
"11751","1.0","180","[""CHEM""]","55","""0/999""","","","","","[""Douglas J. Beussman""]","""0/999""","100","[""SC 282""]","60","""Forensic Science""","106","false","","3","""0/999""","""0/999""","""O""","20053","[""MWF 1045-1140""]","","""Research""","2005"
