"clbid","credits","crsid","departments","enrolled","firsties","gereqs","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"7676","1.0","126","[""BIO""]","24","""0/999""","","","[""Louis Henry Kermott""]","""0/999""","200","[""SC 280"", ""SC 253""]","22","""Human Anatomy & Physiol""","243","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0800-0855"", ""T 0800-1100""]","""Research""","2004"
"7677","1.0","126","[""BIO""]","26","""0/999""","","","[""Louis Henry Kermott""]","""0/999""","200","[""SC 280"", ""SC 253""]","22","""Human Anatomy & Physiol""","243","false","""C""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0800-0855"", ""T 0120-0420PM""]","""Research""","2004"
"7678","1.0","126","[""BIO""]","22","""0/999""","","","[""Louis Henry Kermott""]","""0/999""","200","[""SC 280"", ""SC 253""]","22","""Human Anatomy & Physiol""","243","false","""D""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0800-0855"", ""W 1045-0145PM""]","""Research""","2004"
"7679","1.0","128","[""BIO""]","11","""1/999""","","","[""Mary C. Henry""]","""0/999""","200","[""SC 278"", ""SC 278"", ""SC 269""]","12","""Animal Physiology""","247","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""T 0800-0925"", ""Th 0800-0920"", ""T 0120-0420PM""]","""Research""","2004"
"7680","1.0","128","[""BIO""]","9","""0/999""","","","[""Mary C. Henry""]","""0/999""","200","[""SC 278"", ""SC 278"", ""SC 269""]","12","""Animal Physiology""","247","false","""B""","1","""0/999""","""0/999""","""O""","20041","[""T 0800-0925"", ""Th 0800-0920"", ""W 1255-0355PM""]","""Research""","2004"
"7681","1.0","128","[""BIO""]","12","""0/999""","","","[""Mary C. Henry""]","""0/999""","200","[""SC 278"", ""SC 278"", ""SC 269""]","12","""Animal Physiology""","247","false","""C""","1","""0/999""","""0/999""","""C""","20041","[""T 0800-0925"", ""Th 0800-0920"", ""Th 0120-0420PM""]","""Research""","2004"
"7682","1.0","130","[""BIO""]","13","""1/999""","","","[""Michael Swift""]","""0/999""","200","[""SC 274"", ""SC 274"", ""SC 229""]","16","""Invertebrate Zoology""","248","false","","1","""0/999""","""0/999""","""O""","20041","[""T 0935-1100"", ""Th 0930-1050"", ""Th 0215-0515PM""]","""Research""","2004"
"7683","1.0","136","[""BIO""]","8","""0/999""","","","[""Jason D. Hill""]","""0/999""","200","[""SC 274"", ""SC 227""]","18","""Plant Morphology""","252","false","","1","""0/999""","""0/999""","""O""","20041","[""MWF 0800-0855"", ""T 0120-0420PM""]","""Research""","2004"
"7684","1.0","139","[""BIO""]","15","""0/999""","","","[""Diane K. Angell""]","""0/999""","200","[""HH 501"", ""SC 248""]","18","""Ecological Principles""","261","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0800-0855"", ""M 1255-0355PM""]","""Research""","2004"
"7685","1.0","139","[""BIO""]","17","""0/999""","","","[""Diane K. Angell""]","""0/999""","200","[""HH 501"", ""SC 248""]","18","""Ecological Principles""","261","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0800-0855"", ""W 1255-0355PM""]","""Research""","2004"
"7686","1.0","139","[""BIO""]","16","""0/999""","","","[""Diane K. Angell""]","""0/999""","200","[""HH 501"", ""SC 248""]","18","""Ecological Principles""","261","false","""C""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0800-0855"", ""Th 0800-1100""]","""Research""","2004"
"7687","1.0","144","[""BIO""]","6","""0/0""","","","[""Staff""]","""0/0""","200","","0","""IS in India""","271","false","","1","""0/0""","""0/0""","""O""","20041","","""Research""","2004"
"7688","1.0","145","[""BIO""]","6","""0/0""","","","[""Staff""]","""0/0""","200","","0","""IS in India""","272","false","","1","""0/0""","""0/0""","""C""","20041","","""Research""","2004"
"7689","0.25","152","[""BIO""]","10","""0/999""","","","[""Anne Walter""]","""0/999""","200","[""SC 210""]","12","""Top: Neuro/Disease""","291","false","","1","""0/999""","""0/999""","""O""","20041","[""M 0700-0830PM""]","""Topic""","2004"
"7690","1.0","153","[""BIO""]","1","""0/999""","","","[""Michael Swift""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7691","1.0","154","[""BIO""]","8","""0/999""","","","[""Louis Henry Kermott""]","""0/999""","200","","999","""IS/Human Gross Anat""","298","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7692","1.0","154","[""BIO""]","1","""0/999""","","","[""Jean C. Porterfield""]","""0/999""","200","","999","""IS/Pediatric Eye Care""","298","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7693","1.0","154","[""BIO""]","1","""0/999""","","","[""Mary C. Henry""]","""0/999""","200","","999","""IS/Women's Health""","298","false","""B""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7694","1.0","154","[""BIO""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""C""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7695","1.0","154","[""BIO""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","""D""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7696","1.0","156","[""BIO""]","0","""0/0""","","","[""Staff""]","""0/0""","300","","0","""IR in India""","321","false","","1","""0/0""","""0/0""","""O""","20041","","""Research""","2004"
"7697","1.0","157","[""BIO""]","0","""0/0""","","","[""Staff""]","""0/0""","300","","0","""IR in India""","322","false","","1","""0/0""","""0/0""","""O""","20041","","""Research""","2004"
"7698","1.0","158","[""BIO""]","10","""0/999""","","","[""Anne Walter""]","""0/999""","300","[""SC 274"", ""SC 263""]","16","""Cell Physiology""","341","false","","1","""0/999""","""0/999""","""O""","20041","[""MWF 0905-1000"", ""Th 0120-0420PM""]","""Research""","2004"
"7699","1.0","161","[""BIO""]","8","""0/999""","","","[""Kathleen L. Shea""]","""0/999""","300","[""SC 110"", ""SC 248"", ""SC 210""]","10","""Field Ecology""","371","false","","1","""0/999""","""0/999""","""O""","20041","[""T 0120-0220PM"", ""T 0230-0530PM"", ""Th 0215-0405PM""]","""Research""","2004"
"7700","1.0","166","[""BIO""]","13","""0/999""","","","[""Theodore Johnson""]","""0/999""","300","[""SC 274"", ""SC 210""]","12","""Immunology""","382","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140"", ""T 0100-0300PM""]","""Research""","2004"
"7701","1.0","166","[""BIO""]","14","""0/999""","","","[""Theodore Johnson""]","""0/999""","300","[""SC 274"", ""SC 210""]","12","""Immunology""","382","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140"", ""W 0200-0400PM""]","""Research""","2004"
"7702","1.0","174","[""BIO""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7703","1.0","175","[""BIO""]","1","""0/999""","","","[""Mary C. Henry""]","""0/999""","300","","999","""IR/Learning in Flies""","398","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7704","1.0","175","[""BIO""]","1","""0/999""","","","[""Michael Swift""]","""0/999""","300","","999","""IR/Age/Growth Mussels""","398","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7705","1.0","175","[""BIO""]","1","""0/999""","","","[""Jean C. Porterfield""]","""0/999""","300","","999","""IR/MN Darter Genetics""","398","false","""B""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7706","1.0","175","[""BIO""]","1","""0/999""","","","[""Anne Walter""]","""0/999""","300","","999","""IR/Probing Membranes""","398","false","""C""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7707","1.0","175","[""BIO""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""D""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7708","1.0","175","[""BIO""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""E""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7709","1.0","175","[""BIO""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""F""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7710","1.0","175","[""BIO""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""G""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7711","1.0","175","[""BIO""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""H""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7712","1.0","176","[""AMCON""]","23","""0/999""","","","[""Mary Titus""]","""0/999""","100","[""BMC 109""]","24","""Freedoms: 1607-1865""","101","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"7713","1.0","176","[""AMCON""]","23","""0/999""","","","[""L. DeAne Lagerquist""]","""0/999""","100","[""BMC 101""]","24","""Freedoms: 1607-1865""","101","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"7714","1.0","178","[""AMCON""]","14","""0/999""","","","[""Matthew Rohn""]","""0/999""","200","[""SC 129""]","24","""Remaking Am: 1845-1945""","201","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"7715","1.0","178","[""AMCON""]","11","""0/999""","","","[""Judy Kutulas""]","""0/999""","200","[""SC 110""]","24","""Remaking Am: 1845-1945""","201","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"7716","1.0","187","[""CHEM""]","67","""46/999""","","","[""Anthony T. Watson""]","""0/999""","100","[""SC 282""]","72","""General Chemistry""","121","false","","1","""0/999""","""0/999""","""O""","20041","[""MWF 1045-1140""]","""Research""","2004"
"7717","0.0","188","[""CHEM""]","0","""13/999""","","","[""Paul T. Jackson""]","""0/999""","100","[""SC 371""]","21","""Gen Chemistry/Lab""","121","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""M 0200-0500PM""]","""Lab""","2004"
"7718","0.0","188","[""CHEM""]","0","""16/999""","","","[""Anthony T. Watson""]","""0/999""","100","[""SC 371""]","21","""Gen Chemistry/Lab""","121","false","""C""","1","""0/999""","""0/999""","""C""","20041","[""T 0800-1100""]","""Lab""","2004"
"7719","0.0","188","[""CHEM""]","0","""16/999""","","","[""Paul T. Jackson""]","""0/999""","100","[""SC 371""]","21","""Gen Chemistry/Lab""","121","false","""D""","1","""0/999""","""0/999""","""C""","20041","[""T 1145-0245PM""]","""Lab""","2004"
"7720","1.0","190","[""CHEM""]","10","""3/999""","","","[""Mary Walczak""]","""0/999""","100","[""SC 378"", ""SC 378"", ""SC 371""]","24","""A Matter of Environ""","124","false","","1","""0/999""","""0/999""","""O""","20041","[""T 0935-1100"", ""Th 0930-1050"", ""W 0100-0400PM""]","""Research""","2004"
"7721","1.0","192","[""CHEM""]","53","""43/999""","","","[""Wesley Pearson""]","""0/999""","100","[""SC 282""]","55","""Struct Chem & Equilib""","125","false","""A""","1","""0/999""","""0/999""","""O""","20041","[""MWF 0800-0855""]","""Research""","2004"
"7722","0.0","193","[""CHEM""]","0","""13/999""","","","[""Patrick N. Riley""]","""0/999""","100","[""SC 374/363""]","16","""Struct Chem/Lab""","125","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""M 0200-0500PM""]","""Lab""","2004"
"7723","1.0","192","[""CHEM""]","55","""38/999""","","","[""Patrick N. Riley""]","""0/999""","100","[""SC 282""]","55","""Struct Chem & Equilib""","125","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0905-1000""]","""Research""","2004"
"7724","0.0","193","[""CHEM""]","0","""17/999""","","","[""Beth Abdella""]","""0/999""","100","[""SC 374/363""]","16","""Struct Chem/Lab""","125","false","""B""","1","""0/999""","""0/999""","""C""","20041","[""T 0800-1100""]","""Lab""","2004"
"7725","1.0","192","[""CHEM""]","46","""32/999""","","","[""Beth Abdella""]","""0/999""","100","[""SC 378""]","45","""Struct Chem & Equilib""","125","false","""C""","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"7726","0.0","193","[""CHEM""]","0","""19/999""","","","[""Wesley Pearson""]","""0/999""","100","[""SC 374/363""]","16","""Struct Chem/Lab""","125","false","""C""","1","""0/999""","""0/999""","""C""","20041","[""T 1145-0245PM""]","""Lab""","2004"
"7727","1.0","192","[""CHEM""]","42","""36/999""","","","[""Beth Abdella""]","""0/999""","100","[""SC 378""]","45","""Struct Chem & Equilib""","125","false","""D""","1","""0/999""","""0/999""","""O""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"7728","0.0","193","[""CHEM""]","0","""20/999""","","","[""Patrick N. Riley""]","""0/999""","100","[""SC 374/363""]","16","""Struct Chem/Lab""","125","false","""D""","1","""0/999""","""0/999""","""C""","20041","[""T 0300-0600PM""]","""Lab""","2004"
"7729","0.0","193","[""CHEM""]","0","""17/999""","","","[""Wesley Pearson""]","""0/999""","100","[""SC 374/363""]","24","""Struct Chem/Lab""","125","false","""E""","1","""0/999""","""0/999""","""C""","20041","[""W 0200-0500PM""]","""Lab""","2004"
"7730","0.0","193","[""CHEM""]","0","""27/999""","","","[""Gregory W. Muth""]","""0/999""","100","[""SC 374/363""]","24","""Struct Chem/Lab""","125","false","""F""","1","""0/999""","""0/999""","""C""","20041","[""Th 0800-1100""]","""Lab""","2004"
"7731","0.0","193","[""CHEM""]","0","""20/999""","","","[""Gregory W. Muth""]","""0/999""","100","[""SC 374/371""]","24","""Struct Chem/Lab""","125","false","""G""","1","""0/999""","""0/999""","""C""","20041","[""Th 1250-0350PM""]","""Lab""","2004"
"7732","0.0","193","[""CHEM""]","0","""18/999""","","","[""Patrick N. Riley""]","""0/999""","100","[""SC 374/363""]","24","""Struct Chem/Lab""","125","false","""H""","1","""0/999""","""0/999""","""C""","20041","[""Th 0300-0600PM""]","""Lab""","2004"
"7733","1.0","196","[""CHEM""]","61","""0/999""","","","[""Gary O. Spessard""]","""0/999""","200","[""SC 378""]","50","""Organic Chemistry""","247","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0800-0855""]","""Research""","2004"
"7734","1.0","196","[""CHEM""]","58","""0/999""","","","[""Robert Hanson""]","""0/999""","200","[""SC 378""]","65","""Organic Chemistry""","247","false","""B""","1","""0/999""","""0/999""","""O""","20041","[""MWF 0905-1000""]","""Research""","2004"
"7735","0.25","199","[""CHEM""]","23","""0/999""","","","[""Gary O. Spessard""]","""0/999""","200","[""SC 378/311""]","14","""Synthesis Lab""","253","true","""A""","1","""0/999""","""0/999""","""C""","20041","[""M 0200-0500PM""]","""Lab""","2004"
"7736","0.25","199","[""CHEM""]","18","""0/999""","","","[""Gary O. Spessard""]","""0/999""","200","[""SC 378/311""]","14","""Synthesis Lab""","253","true","""B""","1","""0/999""","""0/999""","""C""","20041","[""T 0800-1100""]","""Lab""","2004"
"7737","0.25","199","[""CHEM""]","18","""0/999""","","","[""Robert Hanson""]","""0/999""","200","[""SC 378/311""]","14","""Synthesis Lab""","253","true","""C""","1","""0/999""","""0/999""","""C""","20041","[""T 0120-0420PM""]","""Lab""","2004"
"7738","0.25","199","[""CHEM""]","19","""0/999""","","","[""Gary O. Spessard""]","""0/999""","200","[""SC 378/311""]","14","""Synthesis Lab""","253","true","""D""","1","""0/999""","""0/999""","""C""","20041","[""W 0200-0500PM""]","""Lab""","2004"
"7739","0.25","199","[""CHEM""]","20","""0/999""","","","[""Robert Hanson""]","""0/999""","200","[""SC 378/311""]","14","""Synthesis Lab""","253","true","""E""","1","""0/999""","""0/999""","""C""","20041","[""Th 0800-1100""]","""Lab""","2004"
"7740","0.25","199","[""CHEM""]","22","""0/999""","","","[""Anthony T. Watson""]","""0/999""","200","[""SC 378/311""]","14","""Synthesis Lab""","253","true","""F""","1","""0/999""","""0/999""","""C""","20041","[""Th 1250-0350PM""]","""Lab""","2004"
"7741","1.0","201","[""CHEM""]","16","""0/999""","","","[""Paul T. Jackson""]","""0/999""","200","[""SC 374"", ""SC 374""]","16","""Analytical Chem""","255","false","","1","""0/999""","""0/999""","""C""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"7742","0.25","202","[""CHEM""]","16","""0/999""","","","[""Paul T. Jackson""]","""0/999""","200","[""SC 321""]","16","""Analytical Lab""","256","true","","1","""0/999""","""0/999""","""C""","20041","[""W 0100-0500PM""]","""Lab""","2004"
"7743","1.0","204","[""CHEM""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7744","1.0","204","[""CHEM""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7745","1.0","205","[""CHEM""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7746","0.25","206","[""CHEM""]","11","""0/999""","","","[""Jeffrey J. Schwinefus""]","""0/999""","300","[""SC 329""]","12","""Physical Lab""","357","true","""A""","1","""0/999""","""0/999""","""O""","20041","[""T 0120-0520PM""]","""Lab""","2004"
"7747","0.25","206","[""CHEM""]","6","""0/999""","","","[""Jeffrey J. Schwinefus""]","""0/999""","300","[""SC 329""]","12","""Physical Lab""","357","true","""B""","1","""0/999""","""0/999""","""O""","20041","[""W 0100-0500PM""]","""Lab""","2004"
"7748","1.0","207","[""CHEM""]","18","""0/999""","","","[""Jeffrey J. Schwinefus""]","""0/999""","300","[""SC 374""]","24","""Physical Chemistry""","371","false","","1","""0/999""","""0/999""","""O""","20041","[""MWF 0800-0855""]","""Research""","2004"
"7749","0.25","209","[""CHEM""]","8","""0/999""","","","[""Gregory W. Muth""]","""0/999""","300","[""SC 344""]","8","""Experimental Biochem""","373","true","","1","""0/999""","""0/999""","""C""","20041","[""T 0130-0530PM""]","""Research""","2004"
"7750","0.25","211","[""CHEM""]","1","""0/999""","","","[""Mary Walczak""]","""0/999""","300","","10","""Advanced Lab""","375","true","","1","""0/999""","""0/999""","""O""","20041","","""Lab""","2004"
"7751","0.25","213","[""CHEM""]","4","""0/999""","","","[""Douglas J. Beussman""]","""0/999""","300","[""SC 321/326"", ""SC 310""]","4","""Instr Analysis Lab""","378","true","""A""","1","""0/999""","""0/999""","""C""","20041","[""T 0120-0520PM"", ""M 0305-0405PM""]","""Lab""","2004"
"7752","0.25","213","[""CHEM""]","4","""0/999""","","","[""Douglas J. Beussman""]","""0/999""","300","[""SC 321/326"", ""SC 310""]","4","""Instr Analysis Lab""","378","true","""B""","1","""0/999""","""0/999""","""C""","20041","[""W 0100-0500PM"", ""M 0305-0405PM""]","""Lab""","2004"
"7753","1.0","214","[""CHEM""]","57","""0/999""","","","[""Gregory W. Muth""]","""0/999""","300","[""SC 280""]","60","""Biochemistry I""","379","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"7754","1.0","217","[""CHEM""]","8","""0/999""","","","[""Douglas J. Beussman""]","""0/999""","300","[""SC 310""]","8","""Instrumental Analysis""","382","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1045-1140""]","""Research""","2004"
"7755","1.0","222","[""CHEM""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7756","1.0","223","[""CHEM""]","1","""0/999""","","","[""Douglas J. Beussman""]","""0/999""","300","","999","""IR/Forensic Sci Rsrch""","398","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7757","1.0","223","[""CHEM""]","1","""0/999""","","","[""Gary O. Spessard""]","""0/999""","300","","999","""IR/Green Chemistry""","398","false","""A""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7758","1.0","223","[""CHEM""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","""B""","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7759","1.0","229","[""CLASS""]","27","""0/999""","","","[""Steve T. Reece""]","""0/999""","200","[""OM 031"", ""OM 031""]","30","""Greek & Roman Myth-Tr""","241","false","","1","""0/999""","""0/999""","""C""","20041","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2004"
"7760","1.0","233","[""CLASS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7761","1.0","234","[""CLASS""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7762","1.0","235","[""CLASS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7763","1.0","236","[""CLASS""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7764","1.0","237","[""CHIN""]","3","""2/999""","","","[""Richard Bodman""]","""0/999""","100","[""OM 001"", ""OM 002""]","15","""Beginning Chinese I""","111","false","""A""","1","""0/999""","""0/999""","""O""","20041","[""MWF 0905-1000"", ""T 0800-0925""]","""Research""","2004"
"7765","1.0","237","[""CHIN""]","5","""5/999""","","","[""Richard Bodman""]","""0/999""","100","[""OM 001"", ""OM 001""]","15","""Beginning Chinese I""","111","false","""B""","1","""0/999""","""0/999""","""O""","20041","[""MWF 1150-1245PM"", ""T 0935-1100""]","""Research""","2004"
"7766","1.0","237","[""CHIN""]","6","""6/999""","","","[""Richard Bodman""]","""0/999""","100","[""OM 001"", ""OM 001""]","15","""Beginning Chinese I""","111","false","""C""","1","""0/999""","""0/999""","""O""","20041","[""MWF 0905-1000"", ""T 0935-1100""]","""Research""","2004"
"7767","1.0","237","[""CHIN""]","6","""3/999""","","","[""Richard Bodman""]","""0/999""","100","[""OM 001"", ""OM 002""]","15","""Beginning Chinese I""","111","false","""D""","1","""0/999""","""0/999""","""O""","20041","[""MWF 1150-1245PM"", ""T 0800-0925""]","""Research""","2004"
"7768","1.0","241","[""CHIN""]","18","""1/999""","","","[""Pin Pin Wan""]","""0/999""","200","[""OM 001"", ""OM 011"", ""OM 011""]","25","""Intermed Chinese I""","231","false","","1","""0/999""","""0/999""","""O""","20041","[""MWF 1045-1140"", ""T 1005-1100"", ""Th 0955-1050""]","""Research""","2004"
"7769","1.0","245","[""CHIN""]","3","""0/999""","","","[""Pin Pin Wan""]","""0/999""","200","[""OM 036""]","15","""Advanced Chinese I""","251","false","","1","""0/999""","""0/999""","""O""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"7770","1.0","248","[""CHIN""]","0","""0/999""","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7771","1.0","249","[""CHIN""]","1","""1/999""","","","[""Pin Pin Wan""]","""0/999""","200","","999","""IS/Film in Chinese""","298","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7772","1.0","251","[""CHIN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7773","1.0","252","[""CHIN""]","0","""0/999""","","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","1","""0/999""","""0/999""","""O""","20041","","""Research""","2004"
"7774","1.0","259","[""ECON""]","31","""17/999""","","","[""Rebecca Judge""]","""0/999""","100","[""HH 317""]","28","""Principles of Econ""","121","false","""A""","1","""0/999""","""0/999""","""C""","20041","[""MWF 0800-0855""]","""Research""","2004"
"7775","1.0","259","[""ECON""]","22","""14/999""","","","[""Mark Pernecky""]","""0/999""","100","[""HH 413""]","28","""Principles of Econ""","121","false","""B""","1","""0/999""","""0/999""","""O""","20041","[""MWF 0905-1000""]","""Research""","2004"
"7776","1.0","259","[""ECON""]","26","""4/999""","","","[""Mark Pernecky""]","""0/999""","100","[""HH 413""]","28","""Principles of Econ""","121","false","""C""","1","""0/999""","""0/999""","""O""","20041","[""MWF 1045-1140""]","""Research""","2004"
"7777","1.0","259","[""ECON""]","24","""10/999""","","","[""Daniel B. Kramer""]","""0/999""","100","[""HH 413""]","28","""Principles of Econ""","121","false","""D""","1","""0/999""","""0/999""","""O""","20041","[""MWF 1255-0150PM""]","""Research""","2004"
"7778","1.0","259","[""ECON""]","26","""13/999""","","","[""Daniel B. Kramer""]","""0/999""","100","[""HH 413""]","28","""Principles of Econ""","121","false","""E""","1","""0/999""","""0/999""","""O""","20041","[""MWF 0200-0255PM""]","""Research""","2004"
"7779","1.0","259","[""ECON""]","27","""21/999""","","","[""David Schodt""]","""0/999""","100","[""SC 184"", ""SC 184""]","28","""Principles of Econ""","121","false","""F""","1","""0/999""","""0/999""","""C""","20041","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Research""","2004"
"7780","1.0","264","[""ECON""]","19","""0/999""","","","[""Edward David Emery""]","""0/999""","200","[""OM 004"", ""OM 004""]","25","""Economic Methods""","233","false","","1","""0/999""","""0/999""","""O""","20041","[""T 0800-0925"", ""Th 0800-0920""]","""Research""","2004"
"7781","1.0","267","[""ECON""]","27","""0/999""","","","[""Daniel B. Kramer""]","""0/999""","200","[""HH 317""]","25","""Environmental Econ""","242","false","","1","""0/999""","""0/999""","""C""","20041","[""MWF 1150-1245PM""]","""Research""","2004"
"7782","1.0","270","[""ECON""]","18","""1/999""","","","[""Edward David Emery""]","""0/999""","200","[""OM 004"", ""OM 004""]","25","""Health Care Econ""","245","false","","1","""0/999""","""0/999""","""O""","20041","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Research""","2004"
"7783","1.0","272","[""ECON""]","21","""0/999""","","","[""Steve Soderlind""]","""0/999""","200","[""HH 301""]","25","""Urban Economics""","249","false","","1","""0/999""","""0/999""","""O""","20041","[""MWF 0800-0855""]","""Research""","2004"
"7784","1.0","274","[""ECON""]","16","""0/999""","","","[""Paul Wojick""]","""0/999""","200","[""OM 002""]","25","""Macroeconomic Theory""","261","false","""A""","1","""0/999""","""0/999""","""O""","20041","[""MWF 0800-0855""]","""Research""","2004"
