"clbid","credits","crsid","departments","enrolled","firsties","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"23182","1.0","4","[""AMST""]","24","""1/999""","","[""James Farrell""]","""8/999""","100","[""CH 111""]","25","""Perspec Amer Culture""","100","false","","1","""8/999""","""8/999""","""O""","19981","[""MWF 0905-1000""]","""Research""","1998"
"23183","1.0","12","[""AMST""]","1","""0/999""","","[""James Farrell""]","""0/999""","200","","999","""IS/Nature Writers""","298","false","","1","""0/999""","""0/999""","""O""","19981","","""Research""","1998"
"23184","1.0","14","[""AMST""]","1","""0/999""","","[""James Farrell""]","""0/999""","300","","999","""Academic Internship""","394","true","","1","""0/999""","""0/999""","""O""","19981","","""Research""","1998"
"23185","1.0","15","[""AMST""]","1","""0/999""","","[""James Farrell""]","""0/999""","300","","999","""IR/Essay: Mall-America""","398","false","","1","""0/999""","""0/999""","""O""","19981","","""Research""","1998"
"23186","0.5","19","[""ART""]","19","""10/9""","","[""John Saurer""]","""2/3""","100","[""FH 42""]","22","""Found Perceptual Draw""","111","false","""A""","1","""2/2""","""9/9""","""O""","19981","[""TTh 0120-0245PM""]","""Research""","1998"
"23187","0.5","19","[""ART""]","20","""17/18""","","[""John Saurer""]","""0/3""","100","[""FH 42""]","22","""Found Perceptual Draw""","111","false","""B""","1","""2/2""","""2/11""","""O""","19981","[""TTh 0305-0430PM""]","""Research""","1998"
"23188","0.5","20","[""ART""]","17","""6/6""","","[""Jan Shoger""]","""3/5""","100","[""FH 42""]","22","""Found Conceptual Draw""","112","false","","1","""0/2""","""13/14""","""O""","19981","[""MWF 0200-0255PM""]","""Research""","1998"
"23189","0.5","21","[""ART""]","21","""5/5""","","[""Wendell Arneson""]","""4/4""","100","[""FH AB""]","22","""Found Color Design""","113","false","""A""","1","""3/3""","""9/10""","""O""","19981","[""MWF 0905-1000""]","""Research""","1998"
"23190","0.5","21","[""ART""]","21","""3/2""","","[""Wendell Arneson""]","""4/4""","100","[""FH AB""]","22","""Found Color Design""","113","false","""B""","1","""3/3""","""10/10""","""O""","19981","[""MWF 1045-1140""]","""Research""","1998"
"23191","0.5","22","[""ART""]","16","""11/13""","","[""John Saurer""]","""3/4""","100","[""FH 18""]","18","""Foundation Sculpture""","114","false","""A""","1","""1/2""","""1/9""","""O""","19981","[""TTh 0800-0925""]","""Research""","1998"
