"clbid","credits","crsid","departments","enrolled","firsties","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"23114","1.0","276","[""ECON""]","3","""0/999""","[""Richard Goedde""]","""0/999""","200","","999","""Academic Internship""","294","true","""E""","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23115","1.0","276","[""ECON""]","1","""0/999""","[""Paul Wojick""]","""0/999""","200","","999","""Academic Internship""","294","true","""G""","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23116","1.0","284","[""ECON""]","5","""0/999""","[""Steve Soderlind""]","""0/999""","300","","1","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23117","1.0","284","[""ECON""]","1","""0/999""","[""Paul Wojick""]","""0/999""","300","","999","""Academic Internship""","394","true","""A""","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23118","1.0","299","[""CSCI""]","1","""0/999""","[""Richard Brown""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23119","1.0","299","[""CSCI""]","1","""0/999""","[""Matthew Richey""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23120","1.0","300","[""CSCI""]","1","""0/999""","[""Richard Brown""]","""0/999""","200","","999","""IS/Windows Programmng""","298","false","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23121","1.0","314","[""EDUC""]","1","""0/999""","[""Mark Schelske""]","""0/999""","200","","999","""IS/Comm With Exc Chil""","298","false","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23122","1.0","426","[""ENGL""]","6","""0/999""","[""Richard DuRocher""]","""0/999""","200","","999","""Intro to Shakespeare""","280","false","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23123","1.0","433","[""ENGL""]","2","""0/999""","[""Jan C. Hill""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23124","0.5","434","[""ENGL""]","1","""0/999""","[""Staff""]","""0/999""","200","","999","""IS/Personal Writing""","298","false","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23125","1.0","444","[""ENGL""]","7","""0/999""","[""Richard DuRocher""]","""0/999""","300","","999","""Shakespeare""","380","false","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23126","1.0","449","[""ENGL""]","1","""0/999""","[""Diana Postlethwaite""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23127","1.0","505","[""GERM""]","1","""0/999""","[""Lavern Rippley""]","""0/999""","100","","999","""Beginning German II""","112","false","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23128","1.0","508","[""GERM""]","1","""0/999""","[""Lavern Rippley""]","""0/999""","200","","999","""Intermed German I""","231","false","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23129","1.0","656","[""FAMST""]","2","""0/999""","[""C. George Holt""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23130","1.0","751","[""MATH""]","1","""0/999""","[""Judith Cederberg""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23131","1.0","767","[""MATH""]","2","""0/999""","[""Paul Humke""]","""0/999""","300","","999","""IR/Partial Diff Eqns""","398","false","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23132","1.0","784","[""MGMT""]","1","""0/999""","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23133","1.0","803","[""MUSIC""]","2","""0/999""","[""Charles Forsberg""]","""0/999""","100","[""CHM 222/224""]","999","""The Music Spectrum""","130","false","","5","""0/999""","""0/999""","""O""","19975","[""M-F 0800-0930""]","""Research""","1997"
"23134","1.0","961","[""NURS""]","1","""0/999""","[""Diana Neal""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23153","1.0","973","[""PHIL""]","2","""0/999""","[""John Poling""]","""0/999""","200","[""H 515""]","999","""Phil of Theology""","241","false","","5","""0/999""","""0/999""","""O""","19975","[""M-F 1230-0200PM""]","""Research""","1997"
"23154","1.0","979","[""PHIL""]","7","""0/999""","[""John Poling""]","""0/999""","200","[""H 515""]","999","""Ethics/The Good Life""","252","false","","5","""0/999""","""0/999""","""O""","19975","[""M-F 1000-1130""]","""Research""","1997"
"23155","0.25","997","[""PEAC""]","6","""0/999""","[""Aaron Bentley""]","""0/999""","100","","999","""Golf""","103","false","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23156","1.0","1139","[""PSCI""]","1","""0/999""","[""Charles E. Umbanhowar Sr""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23157","1.0","1136","[""PSCI""]","4","""0/999""","[""Rodney G. Grubb""]","""0/999""","300","[""L 577""]","999","""Amer Foreign Policy""","381","false","","5","""0/999""","""0/999""","""O""","19975","[""M-F 1230-0200PM""]","""Research""","1997"
"23158","1.0","1151","[""PSCI""]","2","""0/999""","[""Charles E. Umbanhowar Sr""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23159","1.0","1151","[""PSCI""]","1","""0/999""","[""Daniel Hofrenning""]","""0/999""","300","","999","""Academic Internship""","394","true","""A""","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23160","1.0","1178","[""PSYCH""]","1","""0/999""","[""McMillan Donna K.""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23161","1.0","1179","[""PSYCH""]","1","""0/999""","[""McMillan Donna K.""]","""0/999""","200","","999","""IS/Eating Disorders""","298","false","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23162","1.0","1188","[""PSYCH""]","1","""0/999""","[""Dana Gross""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23163","1.0","1188","[""PSYCH""]","1","""0/999""","[""Mary Ellen Ross""]","""0/999""","300","","999","""Academic Internship""","394","true","""A""","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23164","1.0","1188","[""PSYCH""]","1","""0/999""","[""Charles Huff""]","""0/999""","300","","999","""Academic Internship""","394","true","""B""","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23165","1.0","1190","[""PSYCH""]","1","""0/999""","[""Charles Huff""]","""0/999""","300","","999","""IR/Gender Bias On Net""","398","false","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23166","1.0","1194","[""REL""]","2","""0/999""","[""Mark A. Granquist""]","""0/999""","200","[""L 577""]","999","""The Greats""","203","false","","5","""0/999""","""0/999""","""O""","19975","[""M-F 1000-1130""]","""Research""","1997"
"23167","1.0","1198","[""REL""]","6","""0/999""","[""Mark A. Granquist""]","""0/999""","200","[""L 577""]","999","""Chr Theol in History""","212","false","","5","""0/999""","""0/999""","""O""","19975","[""M-F 0800-0930""]","""Research""","1997"
"23168","1.0","1236","[""REL""]","1","""0/999""","[""Mark A. Granquist""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23169","1.0","1257","[""REL""]","1","""0/999""","[""Gary Stansell""]","""0/999""","300","","999","""IR/Apocryphal Texts""","398","false","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23170","1.0","1289","[""SOAN""]","14","""0/999""","[""Raymond DeVries""]","""0/999""","100","[""H 516""]","999","""Intro to Sociology""","121","false","","5","""0/999""","""0/999""","""O""","19975","[""M-F 0900-1215PM""]","""Research""","1997"
"23171","1.0","1308","[""SOAN""]","5","""0/999""","[""Michael Leming""]","""0/999""","200","[""H 413""]","999","""Dying,Death,Bereave""","248","false","","5","""0/999""","""0/999""","""O""","19975","[""M-F 0800-0930""]","""Research""","1997"
"23172","1.0","1310","[""SOAN""]","3","""0/999""","[""Michael Leming""]","""0/999""","200","[""H 413""]","999","""Marriage & the Family""","260","false","","5","""0/999""","""0/999""","""O""","19975","[""M-F 1000-1130""]","""Research""","1997"
"23173","1.0","1367","[""SWRK""]","1","""0/999""","[""Naurine Lennox""]","""0/999""","200","","999","""IS/Hmn Bio Appl in Sw""","298","false","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23174","1.0","1394","[""THEAT""]","1","""0/999""","[""William Sonnega""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23175","1.0","1400","[""THEAT""]","1","""0/999""","[""Karen Wilson""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23176","1.0","1400","[""THEAT""]","1","""0/999""","[""William Sonnega""]","""0/999""","300","","999","""Academic Internship""","394","true","""A""","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23177","1.0","1400","[""THEAT""]","1","""0/999""","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","""B""","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"
"23178","1.0","1401","[""THEAT""]","1","""0/999""","[""William Sonnega""]","""0/999""","300","","999","""IR/Music & Persuasion""","398","false","","5","""0/999""","""0/999""","""O""","19975","","""Research""","1997"

