"clbid","credits","crsid","departments","enrolled","firsties","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"9418","1.0","451","[""ENGL""]","2","""0/999""","","[""Carol Holly""]","""0/999""","300","","999","""IR/Nature Literature""","398","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9419","1.0","451","[""ENGL""]","1","""0/999""","","[""James Heynen""]","""0/999""","300","","999","""IR/Adv Creative Writ""","398","false","""A""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9420","1.0","451","[""ENGL""]","1","""0/999""","","[""Eliot K. Wilson""]","""0/999""","300","","999","""IR/Travel Writing""","398","false","""B""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9421","1.0","451","[""ENGL""]","1","""0/999""","","[""Mary Susan Lovett""]","""0/999""","300","","999","""IR/Young Adult Lit""","398","false","""C""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9422","1.0","451","[""ENGL""]","1","""0/999""","","[""Eliot K. Wilson""]","""0/999""","300","","999","""IR/Literary Non-Fict""","398","false","""D""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9423","1.0","452","[""ENGL""]","14","""0/999""","","[""Mary E. Trull""]","""7/999""","300","[""RML 520""]","15","""Sem: Metamorphoses""","399","false","","3","""8/999""","""0/999""","""C""","20043","[""MWF 1045-1140""]","","""Seminar""","2004"
"9424","1.0","454","[""ENVST""]","23","""9/9""","","[""Ann M. Pierce""]","""4/9""","100","[""SC 129""]","26","""Conservation Biology""","125","false","","3","""5/7""","""8/11""","""C""","20043","[""MW 0100-0300PM""]","","""Research""","2004"
"9425","1.0","455","[""ENVST""]","25","""17/18""","","[""Rickard J. Pettersson""]","""0/11""","100","[""SC 129"", ""SC 129""]","26","""Intro: Enviro Studies""","137","false","""A""","3","""3/7""","""5/17""","""O""","20043","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2004"
"9426","1.0","455","[""ENVST""]","23","""9/9""","","[""Rickard J. Pettersson""]","""6/10""","100","[""SC 129"", ""SC 129""]","26","""Intro: Enviro Studies""","137","false","""B""","3","""4/7""","""7/10""","""C""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9427","1.0","455","[""ENVST""]","23","""12/13""","","[""Paul T. Jackson""]","""3/10""","100","[""SC 129""]","26","""Intro: Enviro Studies""","137","false","""C""","3","""4/7""","""6/13""","""C""","20043","[""MWF 0800-0855""]","","""Research""","2004"
"9428","1.0","457","[""ENVST""]","30","""5/5""","","[""James Farrell""]","""3/3""","200","[""HH 403""]","25","""Campus Ecology""","222","false","","3","""6/5""","""5/5""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9429","1.0","459","[""ENVST""]","22","""2/999""","","[""Daniel B. Kramer""]","""7/999""","200","[""HH 301""]","26","""Enviro Policy/Regulat""","232","false","","3","""4/999""","""4/999""","""O""","20043","[""MWF 0200-0255PM""]","","""Research""","2004"
"9430","1.0","460","[""ENVST""]","20","""4/999""","","[""Robert Jacobel""]","""7/999""","200","[""SC 129"", ""SC 129""]","26","""Global Climate Change""","245","false","","3","""8/999""","""7/999""","""C""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9431","1.0","462","[""ENVST""]","24","""0/999""","","[""Emily A. Swanson""]","""18/999""","200","[""SC 129"", ""SC 129""]","26","""Saving Wild Places""","259","false","","3","""8/999""","""0/999""","""C""","20043","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2004"
"9432","1.0","464","[""ENVST""]","1","""0/999""","","[""Rebecca Judge""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9433","1.0","465","[""ENVST""]","0","""0/999""","","[""Paul T. Jackson""]","""0/999""","200","","999","""IS/Eco-Design""","298","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9434","1.0","465","[""ENVST""]","1","""0/999""","","[""Eugene Bakko""]","""0/999""","200","","999","""IS/Sust Agriculture""","298","false","""A""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9435","1.0","466","[""ENVST""]","0","""0/999""","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9436","1.0","467","[""ENVST""]","0","""0/999""","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9437","1.0","468","[""ENVST""]","8","""0/999""","","[""Sheryl D. Breen""]","""0/999""","300","[""HH 515"", ""HH 515""]","15","""Sem: Environ Studies""","399","false","","3","""7/999""","""0/999""","""O""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Seminar""","2004"
"9438","1.0","470","[""IDFA""]","","","","[""Staff"", ""Dan Dressen""]","","200","[""CHM 233"", ""CHM 233""]","","""Perspective-The Arts""","274","false","","3","","","""O""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9439","1.0","473","[""IDFA""]","","","","[""Staff"", ""Dan Dressen""]","","300","[""CHM 232"", ""CHM 232""]","","""Senior Studies""","374","false","","3","","","""O""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9440","1.0","477","[""FREN""]","24","""21/999""","","[""Scott Homler""]","""2/999""","100","[""OM 026""]","30","""Beginning French II""","112","false","","3","""2/999""","""4/999""","""O""","20043","[""MWF 0800-0855""]","","""Research""","2004"
"9441","1.0","479","[""FREN""]","18","""21/999""","","[""M. Clare Mather""]","""1/999""","200","[""OM 031""]","25","""Intermed French I""","231","false","","3","""0/999""","""1/999""","""O""","20043","[""MWF 1255-0150PM""]","","""Research""","2004"
"9442","1.0","480","[""FREN""]","16","""16/999""","","[""Wendy Allen""]","""2/999""","200","[""OM 026""]","25","""Intermed French II""","232","false","""A""","3","""0/999""","""1/999""","""O""","20043","[""MWF 0905-1000""]","","""Research""","2004"
"9443","1.0","480","[""FREN""]","25","""18/999""","","[""Jolene Barjasteh""]","""2/999""","200","[""OM 026""]","25","""Intermed French II""","232","false","""B""","3","""2/999""","""5/999""","""C""","20043","[""MWF 1150-1245PM""]","","""Research""","2004"
"9444","1.0","480","[""FREN""]","22","""16/999""","","[""Scott Homler""]","""1/999""","200","[""OM 026""]","25","""Intermed French II""","232","false","""C""","3","""1/999""","""3/999""","""O""","20043","[""MWF 0200-0255PM""]","","""Research""","2004"
"9445","1.0","485","[""FREN""]","28","""17/999""","","[""Wendy Allen""]","""0/999""","200","[""OM 026"", ""OM 026""]","25","""Intro Literary Analy""","253","false","","3","""0/999""","""8/999""","""C""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9446","1.0","486","[""FREN""]","13","""2/999""","","[""M. Clare Mather""]","""2/999""","200","[""OM 026"", ""OM 026""]","20","""Fr World: Immigr Lit""","271","false","","3","""2/999""","""11/999""","""O""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9447","1.0","490","[""FREN""]","0","""0/999""","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9448","1.0","491","[""FREN""]","1","""0/999""","","[""Wendy Allen""]","""0/999""","200","","999","""IS/Teaching Coll Fren""","298","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9449","1.0","494","[""FREN""]","0","""0/999""","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9450","1.0","495","[""FREN""]","7","""0/999""","","[""Scott Homler""]","""0/999""","300","[""OM 026"", ""OM 026""]","15","""Sem: Enlightenment""","397","false","","3","""0/999""","""0/999""","""O""","20043","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2004"
"9451","1.0","496","[""FREN""]","0","""0/999""","","[""Staff""]","""0/999""","300","","999","""IR/""","398","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9452","1.0","497","[""FREN""]","0","""0/999""","","[""Staff""]","""2/999""","300","[""OM 026"", ""OM 026""]","15","""Sem: Enlightenment""","399","false","","3","""5/999""","""0/999""","""C""","20043","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2004"
"9453","1.0","498","[""GE""]","18","""0/999""","","[""Karen E. Marsalek""]","""0/999""","100","[""DC 204""]","18","""First-Year Writing""","111","false","""A""","3","""0/999""","""0/999""","""C""","20043","[""MWF 0905-1000""]","","""Research""","2004"
"9454","1.0","498","[""GE""]","17","""-1/999""","","[""Mark Allister""]","""0/999""","100","[""RML 421""]","18","""First-Year Writing""","111","false","""B""","3","""0/999""","""1/999""","""C""","20043","[""MWF 0905-1000""]","","""Research""","2004"
"9455","1.0","498","[""GE""]","19","""1/999""","","[""Richard Buckstead""]","""0/999""","100","[""RML 420""]","18","""First-Year Writing""","111","false","""C""","3","""0/999""","""-1/999""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9456","1.0","498","[""GE""]","19","""1/999""","","[""Mary E. Trull""]","""0/999""","100","[""RML 520""]","18","""First-Year Writing""","111","false","""D""","3","""0/999""","""0/999""","""C""","20043","[""MWF 1255-0150PM""]","","""Research""","2004"
"9457","1.0","498","[""GE""]","13","""-1/999""","","[""Mary Steen""]","""0/999""","100","[""RML 515"", ""RML 515""]","18","""First-Year Writing""","111","false","""E""","3","""0/999""","""0/999""","""C""","20043","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2004"
"9458","1.0","498","[""GE""]","17","""-1/999""","","[""Jan C. Hill""]","""0/999""","100","[""RML 421"", ""RML 421""]","18","""First-Year Writing""","111","false","""F""","3","""0/999""","""0/999""","""C""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9459","1.0","498","[""GE""]","18","""1/999""","","[""Richard DuRocher""]","""0/999""","100","[""RML 525"", ""RML 525""]","18","""First-Year Writing""","111","false","""G""","3","""0/999""","""1/999""","""C""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9460","1.0","498","[""GE""]","18","""-1/999""","","[""William A. Gorton""]","""0/999""","100","[""OM 004"", ""OM 004""]","18","""First-Year Writing""","111","false","""H""","3","""0/999""","""0/999""","""C""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9461","1.0","498","[""GE""]","18","""0/999""","","[""Lavern Rippley""]","""0/999""","100","[""OM 030"", ""OM 030""]","18","""First-Year Writing""","111","false","""I""","3","""0/999""","""0/999""","""C""","20043","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2004"
"9462","1.0","498","[""GE""]","16","""0/999""","","[""Joan Hepburn""]","""0/999""","100","[""RML 420"", ""RML 420""]","18","""First-Year Writing""","111","false","""J""","3","""0/999""","""0/999""","""C""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9463","1.0","498","[""GE""]","15","""1/999""","","[""Mary V. Winstead""]","""0/999""","100","[""RML 520"", ""RML 520""]","18","""First-Year Writing""","111","false","""K""","3","""0/999""","""0/999""","""C""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9464","1.0","498","[""GE""]","18","""1/999""","","[""Richard Bodman""]","""-1/999""","100","[""OM 001"", ""OM 001""]","18","""First-Year Writing""","111","false","""L""","3","""0/999""","""1/999""","""C""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9465","1.0","498","[""GE""]","18","""1/999""","","[""Anne G. Sabo""]","""0/999""","100","[""OM 015"", ""OM 015""]","18","""First-Year Writing""","111","false","""M""","3","""0/999""","""-1/999""","""C""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9466","1.0","498","[""GE""]","18","""0/999""","","[""Barrie J. Borich""]","""0/999""","100","[""SH 01"", ""SH 01""]","18","""First-Year Writing""","111","false","""N""","3","""0/999""","""0/999""","""C""","20043","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2004"
"9467","1.0","498","[""GE""]","18","""1/999""","","[""James Heynen""]","""0/999""","100","[""RML 525"", ""RML 525""]","18","""First-Year Writing""","111","false","""O""","3","""0/999""","""0/999""","""C""","20043","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2004"
"9468","1.0","498","[""GE""]","0","""-2/999""","","[""Mary V. Winstead""]","""0/999""","100","","18","""First-Year Writing""","111","false","""P""","3","""0/999""","""0/999""","""C""","20043","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2004"
"9469","1.0","498","[""GE""]","17","""0/999""","","[""Barrie J. Borich""]","""0/999""","100","[""SH 01"", ""SH 01""]","18","""First-Year Writing""","111","false","""Q""","3","""0/999""","""0/999""","""C""","20043","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2004"
"9470","1.0","499","[""GEOG""]","","","","[""Richard Dunning""]","","200","[""OM 015"", ""OM 015""]","","""Human Geography""","232","false","","3","","","""O""","20043","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2004"
"9471","1.0","505","[""GERM""]","11","""11/999""","","[""Lavern Rippley""]","""0/999""","100","[""OM 004""]","30","""Beginning German II""","112","false","""A""","3","""1/999""","""3/999""","""O""","20043","[""MWF 0800-0855""]","","""Research""","2004"
"9472","1.0","505","[""GERM""]","13","""5/999""","","[""Karen R. Achberger""]","""2/999""","100","[""OM 035""]","30","""Beginning German II""","112","false","""B""","3","""4/999""","""0/999""","""O""","20043","[""MWF 0800-0855""]","","""Research""","2004"
"9473","1.0","508","[""GERM""]","22","""19/999""","","[""Karl Fink""]","""1/999""","200","[""OM 004""]","40","""Intermed German I""","231","false","","3","""1/999""","""3/999""","""O""","20043","[""MWF 0905-1000""]","","""Research""","2004"
"9474","1.0","509","[""GERM""]","20","""11/999""","","[""Karen R. Achberger""]","""1/999""","200","[""OM 035""]","40","""Intermed German II""","232","false","","3","""2/999""","""6/999""","""O""","20043","[""MWF 1150-1245PM""]","","""Research""","2004"
"9475","1.0","516","[""GERM""]","15","""7/999""","","[""Karl Fink""]","""2/999""","200","[""OM 004""]","30","""Exploring Non-Fiction""","252","false","","3","""1/999""","""6/999""","""O""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9476","1.0","521","[""GERM""]","13","""2/999""","","[""Lavern Rippley""]","""5/999""","200","[""OM 035"", ""OM 035""]","30","""Top: German Media""","273","false","","3","""5/999""","""2/999""","""O""","20043","[""T 0800-0925"", ""Th 0800-0920""]","","""Topic""","2004"
"9477","1.0","522","[""GERM""]","0","""0/999""","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9478","1.0","523","[""GERM""]","1","""0/999""","","[""Norman M. Watt""]","""0/999""","200","","999","""IS/Hesse Translation""","298","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9479","1.0","529","[""GERM""]","0","""0/999""","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9480","1.0","530","[""GERM""]","1","""0/999""","","[""Karl Fink""]","""0/999""","300","","999","""IR/Images German Hist""","398","false","","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9481","1.0","530","[""GERM""]","1","""0/999""","","[""Karl Fink""]","""0/999""","300","","999","""IR/Arendt/Holocaust""","398","false","""A""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9482","1.0","530","[""GERM""]","1","""0/999""","","[""Lavern Rippley""]","""0/999""","300","","999","""IR/Germ: Soc ISSues""","398","false","""B""","3","""0/999""","""0/999""","""O""","20043","","","""Research""","2004"
"9483","1.0","533","[""GCON""]","22","""0/999""","","[""Jolene Barjasteh""]","""0/999""","100","[""STEENSLAND""]","23","""Medieval Synthesis""","116","false","""A""","3","""0/999""","""0/999""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9484","1.0","533","[""GCON""]","22","""0/999""","","[""Diana Postlethwaite""]","""0/999""","100","[""STEENSLAND""]","23","""Medieval Synthesis""","116","false","""B""","3","""0/999""","""0/999""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9485","1.0","533","[""GCON""]","22","""1/999""","","[""Edmund Santurri""]","""-1/999""","100","[""STEENSLAND""]","23","""Medieval Synthesis""","116","false","""C""","3","""0/999""","""0/999""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9486","1.0","533","[""GCON""]","21","""1/999""","","[""J. L. Carrington""]","""-1/999""","100","[""HH 514""]","23","""Medieval Synthesis""","116","false","""D""","3","""0/999""","""0/999""","""C""","20043","[""MWF 1045-1140""]","","""Research""","2004"
"9487","1.0","535","[""GCON""]","15","""0/999""","","[""Rebecca Judge""]","""0/999""","200","[""HH 302""]","23","""Dissenters/Defenders""","218","false","""A""","3","""0/999""","""-1/999""","""C""","20043","[""MWF 1150-1245PM""]","","""Research""","2004"
"9488","1.0","535","[""GCON""]","21","""0/999""","","[""Colin Wells""]","""0/999""","200","[""STEENSLAND""]","23","""Dissenters/Defenders""","218","false","""B""","3","""0/999""","""0/999""","""C""","20043","[""MWF 1150-1245PM""]","","""Research""","2004"
