"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"69700","1.0","311","[""EDUC""]","0","""0/999""","[""HBS"", ""WRI""]","","","[""Robert W. McClure""]","""0/999""","200","[""TBA""]","999","""Educ Psychology""","290","false","","5","""0/999""","""0/999""","""X""","20085","[""M-F 0900-1200PM""]","""Educational Psychology""","""Research""","2008"
"69721","0.5","1012","[""ESAC""]","11","""1/999""","[""SPM""]","","","[""William Sean Goldsworthy""]","""7/999""","100","[""SAC 112""]","999","""Individual Fitness.50""","133","false","","5","""1/999""","""2/999""","""O""","20085","[""M-F 0230-0400PM""]","""Individual Fitness""","""Research""","2008"
"69722","0.5","1016","[""ESAC""]","0","""0/999""","[""SPM""]","","","[""William Sean Goldsworthy""]","""0/999""","100","[""SAC 112""]","999","""Wt Training Co-Ed .50""","140","false","","5","""0/999""","""0/999""","""O""","20085","[""M-F 0400-0530PM""]","""Weight Training""","""Research""","2008"
"69723","0.25","997","[""ESAC""]","0","""0/999""","[""SPM""]","","","[""Luke Benoit""]","""0/999""","100","","999","""Golf""","103","false","","5","""0/999""","""0/999""","""X""","20085","[""M-F 0300-0500PM""]","","""Research""","2008"
"69930","1.0","411","[""ENGL""]","11","""2/999""","[""ALS-L"", ""MCG""]","","","[""Joseph L. Mbele""]","""3/999""","200","[""TB 227""]","999","""Post-Colonial Lit""","247","false","","5","""2/999""","""4/999""","""O""","20085","[""M-F 1000-1130""]","""Post-Colonial Literatures""","""Research""","2008"
"69931","1.0","406","[""ENGL""]","8","""2/999""","[""ALS-L""]","","","[""Jan C. Hill""]","""3/999""","200","[""RNS 208""]","999","""Children's Literature""","233","false","","5","""0/999""","""3/999""","""O""","20085","[""M-F 1230-0200PM""]","""Children's and Young Adult Literature""","""Research""","2008"
"69935","1.0","1154","[""PSYCH""]","3","""1/999""","[""HBS"", ""IST""]","","","[""Jeremy Loebach""]","""2/999""","100","[""RNS 208""]","999","""Principles: Psych""","125","false","","5","""0/999""","""0/999""","""O""","20085","[""M-F 1000-1130""]","""Principles of Psychology""","""Research""","2008"
"69936","1.0","19414","[""PSYCH""]","3","""0/999""","","","","[""Grace E. Cho""]","""2/999""","300","[""RNS 136""]","4","""Res:Dev Psych Emotion""","396","false","","5","""0/999""","""1/999""","""C""","20085","[""M-F 1000-1130""]","""Directed Undergraduate Research: \""Topic Description\""""","""Research""","2008"
"69974","1.0","417","[""ENGL""]","0","""0/999""","[""WRI""]","","","[""Jan C. Hill""]","""0/999""","200","[""RNS 208""]","999","""Journalistic Writing""","255","false","","5","""0/999""","""0/999""","""X""","20085","[""M-F 0230-0400PM""]","","""Research""","2008"
"70035","1.0","21546","[""ID""]","9","""2/999""","[""ALS-L"", ""HWC""]","","""R""","[""David R. Castro""]","""4/999""","200","","15","""Lit and Common Good""","240","false","","5","""2/999""","""1/999""","""O""","20085","","""Literature and the Preservation of the Common Good""","""Research""","2008"
"70042","1.0","1496","[""ART""]","0","""0/999""","[""ALS-A""]","","","[""Kathryne Fisher""]","""0/999""","200","[""DC 115""]","999","""Ceramics""","207","false","","5","""0/999""","""0/999""","""X""","20085","[""M-F 0230-0400PM""]","","""Research""","2008"
"70048","1.0","982","[""PHIL""]","5","""0/999""","[""EIN""]","","","[""Deepanwita Dasgupta""]","""4/999""","200","[""TB 216""]","999","""Environmental Ethics""","257","false","","5","""0/999""","""1/999""","""O""","20085","[""M-F 1230-0200PM""]","","""Research""","2008"
"70088","1.0","731","[""MATH""]","4","""0/999""","[""AQR""]","","","[""Bruce Hanson""]","""3/999""","100","[""SC 186""]","999","""Calculus I""","120","false","","5","""1/999""","""0/999""","""O""","20085","[""M-F 0800-0930""]","","""Research""","2008"
"70089","1.0","733","[""MATH""]","2","""1/999""","[""AQR""]","","","[""Bruce Hanson""]","""0/999""","100","[""SC 186""]","999","""Calculus II""","126","false","","5","""1/999""","""0/999""","""O""","20085","[""M-F 0800-0930""]","","""Research""","2008"
"70090","1.0","745","[""MATH""]","6","""2/999""","[""WRI""]","","","[""Bruce Hanson""]","""2/999""","200","[""SC 186""]","999","""Elem Real Analysis""","244","false","","5","""0/999""","""2/999""","""O""","20085","[""M-F 1000-1130""]","""Elementary Real Analysis""","""Research""","2008"
"70400","0.5","464","[""ENVST""]","1","""0/999""","","","","[""John D. Schade""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20085","","""Internship""","""Research""","2008"
"70401","0.5","1057","[""ESTH""]","1","""1/999""","","","","[""William Sean Goldsworthy""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20085","","""Internship""","""Research""","2008"
"70411","0.5","153","[""BIO""]","1","""0/999""","","","","[""Theodore Johnson""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""1/999""","""O""","20085","","""Internship""","""Research""","2008"
"70428","0.5","797","[""MEDIA""]","1","""0/999""","","","","[""Jan C. Hill""]","""1/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20085","","""Internship""","""Research""","2008"
"70432","1.0","378","[""DANCE""]","1","""0/999""","","","","[""Susan Bauer""]","""1/999""","300","","999","""IR/Fem Dance Crit Lit Rev""","398","false","","5","""0/999""","""0/999""","""O""","20085","","""Independent Research""","""Research""","2008"
"70438","0.5","1236","[""REL""]","1","""0/999""","","","","[""Anantanand Rambachan""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20085","","","""Research""","2008"
"70439","1.0","625","[""HIST""]","1","""0/999""","","","","[""Anna Kuxhausen""]","""0/999""","200","","999","""IS/Russian Ntl Identity""","298","false","","5","""0/999""","""1/999""","""O""","20085","","""Independent Study""","""Research""","2008"
"70463","1.0","784","[""MGMT""]","1","""0/999""","","","","[""Sian E. Muir""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20085","","""Internship""","""Research""","2008"
"70464","1.0","1401","[""THEAT""]","1","""0/999""","","","","[""Todd F. Edwards""]","""1/999""","300","","999","""IR/Advanced Scene Design""","398","false","","5","""0/999""","""0/999""","""O""","20085","","""Independent Research""","""Research""","2008"
"70498","0.5","1236","[""REL""]","1","""0/999""","","","","[""L. DeAne Lagerquist""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""1/999""","""O""","20085","","","""Research""","2008"
"70499","1.0","1058","[""ESTH""]","1","""0/999""","","","","[""Daniel Hagen""]","""0/999""","200","","999","""IS/Condition Non-Athlete""","298","false","","5","""1/999""","""0/999""","""O""","20085","","""Independent Study""","""Research""","2008"
"70507","1.0","276","[""ECON""]","1","""0/999""","","","","[""Mary Ann Emery""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""1/999""","""O""","20085","","","""Research""","2008"
"70513","0.5","691","[""IS""]","1","""0/999""","","","","[""Douglas Schuurman""]","""1/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20085","","","""Research""","2008"
"70520","0.5","961","[""NURS""]","1","""0/999""","","","","[""Diana Neal""]","""1/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20085","","""Internship""","""Research""","2008"
"70521","1.0","1395","[""THEAT""]","1","""0/999""","","","","[""Jeanne I. Willcoxon""]","""1/999""","200","","999","""IS/Gender & Gods in Theat""","298","false","","5","""0/999""","""0/999""","""O""","20085","","""Independent Study""","""Research""","2008"
"70523","1.0","15","[""AMST""]","1","""0/999""","","","","[""Jeanne I. Willcoxon""]","""1/999""","300","","999","""IR/Image/Women/Pop Media""","398","false","","5","""0/999""","""0/999""","""O""","20085","","""Independent Research""","""Research""","2008"
"70529","0.5","1366","[""SWRK""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20085","","""Internship""","""Research""","2008"
"70530","0.5","624","[""HIST""]","0","""0/999""","","","","[""Eric J. Fure-Slocum""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20085","","""Internship""","""Research""","2008"
"70531","0.5","1315","[""SOAN""]","1","""0/999""","","","","[""Carolyn Anderson""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20085","","""Internship""","""Research""","2008"
"70532","1.0","1139","[""PSCI""]","1","""0/999""","","","","[""Steven C. Hahn""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""1/999""","""O""","20085","","""Internship""","""Research""","2008"
"70539","1.0","69","[""ART""]","1","""0/999""","","","","[""Wendell Arneson""]","""1/999""","200","","999","""IS/Mixed Media Painting""","298","false","","5","""0/999""","""0/999""","""O""","20085","","""Independent Study""","""Research""","2008"
"70544","0.5","153","[""BIO""]","1","""0/999""","","","","[""Jean C. Porterfield""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""1/999""","""O""","20085","","""Internship""","""Research""","2008"
"70592","1.0","1057","[""ESTH""]","1","""0/999""","","","","[""Cynthia Book""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""1/999""","""O""","20085","","""Internship""","""Research""","2008"
"70606","0.5","707","[""ID""]","3","""0/999""","","","","[""Bruce Dalgaard""]","""3/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20085","","","""Research""","2008"
"70608","0.5","20628","[""ID""]","13","""0/999""","","","""R""","[""Heather Campbell""]","""11/999""","200","","999","""Research Across Disciplin""","236","true","","5","""2/999""","""0/999""","""O""","20085","","""Research Strategies Across the Disciplines""","""Research""","2008"
"70612","0.5","784","[""MGMT""]","1","""0/999""","","","","[""Anne Walter""]","""1/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20085","","""Internship""","""Research""","2008"
"70614","0.5","1236","[""REL""]","1","""0/999""","","","","[""Douglas Schuurman""]","""1/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""0/999""","""O""","20085","","","""Research""","2008"
"70647","1.0","752","[""MATH""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","5","""0/999""","""0/999""","""O""","20085","","""Independent Study""","""Research""","2008"
"70649","0.5","707","[""ID""]","3","""0/999""","","","","[""Mary Carlsen""]","""2/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""1/999""","""O""","20085","","","""Research""","2008"
"70650","0.5","707","[""ID""]","3","""0/999""","","","","[""Thomas A. Williamson""]","""2/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""1/999""","""O""","20085","","","""Research""","2008"
"70651","0.5","707","[""ID""]","3","""0/999""","","","","[""Eric J. Fure-Slocum""]","""2/999""","200","","999","""Academic Internship""","294","true","""C""","5","""0/999""","""1/999""","""O""","20085","","","""Research""","2008"
"70652","0.5","276","[""ECON""]","1","""1/999""","","","","[""David Schodt""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20085","","","""Research""","2008"
"70654","1.0","69","[""ART""]","1","""0/999""","","","","[""Nancy M. Thompson""]","""0/999""","200","","999","""IS/Mod Architects: Brazil""","298","false","""A""","5","""0/999""","""1/999""","""O""","20085","","""Independent Study""","""Research""","2008"
"70656","0.5","795","[""MEDIA""]","1","""0/999""","","","","[""William Sonnega""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20085","","""Internship""","""Research""","2008"
"70658","0.5","1236","[""REL""]","1","""0/999""","","","","[""William Poehlmann""]","""1/999""","200","","999","""Academic Internship""","294","true","""C""","5","""0/999""","""0/999""","""O""","20085","","","""Research""","2008"
"70659","1.0","747","[""MATH""]","1","""0/999""","","","","[""Bruce Hanson""]","""0/999""","200","","999","""Abstract Algebra I""","252","false","","5","""0/999""","""1/999""","""C""","20085","","","""Research""","2008"
"70660","0.5","1236","[""REL""]","1","""0/999""","","","","[""David Booth""]","""0/999""","200","","999","""Academic Internship""","294","true","""D""","5","""0/999""","""1/999""","""O""","20085","","","""Research""","2008"
"70668","1.0","1057","[""ESTH""]","1","""0/999""","","","","[""Cynthia Book""]","""1/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""0/999""","""O""","20085","","""Internship""","""Research""","2008"
"70676","1.0","100","[""BIO""]","46","""2/999""","[""IST"", ""SED""]","100","","[""Eric McDonald"", ""Michael Swift"", ""Anne Walter""]","""44/999""","100","","999","""Biological Science""","121","false","","5","""0/999""","""0/999""","""C""","20085","","""Biological Science: Issues in Biology""","""Research""","2008"
"70677","0.0","101","[""BIO""]","46","""46/999""","","100","","[""Eric McDonald"", ""Michael Swift"", ""Anne Walter""]","""0/999""","100","","999","""Biological Science Lab""","121","false","","5","""0/999""","""0/999""","""O""","20085","","","""Lab""","2008"
"70684","1.0","1289","[""SOAN""]","14","""0/999""","[""HBS"", ""MCD""]","","","[""Michael Leming""]","""0/999""","100","","999","""Intro to Sociology""","121","false","","5","""14/999""","""0/999""","""C""","20085","","""Introduction to Sociology""","""Research""","2008"
"70737","1.0","223","[""CHEM""]","1","""0/999""","","","","[""Douglas J. Beussman""]","""1/999""","300","","999","""IR/Maldi-Tof Proteomics""","398","false","""A""","5","""0/999""","""0/999""","""O""","20085","","""Independent Research""","""Research""","2008"
"70739","1.0","434","[""ENGL""]","1","""0/999""","","","","[""Carol Holly""]","""1/999""","200","","999","""IS/Summer at Walden Pond""","298","false","","5","""0/999""","""0/999""","""O""","20085","","""Independent Study""","""Research""","2008"
"70754","1.0","94","[""ASIAN""]","1","""0/999""","","","","[""Robert Entenmann""]","""0/999""","200","","999","""IS/Ancient SE Asian Hist""","298","false","","5","""1/999""","""0/999""","""O""","20085","","""Independent Study""","""Research""","2008"
"70758","1.0","797","[""MEDIA""]","1","""0/999""","","","","[""William Sonnega""]","""1/999""","300","","999","""Academic Internship""","394","true","""A""","5","""0/999""","""0/999""","""O""","20085","","""Internship""","""Research""","2008"
"71275","1.0","205","[""CHEM""]","1","""0/999""","","","","[""Mary Walczak""]","""1/999""","200","","999","""IS/Lake Water Quality""","298","false","","5","""0/999""","""0/999""","""O""","20085","","""Independent Study""","""Research""","2008"
"75435","1.0","687","[""IS""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""IS/""","298","false","","5","""0/999""","""0/999""","""O""","20085","","","""Research""","2008"

