"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"69538","1.0","1207","[""REL""]","8","""1/999""","[""BTS-T"", ""WRI""]","","","[""James Hanson""]","""5/999""","200","[""DC 204""]","999","""St. Paul/Letter/Gospel""","223","false","","5","""0/999""","""2/999""","""O""","20085","[""M-F 1000-1130""]","""Paul: His Letters, His Gospel""","""Research""","2008"
"69539","1.0","1232","[""REL""]","16","""0/999""","[""EIN"", ""WRI""]","","","[""James Hanson""]","""10/999""","200","[""DC 204""]","999","""The Ethics of Jesus""","276","false","","5","""0/999""","""6/999""","""O""","20085","[""M-F 1230-0200PM""]","","""Research""","2008"
"69546","1.0","194","[""CHEM""]","10","""6/999""","[""SED""]","194","","[""Patrick N. Riley""]","""0/999""","100","[""RNS 435""]","999","""Chemical Reactions""","126","false","","5","""1/999""","""3/999""","""O""","20085","[""M-F 1000-1130""]","""Energies and Rates of Chemical Reactions""","""Research""","2008"
"69547","0.0","195","[""CHEM""]","10","""6/999""","","194","","[""Patrick N. Riley""]","""0/999""","100","[""RNS 350""]","999","""Chemical Reactions Lab""","126","false","","5","""1/999""","""3/999""","""O""","20085","[""MW 0100-0400PM""]","","""Lab""","2008"
"69548","1.0","197","[""CHEM""]","40","""11/999""","","","","[""Peter J. Gittins"", ""Wesley Pearson""]","""6/999""","200","[""RNS 310""]","55","""Organic Chemistry II""","248","false","","5","""7/999""","""16/999""","""O""","20085","[""M-F 0800-0930""]","","""Research""","2008"
"69549","0.25","200","[""CHEM""]","20","""6/999""","","","","[""Peter J. Gittins"", ""Wesley Pearson""]","""4/999""","200","[""RNS 340""]","24","""Synthesis Lab II""","254","true","""A""","5","""1/999""","""9/999""","""C""","20085","[""MW 0100-0400PM""]","""Synthesis Laboratory II""","""Lab""","2008"
"69550","0.25","200","[""CHEM""]","21","""6/999""","","","","[""Peter J. Gittins"", ""Wesley Pearson""]","""2/999""","200","[""RNS 340""]","24","""Synthesis Lab II""","254","true","""B""","5","""6/999""","""7/999""","""C""","20085","[""TTh 0100-0400PM""]","""Synthesis Laboratory II""","""Lab""","2008"
"69629","1.0","1398","[""THEAT""]","0","""0/999""","","","","[""Todd F. Edwards""]","""0/999""","300","[""TB Haugen""]","999","""Top: Stage Combat""","379","false","","5","""0/999""","""0/999""","""X""","20085","[""M-F 1000-1130""]","""Topics in Interpretation and Theater""","""Topic""","2008"
"69630","1.0","1376","[""THEAT""]","0","""0/999""","[""ALS-A"", ""ORC""]","","","[""Jeanne I. Willcoxon""]","""0/999""","100","[""TB Haugen""]","999","""Acting for Non-Majors""","115","false","","5","""0/999""","""0/999""","""X""","20085","[""M-F 1230-0200PM""]","""Acting for the Non-Major""","""Research""","2008"
"69696","1.0","1476","[""WMNST""]","4","""0/999""","[""MCD""]","","","[""Anna Kuxhausen""]","""2/999""","100","[""HH 302""]","999","""Intro Womens Studies""","121","false","","5","""0/999""","""2/999""","""O""","20085","[""M-F 1000-1130""]","""Introduction to Women's Studies""","""Research""","2008"
