"clbid","credits","crsid","departments","enrolled","firsties","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"27022","1.0","1198","[""REL""]","5","""0/999""","[""Mark A. Granquist""]","""0/999""","200","[""L 577""]","999","""Chr Theol in History""","212","false","","5","""0/999""","""0/999""","""O""","19995","[""M-F 0800-0930""]","""Research""","1999"
"27023","1.0","1201","[""REL""]","1","""0/999""","[""Susan Lindley""]","""0/999""","200","","999","""Types Protestantism""","215","false","","5","""0/999""","""0/999""","""O""","19995","","""Research""","1999"
"27024","1.0","1239","[""REL""]","1","""0/999""","[""Eric Lund""]","""0/999""","200","","999","""IS/Comparative Monoth""","298","false","","5","""0/999""","""0/999""","""O""","19995","","""Research""","1999"
"27026","1.0","1308","[""SOAN""]","6","""0/999""","[""Michael Leming""]","""0/999""","200","[""H 403""]","999","""Dying,Death,Bereave""","248","false","","5","""0/999""","""0/999""","""O""","19995","[""M-F 0800-0930""]","""Research""","1999"
"27027","1.0","1310","[""SOAN""]","9","""0/999""","[""Michael Leming""]","""0/999""","200","[""H 403""]","999","""Marriage & the Family""","260","false","","5","""0/999""","""0/999""","""O""","19995","[""M-F 1000-1130""]","""Research""","1999"
"27028","1.0","1315","[""SOAN""]","1","""0/999""","[""Michael Leming""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","19995","","""Research""","1999"
"27029","1.0","1317","[""SOAN""]","1","""0/999""","[""Michael Leming""]","""0/999""","300","[""H 403""]","999","""Found Soc Sci Resrch""","371","false","","5","""0/999""","""0/999""","""O""","19995","[""M-F 1230-0200PM""]","""Research""","1999"
"27030","1.0","1319","[""SOAN""]","1","""0/999""","[""Raymond DeVries""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","19995","","""Research""","1999"
"27031","1.0","1400","[""THEAT""]","1","""0/999""","[""Gary C. Gisselman""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","19995","","""Research""","1999"
"27032","1.0","1401","[""THEAT""]","1","""0/999""","[""Gary C. Gisselman""]","""0/999""","300","","999","""IR/Theatre Management""","398","false","","5","""0/999""","""0/999""","""O""","19995","","""Research""","1999"

