"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"85779","1.0","106","[""BIO""]","17","""5/999""","[""IST"", ""SED""]","106","","[""John Giannini""]","""4/999""","100","[""RNS 390""]","18","""Cell Bio & Genetics""","125","false","","4","""3/999""","""5/999""","""O""","20114","[""M-F 1000-1130""]","""Cellular Biology and Genetics""","""Research""","2011"
"85780","0.0","107","[""BIO""]","17","""5/999""","","106","","[""John Giannini""]","""4/999""","100","[""RNS 255""]","18","""Cell Bio & Genetics Lab""","125","false","","4","""3/999""","""5/999""","""O""","20114","[""W 0100-0500PM""]","","""Lab""","2011"
"85781","1.0","792","[""MEDIA""]","9","""0/999""","[""MCD"", ""ORC""]","","","[""William Sonnega""]","""3/999""","100","[""TB 216""]","999","""Mass Media""","160","false","","4","""1/999""","""5/999""","""O""","20114","[""M-F 0800-0930""]","","""Research""","2011"
"86171","1.0","19735","[""PSCI""]","8","""0/999""","[""EIN"", ""WRI""]","","","[""J. Patrick Dale""]","""4/999""","200","[""DC 204""]","10","""Citizenship War Terror""","284","false","","4","""1/999""","""3/999""","""O""","20114","[""M-F 0230-0400PM""]","""Ethics of Citizenship in Times of War and Terrorism""","""Research""","2011"
"86172","1.0","1103","[""PSCI""]","0","""0/999""","[""HBS"", ""MCD""]","","","[""Henriet Hendriks""]","""0/999""","100","[""DC 204""]","999","""American Politics""","111","false","","4","""0/999""","""0/999""","""X""","20114","[""M-F 0800-0930""]","","""Research""","2011"
"86173","1.0","18785","[""PSCI""]","5","""0/999""","[""HBS"", ""HWC""]","","","[""J. Patrick Dale""]","""1/999""","200","[""DC 204""]","999","""European Social Democracy""","283","false","","4","""2/999""","""2/999""","""O""","20114","[""M-F 1230-0200PM""]","","""Research""","2011"
"86174","1.0","25198","[""PSCI""]","1","""0/999""","[""HBS""]","","""R""","[""Henriet Hendriks""]","""1/999""","200","[""DC 204""]","999","""Media and Politics""","211","false","","4","""0/999""","""0/999""","""C""","20114","[""M-F 1000-1130""]","","""Research""","2011"
"86175","1.0","1289","[""SOAN""]","5","""1/999""","[""HBS"", ""MCD""]","","","[""Ibtesam Al Atiyat""]","""2/999""","100","[""HH 403""]","999","""Intro to Sociology""","121","false","","4","""0/999""","""2/999""","""O""","20114","[""M-F 0800-0930""]","""Introduction to Sociology""","""Research""","2011"
"86178","0.5","1012","[""ESAC""]","10","""2/999""","[""SPM""]","","","[""Tegtmeyer Judith""]","""5/999""","100","[""SAC 112""]","999","""Individual Fitness.50""","133","false","","4","""2/999""","""1/999""","""O""","20114","[""M-F 0230-0400PM""]","""Individual Fitness""","""Research""","2011"
"86179","0.5","1016","[""ESAC""]","7","""0/999""","[""SPM""]","","","[""Robert K. McCarthy""]","""1/999""","100","[""SAC 112""]","999","""Wt Training Co-Ed .50""","140","false","","4","""2/999""","""4/999""","""O""","20114","[""M-F 0800-0930""]","""Weight Training""","""Research""","2011"
"86182","1.0","1376","[""THEAT""]","0","""0/999""","[""ALS-A"", ""ORC""]","","","[""Jeanne I. Willcoxon""]","""0/999""","100","[""TB Haugen""]","999","""Acting for Non-Majors""","115","false","","4","""0/999""","""0/999""","""X""","20114","[""M-F 1000-1130""]","""Acting for the Non Major""","""Research""","2011"
"86183","1.0","1398","[""THEAT""]","0","""0/999""","","","","[""Todd F. Edwards""]","""0/999""","300","[""TB Kelsey""]","999","""Top: Stage Combat""","379","false","","4","""0/999""","""0/999""","""X""","20114","[""M-F 1230-0200PM""]","""Topics in Interpretation and Theater""","""Topic""","2011"
"86184","1.0","1375","[""THEAT""]","4","""0/999""","[""ALS-A"", ""MCD"", ""ORC""]","","","[""Jeanne I. Willcoxon""]","""0/999""","100","[""TB 216""]","999","""Intro to Theater""","110","false","","4","""1/999""","""3/999""","""O""","20114","[""M-F 0230-0400PM""]","""Introduction to Theater""","""Research""","2011"
"86188","1.0","1170","[""PSYCH""]","10","""1/999""","[""HBS""]","","","[""M. Minda Ori\u00f1a""]","""0/999""","200","[""RNS 124""]","999","""Social Psychology""","249","false","","4","""6/999""","""3/999""","""O""","20114","[""M-F 0800-0930""]","","""Research""","2011"
"86189","1.0","1165","[""PSYCH""]","9","""1/999""","[""IST""]","","","[""Jeremy Loebach""]","""1/999""","200","[""RNS 124""]","999","""Biopsychology""","238","false","","4","""1/999""","""6/999""","""O""","20114","[""M-F 1000-1130""]","","""Research""","2011"
"86191","1.0","822","[""MUSIC""]","5","""1/999""","","","","[""Timothy Mahr""]","""0/999""","200","[""CHM 239""]","999","""Composition I""","223","false","","4","""2/999""","""2/999""","""O""","20114","[""M-F 1230-0200PM""]","","""Research""","2011"
"86192","1.0","821","[""MUSIC""]","2","""0/999""","","","","[""David R. Castro""]","""0/999""","200","","999","""Counterpoint""","222","false","","4","""0/999""","""2/999""","""C""","20114","","","""Research""","2011"
"86193","1.0","733","[""MATH""]","3","""1/999""","[""AQR""]","","","[""Adam C. McDougall""]","""1/999""","100","[""RNS 204""]","999","""Calculus II""","126","false","","4","""1/999""","""0/999""","""O""","20114","[""M-F 1230-0200PM""]","","""Research""","2011"
"86196","1.0","192","[""CHEM""]","13","""5/999""","[""SED""]","192","","[""Patrick N. Riley""]","""0/999""","100","[""RNS 310""]","999","""Struct Chem & Equilib""","125","false","","4","""3/999""","""5/999""","""O""","20114","[""M-F 1000-1130""]","""Structural Chemistry and Equilibrium""","""Research""","2011"
"86197","0.0","193","[""CHEM""]","13","""5/999""","","192","","[""Patrick N. Riley""]","""0/999""","100","[""RNS 355""]","999","""Struct Chem & Equilib Lab""","125","false","","4","""3/999""","""5/999""","""O""","20114","[""MW 0100-0400PM""]","","""Lab""","2011"
"86198","1.0","196","[""CHEM""]","42","""8/999""","","","","[""Wesley Pearson""]","""1/999""","200","[""RNS 310""]","999","""Organic Chemistry I""","247","false","","4","""5/999""","""28/999""","""O""","20114","[""M-F 0800-0930""]","","""Research""","2011"
"86199","0.25","199","[""CHEM""]","20","""4/999""","","","","[""Peter J. Gittins""]","""1/999""","200","[""RNS 340""]","999","""Synthesis Lab I""","253","true","""A""","4","""2/999""","""13/999""","""C""","20114","[""TTh 0100-0400PM""]","""Synthesis Laboratory I""","""Lab""","2011"
"86200","1.0","201","[""CHEM""]","6","""0/999""","","201","","[""Mary Walczak""]","""1/999""","200","[""RNS 435""]","999","""Analytical Chem""","255","false","","4","""2/999""","""3/999""","""O""","20114","[""M-F 1000-1130""]","""Analytical Chemistry""","""Research""","2011"
"86201","0.25","202","[""CHEM""]","5","""0/999""","","201","","[""Mary Walczak""]","""1/999""","200","[""RNS 446""]","999","""Analytical Lab""","256","true","","4","""1/999""","""3/999""","""O""","20114","[""MW 1230-0430PM""]","""Analytical Laboratory""","""Lab""","2011"
"86206","1.0","126","[""BIO""]","15","""1/999""","","126","","[""Louis Henry Kermott""]","""3/999""","200","[""RNS 410""]","999","""Human Anatomy & Physiol""","243","false","","4","""4/999""","""7/999""","""O""","20114","[""M-F 1000-1130""]","""Human Anatomy and Physiology""","""Research""","2011"
"86207","0.0","127","[""BIO""]","15","""1/999""","","126","","[""Louis Henry Kermott""]","""3/999""","200","[""RNS 254""]","999","""Human Anatomy & Physiol L""","243","false","","4","""4/999""","""7/999""","""O""","20114","[""TTh 0100-0400PM""]","","""Lab""","2011"
"86304","1.0","1326","[""SPAN""]","0","""0/999""","","","","[""Kris A. Cropsey""]","""0/999""","200","[""TOH 314""]","999","""Intermed Spanish I""","231","false","","4","""0/999""","""0/999""","""X""","20114","[""M-F 1000-1130""]","""Intermediate Spanish I""","""Research""","2011"
"86305","1.0","1327","[""SPAN""]","0","""0/999""","[""FOL-S"", ""MCD""]","","","[""Kris A. Cropsey""]","""0/999""","200","[""TOH 314""]","999","""Intermed Spanish II""","232","false","","4","""0/999""","""0/999""","""X""","20114","[""M-F 0800-0930""]","""Intermediate Spanish II""","""Research""","2011"
"86506","1.0","642","[""HIST""]","0","""0/999""","","","","[""Timothy R. Howe""]","""0/999""","300","","999","""IR/Impact Ancient Slavery""","398","false","","4","""0/999""","""0/999""","""X""","20114","","""Independent Research""","""Research""","2011"
"86507","1.0","29","[""ART""]","7","""0/999""","[""ALS-A""]","","","[""Peter B. Nelson""]","""3/999""","200","[""DC 102""]","999","""Photography""","205","false","","4","""1/999""","""3/999""","""O""","20114","[""M-F 1000-1130""]","","""Research""","2011"
"86508","1.0","20057","[""ART""]","0","""0/999""","[""ALS-A""]","","""R""","[""Guido Alvarez""]","""0/999""","200","[""DC 100""]","999","""Video Art""","229","false","","4","""0/999""","""0/999""","""X""","20114","[""M-F 1230-0200PM""]","","""Research""","2011"
"86536","0.25","199","[""CHEM""]","13","""4/999""","","","","[""Peter J. Gittins""]","""1/999""","200","[""RNS 340""]","999","""Synthesis Lab I""","253","true","""B""","4","""2/999""","""6/999""","""O""","20114","[""MW 0100-0400PM""]","""Synthesis Laboratory I""","""Lab""","2011"
"86559","1.0","1476","[""WMNST""]","2","""0/999""","[""MCD"", ""WRI""]","","","[""Ibtesam Al Atiyat""]","""1/999""","100","[""HH 302""]","999","""Intro Womens Studies""","121","false","","4","""1/999""","""0/999""","""O""","20114","[""M-Th 1000-1130""]","""Introduction to Women's Studies""","""Research""","2011"
"86613","1.0","1104","[""PSCI""]","15","""0/999""","[""HBS"", ""MCG""]","","","[""Kristina Thalhammer""]","""0/999""","100","","999","""Comparative Politics""","112","false","","4","""14/999""","""1/999""","""C""","20114","","","""Research""","2011"

