"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"107934","1.0","529","[""GERM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107935","1.0","543","[""GREEK""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107936","1.0","550","[""GREEK""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","""Academic Inernship""","""Research""","2016"
"107937","1.0","624","[""HIST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107938","1.0","640","[""HIST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107939","1.0","653","[""FAMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107940","1.0","656","[""FAMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107941","1.0","686","[""IS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","20163","","","""Research""","2016"
"107942","1.0","691","[""IS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","20163","","","""Research""","2016"
"107943","1.0","716","[""LATIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107944","1.0","725","[""LATIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107945","0.25","751","[""MATH""]","0","""0/999""","","","","","[""Matthew Richey""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107946","1.0","766","[""MATH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107947","0.5","784","[""MGMT""]","0","""0/999""","","","","","[""Sian E. Muir""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107948","1.0","788","[""MGMT""]","0","""0/999""","","","","","[""Richard Goedde""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107949","0.25","795","[""MEDIA""]","0","""0/999""","","","","","[""William Sonnega""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107950","1.0","797","[""MEDIA""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107951","1.0","846","[""MUSIC""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107952","1.0","865","[""MUSIC""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107953","1.0","931","[""NORW""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107954","1.0","936","[""NORW""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107955","1.0","985","[""PHIL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107956","1.0","992","[""PHIL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107957","0.5","1057","[""ESTH""]","0","""0/999""","","","","","[""Cynthia Book""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107958","1.0","1067","[""ESTH""]","0","""0/999""","","","","","[""Cynthia Book""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107959","1.0","1090","[""PHYS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107960","1.0","1100","[""PHYS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107961","1.0","1139","[""PSCI""]","0","""0/999""","","","","","[""Christopher B. Chapp""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107962","1.0","1151","[""PSCI""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107963","1.0","1178","[""PSYCH""]","0","""0/999""","","","","","[""Dana Gross""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107964","1.0","1188","[""PSYCH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107965","1.0","1236","[""REL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107966","1.0","1253","[""REL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107967","1.0","1341","[""SPAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107968","1.0","1354","[""SPAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107969","1.0","1394","[""THEAT""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","""Academic Internships""","""Research""","2016"
"107970","1.0","1400","[""THEAT""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107971","1.0","1409","[""STAT""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107972","1.0","1413","[""STAT""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107973","1.0","14","[""AMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107974","1.0","668","[""JAPAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107975","1.0","670","[""JAPAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107976","1.0","917","[""NEURO""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107977","0.5","919","[""NEURO""]","0","""0/999""","","","","","[""Gary M. Muir""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107978","0.5","942","[""NURS""]","0","""0/999""","","","","","[""Mary Kuehn""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107979","1.0","961","[""NURS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107980","1.0","1275","[""RUSSN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107981","1.0","1279","[""RUSSN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107982","1.0","1315","[""SOAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107983","1.0","1319","[""SOAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107984","1.0","1366","[""SWRK""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107985","1.0","1372","[""SWRK""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107986","0.25","707","[""ID""]","0","""0/999""","","","","","[""William C. Solomon""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107987","1.0","709","[""ID""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107988","1.0","18612","[""AFAM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107989","1.0","18614","[""AFAM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107990","1.0","18616","[""BMOLS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107991","1.0","18618","[""BMOLS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107992","1.0","26170","[""WMGST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107993","1.0","26172","[""WMGST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107994","1.0","27329","[""RACE""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107995","1.0","27331","[""RACE""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107996","1.0","27398","[""LAMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107997","1.0","27400","[""LAMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20163","","","""Research""","2016"
"107999","1.0","1376","[""THEAT""]","0","""0/999""","[""ALS-A"", ""ORC""]","","","","[""Karen Wilson""]","""0/999""","100","[""TB Haugen""]","18","""Acting for Non-Majors""","115","false","","3","""0/999""","""0/999""","""C""","20163","[""MWF 1150-1245PM""]","""Acting for the Non Major""","""Research""","2016"
"108001","1.0","219","[""CHEM""]","0","""0/999""","","","","","[""Gary Miessler""]","""0/999""","300","[""RNS 435""]","20","""Adv Inorganic Chem""","386","false","","3","""0/999""","""0/999""","""O""","20163","[""MWF 1255-0150PM""]","""Advanced Inorganic Chemistry""","""Research""","2016"
"108002","0.25","1097","[""PHYS""]","0","""0/999""","","","","","[""Brian Borovsky""]","""0/999""","300","[""RNS 298""]","6","""Adv Physics Lab (375)""","385","false","""B""","3","""0/999""","""0/999""","""C""","20163","[""Th 1245-0345PM""]","""Advanced Physics Laboratory""","""Lab""","2016"
"108003","0.25","1097","[""PHYS""]","0","""0/999""","","","","","[""Brian Borovsky""]","""0/999""","300","[""RNS 298""]","6","""Adv Physics Lab (375)""","385","false","""C""","3","""0/999""","""0/999""","""C""","20163","[""F 0200-0500PM""]","""Advanced Physics Laboratory""","""Lab""","2016"
"108004","0.25","1097","[""PHYS""]","0","""0/999""","","","","","[""Prabal Adhikari""]","""0/999""","300","[""RNS 298""]","6","""Adv Physics Lab (375)""","385","false","""A""","3","""0/999""","""0/999""","""O""","20163","[""Th 0800-1050""]","""Advanced Physics Laboratory""","""Lab""","2016"
"108005","1.0","1411","[""STAT""]","0","""0/0""","","","","","[""Julie M. Legler""]","""0/999""","300","[""TOH 182""]","24","""Adv Statistical Model""","316","false","""A""","3","""0/999""","""0/0""","""C""","20163","[""MWF 1045-1140""]","""Advanced Statistical Modeling""","""Research""","2016"
"108006","0.5","25185","[""DANCE""]","0","""0/999""","[""ALS-A"", ""SPM""]","","","","[""Heather J. Klopchin""]","""0/999""","100","[""CAD Studio 2"", ""CAD Studio 2""]","4","""Advanced Beginning Ballet""","130","false","","3","""0/999""","""0/999""","""O""","20163","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2016"
"108007","0.25","25186","[""DANCE""]","0","""0/999""","[""ALS-A"", ""SPM""]","","","","[""Heather J. Klopchin""]","""0/999""","100","[""CAD Studio 2"", ""CAD Studio 2""]","12","""Advanced Beginning Ballet""","131","false","","3","""0/999""","""0/999""","""O""","20163","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2016"
"108009","1.0","246","[""CHIN""]","0","""0/999""","[""FOL-C""]","","","","[""Hui Bi""]","""0/999""","300","[""TOH 114""]","17","""Advanced Chinese II""","302","false","","3","""0/999""","""0/999""","""O""","20163","[""MWF 1255-0150PM""]","""Third-Year Chinese II""","""Research""","2016"
"108010","1.0","376","[""DANCE""]","0","""0/999""","","","","","[""Janice Roberts""]","""0/999""","300","[""CAD Studio 3"", ""CAD Studio 3""]","8","""Advanced Choreography""","374","false","","3","""0/999""","""0/999""","""C""","20163","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2016"
"108011","1.0","441","[""ENGL""]","0","""0/999""","[""WRI""]","","","","[""Jeremy Nagamatsu""]","""0/999""","300","[""BMC 012"", ""BMC 012""]","15","""Advanced Fiction Wrtg""","372","false","","3","""0/999""","""0/999""","""O""","20163","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Advanced Fiction Writing Workshop""","""Research""","2016"
"108012","1.0","667","[""JAPAN""]","0","""0/999""","[""FOL-J""]","","","","[""Hiroe Akimoto""]","""0/999""","300","[""TOH 112""]","15","""Advanced Japanese II""","302","false","","3","""0/999""","""0/999""","""O""","20163","[""MWF 1255-0150PM""]","","""Research""","2016"
"108013","0.25","211","[""CHEM""]","0","""0/999""","","","","","[""Rodrigo Sanchez-Gonzalez""]","""0/999""","300","","10","""Advanced Lab""","375","true","""A""","3","""0/999""","""0/999""","""O""","20163","","""Advanced Laboratory""","""Lab""","2016"
"108016","0.25","1011","[""ESAC""]","0","""0/999""","[""SPM""]","","","","[""Cynthia Book""]","""0/999""","100","[""SAC Gym South""]","24","""Aerobics""","131","false","","3","""0/999""","""0/999""","""C""","20163","[""TTh 0800-0855""]","","""Research""","2016"
"108017","1.0","618","[""HIST""]","0","""0/999""","[""HWC"", ""MCD""]","","","","[""Michael Fitzgerald""]","""0/999""","200","[""TOH 314"", ""TOH 314""]","30","""African-American Hist""","277","false","","3","""0/999""","""0/999""","""C""","20163","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""African-American History""","""Research""","2016"
"108018","1.0","294","[""CSCI""]","0","""0/999""","","","","","[""Olaf A. Hall-Holt""]","""0/999""","200","[""RNS 202""]","18","""Algorithms/Data Struc""","253","false","""A""","3","""0/999""","""0/999""","""C""","20163","[""MWF 1150-1245PM""]","""Algorithms and Data Structures""","""Research""","2016"
"108020","1.0","578","[""HIST""]","0","""0/5""","[""HWC"", ""MCD""]","","","","[""Edward P. Pompeian""]","""0/999""","100","[""TOH 112""]","27","""America After 1865""","199","false","""A""","3","""0/999""","""0/999""","""C""","20163","[""MWF 0905-1000""]","""American History Since 1865""","""Research""","2016"
"108021","1.0","578","[""HIST""]","0","""0/5""","[""HWC"", ""MCD""]","","","","[""Edward P. Pompeian""]","""0/999""","100","[""TOH 112""]","27","""America After 1865""","199","false","""B""","3","""0/999""","""0/999""","""C""","20163","[""MWF 1045-1140""]","""American History Since 1865""","""Research""","2016"
"108022","1.0","570","[""HIST""]","0","""0/999""","[""HWC"", ""MCD"", ""WRI""]","","","","[""Judy Kutulas""]","""0/0""","100","[""RML 520""]","18","""America Since 1945""","182","false","","3","""0/0""","""0/0""","""C""","20163","[""MWF 0200-0255PM""]","","""Research""","2016"
"108023","1.0","201","[""CHEM""]","0","""0/999""","","201","","","[""Adam Dittmer""]","""0/999""","200","[""RNS 310"", ""RNS 310""]","32","""Analytical Chemistry""","255","false","","3","""0/999""","""0/999""","""C""","20163","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2016"
"108024","1.0","1080","[""PHYS""]","0","""0/999""","[""IST"", ""SED""]","1080","","","[""Brianna S. Thomas""]","""0/999""","100","[""RNS 210""]","20","""Analytical II""","131","false","""B""","3","""0/999""","""0/999""","""O""","20163","[""MWF 1150-1245PM""]","""Analytical Physics II""","""Research""","2016"
"108025","1.0","1080","[""PHYS""]","0","""0/999""","[""IST"", ""SED""]","1080","","","[""Amy Kolan""]","""0/999""","100","[""RNS 208""]","20","""Analytical II""","131","false","""A""","3","""0/999""","""0/999""","""C""","20163","[""MWF 1045-1140""]","""Analytical Physics II""","""Research""","2016"
"108026","0.0","17584","[""PHYS""]","0","""0/999""","","1080","","","[""David Nitz""]","""0/999""","100","[""RNS 293""]","14","""Analytical II Lab""","131","false","""A""","3","""0/999""","""0/999""","""O""","20163","[""M 0100-0330PM""]","","""Lab""","2016"
"108027","0.0","17584","[""PHYS""]","0","""0/999""","","1080","","","[""David Nitz""]","""0/999""","100","[""RNS 293""]","14","""Analytical II Lab""","131","false","""B""","3","""0/999""","""0/999""","""C""","20163","[""T 1145-0215PM""]","","""Lab""","2016"
"108028","0.0","17584","[""PHYS""]","0","""0/999""","","1080","","","[""Amy Larsen""]","""0/999""","100","[""RNS 293""]","14","""Analytical II Lab""","131","false","""C""","3","""0/999""","""0/999""","""C""","20163","[""Th 1245-0315PM""]","","""Lab""","2016"
"108029","0.25","202","[""CHEM""]","0","""0/999""","","201","","","[""Adam Dittmer""]","""0/999""","200","[""RNS 446""]","16","""Analytical Lab""","256","true","""A""","3","""0/999""","""0/999""","""C""","20163","[""T 0120-0520PM""]","""Analytical Laboratory""","""Lab""","2016"
"108030","0.25","202","[""CHEM""]","0","""0/999""","","201","","","[""Adam Dittmer""]","""0/999""","200","[""RNS 446""]","15","""Analytical Lab""","256","true","""B""","3","""0/999""","""0/999""","""C""","20163","[""W 0100-0500PM""]","""Analytical Laboratory""","""Lab""","2016"
"108031","1.0","1113","[""PSCI""]","0","""0/0""","","","","","[""Christopher B. Chapp""]","""0/999""","200","[""OM 020"", ""OM 020""]","19","""Analyzing Politics""","220","false","""A""","3","""0/0""","""0/999""","""C""","20163","[""T 0935-1100"", ""Th 0930-1050""]","""Analyzing Politics and Policies""","""Research""","2016"
"108032","1.0","1113","[""PSCI""]","0","""0/0""","","","","","[""Christopher B. Chapp""]","""0/999""","200","[""OM 020"", ""OM 020""]","19","""Analyzing Politics""","220","false","""B""","3","""0/0""","""0/999""","""C""","20163","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Analyzing Politics and Policies""","""Research""","2016"
"108043","1.0","17676","[""EDUC""]","0","""0/0""","","","","","[""Jill A. Watson""]","""0/999""","300","[""TOH 300"", ""TOH 300""]","12","""Assessment of ESL K-12""","348","false","","3","""0/999""","""0/0""","""O""","20163","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Assessment of ESL, K-12""","""Research""","2016"
"108048","0.25","1020","[""ESAC""]","0","""0/999""","[""SPM""]","","","","[""Judith Tegtmeyer""]","""0/999""","100","[""Tostrud Ctr""]","24","""Badminton""","151","false","""A""","3","""0/999""","""0/999""","""C""","20163","[""MW 1255-0150PM""]","","""Research""","2016"
