"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"103330","0.25","299","[""CSCI""]","1","""0/999""","","","","[""Richard Brown""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20145","","""Internship""","""Research""","2014"
"103355","1.0","1366","[""SWRK""]","1","""0/999""","","","","[""Susan E. Smalling""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20145","","","""Research""","2014"
"103400","0.25","276","[""ECON""]","1","""0/999""","","","","[""Xun Pomponio""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""1/999""","""O""","20145","","","""Research""","2014"
"103401","0.25","784","[""MGMT""]","2","""1/999""","","","","[""Sian E. Muir""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20145","","","""Research""","2014"
"103406","0.25","1394","[""THEAT""]","1","""0/999""","","","","[""Jeanne I. Willcoxon""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""1/999""","""O""","20145","","""Academic Internships""","""Research""","2014"
"103407","0.25","1366","[""SWRK""]","1","""0/999""","","","","[""Susan E. Smalling""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""1/999""","""O""","20145","","","""Research""","2014"
"103408","0.25","795","[""MEDIA""]","3","""0/999""","","","","[""William Sonnega""]","""3/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20145","","","""Research""","2014"
"103409","1.0","625","[""HIST""]","1","""0/999""","","","","[""Timothy R. Howe""]","""0/999""","200","","999","""IS/Dev Christian Antiochia""","298","false","","5","""0/999""","""1/999""","""O""","20145","","""Independent Study""","""Research""","2014"
"103419","0.25","200","[""CHEM""]","17","""8/999""","","","","[""Aubrey Ellison""]","""3/999""","200","[""RNS 340""]","24","""Synthesis Lab II""","254","true","""B""","5","""5/999""","""1/999""","""O""","20145","[""TTh 1230-0330PM""]","""Synthesis Laboratory II""","""Lab""","2014"
"103425","0.25","153","[""BIO""]","1","""0/999""","","","","[""Alyson Center""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20145","","","""Research""","2014"
"103426","0.25","433","[""ENGL""]","1","""0/999""","","","","[""Colin Wells""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20145","","","""Research""","2014"
"103436","1.0","24281","[""ID""]","10","""0/999""","[""WRI""]","","""R""","[""Eric McDonald""]","""7/999""","200","","10","""McNair Research Writing""","237","false","","5","""0/999""","""3/999""","""C""","20145","","""McNair Research Writing Across the Disciplines""","""Research""","2014"
"103445","0.25","153","[""BIO""]","1","""0/999""","","","","[""Laura Listenberger""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""1/999""","""O""","20145","","","""Research""","2014"
"103447","0.25","153","[""BIO""]","1","""0/999""","","","","[""Diane K. Angell""]","""1/999""","200","","999","""Academic Internship""","294","true","""C""","5","""0/999""","""0/999""","""O""","20145","","","""Research""","2014"
"103449","1.0","784","[""MGMT""]","2","""0/999""","","","","[""Richard Goedde""]","""2/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20145","","","""Research""","2014"
"103450","0.25","204","[""CHEM""]","1","""0/999""","","","","[""Dipannita Kalyani""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""1/999""","""O""","20145","","","""Research""","2014"
"103452","1.0","374","[""DANCE""]","1","""0/999""","","","","[""Anthony Roberts""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20145","","","""Research""","2014"
"103455","0.25","276","[""ECON""]","1","""0/999""","","","","[""Steve Soderlind""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""1/999""","""O""","20145","","","""Research""","2014"
"103456","0.25","1409","[""STAT""]","1","""0/999""","","","","[""Paul J. Roback""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20145","","","""Research""","2014"
"103457","0.25","1139","[""PSCI""]","1","""0/999""","","","","[""Kristina Thalhammer""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20145","","","""Research""","2014"
"103476","1.0","866","[""MUSIC""]","1","""0/999""","[""WRI""]","","","[""Louis K. Epstein""]","""1/999""","300","","999","""IR/Musical Geography of Paris""","398","false","","5","""0/999""","""0/999""","""O""","20145","","""Independent Research""","""Research""","2014"
"103483","1.0","464","[""ENVST""]","1","""1/999""","","","","[""Jean C. Porterfield""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20145","","""Internship""","""Research""","2014"
"103484","0.25","1394","[""THEAT""]","1","""1/999""","","","","[""Gary C. Gisselman""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20145","","""Academic Internships""","""Research""","2014"
"103485","0.25","1178","[""PSYCH""]","1","""0/999""","","","","[""Carlo O. Veltri""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""1/999""","""O""","20145","","","""Research""","2014"
"103486","0.25","153","[""BIO""]","1","""0/999""","","","","[""Jean C. Porterfield""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""1/999""","""O""","20145","","","""Research""","2014"
"103489","0.5","464","[""ENVST""]","1","""0/999""","","","","[""Charles Jr. Umbanhowar""]","""1/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20145","","""Internship""","""Research""","2014"
"103490","0.25","93","[""ASIAN""]","3","""0/999""","","","","[""Katherine S. Tegtmeyer Pak""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""2/999""","""O""","20145","","","""Research""","2014"
"103491","0.25","707","[""ID""]","5","""0/999""","","","","[""Sian E. Muir""]","""5/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20145","","","""Research""","2014"
"103492","0.25","707","[""ID""]","7","""0/999""","","","","[""Thomas A. Williamson""]","""5/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""2/999""","""O""","20145","","","""Research""","2014"
"103493","1.0","784","[""MGMT""]","1","""0/999""","","","","[""Sian E. Muir""]","""1/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""0/999""","""O""","20145","","","""Research""","2014"
"103504","0.5","1090","[""PHYS""]","1","""0/999""","","","","[""Brian Borovsky""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""1/999""","""O""","20145","","","""Research""","2014"
"103505","0.25","795","[""MEDIA""]","1","""0/999""","","","","[""William Sonnega""]","""1/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20145","","","""Research""","2014"
"103506","0.25","204","[""CHEM""]","1","""0/999""","","","","[""James Demas""]","""1/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20145","","","""Research""","2014"
"103507","0.25","1057","[""ESTH""]","1","""0/999""","","","","[""William Sean Goldsworthy""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""1/999""","""O""","20145","","","""Research""","2014"
"103511","1.0","69","[""ART""]","0","""0/999""","","","","[""Kathryne Fisher""]","""0/999""","200","","999","""IS/""","298","false","","5","""0/999""","""0/999""","""O""","20145","","""Independent Study""","""Research""","2014"
"103512","0.25","153","[""BIO""]","0","""0/999""","","","","[""Kevin M. Crisp""]","""0/999""","200","","999","""Academic Internship""","294","true","""D""","5","""0/999""","""0/999""","""O""","20145","","","""Research""","2014"
"103513","0.25","1139","[""PSCI""]","1","""0/999""","","","","[""Daniel Hofrenning""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""1/999""","""O""","20145","","","""Research""","2014"
"103514","0.25","942","[""NURS""]","0","""0/999""","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20145","","","""Research""","2014"
"103515","0.25","299","[""CSCI""]","1","""1/999""","","","","[""Charles Huff""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20145","","""Internship""","""Research""","2014"
"103609","1.0","1104","[""PSCI""]","11","""0/999""","[""HBS"", ""MCG""]","","","[""Anthony Pahnke""]","""0/999""","100","","13","""Comparative Politics""","112","false","","5","""11/999""","""0/999""","""C""","20145","","","""Research""","2014"
"103618","0.25","961","[""NURS""]","3","""0/999""","","","","[""Diana Neal""]","""3/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20145","","","""Research""","2014"
"103645","0.25","153","[""BIO""]","1","""0/999""","","","","[""Kimberly A. Kandl""]","""1/999""","200","","999","""Academic Internship""","294","true","""E""","5","""0/999""","""0/999""","""O""","20145","","","""Research""","2014"
"103659","1.0","299","[""CSCI""]","1","""0/999""","","","","[""Richard Brown""]","""1/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""0/999""","""O""","20145","","""Internship""","""Research""","2014"
"103691","0.25","23391","[""WRIT""]","42","""0/999""","","","""R""","[""Wendy D. Gonzalez""]","""42/999""","100","[""TOH 210"", ""TOH 210"", ""TOH 210"", ""TOH 210""]","999","""Top: Supplemental Writing""","109","true","","5","""0/999""","""0/999""","""C""","20145","[""MW 0100-0200PM"", ""MW 0215-0315PM"", ""F 1245-0145PM"", ""F 0200-0300PM""]","""Topics: Supplemental Writing""","""Topic""","2014"
"103692","1.0","27057","[""ID""]","42","""0/999""","[""IST"", ""SED""]","","""R""","[""Charles Jr. Umbanhowar"", ""Mary Walczak""]","""0/999""","100","[""TOH 210""]","999","""Explorations in Science""","150","false","","5","""42/999""","""0/999""","""C""","20145","[""M-F 0830-1030""]","","""Research""","2014"
"103701","0.25","995","[""ESAC""]","1","""0/999""","[""SPM""]","","","[""Cynthia Book""]","""0/999""","100","","1","""Individualized ESAC""","100","true","","5","""1/999""","""0/999""","""C""","20145","","""Individualized Exercise Science Activity""","""Research""","2014"
"103854","1.0","1058","[""ESTH""]","1","""0/999""","[""WRI""]","","","[""Amy Kolan""]","""0/999""","200","","999","""IS/Cross Training in Young Athletes""","298","false","","5","""1/999""","""0/999""","""O""","20145","","""Independent Study""","""Research""","2014"
"103961","0.25","707","[""ID""]","2","""0/999""","","","","[""Kevin M. Crisp""]","""1/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""1/999""","""O""","20145","","","""Research""","2014"
"104348","1.0","1179","[""PSYCH""]","1","""0/999""","","","","[""Petok Jessica R.""]","""1/999""","200","","999","""IS/Learning: Dyslexia""","298","false","","5","""0/999""","""0/999""","""O""","20145","","""Independent Study""","""Research""","2014"

