"clbid","credits","crsid","departments","enrolled","firsties","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"17896","1.0","57","[""ART""]","34","""0/999""","","[""A. Malcolm Gimse""]","""11/999""","200","[""FH 01""]","50","""East Asian Art""","259","false","","3","""10/999""","""12/999""","""O""","19953","[""MWF 1255-0150PM""]","""Research""","1995"
"17897","1.0","60","[""ART""]","16","""1/999""","","[""Katherine Smith-Abbott""]","""8/999""","200","[""FH 01""]","30","""Medieval""","263","false","","3","""9/999""","""1/999""","""O""","19953","[""MWF 0200-0255PM""]","""Research""","1995"
"17898","1.0","68","[""ART""]","1","""0/999""","","[""Matthew Rohn""]","""0/999""","200","","999","""Internship""","294","true","","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17899","1.0","69","[""ART""]","1","""0/999""","","[""John Saurer""]","""0/999""","200","","999","""IS/Advanced Sculpture""","298","false","""A""","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17900","1.0","69","[""ART""]","3","""0/999""","","[""Steven Edwins""]","""0/999""","200","","999","""IS/Arch Draw/Design 2""","298","false","""B""","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17901","1.0","69","[""ART""]","1","""0/999""","","[""A. Malcolm Gimse""]","""0/999""","200","","999","""IS/Modern Architectur""","298","false","""C""","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17903","1.0","69","[""ART""]","1","""0/999""","","[""John Saurer""]","""0/999""","200","","999","""IS/Sculpture""","298","false","""E""","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17904","1.0","71","[""ART""]","25","""0/999""","","[""Staff""]","""2/999""","300","[""FH 01""]","35","""Senior Studies-Studio""","393","false","","3","""22/999""","""0/999""","""O""","19953","[""Th 0600-1000PM""]","""Research""","1995"
"17905","1.0","74","[""ART""]","14","""0/999""","","[""Staff""]","""1/999""","300","[""FHSEM""]","20","""Sr Studies-Art Hist""","395","false","","3","""13/999""","""0/999""","""O""","19953","[""TTh 0120-0245PM""]","""Research""","1995"
"17906","1.0","75","[""ART""]","1","""0/999""","","[""Ron Gallas""]","""0/999""","300","","999","""IR/Pottery""","398","false","","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17907","1.0","75","[""ART""]","1","""0/999""","","[""A. Malcolm Gimse""]","""0/999""","300","","999","""IR/Art Hist Egypt/Gre""","398","false","""A""","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17908","1.0","78","[""ASIAN""]","22","""10/999""","","[""Pin Pin Wan""]","""3/999""","100","[""M 1""]","30","""Asian Cultures""","121","false","","3","""3/999""","""6/999""","""O""","19953","[""TTh 1145-0110PM""]","""Research""","1995"
"17909","1.0","97","[""ASIAN""]","1","""0/999""","","[""Robert Entenmann""]","""1/999""","300","","999","""IR/Philippine History""","398","false","","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17910","1.0","97","[""ASIAN""]","1","""0/999""","","[""Robert Entenmann""]","""0/999""","300","","999","""IR/Cambodia""","398","false","""A""","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17911","1.0","100","[""BIO""]","52","""0/999""","","[""David Van Wylen""]","""16/999""","100","[""SC 282""]","72","""Biological Science""","121","false","""A""","3","""13/999""","""24/999""","""C""","19953","[""MWF 1150-1245PM""]","""Research""","1995"
"17912","0.0","101","[""BIO""]","16","""0/999""","","[""Staff""]","""7/999""","100","[""SC 273""]","24","""Biological Sci/Lab""","121","false","""A""","3","""4/999""","""6/999""","""C""","19953","[""T 0800-1000""]","""Lab""","1995"
"17913","1.0","100","[""BIO""]","58","""39/999""","","[""Anne Walter""]","""2/999""","100","[""SC 280""]","72","""Biological Science""","121","false","""B""","3","""4/999""","""7/999""","""O""","19953","[""MWF 1150-1245PM""]","""Research""","1995"
"17914","0.0","101","[""BIO""]","15","""0/999""","","[""Staff""]","""2/999""","100","[""SC 273""]","24","""Biological Sci/Lab""","121","false","""B""","3","""4/999""","""11/999""","""C""","19953","[""T 1145-0145PM""]","""Lab""","1995"
"17915","0.0","101","[""BIO""]","21","""0/999""","","[""Staff""]","""7/999""","100","[""SC 273""]","24","""Biological Sci/Lab""","121","false","""C""","3","""5/999""","""7/999""","""C""","19953","[""T 0300-0500PM""]","""Lab""","1995"
"17916","0.0","101","[""BIO""]","12","""5/999""","","[""Staff""]","""0/999""","100","[""SC 273""]","24","""Biological Sci/Lab""","121","false","""D""","3","""2/999""","""3/999""","""O""","19953","[""Th 0800-1000""]","""Lab""","1995"
"17917","0.0","101","[""BIO""]","21","""17/999""","","[""Staff""]","""1/999""","100","[""SC 273""]","24","""Biological Sci/Lab""","121","false","""E""","3","""1/999""","""1/999""","""O""","19953","[""Th 1145-0145PM""]","""Lab""","1995"
"17918","0.0","101","[""BIO""]","25","""16/999""","","[""Staff""]","""1/999""","100","[""SC 273""]","24","""Biological Sci/Lab""","121","false","""F""","3","""1/999""","""3/999""","""C""","19953","[""Th 0300-0500PM""]","""Lab""","1995"
"17919","1.0","108","[""BIO""]","75","""32/999""","","[""Charles Jr. Umbanhowar""]","""3/999""","100","[""SC 280""]","72","""Organismic Biology""","126","false","""A""","3","""1/999""","""41/999""","""C""","19953","[""MWF 0800-0855""]","""Research""","1995"
"17920","0.0","109","[""BIO""]","24","""5/999""","","[""Staff""]","""2/999""","100","[""SC 211""]","24","""Organismic Biol/Lab""","126","false","""A""","3","""0/999""","""18/999""","""C""","19953","[""T 0800-1030""]","""Lab""","1995"
"17921","1.0","108","[""BIO""]","54","""26/999""","","[""Louis Henry Kermott""]","""2/999""","100","[""SC 278""]","48","""Organismic Biology""","126","false","""B""","3","""2/999""","""28/999""","""C""","19953","[""MWF 1045-1140""]","""Research""","1995"
"17922","0.0","109","[""BIO""]","26","""13/999""","","[""Staff""]","""1/999""","100","[""SC 211""]","24","""Organismic Biol/Lab""","126","false","""B""","3","""0/999""","""11/999""","""C""","19953","[""T 0300-0530PM""]","""Lab""","1995"
"17923","1.0","108","[""BIO""]","67","""18/999""","","[""Paul Cabe""]","""9/999""","100","[""SC 278""]","48","""Organismic Biology""","126","false","""C""","3","""0/999""","""39/999""","""C""","19953","[""MWF 1150-1245PM""]","""Research""","1995"
"17924","0.0","109","[""BIO""]","26","""12/999""","","[""Staff""]","""0/999""","100","[""SC 211""]","24","""Organismic Biol/Lab""","126","false","""C""","3","""1/999""","""13/999""","""C""","19953","[""W 1255-0325PM""]","""Lab""","1995"
"17925","0.0","109","[""BIO""]","28","""15/999""","","[""Staff""]","""1/999""","100","[""SC 211""]","24","""Organismic Biol/Lab""","126","false","""D""","3","""0/999""","""12/999""","""C""","19953","[""T 1145-0215PM""]","""Lab""","1995"
"17926","0.0","109","[""BIO""]","23","""9/999""","","[""Staff""]","""1/999""","100","[""SC 211""]","24","""Organismic Biol/Lab""","126","false","""E""","3","""1/999""","""16/999""","""O""","19953","[""Th 0800-1030""]","""Lab""","1995"
"17927","0.0","109","[""BIO""]","28","""0/999""","","[""Staff""]","""6/999""","100","[""SC 211""]","24","""Organismic Biol/Lab""","126","false","""F""","3","""0/999""","""19/999""","""C""","19953","[""Th 1145-0215PM""]","""Lab""","1995"
"17928","0.0","109","[""BIO""]","24","""3/999""","","[""Staff""]","""3/999""","100","[""SC 211""]","24","""Organismic Biol/Lab""","126","false","""G""","3","""1/999""","""20/999""","""C""","19953","[""Th 0300-0530PM""]","""Lab""","1995"
"17929","0.0","109","[""BIO""]","18","""19/999""","","[""Staff""]","""0/999""","100","[""SC 211""]","24","""Organismic Bio/Lab""","126","false","""H""","3","""0/999""","""0/999""","""O""","19953","[""M 1255-0325PM""]","""Lab""","1995"
"17930","1.0","118","[""BIO""]","21","""0/999""","","[""Staff""]","""0/999""","200","","24","""Terrestrial Ecology""","226","false","","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17931","1.0","119","[""BIO""]","85","""0/999""","","[""Theodore Johnson""]","""35/999""","200","[""SC 280""]","72","""Microbiology""","231","false","","3","""43/999""","""-1/999""","""C""","19953","[""MWF 1045-1140""]","""Research""","1995"
"17932","0.0","120","[""BIO""]","28","""0/999""","","[""Staff""]","""7/999""","200","[""SC 263""]","24","""Microbiology/Lab""","231","false","""A""","3","""18/999""","""-2/999""","""C""","19953","[""T 1145-0245PM""]","""Lab""","1995"
"17933","0.0","120","[""BIO""]","28","""0/999""","","[""Staff""]","""10/999""","200","[""SC 263""]","24","""Microbiology/Lab""","231","false","""B""","3","""11/999""","""1/999""","""C""","19953","[""W 1255-0355PM""]","""Lab""","1995"
"17934","0.0","120","[""BIO""]","27","""0/999""","","[""Staff""]","""11/999""","200","[""SC 263""]","24","""Microbiology/Lab""","231","false","""C""","3","""14/999""","""0/999""","""C""","19953","[""Th 0120-0420PM""]","""Lab""","1995"
"17935","1.0","122","[""BIO""]","57","""1/999""","","[""Lauri Sammartano""]","""25/999""","200","[""SC 278""]","72","""Intermediate Genetics""","233","false","","3","""7/999""","""17/999""","""O""","19953","[""MWF 0800-0855""]","""Research""","1995"
"17936","0.0","123","[""BIO""]","23","""0/999""","","[""Staff""]","""8/999""","200","[""SC 229""]","24","""Intermed Genetics/Lab""","233","false","""A""","3","""3/999""","""7/999""","""O""","19953","[""M 1255-0355PM""]","""Lab""","1995"
"17937","0.0","123","[""BIO""]","13","""1/999""","","[""Staff""]","""8/999""","200","[""SC 229""]","24","""Intermed Genetics/Lab""","233","false","""B""","3","""3/999""","""2/999""","""O""","19953","[""T 0800-1100""]","""Lab""","1995"
"17938","0.0","123","[""BIO""]","21","""0/999""","","[""Staff""]","""9/999""","200","[""SC 229""]","24","""Intermed Genetics/Lab""","233","false","""C""","3","""1/999""","""8/999""","""O""","19953","[""T 0120-0420PM""]","""Lab""","1995"
"17939","1.0","134","[""BIO""]","21","""0/999""","","[""John Giannini""]","""6/999""","200","[""SC 274""]","36","""Plant Physiology""","251","false","","3","""12/999""","""1/999""","""O""","19953","[""MWF 1045-1140""]","""Research""","1995"
"17940","0.0","135","[""BIO""]","10","""0/999""","","[""Staff""]","""4/999""","200","[""SC 227""]","12","""Plant Physiology""","251","false","""A""","3","""7/999""","""1/999""","""O""","19953","[""T 0120-0420PM""]","""Lab""","1995"
"17941","0.0","135","[""BIO""]","5","""0/999""","","[""Staff""]","""1/999""","200","[""SC 227""]","12","""Plant Physiology""","251","false","""B""","3","""3/999""","""0/999""","""O""","19953","[""W 1255-0355PM""]","""Lab""","1995"
"17942","0.0","135","[""BIO""]","6","""0/999""","","[""Staff""]","""1/999""","200","[""SC 227""]","12","""Plant Physiology""","251","false","""C""","3","""2/999""","""0/999""","""O""","19953","[""Th 1145-0245PM""]","""Lab""","1995"
"17943","1.0","139","[""BIO""]","30","""0/999""","","[""Kathleen L. Shea""]","""17/999""","200","[""SC 374""]","60","""Ecological Principles""","261","false","","3","""11/999""","""4/999""","""O""","19953","[""MWF 0905-1000""]","""Research""","1995"
"17944","0.0","140","[""BIO""]","16","""0/999""","","[""Staff""]","""9/999""","200","[""SC 248""]","20","""Ecological Prin/Lab""","261","false","""A""","3","""8/999""","""1/999""","""O""","19953","[""T 0120-0355PM""]","""Lab""","1995"
"17945","0.0","140","[""BIO""]","6","""0/999""","","[""Staff""]","""5/999""","200","[""SC 248""]","20","""Ecological Prin/Lab""","261","false","""B""","3","""1/999""","""0/999""","""O""","19953","[""W 1255-0325PM""]","""Lab""","1995"
"17946","0.0","140","[""BIO""]","8","""0/999""","","[""Staff""]","""3/999""","200","[""SC 248""]","20","""Ecological Prin/Lab""","261","false","""C""","3","""2/999""","""3/999""","""O""","19953","[""Th 0120-0355PM""]","""Lab""","1995"
"17947","1.0","142","[""BIO""]","41","""0/999""","","[""Louis Henry Kermott""]","""20/999""","200","[""SC 278""]","32","""Comp Vertebrate Anat""","266","false","","3","""13/999""","""0/999""","""C""","19953","[""TTh 0800-0925""]","""Research""","1995"
"17948","0.0","143","[""BIO""]","20","""0/999""","","[""Staff""]","""9/999""","200","[""SC 253""]","16","""Comp Vertebrate/Lab""","266","false","""A""","3","""5/999""","""0/999""","""C""","19953","[""W 1255-0355PM""]","""Lab""","1995"
"17949","0.0","143","[""BIO""]","21","""0/999""","","[""Staff""]","""8/999""","200","[""SC 253""]","16","""Comp Vertebrate/Lab""","266","false","""B""","3","""8/999""","""0/999""","""C""","19953","[""Th 0100-0400PM""]","""Lab""","1995"
"17950","1.0","153","[""BIO""]","1","""0/999""","","[""Louis Henry Kermott""]","""0/999""","200","","999","""Internship""","294","true","","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17951","1.0","154","[""BIO""]","1","""0/999""","","[""Theodore Johnson""]","""0/999""","200","","999","""IS/The Coming Plague?""","298","false","","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17952","1.0","154","[""BIO""]","1","""0/999""","","[""Anne Walter""]","""0/999""","200","","999","""IS/Membrane Surfaces""","298","false","""A""","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17953","1.0","154","[""BIO""]","1","""0/999""","","[""Louis Henry Kermott""]","""0/999""","200","","999","""IS/Fish Communication""","298","false","""B""","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17954","1.0","159","[""BIO""]","10","""0/999""","","[""Alice Burton""]","""4/999""","300","[""SC 210""]","12","""Molecular Biology""","364","false","","3","""5/999""","""0/999""","""O""","19953","[""TTh 0935-1100""]","""Research""","1995"
"17955","0.0","160","[""BIO""]","11","""0/999""","","[""Staff""]","""4/999""","300","[""SC 229""]","12","""Molecular Biology/Lab""","364","false","""A""","3","""6/999""","""0/999""","""O""","19953","[""W 1255-0355PM""]","""Lab""","1995"
"17956","1.0","164","[""BIO""]","13","""0/999""","","[""Eric Cole""]","""3/999""","300","[""SC 274""]","23","""Developmental Biology""","372","false","","3","""15/999""","""0/999""","""O""","19953","[""TTh 1145-0110PM""]","""Research""","1995"
"17957","0.0","165","[""BIO""]","6","""0/999""","","[""Staff""]","""2/999""","300","[""SC 269""]","12","""Developmental Bio/Lab""","372","false","""A""","3","""6/999""","""0/999""","""O""","19953","[""W 1255-0355PM""]","""Lab""","1995"
"17958","0.0","165","[""BIO""]","7","""0/999""","","[""Staff""]","""1/999""","300","[""SC 269""]","12","""Developmental Bio/Lab""","372","false","""B""","3","""8/999""","""0/999""","""O""","19953","[""Th 0120-0420PM""]","""Lab""","1995"
"17959","1.0","172","[""BIO""]","7","""0/999""","","[""Anne Walter""]","""2/999""","300","[""SC 210""]","12","""Top: Neurobiology""","391","false","","3","""4/999""","""1/999""","""O""","19953","[""MWF 0200-0255PM""]","""Topic""","1995"
"17960","0.0","173","[""BIO""]","7","""0/999""","","[""Staff""]","""2/999""","300","[""SC 210""]","999","""Top: Neurobiology/Disc""","391","false","","3","""4/999""","""1/999""","""O""","19953","[""MW 0305-0400PM""]","""Discussion""","1995"
"17961","1.0","175","[""BIO""]","2","""1/999""","","[""David Van Wylen""]","""1/999""","300","","999","""IR/Myocardial ISchemi""","398","false","","3","""4/999""","""1/999""","""O""","19953","","""Research""","1995"
"17962","1.0","175","[""BIO""]","1","""0/999""","","[""Theodore Johnson""]","""0/999""","300","","999","""IR/Viral Ctrl of Bact""","398","false","""A""","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17963","1.0","175","[""BIO""]","1","""0/999""","","[""Charles Jr. Umbanhowar""]","""0/999""","300","","999","""IR/Hackberry Galls""","398","false","""B""","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17964","1.0","175","[""BIO""]","1","""0/999""","","[""Alice Burton""]","""0/999""","300","","999","""IR/Celegans: Apoptosis""","398","false","""C""","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17965","1.0","175","[""BIO""]","1","""0/999""","","[""Alice Burton""]","""0/999""","300","","999","""IR/Molecular Biology""","398","false","""D""","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17966","1.0","175","[""BIO""]","1","""0/999""","","[""David Van Wylen""]","""0/999""","300","","999","""IR/Dual Microdialysis""","398","false","""E""","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17967","1.0","175","[""BIO""]","1","""0/999""","","[""Eric Cole""]","""0/999""","300","","999","""IR/Histone Function""","398","false","""F""","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17968","1.0","175","[""BIO""]","1","""0/999""","","[""John Giannini""]","""0/999""","300","","999","""IR/Crystallography""","398","false","""G""","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17969","1.0","175","[""BIO""]","1","""0/999""","","[""Kathleen L. Shea""]","""0/999""","300","","999","""IR/Forest Restoration""","398","false","""H""","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17970","1.0","175","[""BIO""]","1","""0/999""","","[""Eric Cole""]","""0/999""","300","","999","""IR/Ethnobotany""","398","false","""I""","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17971","1.0","175","[""BIO""]","1","""0/999""","","[""Kathleen L. Shea""]","""0/999""","300","","999","""IR/Oak Restoration""","398","false","""J""","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17972","1.0","175","[""BIO""]","1","""0/999""","","[""Theodore Johnson""]","""0/999""","300","","999","""IR/Staph and Disinf""","398","false","""K""","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17973","1.0","175","[""BIO""]","1","""0/999""","","[""Staff""]","""0/999""","300","","1","""IR/Restoration-Succes""","398","false","""L""","3","""0/999""","""0/999""","""O""","19953","","""Research""","1995"
"17975","0.0","183","[""CHEM""]","23","""12/999""","","[""Staff""]","""1/999""","100","[""SC 371""]","20","""Fundamentls Chem/Lab""","111","false","""A""","3","""2/999""","""10/999""","""C""","19953","[""T 1145-0245PM""]","""Lab""","1995"
"17976","0.0","183","[""CHEM""]","5","""5/999""","","[""Staff""]","""0/999""","100","[""SC 371""]","24","""Fundamentls Chem/Lab""","111","false","""B""","3","""0/999""","""0/999""","""O""","19953","[""F 0200-0500PM""]","""Lab""","1995"
"17977","1.0","1550","[""CHEM""]","13","""0/999""","","[""Kim M. Hildebrandt""]","""5/999""","100","[""SC 374""]","24","""Elem Bio-Organic Chem""","122","false","","3","""4/999""","""2/999""","""O""","19953","[""MWF 1255-0150PM""]","""Research""","1995"
"17978","0.0","1551","[""CHEM""]","13","""0/999""","","[""Staff""]","""5/999""","100","[""SC 371""]","24","""Elem Bio-Org/Lab""","122","false","""A""","3","""4/999""","""2/999""","""O""","19953","[""F 0200-0500PM""]","""Lab""","1995"
"17980","0.0","195","[""CHEM""]","20","""13/999""","","[""Staff""]","""4/4""","100","[""SC 374/363""]","24","""Chem Reactions/Lab""","126","false","""A""","3","""0/2""","""4/4""","""O""","19953","[""M 0200-0500PM""]","""Lab""","1995"
"17982","0.0","195","[""CHEM""]","21","""15/999""","","[""Staff""]","""2/3""","100","[""SC 374/363""]","18","""Chem Reactions/Lab""","126","false","""B""","3","""1/2""","""4/999""","""C""","19953","[""T 0800-1100""]","""Lab""","1995"
"17983","1.0","194","[""CHEM""]","39","""36/999""","","[""Robert Hanson""]","""2/999""","100","[""SC 378""]","999","""Chemical Reactions""","126","false","""C""","3","""1/999""","""7/999""","""O""","19953","[""MWF 1045-1140""]","""Research""","1995"
"17984","0.0","195","[""CHEM""]","26","""18/999""","","[""Staff""]","""4/999""","100","[""SC 374/363""]","8","""Chem Reactions/Lab""","126","false","""C""","3","""1/999""","""5/999""","""C""","19953","[""T 1145-0245PM""]","""Lab""","1995"
"17985","1.0","194","[""CHEM""]","32","""24/999""","","[""Robert Hanson""]","""4/999""","100","[""SC 378""]","999","""Chemical Reactions""","126","false","""D""","3","""1/999""","""5/999""","""O""","19953","[""MWF 1150-1245PM""]","""Research""","1995"
"17986","0.0","195","[""CHEM""]","25","""17/999""","","[""Staff""]","""4/999""","100","[""SC 374/363""]","8","""Chem Reactions/Lab""","126","false","""D""","3","""0/999""","""4/999""","""C""","19953","[""T 0300-0600PM""]","""Lab""","1995"
"17987","0.0","195","[""CHEM""]","20","""15/999""","","[""Staff""]","""0/3""","100","[""SC 374/363""]","24","""Chem Reactions/Lab""","126","false","""E""","3","""1/2""","""4/7""","""O""","19953","[""W 0200-0500PM""]","""Lab""","1995"
"17988","0.0","195","[""CHEM""]","22","""18/999""","","[""Staff""]","""1/4""","100","[""SC 374/363""]","18","""Chem Reactions/Lab""","126","false","""F""","3","""0/2""","""3/999""","""C""","19953","[""Th 0800-1100""]","""Lab""","1995"
"17989","0.0","195","[""CHEM""]","27","""16/999""","","[""Staff""]","""3/999""","100","[""SC 374/363""]","8","""Chem Reactions/Lab""","126","false","""G""","3","""0/999""","""7/999""","""C""","19953","[""Th 1145-0245PM""]","""Lab""","1995"
"17990","0.0","195","[""CHEM""]","19","""22/999""","","[""Staff""]","""0/999""","100","[""SC 374/363""]","24","""Chem Reactions/Lab""","126","false","""H""","3","""0/999""","""0/999""","""O""","19953","[""F 0200-0500PM""]","""Lab""","1995"
"17991","1.0","197","[""CHEM""]","38","""1/999""","","[""Gary O. Spessard""]","""2/999""","200","[""SC 282""]","60","""Organic Chemistry""","248","false","""A""","3","""1/999""","""39/999""","""O""","19953","[""MWF 0800-0855""]","""Research""","1995"
"17992","1.0","197","[""CHEM""]","48","""0/999""","","[""Wesley Pearson""]","""9/999""","200","[""SC 282""]","60","""Organic Chemistry""","248","false","""B""","3","""3/999""","""36/999""","""O""","19953","[""MWF 0905-1000""]","""Research""","1995"
"17993","0.25","200","[""CHEM""]","16","""0/999""","","[""Staff""]","""1/999""","200","[""SC 378/311""]","24","""Synthesis Lab""","254","true","""A""","3","""3/999""","""17/999""","""O""","19953","[""M 0200-0500PM""]","""Lab""","1995"
"17994","0.25","200","[""CHEM""]","21","""0/999""","","[""Staff""]","""2/999""","200","[""SC 378/311""]","10","""Synthesis Lab""","254","true","""B""","3","""0/999""","""17/999""","""C""","19953","[""T 0800-1100""]","""Lab""","1995"
"17995","0.25","200","[""CHEM""]","21","""0/999""","","[""Staff""]","""4/999""","200","[""SC 378/311""]","10","""Synthesis Lab""","254","true","""C""","3","""0/999""","""15/999""","""C""","19953","[""T 0120-0420PM""]","""Lab""","1995"
"17996","0.25","200","[""CHEM""]","12","""0/999""","","[""Staff""]","""3/999""","200","[""SC 378/311""]","24","""Synthesis Lab""","254","true","""D""","3","""1/999""","""9/999""","""O""","19953","[""W 0200-0500PM""]","""Lab""","1995"
"17997","0.25","200","[""CHEM""]","17","""0/999""","","[""Staff""]","""2/999""","200","[""SC 378/311""]","10","""Synthesis Lab""","254","true","""E""","3","""0/999""","""15/999""","""C""","19953","[""Th 0800-1100""]","""Lab""","1995"
