"clbid","credits","crsid","departments","enrolled","firsties","gereqs","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"887","1.0","840","[""MUSIC""]","16","""1/999""","","[""James McKeel""]","""10/999""","200","[""CHM URNESS"", ""CHM URNESS""]","20","""Opera Workshop""","269","false","","2","""2/999""","""3/999""","""O""","20002","[""M-Th 1040-1230PM"", ""M-Th 0130-0300PM""]","""Research""","2000"
"888","1.0","846","[""MUSIC""]","1","""0/999""","","[""John Ferguson""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"889","1.0","847","[""MUSIC""]","1","""0/999""","","[""Paul Niemisto""]","""1/999""","200","","999","""IS/Concert Band Lit""","298","false","","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"890","1.0","847","[""MUSIC""]","1","""0/999""","","[""Linda Berger""]","""0/999""","200","","999","""IS/Music Therapy""","298","false","""A""","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"891","1.0","847","[""MUSIC""]","1","""0/999""","","[""Linda Berger""]","""0/999""","200","","999","""IS/Music Chr. Worship""","298","false","""B""","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"892","1.0","939","[""NURS""]","45","""38/20""","","[""Mary Kuehn""]","""0/0""","100","[""H 403""]","40","""Nutrition & Wellness""","110","false","","2","""3/3""","""4/4""","""C""","20002","[""M-F 1040-1240PM""]","""Research""","2000"
"893","1.0","961","[""NURS""]","2","""0/999""","","[""Mary Johnson""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""2/999""","""1/999""","""O""","20002","","""Research""","2000"
"894","1.0","961","[""NURS""]","1","""0/999""","","[""Diana Neal""]","""0/999""","300","","999","""Academic Internship""","394","true","""A""","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"895","1.0","961","[""NURS""]","1","""0/999""","","[""Mary Kuehn""]","""0/999""","300","","999","""Academic Internship""","394","true","""B""","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"896","1.0","966","[""PHIL""]","22","""17/999""","","[""Vicki L. Harper""]","""0/999""","100","[""M 30""]","25","""Philosophy and Lit""","120","false","","2","""1/999""","""6/999""","""C""","20002","[""M-F 0100-0300PM""]","""Research""","2000"
"897","1.0","967","[""PHIL""]","22","""21/999""","","[""Edward Langerak""]","""0/999""","100","[""H 516""]","25","""Death/Meaning of Life""","147","false","","2","""0/999""","""2/999""","""O""","20002","[""M-F 0100-0300PM""]","""Research""","2000"
"898","1.0","977","[""PHIL""]","17","""0/999""","","[""Karen Gervais""]","""0/999""","200","[""H 413""]","25","""Biomedical Ethics""","250","false","","2","""0/999""","""0/999""","""C""","20002","[""M-F 0800-1000""]","""Research""","2000"
"899","1.0","983","[""PHIL""]","22","""1/999""","","[""Geoffrey Gorham""]","""11/999""","200","[""H 514""]","22","""Vices and Virtues""","258","false","","2","""10/999""","""0/999""","""C""","20002","[""M-F 1040-1240PM""]","""Research""","2000"
"900","1.0","993","[""PHIL""]","1","""0/999""","","[""Charles Taliaferro""]","""0/999""","300","","999","""IR/Goodness & Meaning""","398","false","","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"901","1.0","993","[""PHIL""]","1","""0/999""","","[""Rick A. Fairbanks""]","""0/999""","300","","999","""IR/Indonesian Pol Phi""","398","false","""A""","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"902","1.0","1057","[""PETH""]","1","""0/999""","","[""Daniel Hagen""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"903","1.0","1058","[""PETH""]","1","""0/999""","","[""Daniel Hagen""]","""0/999""","200","","999","""IS/Strength Tr Concpt""","298","false","","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"904","1.0","1084","[""PHYS""]","5","""0/999""","","[""David Nitz""]","""2/999""","200","[""SC 110"", ""SC 125""]","16","""Electronic Circuits""","246","false","","2","""1/999""","""2/999""","""O""","20002","[""M-F 0830-1000"", ""M-F 0100-0330PM""]","""Research""","2000"
"905","1.0","1086","[""PHYS""]","29","""11/11""","","[""Richard Thomas""]","""4/999""","200","[""SC 170"", ""SC 159""]","30","""Musical Acoustics""","252","false","","2","""2/999""","""14/999""","""C""","20002","[""M-F 0830-1000"", ""M-F 0100-0330PM""]","""Research""","2000"
"906","1.0","1088","[""PHYS""]","13","""0/999""","","[""James Cederberg""]","""1/999""","200","[""SC 129"", ""SC 129"", ""SC 129""]","20","""Origin Nuclear Weapon""","254","false","","2","""3/999""","""11/999""","""O""","20002","[""M-F 0830-1000"", ""M-F 1030-1200PM"", ""M-F 0100-0330PM""]","""Research""","2000"
"907","1.0","1107","[""PSCI""]","25","""14/20""","","[""Daniel Hofrenning""]","""1/999""","100","[""H 403"", ""H 403""]","30","""Politics of Religion""","115","false","","2","""4/999""","""5/999""","""O""","20002","[""MWTh 0800-1000"", ""M 0700-0900PM""]","""Research""","2000"
"908","1.0","1109","[""PSCI""]","28","""20/20""","","[""Kristina Thalhammer""]","""0/999""","100","[""M 35""]","25","""Politics Human Rights""","117","false","","2","""6/999""","""0/999""","""C""","20002","[""T-F 1040-1240PM""]","""Research""","2000"
"909","1.0","1114","[""PSCI""]","23","""1/5""","","[""Charles E. Umbanhowar Sr""]","""4/999""","200","[""M 11""]","20","""Politics""","222","false","","2","""9/999""","""6/999""","""C""","20002","[""M-Th 0100-0300PM""]","""Research""","2000"
"910","1.0","1123","[""PSCI""]","19","""1/999""","","[""Susan Bloom""]","""7/999""","200","[""M 11""]","20","""Pol Econ of Eur Union""","253","false","","2","""3/999""","""7/999""","""C""","20002","[""M-Th 1040-1240PM""]","""Research""","2000"
"911","1.0","1139","[""PSCI""]","1","""0/999""","","[""Daniel Hofrenning""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""O""","20002","","""Research""","2000"
"912","1.0","1139","[""PSCI""]","1","""0/999""","","[""Kristina Thalhammer""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"913","1.0","1151","[""PSCI""]","1","""0/999""","","[""Kristina Thalhammer""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"914","1.0","1151","[""PSCI""]","1","""0/999""","","[""Andrew Seligsohn""]","""0/999""","300","","999","""Academic Internship""","394","true","""A""","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"915","1.0","1156","[""PSYCH""]","23","""0/999""","","[""Marit Westergaard""]","""5/999""","200","[""H 307""]","25","""Issues 1st & 2nd Lang""","222","false","","2","""5/999""","""8/999""","""C""","20002","[""M-F 0100-0300PM""]","""Research""","2000"
"916","1.0","1157","[""PSYCH""]","14","""1/999""","","[""Howard Thorsheim""]","""1/999""","200","[""H 319""]","15","""Psychophysiology""","225","false","","2","""3/999""","""3/999""","""C""","20002","[""M-F 1040-1240PM""]","""Research""","2000"
"917","1.0","1175","[""PSYCH""]","20","""4/4""","","[""Mary Ellen Ross""]","""5/5""","200","[""M 15""]","18","""Knowing/Caring/Commun""","258","false","","2","""4/4""","""5/5""","""C""","20002","[""MTThF 1040-1240PM""]","""Research""","2000"
"918","1.0","2295","[""PSYCH""]","26","""0/999""","","[""T. William Altermatt""]","""3/999""","200","[""H 501""]","25","""Altruism/Prosocial""","266","false","","2","""5/999""","""17/999""","""C""","20002","[""M-F 0100-0300PM""]","""Research""","2000"
"919","1.0","1178","[""PSYCH""]","1","""0/999""","","[""Dana Gross""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"920","1.0","1178","[""PSYCH""]","1","""0/999""","","[""Mary Ellen Ross""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"921","1.0","1178","[""PSYCH""]","1","""0/999""","","[""James Dickson Jr.""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"922","1.0","1179","[""PSYCH""]","2","""0/999""","","[""James Dickson Jr.""]","""0/999""","200","","999","""IS/Ecopsychology""","298","false","","2","""3/999""","""0/999""","""O""","20002","","""Research""","2000"
"923","1.0","1200","[""REL""]","26","""0/999""","","[""Eric Lund""]","""3/999""","200","[""CH 111""]","25","""Reformation Theology""","214","false","","2","""1/999""","""22/999""","""C""","20002","[""M-F 0100-0300PM""]","""Research""","2000"
"924","1.0","1203","[""REL""]","14","""0/999""","","[""Philip E. Stoltzfus""]","""1/999""","200","[""CH 110""]","25","""Pol/Liberation Theol""","218","false","","2","""1/999""","""13/999""","""O""","20002","[""M-F 0100-0300PM""]","""Research""","2000"
"925","1.0","2315","[""REL""]","29","""3/999""","","[""James Hanson""]","""16/999""","200","[""CH 102""]","25","""Jesus""","220","false","","2","""6/999""","""1/999""","""C""","20002","[""M-F 0100-0300PM""]","""Research""","2000"
"926","1.0","1209","[""REL""]","30","""0/999""","","[""Daniel Malotky""]","""18/999""","200","[""CH 101""]","25","""God & Human Suffering""","225","false","","2","""5/999""","""3/999""","""C""","20002","[""M-F 0800-1000""]","""Research""","2000"
"927","1.0","1211","[""REL""]","25","""0/999""","","[""Bruce Marshall""]","""4/999""","200","[""H 516""]","25","""Jews & Christians/Aft""","227","false","","2","""1/999""","""21/999""","""C""","20002","[""M-F 0800-1000""]","""Research""","2000"
"928","1.0","2316","[""REL""]","23","""0/999""","","[""Charles Wilson""]","""4/999""","200","[""CH 109"", ""CH 109""]","25","""Bergman/Christian Th""","229","false","","2","""3/999""","""14/999""","""O""","20002","[""M-F 1040-1240PM"", ""M-F 0100-0300PM""]","""Research""","2000"
"929","1.0","1231","[""REL""]","23","""0/999""","","[""W. Bruce Benson""]","""0/999""","200","","999","""Histor Geograph Bible""","275","false","","2","""0/999""","""0/999""","""C""","20002","","""Research""","2000"
"930","1.0","1235","[""REL""]","9","""0/999""","","[""John Barbour""]","""3/999""","200","[""CH 111""]","20","""Virtue""","293","false","","2","""3/999""","""8/999""","""O""","20002","[""M-F 1040-1240PM""]","""Research""","2000"
"931","1.0","1237","[""REL""]","19","""0/999""","","[""Anantanand Rambachan""]","""6/999""","200","[""CH 102""]","20","""Rel Pluralsm/Communit""","295","false","","2","""12/999""","""0/999""","""C""","20002","[""M-F 1040-1240PM""]","""Research""","2000"
"932","1.0","1268","[""RUSSN""]","17","""0/999""","","[""Irina Walter""]","""2/999""","200","[""M 2""]","25","""Women in Russian Lit""","250","false","","2","""2/999""","""8/999""","""O""","20002","[""MTThF 1045-1245PM""]","""Topic""","2000"
"933","1.0","1281","[""RUSST""]","10","""0/999""","","[""Robert Nichols""]","""0/999""","200","","999","""Hist-Russian Orthodox""","250","false","","2","""0/999""","""0/999""","""C""","20002","","""Research""","2000"
"934","1.0","1285","[""RUSST""]","1","""0/999""","","[""J. Patrick Dale""]","""0/999""","300","","999","""IR/Politics of Temeli""","398","false","","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"935","1.0","1290","[""SOAN""]","29","""10/10""","","[""Michael Gibbons""]","""5/5""","100","[""H 403""]","25","""Cultural Soc of Film""","122","false","","2","""5/5""","""5/5""","""C""","20002","[""M-Th 0100-0330PM""]","""Research""","2000"
"936","1.0","1291","[""SOAN""]","29","""10/10""","","[""Christopher L. Chiappari""]","""5/5""","100","[""H 413""]","25","""The 70's and Beyond""","123","false","","2","""4/4""","""5/5""","""C""","20002","[""M-Th 0100-0330PM""]","""Research""","2000"
"937","1.0","1298","[""SOAN""]","26","""0/999""","","[""James Tallon""]","""0/999""","200","","25","""Modern IReland""","231","false","","2","""0/999""","""0/999""","""C""","20002","","""Research""","2000"
"938","1.0","2423","[""SOAN""]","10","""0/0""","","[""Mark Goodale""]","""4/8""","200","[""H 515""]","30","""Writing Culture""","234","false","","2","""2/5""","""1/24""","""O""","20002","[""M-Th 0100-0330PM""]","""Research""","2000"
"939","1.0","1315","[""SOAN""]","2","""0/999""","","[""Carolyn Anderson""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""1/999""","""0/999""","""O""","20002","","""Research""","2000"
"940","1.0","1315","[""SOAN""]","1","""0/999""","","[""Christopher L. Chiappari""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"941","1.0","1325","[""SPAN""]","13","""10/999""","","[""Terri Greenslade""]","""2/999""","100","[""M 21""]","25","""Beginning Spanish II""","112","false","","2","""1/999""","""3/999""","""O""","20002","[""M-F 1040-1240PM""]","""Research""","2000"
"942","1.0","1328","[""SPAN""]","21","""2/999""","[""MCG""]","[""Frank L. Odd""]","""0/999""","200","","25","""Ad Inter Span-Ecuador""","233","false","","2","""0/999""","""0/999""","""C""","20002","","""Research""","2000"
"943","1.0","1329","[""SPAN""]","20","""0/999""","","[""Maggie Broner""]","""0/999""","200","","25","""Ad Int Spa-Costa Rica""","234","false","","2","""0/999""","""0/999""","""C""","20002","","""Research""","2000"
"944","1.0","1355","[""SPAN""]","1","""0/999""","","[""Gwendolyn Barnes-Karol""]","""0/999""","300","","999","""IR/Contemporary Spain""","398","false","","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"945","1.0","1362","[""SWRK""]","20","""0/999""","","[""Naurine Lennox""]","""0/999""","200","","20","""Fam Soc Srv Cntrl Mex""","256","false","","2","""0/999""","""0/999""","""C""","20002","","""Research""","2000"
"946","1.0","1367","[""SWRK""]","1","""0/999""","","[""Naurine Lennox""]","""0/999""","200","","999","""IS/Social Work Survey""","298","false","","2","""1/999""","""0/999""","""O""","20002","","""Research""","2000"
"947","1.0","1380","[""THEAT""]","15","""11/999""","","[""Brian Bjorklund""]","""0/999""","100","[""KELSEY"", ""KELSEY"", ""KELSEY""]","999","""Prod Theater: Intro""","133","true","","2","""0/999""","""4/999""","""C""","20002","[""M-F 0900-1000"", ""M-F 1040-0500PM"", ""M-F 0700-1000PM""]","""Research""","2000"
"948","1.0","1387","[""THEAT""]","11","""0/999""","","[""Dona W. Freeman""]","""2/999""","200","[""KELSEY"", ""KELSEY"", ""KELSEY""]","999","""Prod Theater: Advanced""","234","true","","2","""4/999""","""3/999""","""C""","20002","[""M-F 0900-1000"", ""M-F 1040-0500PM"", ""M-F 0700-1000PM""]","""Research""","2000"
"949","1.0","1395","[""THEAT""]","1","""0/999""","","[""Gary C. Gisselman""]","""0/999""","200","","999","""IS/Oral Interpretatio""","298","false","","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"950","1.0","1395","[""THEAT""]","1","""0/999""","","[""Gary C. Gisselman""]","""0/999""","200","","999","""IS/Writing A Musical""","298","false","""A""","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"951","1.0","2487","[""THEAT""]","8","""0/999""","","[""Linda Devenish""]","""2/999""","300","[""CT 216""]","20","""Top: Family Communicat""","389","false","","2","""4/999""","""1/999""","""O""","20002","[""M-F 1040-1240PM""]","""Topic""","2000"
"952","1.0","1400","[""THEAT""]","2","""0/999""","","[""Gary C. Gisselman""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""3/999""","""0/999""","""O""","20002","","""Research""","2000"
"953","1.0","1400","[""THEAT""]","1","""0/999""","","[""Karen Wilson""]","""0/999""","300","","999","""Academic Internship""","394","true","""A""","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"985","1.0","1489","[""ARMS""]","1","""0/999""","","[""Judy Kutulas""]","""0/999""","300","","999","""IR/Race Gender & Tv""","398","false","","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"

