"clbid","credits","crsid","departments","enrolled","firsties","gereqs","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"841","1.0","455","[""ENVST""]","12","""4/6""","","[""Michael Swift""]","""2/6""","100","[""SC 211"", ""SC 211"", ""SC 211""]","24","""Intro: Enviro Studies""","137","false","""B""","2","""6/6""","""2/999""","""O""","20002","[""M-F 0900-1000"", ""M-F 1040-1200PM"", ""M-F 0100-0300PM""]","""Research""","2000"
"842","1.0","1730","[""ENVST""]","13","""0/999""","","[""Kristina MacPherson""]","""0/999""","200","","24","""Saving Wild Places""","258","false","","2","""0/999""","""0/999""","""C""","20002","","""Research""","2000"
"843","1.0","464","[""ENVST""]","1","""0/999""","","[""Robert Jacobel""]","""1/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"844","1.0","479","[""FREN""]","16","""11/999""","","[""Mary Cisar""]","""0/999""","200","[""M 20"", ""M 20""]","30","""Intermed French I""","231","false","","2","""1/999""","""4/999""","""O""","20002","[""M-F 0800-1000"", ""M-F 0100-0300PM""]","""Research""","2000"
"845","1.0","481","[""FREN""]","12","""0/999""","","[""Scott Homler""]","""0/999""","200","","20","""Lang/Cul Fr Caribbean""","233","false","","2","""0/999""","""0/999""","""C""","20002","","""Research""","2000"
"846","1.0","482","[""FREN""]","13","""4/999""","","[""Wendy Allen""]","""3/999""","200","[""M 26""]","25","""Speaking of French""","250","false","","2","""1/999""","""2/999""","""O""","20002","[""M-F 1040-0300PM""]","""Research""","2000"
"847","1.0","489","[""FREN""]","21","""0/999""","","[""Jolene Barjasteh""]","""0/999""","200","","20","""ID French Stud Paris""","275","false","","2","""0/999""","""0/999""","""C""","20002","","""Research""","2000"
"848","1.0","510","[""GERM""]","17","""0/999""","","[""Frederike Von Schwerin-High""]","""0/999""","200","","999","""Capitals: Bonn/Berlin""","233","false","","2","""0/999""","""0/999""","""C""","20002","","""Research""","2000"
"849","1.0","512","[""GERM""]","30","""6/999""","","[""Karl Fink""]","""11/999""","200","[""M 4""]","25","""Age of Goethe-Tr""","246","false","","2","""3/999""","""4/999""","""C""","20002","[""M-F 0800-1000""]","""Research""","2000"
"850","1.0","532","[""GCON""]","23","""0/999""","","[""Sylvia Carullo""]","""0/999""","100","[""M 20"", ""FH 1 PLENARY""]","999","""Romans & Christians""","115","false","""A""","2","""0/999""","""0/999""","""C""","20002","[""M-F 1040-1240PM"", ""M-F 1040-1240PM""]","""Research""","2000"
"851","1.0","532","[""GCON""]","24","""0/999""","","[""Rick A. Fairbanks""]","""0/999""","100","[""H 515"", ""FH 1 PLENARY""]","999","""Romans & Christians""","115","false","""B""","2","""0/999""","""0/999""","""C""","20002","[""M-F 1040-1240PM"", ""M-F 1040-1240PM""]","""Research""","2000"
"852","1.0","532","[""GCON""]","24","""0/999""","","[""James May""]","""0/999""","100","[""H 516"", ""FH 1 PLENARY""]","999","""Romans & Christians""","115","false","""C""","2","""0/999""","""0/999""","""C""","20002","[""M-F 1040-1240PM"", ""M-F 1040-1240PM""]","""Research""","2000"
"853","1.0","536","[""GCON""]","30","""0/999""","","[""Edmund Santurri""]","""0/999""","200","","999","""Theology & Visual Art""","250","false","","2","""0/999""","""0/999""","""C""","20002","","""Research""","2000"
"854","1.0","1770","[""HIST""]","34","""30/999""","","[""Richard A. Olson""]","""0/999""","100","[""H 317""]","30","""Myth/Hist Ancnt World""","102","false","","2","""0/999""","""0/999""","""C""","20002","[""M-F 0100-0300PM""]","""Research""","2000"
"855","1.0","1790","[""HIST""]","18","""25/999""","","[""Steven C. Hahn""]","""0/999""","100","[""L 421""]","25","""Race,Culture Early Am""","131","false","","2","""0/999""","""0/999""","""C""","20002","[""M-F 1040-1240PM""]","""Research""","2000"
"856","1.0","1809","[""HIST""]","35","""25/25""","","[""Odd S. Lovoll""]","""1/0""","100","[""H 501""]","41","""Norwegian/Amer Exper""","155","false","","2","""1/0""","""9/16""","""C""","20002","[""M-Th 1040-1240PM""]","""Research""","2000"
"857","1.0","601","[""HIST""]","17","""1/0""","","[""J. L. Carrington""]","""4/18""","200","[""H 301""]","35","""Women/Early Md Europe""","230","false","","2","""5/23""","""5/24""","""O""","20002","[""M-F 0100-0300PM""]","""Research""","2000"
"858","1.0","1844","[""HIST""]","34","""1/0""","","[""Stephen Blake""]","""7/13""","200","[""M 1""]","35","""British India""","255","false","","2","""9/23""","""17/16""","""C""","20002","[""M-F 0100-0300PM""]","""Research""","2000"
"859","1.0","606","[""HIST""]","14","""0/8""","","[""Jeane DeLaney""]","""5/16""","200","[""H 317""]","35","""20th Century Cuba""","258","false","","2","""5/11""","""10/25""","""O""","20002","[""M-F 1040-1240PM""]","""Research""","2000"
"860","1.0","613","[""HIST""]","17","""0/999""","","[""Helena Pohlandt-McCormick""]","""0/999""","200","","999","""Landscapes/So Africa""","264","false","","2","""0/999""","""0/999""","""C""","20002","","""Research""","2000"
"861","1.0","642","[""HIST""]","1","""0/999""","","[""Stephen Blake""]","""0/999""","300","","999","""IR/Adv British India""","398","false","","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"862","1.0","643","[""HSPST""]","1","""0/999""","","[""David Schodt""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"863","1.0","652","[""FAMST""]","26","""0/999""","","[""C. George Holt""]","""0/999""","200","","27","""Aboriginal Cult/Austr""","263","false","","2","""0/999""","""0/999""","""C""","20002","","""Research""","2000"
"864","1.0","656","[""FAMST""]","1","""0/999""","","[""C. George Holt""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"865","1.0","675","[""IS""]","21","""0/999""","","[""David Booth""]","""11/999""","200","[""H 514""]","22","""Topic: Ethics & Embodmnt""","204","false","","2","""7/999""","""1/999""","""O""","20002","[""M-F 0100-0300PM""]","""Topic""","2000"
"866","1.0","701","[""ID""]","41","""0/999""","","[""Lavern Rippley"", ""Steve Soderlind""]","""0/999""","200","","999","""The Mare Balticum""","249","false","","2","""0/999""","""0/999""","""C""","20002","","""Research""","2000"
"867","1.0","1918","[""ID""]","16","""0/999""","","[""John Walters""]","""0/999""","200","[""SC 18"", ""SC 18""]","16","""Computers in Health""","251","false","","2","""2/999""","""-2/999""","""C""","20002","[""M-F 1040-1230PM"", ""M-F 0130-0330PM""]","""Research""","2000"
"868","1.0","704","[""ID""]","12","""0/999""","","[""Wesley Pearson""]","""0/999""","200","","999","""Hospital Health Care""","255","true","","2","""0/999""","""0/999""","""C""","20002","","""Research""","2000"
"869","1.0","705","[""ID""]","26","""0/999""","","[""Patrick Quade""]","""0/999""","200","","999","""Theater in London""","258","false","","2","""0/999""","""0/999""","""C""","20002","","""Research""","2000"
"870","1.0","1923","[""ID""]","4","""0/999""","","[""Myron L. Solid""]","""0/999""","200","","999","""Dimens Multicult/ACM""","260","false","","2","""0/999""","""0/999""","""C""","20002","","""Research""","2000"
"871","1.0","1926","[""ID""]","2","""0/999""","","[""Kristina MacPherson""]","""0/999""","200","","999","""Dev & Comm Bang/HECUA""","263","false","","2","""0/999""","""0/999""","""C""","20002","","""Research""","2000"
"872","1.0","728","[""MATH""]","25","""17/999""","","[""Richard Allen""]","""0/999""","100","[""SC 188"", ""SC 188""]","30","""Gateways/Mathematics""","117","false","","2","""0/999""","""5/999""","""O""","20002","[""M-F 1030-1145"", ""M-F 0100-0230PM""]","""Research""","2000"
"873","1.0","742","[""MATH""]","23","""0/999""","","[""Clifton Corzatt""]","""0/999""","200","","999","""Struct of Higher Math""","234","false","","2","""0/999""","""0/999""","""C""","20002","","""Research""","2000"
"874","1.0","746","[""MATH""]","23","""1/999""","","[""Jill Dietz""]","""6/999""","200","[""SC 186""]","30","""Knot Theory""","248","false","","2","""3/999""","""7/999""","""O""","20002","[""M-F 1200-0400PM""]","""Research""","2000"
"875","1.0","1951","[""MATH""]","16","""0/999""","","[""Steven McKelvey""]","""0/999""","200","","999","""Math Modeling/Biosph""","290","false","","2","""0/999""","""0/999""","""C""","20002","","""Research""","2000"
"876","1.0","758","[""MATH""]","20","""0/999""","","[""Martha Wallace""]","""5/999""","300","[""SC 184"", ""SC 184"", ""SC 184""]","20","""Geometry""","356","false","","2","""13/999""","""0/999""","""C""","20002","[""M-F 0800-1000"", ""M-F 1030-1200PM"", ""M-F 0100-0300PM""]","""Research""","2000"
"877","1.0","765","[""MATH""]","15","""0/999""","","[""Michael Kahn"", ""Theodore Vessey""]","""1/999""","300","[""SC 130"", ""SC 130""]","15","""Mathematics Practicum""","390","false","","2","""14/999""","""0/999""","""C""","20002","[""M-F 0800-1000"", ""M-F 1040-1240PM""]","""Research""","2000"
"878","1.0","767","[""MATH""]","1","""0/999""","","[""Jill Dietz""]","""0/999""","300","","999","""IR/Ring/Field Theory""","398","false","","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"879","1.0","769","[""MGMT""]","24","""4/4""","","[""Gary C. Gisselman""]","""5/999""","200","[""H 413""]","25","""Arts Management""","229","false","","2","""7/999""","""9/999""","""C""","20002","[""M-F 1030-1230PM""]","""Research""","2000"
"880","1.0","770","[""MGMT""]","21","""0/999""","","[""Richard Goedde""]","""11/999""","200","[""H 301"", ""H 205""]","20","""Computer Applications""","230","false","","2","""10/999""","""0/999""","""C""","20002","[""MWF 1040-1140"", ""MWF 0100-0300PM""]","""Research""","2000"
"881","1.0","772","[""MGMT""]","22","""1/999""","","[""Bruce Hanson""]","""9/999""","200","[""CH 110""]","25","""Technol & Entr Spirit""","232","false","","2","""6/999""","""6/999""","""O""","20002","[""M-F 1040-1240PM""]","""Research""","2000"
"882","1.0","788","[""MGMT""]","1","""0/999""","","[""Richard Goedde""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20002","","""Research""","2000"
"883","1.0","803","[""MUSIC""]","26","""8/999""","","[""Linda Berger""]","""6/999""","100","[""CHM 222"", ""CHM 233"", ""L 477""]","24","""The Music Spectrum""","130","false","","2","""9/999""","""0/999""","""C""","20002","[""M-F 1040-1130"", ""MWF 1140-1240PM"", ""TTh 1140-1240PM""]","""Research""","2000"
"884","1.0","805","[""MUSIC""]","40","""27/999""","","[""David Carter""]","""1/999""","100","[""CHM 232""]","30","""Orchestral Music""","132","false","","2","""1/999""","""0/999""","""C""","20002","[""M-F 1040-1240PM""]","""Research""","2000"
"885","1.0","823","[""MUSIC""]","21","""1/999""","","[""Peter S. Hamlin""]","""11/999""","200","[""CHM 239""]","20","""Music/Electronic Med""","225","false","","2","""9/999""","""0/999""","""C""","20002","[""M-F 1040-1240PM""]","""Research""","2000"
"886","1.0","825","[""MUSIC""]","9","""0/999""","","[""Alice Hanson""]","""1/999""","200","[""CHM 224"", ""CHM 224""]","30","""America's Hit Parade""","232","false","","2","""7/999""","""2/999""","""O""","20002","[""M-Th 0900-1000"", ""M-Th 1045-1200PM""]","""Research""","2000"
