"clbid","credits","crsid","departments","enrolled","firsties","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"23041","0.5","69","[""ART""]","1","""0/999""","[""Wendell Arneson""]","""0/999""","200","","999","""IS/Pysanky Design""","298","false","","4","""0/999""","""0/999""","""O""","19974","","""Research""","1997"
"23042","1.0","154","[""BIO""]","1","""0/999""","[""Eugene Bakko""]","""0/999""","200","","999","""IS/Warbler Migrations""","298","false","","4","""0/999""","""0/999""","""O""","19974","","""Research""","1997"
"23043","1.0","192","[""CHEM""]","4","""0/999""","[""Staff""]","""0/999""","100","[""SC 374""]","999","""Struct Chem & Equilib""","125","false","","4","""0/999""","""0/999""","""O""","19974","[""M-F 1000-1130""]","""Research""","1997"
"23044","0.0","193","[""CHEM""]","4","""0/999""","[""Staff""]","""0/999""","100","","999","""Struct Chem & Equ/Lab""","125","false","","4","""0/999""","""0/999""","""O""","19974","","""Lab""","1997"
"23045","1.0","196","[""CHEM""]","4","""0/999""","[""Gary O. Spessard""]","""0/999""","200","[""SC 378""]","999","""Organic Chemistry""","247","false","","4","""0/999""","""0/999""","""O""","19974","[""M-F 1000-1130""]","""Research""","1997"
"23046","0.25","199","[""CHEM""]","4","""0/999""","[""Gary O. Spessard""]","""0/999""","200","","999","""Synthesis Lab""","253","true","","4","""0/999""","""0/999""","""O""","19974","","""Lab""","1997"
"23047","1.0","1583","[""ECON""]","4","""0/999""","[""Staff""]","""0/999""","200","","999","""Enviro Policy/Regulat""","232","false","","4","""0/999""","""0/999""","""O""","19974","","""Research""","1997"
"23049","1.0","300","[""CSCI""]","1","""0/999""","[""Richard Brown""]","""0/999""","200","","999","""IS/Math Computing C++""","298","false","","4","""0/999""","""0/999""","""O""","19974","","""Research""","1997"
"23050","1.0","1660","[""ENGL""]","1","""0/999""","[""Staff""]","""0/999""","100","","999","""College English""","111","false","","4","""0/999""","""0/999""","""O""","19974","","""Research""","1997"
"23051","1.0","411","[""ENGL""]","8","""0/999""","[""Joseph L. Mbele""]","""0/999""","200","[""L 520""]","999","""Post-Colonial Lit""","247","false","","4","""0/999""","""0/999""","""O""","19974","[""M-F 1230-0200PM""]","""Research""","1997"
"23052","1.0","413","[""ENGL""]","2","""0/999""","[""Staff""]","""0/999""","200","[""L 520""]","999","""Expository Writing""","251","false","","4","""0/999""","""0/999""","""O""","19974","[""M-F 1000-1130""]","""Research""","1997"
"23053","1.0","418","[""ENGL""]","3","""0/999""","[""Staff""]","""0/999""","200","","999","""Creative Writing I""","257","false","","4","""0/999""","""0/999""","""O""","19974","","""Research""","1997"
"23054","1.0","434","[""ENGL""]","1","""0/999""","[""Carol Holly""]","""0/999""","200","","999","""IS/Writing-Wmns Life""","298","false","","4","""0/999""","""0/999""","""O""","19974","","""Research""","1997"
"23055","1.0","442","[""ENGL""]","3","""0/999""","[""Staff""]","""0/999""","300","[""L 520""]","999","""Cr Writ II: Nonfiction""","373","false","","4","""0/999""","""0/999""","""O""","19974","[""M-F 1000-1130""]","""Research""","1997"
"23056","1.0","451","[""ENGL""]","1","""0/999""","[""Joseph L. Mbele""]","""0/999""","300","","999","""IR/19 & 20 Cent Lit""","398","false","","4","""0/999""","""0/999""","""O""","19974","","""Research""","1997"
"23057","1.0","1728","[""ENVST""]","6","""0/999""","[""Eugene Bakko""]","""0/999""","100","","999","""Minn Natural History""","150","false","","4","""0/999""","""0/999""","""O""","19974","","""Research""","1997"
"23058","1.0","1729","[""ENVST""]","9","""0/999""","[""Staff""]","""0/999""","200","","999","""Intro: Enviro Studies""","237","false","","4","""0/999""","""0/999""","""O""","19974","","""Research""","1997"
