"clbid","credits","crsid","departments","enrolled","firsties","instructors","juniors","level","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","type","year"
"17792","1.0","2281","[""PSYCH""]","16","""2/999""","[""Dana Gross""]","""10/999""","200","30","""Childhood in China""","226","false","","2","""6/999""","""0/999""","""O""","19952","""Research""","1995"
"17793","1.0","2287","[""PSYCH""]","9","""1/999""","[""Bruce B. Roberts""]","""4/999""","200","30","""Psych of Leadership""","253","false","","2","""6/999""","""0/999""","""O""","19952","""Research""","1995"
"17794","1.0","1179","[""PSYCH""]","1","""0/999""","[""Dana Gross""]","""0/999""","200","999","""IS/Linguistic Study""","298","false","","2","""1/999""","""0/999""","""O""","19952","""Research""","1995"
"17795","1.0","1179","[""PSYCH""]","1","""0/999""","[""James Dickson Jr.""]","""0/999""","200","999","""IS/Zoo Survey Cd-Rom""","298","false","""A""","2","""0/999""","""0/999""","""O""","19952","""Research""","1995"
"17796","1.0","2302","[""PSYCH""]","11","""1/999""","[""Charles Huff""]","""1/999""","300","30","""Grp Process/Soc Confl""","376","false","","2","""3/999""","""0/999""","""O""","19952","""Research""","1995"
"17797","1.0","2304","[""PSYCH""]","7","""0/999""","[""James Dickson Jr.""]","""2/999""","300","12","""Psychopharmacology""","380","false","","2","""5/999""","""0/999""","""O""","19952","""Research""","1995"
"17798","1.0","2311","[""PSYCH""]","18","""6/999""","[""Deborah Anderson""]","""1/999""","300","30","""Placement Applied Set""","393","true","","2","""9/999""","""0/999""","""C""","19952","""Research""","1995"
"17799","1.0","2315","[""REL""]","33","""9/999""","[""James Hanson""]","""0/999""","200","30","""Jesus""","220","false","","2","""21/999""","""0/999""","""C""","19952","""Research""","1995"
"17800","1.0","1206","[""REL""]","22","""0/999""","[""Margaret Odell""]","""19/999""","200","30","""The Biblical God""","222","false","","2","""11/999""","""0/999""","""O""","19952","""Research""","1995"
"17802","1.0","1219","[""REL""]","15","""1/999""","[""Eric Lund""]","""8/999""","200","999","""Rel of South Africa""","251","false","","2","""3/999""","""1/999""","""C""","19952","""Research""","1995"
"17804","1.0","1223","[""REL""]","21","""5/999""","[""William Poehlmann""]","""7/999""","200","999","""Religion/Culture/Rome""","259","false","","2","""6/999""","""1/999""","""C""","19952","""Research""","1995"
"17805","1.0","1231","[""REL""]","26","""0/999""","[""W. Bruce Benson""]","""7/999""","200","999","""History Geog/Bible""","275","false","","2","""17/999""","""0/999""","""C""","19952","""Research""","1995"
"17807","1.0","1248","[""REL""]","11","""2/999""","[""Barbara Pitkin""]","""4/999""","300","25","""Stud: Women & Religion""","389","false","","2","""6/999""","""2/999""","""O""","19952","""Research""","1995"
"17808","1.0","1249","[""REL""]","16","""1/999""","[""Barbara Reed""]","""5/999""","300","25","""Sem: Buddhist Lit""","390","false","","2","""8/999""","""1/999""","""O""","19952","""Seminar""","1995"
"17809","1.0","1257","[""REL""]","1","""1/999""","[""Margaret Odell""]","""0/999""","300","999","""IR/Feminism & Samson""","398","false","","2","""1/999""","""0/999""","""O""","19952","""Research""","1995"
"17810","1.0","1257","[""REL""]","1","""0/999""","[""Charles Wilson""]","""0/999""","300","999","""IR/Spinoza/Feuerbach""","398","false","""A""","2","""0/999""","""0/999""","""O""","19952","""Research""","1995"
"17812","1.0","2422","[""SOAN""]","22","""1/999""","[""Walter T. Hoops""]","""8/999""","200","999","""Indigenous Ex C Andes""","233","false","","2","""8/999""","""2/999""","""C""","19952","""Research""","1995"
"17814","1.0","1316","[""SOAN""]","1","""0/999""","[""Walter T. Hoops""]","""0/999""","200","999","""IS/Protestant Mexico""","298","false","","2","""0/999""","""0/999""","""O""","19952","""Research""","1995"
"17815","1.0","1320","[""SOAN""]","1","""0/999""","[""Walter T. Hoops""]","""0/999""","300","999","""IR/Quebec Field Study""","398","false","","2","""1/999""","""0/999""","""O""","19952","""Research""","1995"
"17816","1.0","1325","[""SPAN""]","21","""12/999""","[""Joan Odd""]","""6/999""","100","25","""Beginning Spanish II""","112","false","","2","""3/999""","""4/999""","""O""","19952","""Research""","1995"
"17817","1.0","1326","[""SPAN""]","22","""1/999""","[""Leon Narvaez""]","""15/999""","200","999","""Inter Span/Costa Rica""","233","false","","2","""0/999""","""1/999""","""C""","19952","""Research""","1995"
"17818","1.0","1351","[""SPAN""]","13","""2/999""","[""Gwendolyn Barnes-Karol""]","""4/999""","300","25","""Oral/Written Express""","379","false","","2","""5/999""","""0/999""","""O""","19952","""Research""","1995"
"17819","1.0","1357","[""SWRK""]","27","""21/999""","[""Naurine Lennox""]","""8/999""","100","30","""I Want to Help People""","120","false","","2","""0/999""","""0/999""","""O""","19952","""Research""","1995"
"17820","1.0","2448","[""SWRK""]","3","""0/999""","[""David Kuchera""]","""1/999""","200","35","""Beyond the 3-R's""","235","false","","2","""2/999""","""0/999""","""O""","19952","""Topic""","1995"
"17821","1.0","1366","[""SWRK""]","1","""0/999""","[""Naurine Lennox""]","""1/999""","200","999","""Internship""","294","true","","2","""0/999""","""0/999""","""O""","19952","""Research""","1995"
"17822","1.0","1380","[""THEAT""]","15","""9/999""","[""Brian Bjorklund""]","""5/999""","100","30","""Prod Theater: Intro""","133","true","","2","""2/999""","""0/999""","""C""","19952","""Research""","1995"
"17823","1.0","2469","[""THEAT""]","9","""0/999""","[""Adrienne H. Daniels""]","""8/999""","200","25","""Advertising""","225","false","","2","""0/999""","""0/999""","""O""","19952","""Research""","1995"
"17824","1.0","2470","[""THEAT""]","8","""4/999""","[""Larry Schnoor""]","""1/999""","200","25","""Interview Process""","226","false","","2","""8/999""","""0/999""","""O""","19952","""Research""","1995"
"17825","1.0","1387","[""THEAT""]","22","""3/999""","[""Lavinia Moyer""]","""6/999""","200","25","""Prod Theater: Advanced""","234","true","","2","""6/999""","""2/999""","""C""","19952","""Research""","1995"
"17826","1.0","1393","[""THEAT""]","3","""2/999""","[""William Sonnega""]","""1/999""","200","12","""Intro to Playwriting""","275","false","","2","""0/999""","""0/999""","""O""","19952","""Research""","1995"
"17827","1.0","1394","[""THEAT""]","1","""0/999""","[""Karen Wilson""]","""1/999""","200","999","""Internship""","294","true","","2","""0/999""","""0/999""","""O""","19952","""Research""","1995"
"17828","1.0","1394","[""THEAT""]","1","""0/999""","[""Adrienne H. Daniels""]","""0/999""","200","999","""Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","19952","""Research""","1995"
"17829","1.0","1395","[""THEAT""]","1","""0/999""","[""Karen Wilson""]","""0/999""","200","999","""IS/Music Directing-Th""","298","false","","2","""0/999""","""0/999""","""O""","19952","""Research""","1995"
"17831","1.0","1400","[""THEAT""]","1","""2/999""","[""Kathleen Edelmayer""]","""0/999""","300","999","""Internship""","394","true","","2","""0/999""","""0/999""","""O""","19952","""Research""","1995"
"17833","1.0","1400","[""THEAT""]","1","""0/999""","[""Adrienne H. Daniels""]","""0/999""","300","999","""Internship""","394","true","""B""","2","""0/999""","""0/999""","""O""","19952","""Research""","1995"

