"clbid","credits","crsid","departments","enrolled","firsties","gereqs","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"26012","1.0","387","[""ENGL""]","23","""0/0""","","[""Mary Steen""]","""0/0""","100","[""L 525""]","25","""Reading for Life""","132","false","","2","""0/0""","""25/25""","""C""","19992","[""M-F 1040-1240PM""]","""Research""","1999"
"26013","1.0","388","[""ENGL""]","22","""0/0""","","[""Mary Titus""]","""1/0""","100","[""L 525""]","25","""Southern Women Writrs""","135","false","","2","""0/0""","""24/25""","""C""","19992","[""M-Th 0100-0300PM""]","""Research""","1999"
"26014","1.0","394","[""ENGL""]","11","""0/999""","","[""Mark Allister""]","""0/999""","200","[""L 520"", ""OFF-CAMPUS""]","999","""Lit Envir Wolf Ridge""","201","false","","2","""0/999""","""0/999""","""C""","19992","[""M-F 1040-1240PM"", ""M-F 00-00""]","""Research""","1999"
"26015","1.0","1681","[""ENGL""]","22","""4/10""","","[""Colin Wells""]","""5/29""","200","[""L 421""]","35","""The Colonial Novel""","209","false","","2","""2/16""","""10/999""","""O""","19992","[""M-F 0100-0300PM""]","""Research""","1999"
"26016","1.0","403","[""ENGL""]","34","""10/10""","","[""Diana Postlethwaite""]","""15/15""","200","[""L 515""]","35","""20th Century Movies""","226","false","","2","""10/10""","""0/0""","""C""","19992","[""M-F 1040-1240PM""]","""Research""","1999"
"26017","1.0","411","[""ENGL""]","33","""6/10""","","[""Joseph L. Mbele""]","""5/21""","200","[""L 277""]","35","""Post-Colonial Lit""","247","false","","2","""8/14""","""2/999""","""C""","19992","[""M-F 0100-0300PM""]","""Research""","1999"
"26018","1.0","414","[""ENGL""]","26","""0/999""","","[""John T. Day""]","""0/999""","200","","999","""IRish Short Stories""","252","false","","2","""0/999""","""0/999""","""C""","19992","","""Research""","1999"
"26019","1.0","419","[""ENGL""]","30","""0/999""","","[""Richard Buckstead""]","""0/999""","200","","999","""Hemingway in Cuba""","259","false","","2","""0/999""","""0/999""","""C""","19992","","""Research""","1999"
"26020","1.0","429","[""ENGL""]","21","""2/10""","","[""Jan C. Hill""]","""8/31""","200","[""L 515""]","35","""American Regionalism""","283","false","","2","""2/18""","""8/999""","""O""","19992","[""M-F 0100-0300PM""]","""Research""","1999"
"26021","1.0","433","[""ENGL""]","1","""0/999""","","[""Colin Wells""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","19992","","""Research""","1999"
"26022","1.0","433","[""ENGL""]","2","""0/999""","","[""Jan C. Hill""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","19992","","""Research""","1999"
"26023","1.0","434","[""ENGL""]","1","""0/999""","","[""Olivia Frey""]","""0/999""","200","","999","""IS/Creative Writing""","298","false","","2","""0/999""","""1/999""","""O""","19992","","""Research""","1999"
"26024","1.0","451","[""ENGL""]","1","""1/999""","","[""Jan C. Hill""]","""0/999""","300","","999","""IR/Media Research""","398","false","","2","""0/999""","""1/999""","""O""","19992","","""Research""","1999"
"26025","1.0","451","[""ENGL""]","1","""0/999""","","[""Colin Wells""]","""0/999""","300","","999","""IR/Colonial Am Lit""","398","false","""A""","2","""0/999""","""0/999""","""O""","19992","","""Research""","1999"
"26026","1.0","451","[""ENGL""]","1","""0/999""","","[""Olivia Frey""]","""0/999""","300","","999","""IR/Advanced Poetry""","398","false","""B""","2","""0/999""","""0/999""","""O""","19992","","""Research""","1999"
"26027","1.0","464","[""ENVST""]","1","""0/999""","","[""Charles Jr. Umbanhowar""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","19992","","""Research""","1999"
"26028","1.0","467","[""ENVST""]","1","""0/999""","","[""Louis Henry Kermott""]","""0/999""","300","","999","""IR/Desert Environment""","398","false","","2","""1/999""","""0/999""","""O""","19992","","""Research""","1999"
"26029","1.0","479","[""FREN""]","19","""0/999""","","[""Mary Cisar""]","""3/999""","200","[""M 26""]","30","""Intermed French I""","231","false","","2","""1/999""","""14/999""","""O""","19992","[""M-F 0800-1000""]","""Research""","1999"
"26030","1.0","481","[""FREN""]","16","""0/999""","","[""Herve Pensec""]","""0/999""","200","","20","""Lang/Cul Fr Caribbean""","233","false","","2","""0/999""","""0/999""","""C""","19992","","""Research""","1999"
"26031","1.0","482","[""FREN""]","20","""5/999""","","[""M. Clare Mather""]","""4/999""","200","[""M 26""]","20","""Speaking of French""","250","false","","2","""2/999""","""9/999""","""C""","19992","[""M-F 1040-0300PM""]","""Research""","1999"
"26032","1.0","489","[""FREN""]","14","""0/999""","","[""Wendy Allen""]","""0/999""","200","","20","""ID French Stud Paris""","275","false","","2","""0/999""","""0/999""","""C""","19992","","""Research""","1999"
"26033","1.0","510","[""GERM""]","14","""0/999""","","[""Frederike Von Schwerin-High""]","""0/999""","200","","999","""Capitals: Bonn/Berlin""","233","false","","2","""0/999""","""0/999""","""C""","19992","","""Research""","1999"
"26034","1.0","512","[""GERM""]","42","""4/999""","","[""Karl Fink""]","""16/999""","200","[""L 577"", ""L 577""]","40","""Age of Goethe-Tr""","246","false","","2","""7/999""","""9/999""","""C""","19992","[""M-F 0800-1000"", ""M-F 0100-0300PM""]","""Research""","1999"
"26035","1.0","1756","[""GERM""]","10","""1/999""","","[""Norman M. Watt""]","""4/999""","200","[""M 35""]","20","""Speaking German""","250","false","","2","""2/999""","""1/999""","""O""","19992","[""M-F 1040-0300PM""]","""Research""","1999"
"26036","1.0","532","[""GCON""]","24","""0/999""","","[""W. Bruce Benson""]","""0/999""","100","[""H 514"", ""H 501 PLENARY""]","23","""Romans & Christians""","115","false","""A""","2","""0/999""","""23/999""","""C""","19992","[""M-F 0100-0300PM"", ""M-F 0100-0300PM""]","""Research""","1999"
"26037","1.0","532","[""GCON""]","20","""0/999""","","[""Jon Eric Nelson""]","""0/999""","100","[""H 515"", ""H 501 PLENARY""]","23","""Romans & Christians""","115","false","""B""","2","""0/999""","""23/999""","""O""","19992","[""M-F 0100-0300PM"", ""M-F 0100-0300PM""]","""Research""","1999"
"26038","1.0","532","[""GCON""]","24","""0/999""","","[""Solveig Zempel""]","""0/999""","100","[""H 516"", ""H 501 PLENARY""]","23","""Romans & Christians""","115","false","""C""","2","""0/999""","""23/999""","""C""","19992","[""M-F 0100-0300PM"", ""M-F 0100-0300PM""]","""Research""","1999"
"26039","1.0","532","[""GCON""]","14","""0/999""","","[""Jon Eric Nelson""]","""0/999""","100","[""H 515"", ""H 501 PLENARY""]","23","""Romans & Christians""","115","false","""D""","2","""0/999""","""12/999""","""O""","19992","[""M-F 1040-1240PM"", ""M-F 0100-0300PM""]","""Research""","1999"
"26040","1.0","551","[""GREEK""]","1","""1/999""","","[""Steve T. Reece""]","""0/999""","300","","999","""IR/Nt Gr Study Ephes""","398","false","","2","""0/999""","""0/999""","""O""","19992","","""Research""","1999"
"26041","1.0","1770","[""HIST""]","38","""0/0""","","[""Richard A. Olson""]","""0/0""","100","[""H 317""]","25","""Myth/Hist Ancnt World""","102","false","","2","""0/0""","""32/25""","""C""","19992","[""M-F 0100-0300PM""]","""Research""","1999"
"26042","1.0","1787","[""HIST""]","24","""0/0""","","[""Helena Pohlandt-McCormick""]","""0/0""","100","[""M 11"", ""M 11""]","25","""Women/Work in Africa""","128","false","","2","""0/0""","""27/25""","""C""","19992","[""M-F 0900-1000"", ""M-F 1040-1140""]","""Research""","1999"
"26043","1.0","1809","[""HIST""]","65","""9/8""","","[""Odd S. Lovoll""]","""9/8""","100","[""H 501""]","40","""Norwegian/Amer Exper""","155","false","","2","""7/7""","""18/999""","""C""","19992","[""M-Th 1040-1240PM""]","""Research""","1999"
"26044","1.0","600","[""HIST""]","33","""5/12""","","[""J. L. Carrington""]","""10/26""","200","[""H 307""]","33","""Women in Medieval Eur""","231","false","","2","""4/18""","""9/999""","""C""","19992","[""M-F 0100-0300PM""]","""Research""","1999"
"26045","1.0","1842","[""HIST""]","26","""4/10""","","[""Monica Najar""]","""12/18""","200","[""L 577""]","27","""Violence in Early U S""","253","false","","2","""8/16""","""4/999""","""C""","19992","[""M-F 1040-1240PM""]","""Research""","1999"
"26046","1.0","606","[""HIST""]","28","""6/12""","","[""Jeane DeLaney""]","""3/24""","200","[""L 277""]","35","""20th Century Cuba""","258","false","","2","""5/17""","""12/999""","""O""","19992","[""M-F 1040-1240PM""]","""Research""","1999"
"26047","1.0","624","[""HIST""]","1","""0/999""","","[""Judy Kutulas""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","19992","","""Research""","1999"
"26048","1.0","650","[""FAMST""]","27","""0/999""","","[""C. George Holt""]","""0/999""","200","","27","""Family Relatns Hawaii""","246","false","","2","""0/999""","""0/999""","""C""","19992","","""Research""","1999"
"26049","1.0","692","[""IS""]","1","""0/999""","","[""Joseph L. Mbele""]","""0/999""","300","","999","""IR/Iraq Sanctions Cha""","398","false","","2","""0/999""","""0/999""","""O""","19992","","""Research""","1999"
"26050","1.0","1918","[""ID""]","19","""0/999""","","[""John Walters""]","""1/999""","200","[""L 250""]","32","""Computers in Health""","251","false","","2","""3/999""","""0/999""","""O""","19992","[""M-F 1040-1230PM""]","""Research""","1999"
"26051","0.0","1919","[""ID""]","19","""0/999""","","[""John Walters""]","""0/999""","200","[""L 250""]","999","""Cmptrs in Health/Lab""","251","false","","2","""3/999""","""0/999""","""O""","19992","[""M-F 0130-0330PM""]","""Lab""","1999"
"26052","1.0","704","[""ID""]","8","""0/999""","","[""Wesley Pearson""]","""0/999""","200","","999","""Hospital Health Care""","255","true","","2","""0/999""","""0/999""","""C""","19992","","""Research""","1999"
"26053","1.0","705","[""ID""]","27","""0/999""","","[""Ronald J. Lee""]","""0/999""","200","","999","""Theater in London""","258","false","","2","""0/999""","""0/999""","""C""","19992","","""Research""","1999"
"26054","1.0","1923","[""ID""]","5","""0/999""","","[""Larry Zimmerman""]","""0/999""","200","","999","""Dimens Multicult/ACM""","260","false","","2","""0/999""","""0/999""","""C""","19992","","""Research""","1999"
"26055","1.0","1924","[""ID""]","4","""0/999""","","[""Frank L. Odd""]","""0/999""","200","","999","""Env, Econ & Comm/Guat""","261","false","","2","""0/999""","""0/999""","""C""","19992","","""Research""","1999"
"26056","1.0","1926","[""ID""]","2","""0/999""","","[""Kristina MacPherson""]","""0/999""","200","","999","""Dev & Comm Bangladesh""","263","false","","2","""0/999""","""0/999""","""C""","19992","","""Research""","1999"
"26057","1.0","708","[""ID""]","1","""0/999""","","[""Jan Shoger""]","""0/999""","200","","999","""IS/Bks/Prints/Poetry""","298","false","","2","""0/999""","""0/999""","""O""","19992","","""Research""","1999"
"26058","1.0","735","[""MATH""]","19","""4/999""","","[""Peder Bolstad""]","""13/999""","200","[""M 1"", ""M 1""]","30","""Principles of Math""","210","false","","2","""4/999""","""7/999""","""O""","19992","[""M-F 0830-1000"", ""M-F 0100-0230PM""]","""Research""","1999"
"26059","1.0","742","[""MATH""]","22","""0/999""","","[""Clifton Corzatt""]","""0/999""","200","","999","""Struct of Higher Math""","234","false","","2","""0/999""","""0/999""","""C""","19992","","""Research""","1999"
"26060","1.0","752","[""MATH""]","1","""0/999""","","[""Matthew Richey""]","""0/999""","200","","999","""IS/Algorithm Theory""","298","false","","2","""0/999""","""0/999""","""O""","19992","","""Research""","1999"
"26061","1.0","758","[""MATH""]","26","""11/999""","","[""Judith Cederberg""]","""0/999""","300","[""SC 188""]","20","""Geometry""","356","false","","2","""9/999""","""0/999""","""C""","19992","[""M-F 0830-0300PM""]","""Research""","1999"
"26062","1.0","765","[""MATH""]","14","""15/15""","","[""Philip Gloor"", ""Michael Kahn""]","""0/0""","300","[""SC 130""]","15","""Mathematics Practicum""","390","false","","2","""0/0""","""0/0""","""C""","19992","[""M-F 0800-1200PM""]","""Research""","1999"
"26063","1.0","769","[""MGMT""]","22","""5/999""","","[""Kathy C. Thomforde""]","""9/999""","200","[""H 413""]","20","""Arts Management""","229","false","","2","""3/999""","""3/999""","""C""","19992","[""M-F 1030-1230PM""]","""Research""","1999"
"26064","1.0","770","[""MGMT""]","21","""13/999""","","[""Richard Goedde""]","""2/999""","200","[""H 514"", ""H 205""]","20","""Computer Applications""","230","false","","2","""6/999""","""0/999""","""C""","19992","[""MWF 1040-1140"", ""MWF 0100-0300PM""]","""Research""","1999"
"26065","1.0","772","[""MGMT""]","11","""0/999""","","[""John O. Hanson""]","""8/999""","200","[""CH 110"", ""CH 110"", ""H 301""]","15","""Technol & Entr Spirit""","232","false","","2","""3/999""","""4/999""","""O""","19992","[""MWF 0900-1000"", ""MWF 1045-1145"", ""M-F 0100-0400PM""]","""Research""","1999"
"26066","1.0","784","[""MGMT""]","2","""0/999""","","[""Kathy C. Thomforde""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","19992","","""Research""","1999"
"26067","1.0","784","[""MGMT""]","3","""0/999""","","[""Mary Ann Emery""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","2","""0/999""","""0/999""","""O""","19992","","""Research""","1999"
"26068","1.0","784","[""MGMT""]","1","""0/999""","","[""Richard Goedde""]","""0/999""","200","","999","""Academic Internship""","294","true","""C""","2","""0/999""","""0/999""","""O""","19992","","""Research""","1999"
"26069","1.0","788","[""MGMT""]","1","""0/999""","","[""Kathy C. Thomforde""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","19992","","""Research""","1999"
"26070","1.0","803","[""MUSIC""]","15","""4/4""","","[""Linda Berger""]","""4/4""","100","[""CHM 222"", ""L 477""]","16","""The Music Spectrum""","130","false","","2","""4/4""","""4/4""","""C""","19992","[""M-F 0900-1000"", ""M-F 1140-1240PM""]","""Research""","1999"
"26071","1.0","805","[""MUSIC""]","33","""6/6""","","[""David Carter""]","""8/8""","100","[""CHM 232""]","30","""Orchestral Music""","132","false","","2","""6/6""","""10/10""","""C""","19992","[""M-F 1040-1240PM""]","""Research""","1999"
