"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"97290","1.0","27950","[""MUSIC""]","4","""0/999""","[""ALS-A""]","","""R""","[""David R. Castro""]","""1/999""","100","[""CHM 239""]","999","""Rock Music: Style/Context""","134","false","","5","""1/999""","""2/999""","""O""","20135","[""M-F 1230-0200PM""]","""Rock Music: Style and Context""","""Research""","2013"
"97557","1.0","707","[""ID""]","1","""1/999""","","","","[""Paul Wojick""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20135","","","""Research""","2013"
"97558","0.25","276","[""ECON""]","1","""0/999""","","","","[""Ashley Hodgson""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20135","","","""Research""","2013"
"97566","1.0","642","[""HIST""]","1","""0/999""","","","","[""Timothy R. Howe""]","""1/999""","300","","999","""IR/History of Coinage""","398","false","","5","""0/999""","""0/999""","""O""","20135","","""Independent Research""","""Research""","2013"
"97600","0.25","96","[""ASIAN""]","2","""0/999""","","","","[""Ka F. Wong""]","""1/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""1/999""","""O""","20135","","","""Research""","2013"
"97615","0.25","1319","[""SOAN""]","1","""0/999""","","","","[""Ibtesam Al Atiyat""]","""1/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20135","","""Internship""","""Research""","2013"
"97708","0.25","153","[""BIO""]","1","""0/999""","","","","[""Kyle A. Whittinghill""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20135","","""Internship""","""Research""","2013"
"97709","0.25","93","[""ASIAN""]","1","""0/999""","","","","[""Ka F. Wong""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20135","","","""Research""","2013"
"97714","0.25","68","[""ART""]","1","""0/999""","","","","[""Margaret Ojala""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""1/999""","""O""","20135","","","""Research""","2013"
"97719","1.0","24281","[""ID""]","9","""0/999""","[""WRI""]","","""R""","[""Heather Campbell""]","""7/999""","200","","999","""McNair Research Writing""","237","false","","5","""0/999""","""2/999""","""C""","20135","","""McNair Research Writing Across the Disciplines""","""Research""","2013"
"97732","1.0","285","[""ECON""]","1","""0/999""","","","","[""Xun Pomponio""]","""1/999""","300","","999","""IR/Olympic\\Effect\\Cities""","398","false","","5","""0/999""","""0/999""","""O""","20135","","""Independent Research""","""Research""","2013"
"97738","0.25","795","[""MEDIA""]","3","""0/999""","","","","[""William Sonnega""]","""2/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""1/999""","""O""","20135","","""Internship""","""Research""","2013"
"97739","0.25","284","[""ECON""]","1","""0/999""","","","","[""Ashley Hodgson""]","""1/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20135","","","""Research""","2013"
"97745","1.0","1057","[""ESTH""]","1","""0/999""","","","","[""Cynthia Book""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""1/999""","""O""","20135","","""Internship""","""Research""","2013"
"97761","1.0","788","[""MGMT""]","1","""0/999""","","","","[""Ashley Hodgson""]","""1/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20135","","""Internship""","""Research""","2013"
"97762","0.5","784","[""MGMT""]","1","""0/999""","","","","[""Sian E. Muir""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20135","","""Internship""","""Research""","2013"
"97764","0.25","961","[""NURS""]","1","""0/999""","","","","[""Diana Neal""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""1/999""","""0/999""","""O""","20135","","""Internship""","""Research""","2013"
"97765","0.5","1178","[""PSYCH""]","1","""0/999""","","","","[""M. Minda Ori\u00f1a""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20135","","","""Research""","2013"
"97773","0.5","1366","[""SWRK""]","1","""0/999""","","","","[""Mary Carlsen""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""1/999""","""O""","20135","","""Internship""","""Research""","2013"
"97774","0.25","784","[""MGMT""]","2","""0/999""","","","","[""Sian E. Muir""]","""2/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20135","","""Internship""","""Research""","2013"
"97775","0.25","153","[""BIO""]","2","""0/999""","","","","[""Jean C. Porterfield""]","""2/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20135","","""Internship""","""Research""","2013"
"97776","0.25","464","[""ENVST""]","1","""0/999""","","","","[""Kathleen L. Shea""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""1/999""","""O""","20135","","""Internship""","""Research""","2013"
"97777","0.25","464","[""ENVST""]","1","""0/999""","","","","[""Michael Swift""]","""1/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20135","","""Internship""","""Research""","2013"
"97778","0.25","707","[""ID""]","5","""0/999""","","","","[""Thomas A. Williamson""]","""3/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""2/999""","""O""","20135","","","""Research""","2013"
"97779","0.25","707","[""ID""]","5","""0/999""","","","","[""Sian E. Muir""]","""1/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""4/999""","""O""","20135","","","""Research""","2013"
"97780","0.25","1057","[""ESTH""]","1","""0/999""","","","","[""Cynthia Book""]","""1/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20135","","""Internship""","""Research""","2013"
"97781","0.25","1139","[""PSCI""]","2","""0/999""","","","","[""Kristina Thalhammer""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""1/999""","""O""","20135","","""Internship""","""Research""","2013"
"97782","0.25","93","[""ASIAN""]","2","""0/999""","","","","[""Katherine S. Tegtmeyer Pak""]","""1/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""1/999""","""O""","20135","","","""Research""","2013"
"97798","1.0","204","[""CHEM""]","1","""0/999""","","","","[""Douglas J. Beussman""]","""1/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20135","","""Internship""","""Research""","2013"
"97799","1.0","1057","[""ESTH""]","1","""0/999""","","","","[""Shahram Ahrar""]","""1/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""0/999""","""O""","20135","","""Internship""","""Research""","2013"
"97800","0.25","204","[""CHEM""]","0","""0/999""","","","","[""Gregory W. Muth""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20135","","""Internship""","""Research""","2013"
"97801","0.25","68","[""ART""]","1","""0/999""","","","","[""Karil J. Kucera""]","""1/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20135","","","""Research""","2013"
"97802","1.0","153","[""BIO""]","1","""0/999""","","","","[""Eric Cole""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""1/999""","""O""","20135","","""Internship""","""Research""","2013"
"97803","1.0","154","[""BIO""]","1","""0/999""","","","","[""Jean C. Porterfield""]","""0/999""","200","","999","""IS/Compar Reproduction""","298","false","","5","""1/999""","""0/999""","""O""","20135","","""Independent Study""","""Research""","2013"
"97810","1.0","27057","[""ID""]","39","""0/999""","[""IST"", ""SED""]","","""R""","[""Michael Swift"", ""Anne Walter""]","""0/999""","100","","999","""Explorations in Science""","150","false","","5","""39/999""","""0/999""","""C""","20135","","","""Research""","2013"
"97811","0.25","23391","[""WRIT""]","39","""39/999""","","","""R""","[""Wendy D. Gonzalez""]","""0/999""","100","","999","""Top: Supplemental Writing""","109","true","","5","""0/999""","""0/999""","""C""","20135","","""Topics: Supplemental Writing""","""Topic""","2013"
"97812","1.0","784","[""MGMT""]","1","""0/999""","","","","[""Richard Goedde""]","""1/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""0/999""","""O""","20135","","""Internship""","""Research""","2013"
"97813","0.25","1178","[""PSYCH""]","1","""0/999""","","","","[""M. Minda Ori\u00f1a""]","""1/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20135","","","""Research""","2013"
"97824","1.0","204","[""CHEM""]","1","""0/999""","","","","[""Gregory W. Muth""]","""1/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""0/999""","""O""","20135","","""Internship""","""Research""","2013"
"97826","1.0","1104","[""PSCI""]","14","""0/999""","[""HBS"", ""MCG""]","","","[""Anthony Pahnke""]","""0/999""","100","","999","""Comparative Politics""","112","false","","5","""12/999""","""2/999""","""C""","20135","","","""Research""","2013"
"97833","1.0","986","[""PHIL""]","1","""0/999""","","","","[""Gordon D. Marino""]","""1/999""","200","","999","""IS/Kierkegaard: Frag Post""","298","false","","5","""0/999""","""0/999""","""O""","20135","","""Independent Study""","""Research""","2013"
"97834","0.25","1178","[""PSYCH""]","1","""0/999""","","","","[""Jeremy Loebach""]","""1/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""0/999""","""O""","20135","","","""Research""","2013"
"97852","1.0","1067","[""ESTH""]","1","""0/999""","","","","[""Cynthia Book""]","""1/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20135","","""Internship""","""Research""","2013"
"98095","0.25","846","[""MUSIC""]","1","""0/999""","","","","[""Timothy Mahr""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""1/999""","""O""","20135","","""Internship""","""Research""","2013"
"98103","1.0","785","[""MGMT""]","1","""0/999""","","","","[""Sian E. Muir""]","""1/999""","200","","999","""IS/Aspects of Corp Law""","298","false","","5","""0/999""","""0/999""","""O""","20135","","""Independent Study""","""Research""","2013"
"98749","0.25","961","[""NURS""]","1","""0/999""","","","","[""Mary Kuehn""]","""1/999""","300","","999","""Academic Internship""","394","true","""A""","5","""0/999""","""0/999""","""O""","20135","","""Internship""","""Research""","2013"
"103478","0.5","795","[""MEDIA""]","1","""0/999""","","","","[""William Sonnega""]","""1/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20135","","""Internship""","""Research""","2013"

