"clbid","credits","crsid","departments","enrolled","firsties","gereqs","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"6523","1.0","624","[""HIST""]","1","""0/999""","","[""Timothy R. Howe""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6524","1.0","652","[""FAMST""]","26","""0/999""","","[""C. George Holt""]","""0/999""","200","","27","""Indigenous Cult/Austr""","263","false","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6525","1.0","653","[""FAMST""]","1","""0/999""","","[""C. George Holt""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6526","1.0","1889","[""IS""]","78","""0/999""","","[""Naurine Lennox"", ""Bruce Nordstrom-Loeb""]","""0/999""","200","","90","""Modern Mexico Trad/Ch""","230","false","","2","""-1/999""","""-2/999""","""C""","20032","","""Research""","2003"
"6527","1.0","686","[""IS""]","1","""0/999""","","[""Wesley Pearson""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6528","1.0","687","[""IS""]","1","""0/999""","","[""David Booth""]","""0/999""","200","","999","""IS/Arts in Rural MN""","298","false","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6529","1.0","687","[""IS""]","1","""0/999""","","[""James Farrell""]","""0/999""","200","","1","""IS/Teaching Eco-Kids""","298","false","""A""","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6530","1.0","698","[""ID""]","15","""0/0""","","[""Eric Cleven""]","""3/999""","200","[""OM 001"", ""OM 001""]","25","""Peacebuild/Conflict""","239","false","","2","""1/999""","""7/999""","""O""","20032","[""M-F 1040-1240PM"", ""TTh 0100-0300PM""]","""Research""","2003"
"6531","1.0","704","[""ID""]","12","""0/999""","","[""Wesley Pearson""]","""0/999""","200","","12","""Hospital Health Care""","255","true","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6532","1.0","705","[""ID""]","24","""0/999""","","[""Diana Postlethwaite""]","""0/999""","200","","24","""Theater in London""","258","false","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6533","1.0","1926","[""ID""]","8","""0/999""","","[""Steve Soderlind""]","""0/999""","200","","12","""Dev & Comm /HECUA""","263","false","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6534","1.0","737","[""MATH""]","11","""8/999""","","[""Jill Dietz""]","""0/999""","200","[""SC 188"", ""SC 188""]","20","""Investigative Math""","224","false","","2","""0/999""","""3/999""","""O""","20032","[""M-F 1040-1200PM"", ""M-F 0100-0330PM""]","""Research""","2003"
"6535","1.0","742","[""MATH""]","23","""0/999""","","[""Clifton Corzatt""]","""0/999""","200","","30","""Struct of Higher Math""","234","false","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6536","1.0","758","[""MATH""]","25","""0/999""","","[""Judith Cederberg""]","""0/999""","300","[""SC 184"", ""SC 184"", ""SC 184""]","20","""Geometry""","356","false","","2","""20/999""","""0/999""","""C""","20032","[""M-F 0830-1000"", ""M-F 1040-1200PM"", ""M-F 0100-0300PM""]","""Research""","2003"
"6537","1.0","765","[""MATH""]","15","""0/999""","","[""Paul J. Roback"", ""Theodore Vessey""]","""6/999""","300","[""SC 182"", ""SC 182""]","15","""Mathematics Practicum""","390","false","","2","""9/999""","""0/999""","""C""","20032","[""M-F 0900-1000"", ""M-F 1040-1240PM""]","""Research""","2003"
"6538","1.0","767","[""MATH""]","1","""0/999""","","[""Paul Zorn""]","""0/999""","300","","999","""IR/Topics in Diff Eqs""","398","false","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6539","1.0","770","[""MGMT""]","25","""0/0""","","[""Richard Goedde""]","""12/999""","200","[""HH 413"", ""HH 205""]","25","""Computer Applications""","230","false","","2","""4/999""","""7/999""","""C""","20032","[""MWF 1040-1140"", ""MWF 0100-0300PM""]","""Research""","2003"
"6540","1.0","771","[""MGMT""]","20","""0/0""","","[""Mary Ann Emery""]","""1/999""","200","[""HH 302"", ""HH 302"", ""OM 035""]","35","""Personal Finance""","231","false","","2","""11/999""","""4/999""","""O""","20032","[""MWF 0900-1000"", ""MWF 1040-1140"", ""MWF 0115-0230PM""]","""Research""","2003"
"6541","1.0","784","[""MGMT""]","4","""0/999""","","[""Mary Ann Emery""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6542","1.0","784","[""MGMT""]","1","""0/999""","","[""Richard Goedde""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6543","1.0","784","[""MGMT""]","1","""0/999""","","[""Rhonda H. Rekstad""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6544","1.0","784","[""MGMT""]","1","""0/999""","","[""Kathy C. Thomforde""]","""0/999""","200","","999","""Academic Internship""","294","true","""C""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6545","1.0","788","[""MGMT""]","1","""0/999""","","[""Richard Goedde""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6546","1.0","795","[""MEDIA""]","1","""0/999""","","[""William Sonnega""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6547","1.0","803","[""MUSIC""]","24","""6/6""","","[""Linda Berger""]","""4/4""","100","[""CHM 222"", ""CHM 224"", ""RML 477""]","24","""The Music Spectrum""","130","false","","2","""6/6""","""4/4""","""C""","20032","[""M-F 1040-1130"", ""MWF 1140-1240PM"", ""TTh 1140-1240PM""]","""Research""","2003"
"6548","1.0","805","[""MUSIC""]","30","""22/999""","","[""David Carter""]","""3/999""","100","[""CHM 232""]","30","""Orchestral Music""","132","false","","2","""5/999""","""0/999""","""C""","20032","[""M-F 0100-0300PM""]","""Research""","2003"
"6549","1.0","806","[""MUSIC""]","11","""2/999""","","[""Kathryn Ananda-Owens""]","""2/999""","100","[""CHM 224""]","24","""Arts, Culture & Cont""","140","false","","2","""0/999""","""0/999""","""C""","20032","[""M-F 0100-0300PM""]","""Research""","2003"
"6550","1.0","827","[""MUSIC""]","3","""0/5""","","[""Alice Hanson""]","""2/999""","200","[""CHM 232"", ""CHM 232""]","30","""Russian Music""","234","false","","2","""2/999""","""1/999""","""O""","20032","[""M-Th 0900-1000"", ""M-Th 1040-1200PM""]","""Research""","2003"
"6551","1.0","830","[""MUSIC""]","11","""2/6""","","[""Mary Shamrock"", ""Joko Sutrisno""]","""3/5""","200","[""CHM 239"", ""CHM 239""]","20","""Music of Indonesia""","238","false","","2","""2/7""","""3/12""","""O""","20032","[""M-F 1040-1130"", ""M-F 0100-0300PM""]","""Research""","2003"
"6552","1.0","840","[""MUSIC""]","13","""1/999""","","[""James McKeel""]","""2/999""","200","[""CHM 140"", ""CHM 140""]","30","""Opera Workshop""","269","false","","2","""6/999""","""3/999""","""O""","20032","[""M-Th 1040-1230PM"", ""M-Th 0130-0300PM""]","""Research""","2003"
"6553","1.0","846","[""MUSIC""]","1","""0/999""","","[""David Hagedorn""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6554","1.0","847","[""MUSIC""]","1","""1/999""","","[""James McKeel""]","""0/999""","200","","999","""IS/Producing Opera""","298","false","","2","""1/999""","""0/999""","""O""","20032","","""Research""","2003"
"6555","1.0","847","[""MUSIC""]","1","""0/999""","","[""James McKeel""]","""0/999""","200","","999","""IS/Romantic Song Cycl""","298","false","""A""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6556","1.0","847","[""MUSIC""]","1","""0/999""","","[""John Ferguson""]","""0/999""","200","","999","""IS/History/Church Mus""","298","false","""B""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6557","1.0","847","[""MUSIC""]","1","""0/999""","","[""Kent M. McWilliams""]","""0/999""","200","","999","""IS/Repertoire Study""","298","false","""C""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6558","1.0","847","[""MUSIC""]","1","""0/999""","","[""Donna J. Dixon""]","""0/999""","200","","999","""IS/Voc Inst in France""","298","false","""D""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6559","1.0","847","[""MUSIC""]","1","""0/999""","","[""David Hagedorn""]","""0/999""","200","","999","""IS/Brazilian Music""","298","false","""E""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6560","1.0","866","[""MUSIC""]","1","""0/999""","","[""Jo Ann Polley""]","""0/999""","300","","999","""IR/Woodwind Pedogy""","398","false","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6561","1.0","925","[""NORW""]","30","""10/999""","","[""Margaret H. O'Leary""]","""8/999""","100","[""OM 015""]","28","""Norway: Contin/Change""","140","false","","2","""6/999""","""5/999""","""C""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6562","1.0","939","[""NURS""]","48","""18/999""","","[""Mary Kuehn""]","""1/999""","100","[""HH 403""]","40","""Nutrition & Wellness""","110","false","""A""","2","""0/999""","""0/999""","""C""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6563","1.0","939","[""NURS""]","34","""10/10""","","[""Rebecca A. Benedict""]","""10/10""","100","[""HH 413""]","40","""Nutrition & Wellness""","110","false","""B""","2","""10/10""","""10/10""","""C""","20032","[""M-F 0100-0300PM""]","""Research""","2003"
"6564","1.0","943","[""NURS""]","1","""0/999""","","[""Judith Sateren""]","""0/999""","200","","999","""IS/Adolescent Health""","298","false","","2","""0/999""","""1/999""","""O""","20032","","""Research""","2003"
"6565","1.0","943","[""NURS""]","1","""0/999""","","[""Judith Sateren""]","""0/999""","200","","999","""IS/Gerontology""","298","false","""A""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6566","1.0","943","[""NURS""]","1","""0/999""","","[""Rita Glazebrook""]","""0/999""","200","","999","""IS/Adolescent Health""","298","false","""B""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6567","1.0","943","[""NURS""]","1","""0/999""","","[""Mary Kuehn""]","""0/999""","200","","999","""IS/Np Exploration""","298","false","""C""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6568","1.0","943","[""NURS""]","1","""0/999""","","[""Mary Johnson""]","""0/999""","200","","999","""IS/Alternative Med""","298","false","""D""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6569","1.0","955","[""NURS""]","14","""0/999""","","[""Rita Glazebrook""]","""0/999""","300","","14","""Health Care in Norway""","371","false","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6570","1.0","966","[""PHIL""]","26","""25/999""","","[""Vicki L. Harper""]","""0/999""","100","[""HH 301""]","25","""Philosophy and Lit""","120","false","","2","""0/999""","""1/999""","""C""","20032","[""M-F 0100-0300PM""]","""Research""","2003"
"6571","1.0","977","[""PHIL""]","26","""0/0""","","[""Karen Gervais""]","""13/999""","200","[""HH 413""]","25","""Biomedical Ethics""","250","false","","2","""3/999""","""6/999""","""C""","20032","[""M-F 0800-1000""]","""Research""","2003"
"6572","1.0","979","[""PHIL""]","22","""0/0""","","[""Edmund Santurri""]","""12/999""","200","[""BMC 110""]","25","""Ethics/The Good Life""","252","false","","2","""13/999""","""0/999""","""C""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6573","1.0","1057","[""PETH""]","1","""0/999""","","[""Cynthia Book""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6574","1.0","1057","[""PETH""]","1","""0/999""","","[""Gary Wicks""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6575","1.0","1058","[""PETH""]","2","""0/999""","","[""Scott Nesbit""]","""0/999""","200","","999","""IS/Ultimate Fris Book""","298","false","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6576","1.0","1067","[""PETH""]","1","""0/999""","","[""Daniel Hagen""]","""1/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6577","1.0","1088","[""PHYS""]","13","""0/999""","","[""Jason J. Engbrecht""]","""2/999""","200","[""SC 170"", ""SC 170"", ""SC 111""]","20","""Origin Nuclear Weapon""","254","false","","2","""0/999""","""12/999""","""O""","20032","[""M-F 0900-1000"", ""M-F 1040-1140"", ""M-F 0100-0330PM""]","""Research""","2003"
"6578","1.0","1106","[""PSCI""]","33","""30/999""","","[""William A. Gorton""]","""0/999""","100","[""OM 030""]","30","""Current Contr/Us Poli""","114","false","","2","""-1/999""","""1/999""","""C""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6579","1.0","1110","[""PSCI""]","12","""0/999""","","[""Anthony Lott""]","""0/999""","100","[""HH 514""]","20","""Int'l Relations""","121","false","","2","""0/999""","""0/999""","""O""","20032","[""M-F 0100-0300PM""]","""Research""","2003"
"6580","1.0","1111","[""PSCI""]","15","""0/999""","","[""Daniel Hofrenning""]","""0/999""","200","","20","""New Hampshire Primary""","204","false","","2","""0/999""","""-1/999""","""C""","20032","","""Research""","2003"
"6581","1.0","1136","[""PSCI""]","18","""0/0""","","[""Robert Flaten""]","""9/999""","200","[""HH 301""]","20","""Amer Foreign Policy""","281","false","","2","""10/999""","""1/999""","""C""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6582","1.0","1139","[""PSCI""]","1","""0/999""","","[""Kristina Thalhammer""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6583","1.0","1139","[""PSCI""]","1","""0/999""","","[""William A. Gorton""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6584","1.0","1139","[""PSCI""]","1","""0/999""","","[""Scott Homler""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6585","1.0","1140","[""PSCI""]","20","""0/999""","","[""D Christopher Brooks""]","""0/999""","200","","20","""Democracy--Czech Rep""","297","false","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6586","1.0","1141","[""PSCI""]","1","""0/999""","","[""Robert Flaten""]","""0/999""","200","","999","""IS/Terrorism""","298","false","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6587","1.0","1152","[""PSCI""]","1","""0/999""","","[""Charles E. Umbanhowar Sr""]","""0/999""","300","","999","""IR/Dev and Prop in Tz""","398","false","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6588","1.0","1157","[""PSYCH""]","13","""0/999""","","[""Howard Thorsheim""]","""3/999""","200","[""HH 319""]","15","""Psychophysiology""","225","false","","2","""4/999""","""7/999""","""O""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6589","1.0","1167","[""PSYCH""]","15","""3/999""","","[""Shelly D. Dickinson""]","""10/999""","200","[""SC 280"", ""HH 307""]","20","""Drugs, Brain,Behavior""","239","false","","2","""3/999""","""4/999""","""C""","20032","[""MTThF 1040-1200PM"", ""MTThF 0100-0300PM""]","""Research""","2003"
"6590","1.0","1175","[""PSYCH""]","15","""0/999""","","[""Mary Ellen Ross""]","""5/999""","200","[""HH 516""]","20","""Knowing/Caring/Commun""","258","false","","2","""3/999""","""7/999""","""O""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6591","1.0","1179","[""PSYCH""]","1","""0/999""","","[""McMillan Donna K.""]","""0/999""","200","","999","""IS/Happiness-Optimism""","298","false","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6592","1.0","1179","[""PSYCH""]","1","""0/999""","","[""Leilani Endicott""]","""0/999""","200","","999","""IS/Criminal Psych""","298","false","""A""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6593","1.0","1187","[""PSYCH""]","21","""1/999""","","[""Charles Huff""]","""6/999""","300","[""BMC 109"", ""BMC 109""]","18","""Top: Psych Good & Evil""","391","false","","2","""11/999""","""0/999""","""C""","20032","[""M-Th 0900-1000"", ""M-Th 1040-1200PM""]","""Topic""","2003"
"6594","1.0","1188","[""PSYCH""]","3","""0/999""","","[""Mary Ellen Ross""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""1/999""","""O""","20032","","""Research""","2003"
"6595","1.0","1188","[""PSYCH""]","1","""0/999""","","[""McMillan Donna K.""]","""0/999""","300","","999","""Academic Internship""","394","true","""A""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6596","1.0","1188","[""PSYCH""]","2","""0/999""","","[""Dana Gross""]","""0/999""","300","","999","""Academic Internship""","394","true","""B""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6597","1.0","1189","[""PSYCH""]","18","""0/999""","","[""Uta Wolfe""]","""0/999""","300","","20","""Dolphin Cognition""","396","false","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6598","1.0","1190","[""PSYCH""]","1","""0/999""","","[""Shelly D. Dickinson""]","""1/999""","300","","999","""IR/Dev Neuropharmacol""","398","false","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6599","1.0","1190","[""PSYCH""]","1","""0/999""","","[""Dana Gross""]","""0/999""","300","","999","""IR/Bilingual Educ""","398","false","""A""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6600","1.0","1193","[""REL""]","33","""1/1""","","[""Elaine G. Siemsen""]","""11/999""","200","[""BMC 111""]","30","""Classics and Moderns""","202","false","","2","""1/999""","""16/999""","""C""","20032","[""M-F 0100-0300PM""]","""Research""","2003"
"6601","1.0","1194","[""REL""]","25","""0/0""","","[""Christopher Thomforde placeholder""]","""8/999""","200","[""BMC 101""]","25","""The Greats""","203","false","","2","""7/999""","""8/999""","""C""","20032","[""M-F 0100-0300PM""]","""Research""","2003"
"6602","1.0","1202","[""REL""]","21","""0/0""","","[""Jamie A. Schillinger""]","""7/999""","200","[""BMC 102""]","30","""Christ/Islamic Ethics""","217","false","","2","""7/999""","""9/999""","""O""","20032","[""M-F 0100-0300PM""]","""Research""","2003"
"6603","1.0","1204","[""REL""]","10","""3/999""","","[""Philip E. Stoltzfus""]","""3/999""","200","[""BMC 101""]","20","""Liberation Theologies""","219","false","","2","""0/999""","""4/999""","""C""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6604","1.0","1206","[""REL""]","25","""0/0""","","[""Margaret Odell""]","""3/999""","200","[""HH 501"", ""HH 301""]","30","""The Biblical God""","222","false","""A""","2","""0/999""","""26/999""","""C""","20032","[""M-F 0800-0900"", ""M-F 0900-1000""]","""Research""","2003"
"6605","1.0","1206","[""REL""]","23","""0/0""","","[""Margaret Odell""]","""0/999""","200","[""HH 501"", ""BMC 111""]","30","""The Biblical God""","222","false","""B""","2","""0/999""","""19/999""","""O""","20032","[""M-F 0800-0900"", ""M-F 1100-1200PM""]","""Research""","2003"
"6606","1.0","1219","[""REL""]","24","""0/999""","","[""Eric Lund""]","""0/999""","200","","20","""Rel of South Africa""","251","false","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6607","1.0","1222","[""REL""]","21","""0/0""","","[""Barbara Reed""]","""12/999""","200","[""BMC 110""]","25","""Buddhism""","257","false","","2","""9/999""","""1/999""","""C""","20032","[""M-F 0100-0300PM""]","""Research""","2003"
"6608","1.0","1223","[""REL""]","26","""0/999""","","[""William Poehlmann""]","""0/999""","200","","20","""Religion/Culture/Rome""","259","false","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6609","1.0","1231","[""REL""]","30","""0/999""","","[""James Hanson""]","""0/999""","200","","20","""Histor Geograph Bible""","275","false","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6610","1.0","1236","[""REL""]","1","""0/999""","","[""Jamie A. Schillinger""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6611","1.0","1237","[""REL""]","31","""0/999""","","[""Anantanand Rambachan""]","""14/999""","200","[""BMC 102""]","35","""Rel Pluralsm/Communit""","295","false","","2","""14/999""","""7/999""","""C""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6612","1.0","1239","[""REL""]","1","""0/999""","","[""David Booth""]","""0/999""","200","","999","""IS/Fem Theo and Peace""","298","false","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6613","1.0","1253","[""REL""]","1","""0/999""","","[""Charles Wilson""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6614","1.0","1257","[""REL""]","1","""1/999""","","[""Elaine G. Siemsen""]","""0/999""","300","","999","""IR/Bonhoeffer""","398","false","","2","""1/999""","""0/999""","""O""","20032","","""Research""","2003"
"6615","1.0","1257","[""REL""]","1","""0/999""","","[""W. Bruce Benson""]","""0/999""","300","","999","""IR/Early Church Wrshp""","398","false","""A""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6616","1.0","1287","[""SOAN""]","29","""25/999""","","[""Thomas A. Williamson""]","""0/999""","100","[""RML 577""]","25","""Modern Elixirs""","116","false","","2","""-1/999""","""0/999""","""C""","20032","[""MTThF 1040-1240PM""]","""Research""","2003"
"6617","1.0","1288","[""SOAN""]","54","""45/999""","","[""Carolyn Anderson""]","""0/999""","100","[""BC""]","50","""Anthropology of Jazz""","120","false","","2","""5/999""","""0/999""","""C""","20032","[""M-Th 0100-0400PM""]","""Research""","2003"
"6618","1.0","1289","[""SOAN""]","31","""0/999""","","[""Brooke Thaden-Koch""]","""5/999""","100","[""OM 031""]","25","""Intro to Sociology""","121","false","","2","""9/999""","""12/999""","""C""","20032","[""M-F 0100-0300PM""]","""Research""","2003"
"6619","1.0","1315","[""SOAN""]","2","""0/999""","","[""Christopher L. Chiappari""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6620","1.0","1315","[""SOAN""]","1","""0/999""","","[""Thomas A. Williamson""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6621","1.0","1316","[""SOAN""]","1","""1/999""","","[""Christopher L. Chiappari""]","""0/999""","200","","999","""IS/Border Health Care""","298","false","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6622","1.0","1316","[""SOAN""]","1","""0/999""","","[""Christopher L. Chiappari""]","""0/999""","200","","999","""IS/Guatemala""","298","false","""A""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6623","1.0","1325","[""SPAN""]","8","""5/999""","","[""Juliet A. Lynd""]","""1/999""","100","[""OM 020""]","15","""Beginning Spanish II""","112","false","","2","""1/999""","""1/999""","""O""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6624","1.0","1328","[""SPAN""]","18","""0/999""","[""MCG""]","[""Ariel Strichartz""]","""0/999""","200","","25","""Inter Span II-Ecuador""","233","false","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6625","1.0","1329","[""SPAN""]","16","""0/999""","","[""Leon Narvaez""]","""0/999""","200","","25","""Int Span II-Costa Ric""","234","false","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6626","1.0","1331","[""SPAN""]","9","""3/999""","","[""Gwendolyn Barnes-Karol""]","""0/999""","200","[""OM 020""]","20","""Cult & Civ of Spain""","251","false","","2","""0/999""","""5/999""","""O""","20032","[""M-F 1200-0300PM""]","""Research""","2003"
"6627","1.0","1351","[""SPAN""]","12","""0/999""","","[""Maggie Broner""]","""3/999""","300","[""OM 021""]","20","""Oral/Written Express""","379","false","","2","""5/999""","""6/999""","""O""","20032","[""M-F 1040-0300PM""]","""Research""","2003"
"6628","1.0","1365","[""SWRK""]","3","""0/999""","","[""Mary Carlsen""]","""-1/999""","200","","3","""Eval/Sw Practice/Prog""","274","false","","2","""0/999""","""0/999""","""C""","20032","","""Research""","2003"
"6629","1.0","1366","[""SWRK""]","2","""0/999""","","[""Mary Carlsen""]","""0/999""","200","","999","""Academic Internship""","294","true","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6630","1.0","1366","[""SWRK""]","1","""0/999""","","[""Naurine Lennox""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6631","1.0","1367","[""SWRK""]","1","""0/999""","","[""Naurine Lennox""]","""0/999""","200","","999","""IS/Aids in Africa""","298","false","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6632","1.0","1367","[""SWRK""]","1","""0/999""","","[""Mary Carlsen""]","""0/999""","200","","999","""IS/Social Development""","298","false","""A""","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6633","1.0","1376","[""THEAT""]","18","""14/999""","","[""Andrea Wollenberg""]","""0/999""","100","[""CHM 233""]","18","""Acting for Non-Majors""","115","false","","2","""3/999""","""0/999""","""C""","20032","[""M-F 1040-0300PM""]","""Research""","2003"
"6634","1.0","1377","[""THEAT""]","24","""17/999""","","[""Larry Schnoor""]","""0/999""","100","[""TB 227""]","20","""Public Speaking""","120","false","","2","""0/999""","""0/999""","""C""","20032","[""M-F 1040-1240PM""]","""Research""","2003"
"6635","1.0","1380","[""THEAT""]","20","""-2/999""","","[""Brian Bjorklund""]","""0/999""","100","[""TB Kelsey"", ""TB Kelsey"", ""TB Kelsey""]","20","""Prod Theater: Intro""","133","true","","2","""0/999""","""0/999""","""C""","20032","[""M-F 0900-1000"", ""M-F 1040-0500PM"", ""M-F 0700-1000PM""]","""Research""","2003"
"6636","1.0","1387","[""THEAT""]","10","""0/0""","","[""Dona W. Freeman""]","""0/999""","200","[""TB Haugen"", ""TB Haugen"", ""TB Haugen""]","20","""Prod Theater: Advanced""","234","true","","2","""0/999""","""0/999""","""O""","20032","[""M-F 0900-1000"", ""M-F 1040-0500PM"", ""M-F 0700-1000PM""]","""Research""","2003"
"6637","1.0","1393","[""THEAT""]","18","""0/0""","","[""William Sonnega""]","""3/999""","200","[""TB 216""]","15","""Writing-Performance""","275","false","","2","""2/999""","""9/999""","""C""","20032","[""MWF 1040-1240PM""]","""Research""","2003"
"6638","1.0","1395","[""THEAT""]","1","""0/999""","","[""Gary C. Gisselman""]","""0/999""","200","","999","""IS/Non-Profit Theatre""","298","false","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6639","1.0","1400","[""THEAT""]","1","""0/999""","","[""Dona W. Freeman""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6640","1.0","1401","[""THEAT""]","1","""0/999""","","[""William Sonnega""]","""0/999""","300","","999","""IR/Small Bus Mkt Plan""","398","false","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"
"6670","1.0","1479","[""WMNST""]","1","""0/999""","","[""Karla Erickson""]","""0/999""","300","","999","""Academic Internship""","394","true","","2","""0/999""","""0/999""","""O""","20032","","""Research""","2003"

