"clbid","credits","crsid","departments","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","number","pn","section","semester","status","term","times","title","type","year"
"113597","0.25","17526","[""HIST""]","","","","","[""Robert Entenmann""]","200","","""FLC - Chinese""","251","false","","3","""O""","20173","","","""FLAC""","2017"
"113602","0.25","25874","[""PSCI""]","","","","","[""J. Patrick Dale""]","300","","""FLC - Russian""","382","false","","3","""O""","20173","","","""FLAC""","2017"
"113603","1.0","747","[""MATH""]","[""WRI""]","","","","[""Jill Dietz""]","200","[""RNS 204""]","""Abstract Algebra I""","252","false","""A""","3","""O""","20173","[""MWF 1255-0150PM""]","","""Research""","2017"
"113604","1.0","747","[""MATH""]","[""WRI""]","","","","[""Jill Dietz""]","200","[""RNS 204""]","""Abstract Algebra I""","252","false","""B""","3","""O""","20173","[""MWF 0200-0255PM""]","","""Research""","2017"
"113606","1.0","11","[""AMST""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113607","1.0","68","[""ART""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113608","1.0","73","[""ART""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113609","1.0","93","[""ASIAN""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113610","1.0","96","[""ASIAN""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113611","1.0","153","[""BIO""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113612","1.0","174","[""BIO""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113613","1.0","204","[""CHEM""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113614","1.0","222","[""CHEM""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113615","1.0","233","[""CLASS""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113616","1.0","235","[""CLASS""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113617","1.0","248","[""CHIN""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113618","1.0","251","[""CHIN""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113619","1.0","276","[""ECON""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113620","1.0","284","[""ECON""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113621","1.0","299","[""CSCI""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113622","1.0","306","[""CSCI""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113623","1.0","313","[""EDUC""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113624","1.0","344","[""EDUC""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113625","1.0","374","[""DANCE""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","""Internship""","""Research""","2017"
"113626","1.0","377","[""DANCE""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113627","1.0","433","[""ENGL""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113628","1.0","449","[""ENGL""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113629","1.0","464","[""ENVST""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113630","1.0","466","[""ENVST""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113631","1.0","490","[""FREN""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113632","1.0","494","[""FREN""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113633","1.0","522","[""GERM""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113634","1.0","529","[""GERM""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113635","1.0","543","[""GREEK""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113636","1.0","550","[""GREEK""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","""Academic Inernship""","""Research""","2017"
"113637","1.0","624","[""HIST""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113638","1.0","640","[""HIST""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113639","1.0","653","[""FAMST""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113640","1.0","656","[""FAMST""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113641","1.0","686","[""IS""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113642","1.0","691","[""IS""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113643","1.0","716","[""LATIN""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113644","1.0","725","[""LATIN""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113645","1.0","751","[""MATH""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113646","1.0","766","[""MATH""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113647","1.0","784","[""MGMT""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113648","1.0","788","[""MGMT""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113649","1.0","795","[""MEDIA""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113650","1.0","797","[""MEDIA""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113651","1.0","846","[""MUSIC""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113652","1.0","865","[""MUSIC""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113653","1.0","931","[""NORW""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113654","1.0","936","[""NORW""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113655","1.0","985","[""PHIL""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113656","1.0","992","[""PHIL""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113657","1.0","1057","[""ESTH""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113658","1.0","1067","[""ESTH""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113659","1.0","1090","[""PHYS""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113660","1.0","1100","[""PHYS""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113661","1.0","1139","[""PSCI""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113662","1.0","1151","[""PSCI""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113663","1.0","1178","[""PSYCH""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113664","1.0","1188","[""PSYCH""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113665","1.0","1236","[""REL""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113666","1.0","1253","[""REL""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113667","1.0","1341","[""SPAN""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113668","1.0","1354","[""SPAN""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113669","1.0","1394","[""THEAT""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","""Academic Internships""","""Research""","2017"
"113670","1.0","1400","[""THEAT""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113671","1.0","1409","[""STAT""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113672","1.0","1413","[""STAT""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113673","1.0","14","[""AMST""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113674","1.0","668","[""JAPAN""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113675","1.0","670","[""JAPAN""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113676","1.0","917","[""NEURO""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113677","1.0","919","[""NEURO""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113678","1.0","942","[""NURS""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113679","1.0","961","[""NURS""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113680","1.0","1275","[""RUSSN""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113681","1.0","1279","[""RUSSN""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113682","1.0","1315","[""SOAN""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113683","1.0","1319","[""SOAN""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113684","1.0","1366","[""SWRK""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113685","1.0","1372","[""SWRK""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113686","0.5","707","[""ID""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113687","1.0","709","[""ID""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113688","1.0","18612","[""AFAM""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113689","1.0","18614","[""AFAM""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113690","1.0","18616","[""BMOLS""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113691","1.0","18618","[""BMOLS""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113692","1.0","26170","[""WMGST""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113693","1.0","26172","[""WMGST""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113694","1.0","27329","[""RACE""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""C""","20173","","","""Research""","2017"
"113695","1.0","27331","[""RACE""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""C""","20173","","","""Research""","2017"
"113696","1.0","27398","[""LAMST""]","","","","","[""Staff""]","200","","""Academic Internship""","294","true","","3","""O""","20173","","","""Research""","2017"
"113697","1.0","27400","[""LAMST""]","","","","","[""Staff""]","300","","""Academic Internship""","394","true","","3","""O""","20173","","","""Research""","2017"
"113699","1.0","219","[""CHEM""]","","","","","[""Elodie Marlier""]","300","[""RNS 435""]","""Adv Inorganic Chem""","386","false","","3","""O""","20173","[""MWF 1255-0150PM""]","""Advanced Inorganic Chemistry""","""Research""","2017"
"113701","0.25","1097","[""PHYS""]","","","","","[""Prabal Adhikari""]","300","[""RNS 298""]","""Adv Physics Lab (375)""","385","false","""B""","3","""O""","20173","[""Th 1245-0345PM""]","""Advanced Physics Laboratory""","""Lab""","2017"
"113702","0.25","1097","[""PHYS""]","","","","","[""Brian Borovsky""]","300","[""RNS 298""]","""Adv Physics Lab (375)""","385","false","""C""","3","""O""","20173","[""F 0200-0500PM""]","""Advanced Physics Laboratory""","""Lab""","2017"
"113703","0.25","1097","[""PHYS""]","","","","","[""Brian Borovsky""]","300","[""RNS 298""]","""Adv Physics Lab (375)""","385","false","""A""","3","""O""","20173","[""Th 0800-1050""]","""Advanced Physics Laboratory""","""Lab""","2017"
"113706","1.0","1411","[""STAT""]","","","","","[""Paul J. Roback""]","300","[""TOH 182""]","""Adv Statistical Model""","316","false","","3","""O""","20173","[""MWF 1045-1140""]","""Advanced Statistical Modeling""","""Research""","2017"
"113708","0.5","25185","[""DANCE""]","[""ALS-A"", ""SPM""]","","","","[""Staff""]","100","[""CAD Studio 2"", ""TBA""]","""Advanced Beginning Ballet""","130","false","","3","""O""","20173","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2017"
"113709","0.25","25186","[""DANCE""]","[""ALS-A"", ""SPM""]","","","","[""Staff""]","100","[""CAD Studio 2"", ""TBA""]","""Advanced Beginning Ballet""","131","false","","3","""O""","20173","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2017"
"113710","1.0","246","[""CHIN""]","[""FOL-C""]","","","","[""Hui Bi""]","300","[""TOH 114""]","""Advanced Chinese II""","302","false","","3","""O""","20173","[""MWF 1150-1245PM""]","""Third-Year Chinese II""","""Research""","2017"
"113711","1.0","376","[""DANCE""]","","","","","[""Janice Roberts""]","300","[""CAD Studio 3"", ""CAD Studio 3""]","""Advanced Choreography""","374","false","","3","""O""","20173","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2017"
"113714","1.0","667","[""JAPAN""]","[""FOL-J""]","","","","[""Hiroe Akimoto""]","300","[""TOH 112""]","""Advanced Japanese II""","302","false","","3","""O""","20173","[""MWF 1255-0150PM""]","","""Research""","2017"
"113716","0.25","211","[""CHEM""]","","","","","[""Rodrigo Sanchez-Gonzalez""]","300","","""Advanced Lab""","375","true","""A""","3","""O""","20173","","""Advanced Laboratory""","""Lab""","2017"
"113717","0.25","211","[""CHEM""]","","","","","[""Jeffrey J. Schwinefus""]","300","","""Advanced Lab""","375","true","""B""","3","""O""","20173","","""Advanced Laboratory""","""Lab""","2017"
"113718","0.25","211","[""CHEM""]","","","","","[""Dipannita Kalyani""]","300","","""Advanced Lab""","375","true","""C""","3","""O""","20173","","""Advanced Laboratory""","""Lab""","2017"
"113719","0.25","211","[""CHEM""]","","","","","[""Paul T. Jackson""]","300","","""Advanced Lab""","375","true","""D""","3","""O""","20173","","""Advanced Laboratory""","""Lab""","2017"
"113720","0.25","211","[""CHEM""]","","","","","[""William C. Solomon""]","300","","""Advanced Lab""","375","true","""E""","3","""O""","20173","","""Advanced Laboratory""","""Lab""","2017"
"113723","1.0","618","[""HIST""]","[""HWC"", ""MCD""]","","","","[""Michael Fitzgerald""]","200","[""TOH 314"", ""TOH 314""]","""African-American Hist""","277","false","","3","""O""","20173","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""African-American History""","""Research""","2017"
"113724","1.0","294","[""CSCI""]","","","","","[""Staff""]","200","[""RNS 203"", ""RNS 203""]","""Algorithms/Data Struc""","253","false","","3","""O""","20173","[""T 0935-1100"", ""Th 0930-1050""]","""Algorithms and Data Structures""","""Research""","2017"
"113726","1.0","578","[""HIST""]","[""HWC"", ""MCD""]","","","","[""Staff""]","100","[""TOH 112""]","""America After 1865""","199","false","""A""","3","""O""","20173","[""MWF 0905-1000""]","""American History Since 1865""","""Research""","2017"
"113727","1.0","578","[""HIST""]","[""HWC"", ""MCD""]","","","","[""Staff""]","100","[""TOH 112""]","""America After 1865""","199","false","""B""","3","""O""","20173","[""MWF 1045-1140""]","""American History Since 1865""","""Research""","2017"
"113729","1.0","1103","[""PSCI""]","[""HBS"", ""MCD""]","","","","[""Daniel Hofrenning""]","100","[""RNS 390""]","""American Politics""","111","false","""A""","3","""O""","20173","[""MWF 0800-0855""]","","""Research""","2017"
"113730","1.0","201","[""CHEM""]","","201","","","[""Douglas J. Beussman""]","200","[""RNS 310"", ""RNS 310""]","""Analytical Chemistry""","255","false","","3","""O""","20173","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2017"
"113731","1.0","1080","[""PHYS""]","[""IST"", ""SED""]","1080","","","[""Alden Adolph""]","100","[""RNS 210""]","""Analytical II""","131","false","""B""","3","""O""","20173","[""MWF 1150-1245PM""]","""Analytical Physics II""","""Research""","2017"
"113732","1.0","1080","[""PHYS""]","[""IST"", ""SED""]","1080","","","[""Amy Kolan""]","100","[""RNS 208""]","""Analytical II""","131","false","""A""","3","""O""","20173","[""MWF 1045-1140""]","""Analytical Physics II""","""Research""","2017"
"113733","0.0","17584","[""PHYS""]","","1080","","","[""David Nitz""]","100","[""RNS 293""]","""Analytical II Lab""","131","false","""A""","3","""O""","20173","[""M 0100-0330PM""]","","""Lab""","2017"
"113734","0.0","17584","[""PHYS""]","","1080","","","[""David Nitz""]","100","[""RNS 293""]","""Analytical II Lab""","131","false","""B""","3","""O""","20173","[""T 1145-0215PM""]","","""Lab""","2017"
"113735","0.0","17584","[""PHYS""]","","1080","","","[""David Nitz""]","100","[""RNS 293""]","""Analytical II Lab""","131","false","""C""","3","""O""","20173","[""Th 1245-0315PM""]","","""Lab""","2017"
"113736","0.25","202","[""CHEM""]","","201","","","[""Adam Dittmer""]","200","[""RNS 446""]","""Analytical Lab""","256","true","""B""","3","""O""","20173","[""T 0120-0520PM""]","""Analytical Laboratory""","""Lab""","2017"
"113737","0.25","202","[""CHEM""]","","201","","","[""Douglas J. Beussman""]","200","[""TBA""]","""Analytical Lab""","256","true","""A""","3","""O""","20173","[""M 0100-0500PM""]","""Analytical Laboratory""","""Lab""","2017"
"113738","1.0","1113","[""PSCI""]","","","","","[""Staff""]","200","[""OM 020""]","""Analyzing Politics""","220","false","""A""","3","""O""","20173","[""T 0935-1100"", ""Th 0930-1050""]","""Analyzing Politics and Policies""","""Research""","2017"
"113739","1.0","1113","[""PSCI""]","","","","","[""Staff""]","200","[""OM 020""]","""Analyzing Politics""","220","false","""B""","3","""O""","20173","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Analyzing Politics and Policies""","""Research""","2017"
"113750","1.0","18781","[""ASIAN""]","[""ALS-A"", ""ALS-L"", ""HBS"", ""MCG"", ""ORC"", ""WRI""]","","","","[""Karil J. Kucera"", ""Ying Zhou""]","200","[""RNS 410"", ""RNS 410""]","""AsiaCon3:InterpretJourney""","220","false","","3","""O""","20173","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Asian Conversations III: Interpreting Journeys""","""Research""","2017"
"113751","1.0","17676","[""EDUC""]","","","","","[""Jill A. Watson""]","300","[""TOH 300"", ""TOH 300""]","""Assessment of ESL, K-12""","348","false","","3","""O""","20173","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2017"
"113757","0.25","1020","[""ESAC""]","[""SPM""]","","","","[""Judith Tegtmeyer""]","100","[""Tostrud Ctr""]","""Badminton""","151","false","""A""","3","""O""","20173","[""MW 1255-0150PM""]","","""Research""","2017"
"113758","0.25","1020","[""ESAC""]","[""SPM""]","","","","[""Kayla R. Hatting""]","100","[""Tostrud Ctr""]","""Badminton""","151","false","""B""","3","""O""","20173","[""MW 0800-0855""]","","""Research""","2017"
"113759","0.25","1020","[""ESAC""]","[""SPM""]","","","","[""Kurt Anderson""]","100","[""Tostrud Ctr""]","""Badminton""","151","false","""C""","3","""O""","20173","[""MW 1045-1140""]","","""Research""","2017"
"113760","0.25","1020","[""ESAC""]","[""SPM""]","","","","[""Kurt Anderson""]","100","[""Tostrud Ctr""]","""Badminton""","151","false","""D""","3","""O""","20173","[""MW 1150-1245PM""]","","""Research""","2017"
"113761","0.25","353","[""DANCE""]","[""ALS-A"", ""SPM""]","","","","[""Heather J. Klopchin""]","100","[""CAD Studio 2"", ""TBA""]","""Ballet I""","121","true","","3","""O""","20173","[""T 1150-1245PM"", ""Th 1245-0140PM""]","","""Research""","2017"
"113762","0.5","359","[""DANCE""]","[""ALS-A"", ""SPM""]","","","","[""Heather J. Klopchin""]","200","[""CAD Studio 2"", ""TBA""]","""Ballet II""","220","false","","3","""O""","20173","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2017"
"113763","0.25","360","[""DANCE""]","[""ALS-A"", ""SPM""]","","","","[""Heather J. Klopchin""]","200","[""CAD Studio 2"", ""TBA""]","""Ballet II""","221","false","","3","""O""","20173","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2017"
"113766","0.25","347","[""DANCE""]","[""ALS-A"", ""SPM""]","","","","[""Anne von Bibra""]","100","[""CAD Studio 1"", ""CAD Studio 1""]","""Ballroom I""","106","true","""A""","3","""O""","20173","[""T 1005-1100"", ""Th 0955-1050""]","","""Research""","2017"
"113767","0.25","347","[""DANCE""]","[""ALS-A"", ""SPM""]","","","","[""Anne von Bibra""]","100","[""CAD Studio 1"", ""CAD Studio 1""]","""Ballroom I""","106","true","""B""","3","""O""","20173","[""T 1005-1100"", ""Th 0955-1050""]","","""Research""","2017"
"113769","0.25","1001","[""ESAC""]","[""SPM""]","","","","[""Daniel Kosmoski""]","100","[""SAC Gym North""]","""Basketball""","111","false","","3","""O""","20173","[""TTh 0935-1030""]","","""Research""","2017"
"113772","1.0","239","[""CHIN""]","","239","","","[""Ying Zhou""]","100","[""TOH 153""]","""Beginning Chinese II""","112","false","""A""","3","""O""","20173","[""MWF 0905-1000""]","","""Research""","2017"
"113773","1.0","239","[""CHIN""]","","239","","","[""Ying Zhou""]","100","[""TOH 153""]","""Beginning Chinese II""","112","false","""B""","3","""O""","20173","[""MWF 1045-1140""]","","""Research""","2017"
"113774","0.0","240","[""CHIN""]","","239","","","[""Ying Zhou""]","100","[""TOH 153""]","""Beginning Chinese II Lab""","112","false","""A""","3","""O""","20173","[""T 0935-1100""]","","""Lab""","2017"
"113775","0.0","240","[""CHIN""]","","239","","","[""Ying Zhou""]","100","[""TOH 153""]","""Beginning Chinese II Lab""","112","false","""B""","3","""O""","20173","[""T 1145-0110PM""]","","""Lab""","2017"
"113776","1.0","477","[""FREN""]","","","","","[""Staff""]","100","[""TOH 110""]","""Beginning French II""","112","false","""B""","3","""O""","20173","[""MWF 0200-0255PM""]","","""Research""","2017"
"113777","1.0","477","[""FREN""]","","","","","[""Staff""]","100","[""TOH 110""]","""Beginning French II""","112","false","""A""","3","""O""","20173","[""MWF 1255-0150PM""]","","""Research""","2017"
"113778","1.0","505","[""GERM""]","","","","","[""Karen R. Achberger""]","100","[""TOH 212""]","""Beginning German II""","112","false","""A""","3","""O""","20173","[""MWF 0905-1000""]","","""Research""","2017"
"113779","1.0","505","[""GERM""]","","","","","[""Karen R. Achberger""]","100","[""TOH 212""]","""Beginning German II""","112","false","""B""","3","""O""","20173","[""MWF 1045-1140""]","","""Research""","2017"
"113781","1.0","660","[""JAPAN""]","","660","","","[""Rika Ito""]","100","[""TOH 108""]","""Beginning Japanese II""","112","false","""A""","3","""O""","20173","[""MWF 1045-1140""]","","""Research""","2017"
"113782","1.0","660","[""JAPAN""]","","660","","","[""Rika Ito""]","100","[""TOH 108""]","""Beginning Japanese II""","112","false","""B""","3","""O""","20173","[""MWF 1150-1245PM""]","","""Research""","2017"
"113783","0.0","661","[""JAPAN""]","","660","","","[""Hiroe Akimoto""]","100","[""TOH 175""]","""Beginning Japanese II Lab""","112","false","""A""","3","""O""","20173","[""Th 0955-1050""]","","""Lab""","2017"
"113784","0.0","661","[""JAPAN""]","","660","","","[""Hiroe Akimoto""]","100","[""TOH 175""]","""Beginning Japanese II Lab""","112","false","""B""","3","""O""","20173","[""Th 1245-0140PM""]","","""Lab""","2017"
"113788","1.0","922","[""NORW""]","","","","","[""Staff""]","100","[""TOH 310""]","""Beginning Norwegian II""","112","false","""A""","3","""O""","20173","[""MWF 0800-0855""]","","""Research""","2017"
"113789","1.0","922","[""NORW""]","","","","","[""Staff""]","100","[""TOH 310""]","""Beginning Norwegian II""","112","false","""B""","3","""O""","20173","[""MWF 0905-1000""]","","""Research""","2017"
"113790","1.0","922","[""NORW""]","","","","","[""Staff""]","100","[""TOH 310""]","""Beginning Norwegian II""","112","false","""D""","3","""O""","20173","[""MWF 0200-0255PM""]","","""Research""","2017"
"113791","1.0","922","[""NORW""]","","","","","[""H. Pi\u00f1ero Christine""]","100","[""TOH 310""]","""Beginning Norwegian II""","112","false","""C""","3","""O""","20173","[""MWF 1045-1140""]","","""Research""","2017"
"113792","1.0","1261","[""RUSSN""]","","1261","","","[""Marc Robinson""]","100","[""TOH 312""]","""Beginning Russian II""","112","false","""A""","3","""O""","20173","[""MWF 1150-1245PM""]","","""Research""","2017"
"113793","1.0","1261","[""RUSSN""]","","1261","","","[""Marc Robinson""]","100","[""TOH 312""]","""Beginning Russian II""","112","false","""B""","3","""O""","20173","[""MWF 0800-0855""]","","""Research""","2017"
"113794","0.0","1262","[""RUSSN""]","","1261","","","[""Marc Robinson""]","100","[""TOH 212""]","""Beginning Russian II Lab""","112","false","""A""","3","""O""","20173","[""T 1145-1240PM""]","","""Lab""","2017"
"113795","0.0","1262","[""RUSSN""]","","1261","","","[""Marc Robinson""]","100","[""TOH 212""]","""Beginning Russian II Lab""","112","false","""B""","3","""O""","20173","[""T 0200-0255PM""]","","""Lab""","2017"
"113796","1.0","1325","[""SPAN""]","","","","","[""Carla Manzoni""]","100","[""TOH 312""]","""Beginning Spanish II""","112","false","""A""","3","""O""","20173","[""MWF 0905-1000""]","","""Research""","2017"
"113797","1.0","1325","[""SPAN""]","","","","","[""Carla Manzoni""]","100","[""TOH 316""]","""Beginning Spanish II""","112","false","""B""","3","""O""","20173","[""MWF 1045-1140""]","","""Research""","2017"
