"clbid","credits","crsid","departments","gereqs","groupid","grouptype","halfcredit","instructors","level","locations","name","number","pn","section","semester","status","term","times","title","type","year"
"113928","1.0","29259","[""PACON""]","[""EIN"", ""HBS"", ""WRI""]","","","","[""Thomas Bernardin""]","200","[""OM 240""]","""Contemporary Controversies""","281","false","""A""","3","""O""","20173","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Public Affairs II: Contemporary Controversies""","""Research""","2017"
"113931","0.5","335","[""EDUC""]","","","","","[""Robert W. McClure""]","300","[""TOH 212""]","""Counseling/Communication in Schools""","372","false","","3","""O""","20173","[""Th 1245-0205PM""]","""Counseling and Communication in Schools""","""Research""","2017"
"113932","1.0","21525","[""ENGL""]","[""WRI""]","","","","[""Jeremy Nagamatsu""]","100","[""RML 420"", ""TBA""]","""Craft of Creative Writing""","150","false","","3","""O""","20173","[""T 0935-1100"", ""Th 0930-1050""]","""The Craft of Creative Writing""","""Research""","2017"
"113934","1.0","21602","[""SCICN""]","[""BTS-T"", ""HBS"", ""WRI""]","","","","[""Joshua Anderson"", ""Douglas Schuurman""]","200","[""OM 305"", ""OM 305""]","""Cultural Context""","217","false","","3","""O""","20173","[""T 0935-1100"", ""Th 0930-1050""]","""The Cultural Context: Science and Society""","""Research""","2017"
"113935","1.0","30095","[""PSYCH""]","[""HBS"", ""MCG""]","","","","[""Donna K. McMillan""]","200","[""RNS 124"", ""RNS 124""]","""Culture and Place in Psychology""","254","false","","3","""O""","20173","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2017"
"113936","1.0","371","[""DANCE""]","[""ALS-A"", ""MCD"", ""WRI""]","","","","[""Heather J. Klopchin""]","200","[""CAD 305""]","""Dance in United States""","246","false","","3","""O""","20173","[""MWF 1255-0150PM""]","""Dance in the United States""","""Research""","2017"
"113937","1.0","177","[""AMCON""]","[""FYW"", ""HWC""]","","","","[""Christopher Tradowsky"", ""L. DeAne Lagerquist""]","100","[""TOH 210""]","""Democratic Vistas, 1800-1900""","102","false","""A""","3","""O""","20173","[""MWF 1255-0150PM""]","","""Research""","2017"
"113938","1.0","177","[""AMCON""]","[""FYW"", ""HWC""]","","","","[""Christopher Tradowsky"", ""L. DeAne Lagerquist""]","100","[""TOH 212""]","""Democratic Vistas, 1800-1900""","102","false","""B""","3","""O""","20173","[""MWF 1255-0150PM""]","","""Research""","2017"
"113941","1.0","164","[""BIO""]","[""WRI""]","164","","","[""Eric Cole""]","300","[""RNS 435"", ""RNS 435""]","""Developmental Biology""","372","false","","3","""O""","20173","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2017"
"113942","0.0","165","[""BIO""]","","164","","","[""Eric Cole""]","300","[""RNS 246""]","""Developmental Biology Lab""","372","false","""B""","3","""O""","20173","[""W 0200-0500PM""]","","""Lab""","2017"
"113943","0.0","165","[""BIO""]","","164","","","[""Eric Cole""]","300","[""RNS 246""]","""Developmental Biology Lab""","372","false","""A""","3","""O""","20173","[""Th 0215-0515PM""]","","""Lab""","2017"
"113944","1.0","1168","[""PSYCH""]","[""HBS""]","","","","[""Anna E. Johnson""]","200","[""RNS 190""]","""Developmental Psych""","241","false","""A""","3","""O""","20173","[""MWF 1045-1140""]","""Developmental Psychology""","""Research""","2017"
"113945","1.0","1168","[""PSYCH""]","[""HBS""]","","","","[""Anna E. Johnson""]","200","[""RNS 190""]","""Developmental Psych""","241","false","""B""","3","""O""","20173","[""MWF 1150-1245PM""]","""Developmental Psychology""","""Research""","2017"
"113946","1.0","740","[""MATH""]","","","","","[""Bruce E. Pell""]","200","[""TOH 186"", ""TOH 186""]","""Differential Equations I""","230","false","""A""","3","""O""","20173","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2017"
"113947","1.0","740","[""MATH""]","","","","","[""Bruce E. Pell""]","200","[""TOH 186"", ""TOH 186""]","""Differential Equations I""","230","false","""B""","3","""O""","20173","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2017"
"113948","0.5","336","[""EDUC""]","","","","","[""Heather Campbell""]","300","[""TOH 214""]","""Exceptional Learners""","375","false","","3","""O""","20173","[""Th 0800-0920""]","""Differentiated Instruction for Exceptional Learners""","""Research""","2017"
"113951","1.0","535","[""GCON""]","[""ALS-A"", ""HWC"", ""ORC"", ""WRI""]","","","","[""Steve T. Reece""]","200","[""OM 110""]","""Dissenters/Defenders""","218","false","""A""","3","""O""","20173","[""MWF 1150-1245PM""]","""The Tradition in Crisis: Dissenters and Defenders""","""Research""","2017"
"113952","1.0","535","[""GCON""]","[""ALS-A"", ""HWC"", ""ORC"", ""WRI""]","","","","[""Patricia Beckman""]","200","[""OM 140""]","""Dissenters/Defenders""","218","false","""B""","3","""O""","20173","[""MWF 1150-1245PM""]","""The Tradition in Crisis: Dissenters and Defenders""","""Research""","2017"
"113953","1.0","535","[""GCON""]","[""ALS-A"", ""HWC"", ""ORC"", ""WRI""]","","","","[""W. Bruce Benson""]","200","[""OM 210""]","""Dissenters/Defenders""","218","false","""C""","3","""O""","20173","[""MWF 1150-1245PM""]","""The Tradition in Crisis: Dissenters and Defenders""","""Research""","2017"
"113954","1.0","535","[""GCON""]","[""ALS-A"", ""HWC"", ""ORC"", ""WRI""]","","","","[""Peder J. Jothen""]","200","[""RML 420""]","""Dissenters/Defenders""","218","false","""D""","3","""O""","20173","[""MWF 1150-1245PM""]","""The Tradition in Crisis: Dissenters and Defenders""","""Research""","2017"
"113955","1.0","535","[""GCON""]","[""ALS-A"", ""HWC"", ""ORC"", ""WRI""]","","","","[""Kevin Mummey""]","200","[""RML 520""]","""Dissenters/Defenders""","218","false","""E""","3","""O""","20173","[""MWF 1150-1245PM""]","""The Tradition in Crisis: Dissenters and Defenders""","""Research""","2017"
"113956","1.0","535","[""GCON""]","[""ALS-A"", ""HWC"", ""ORC"", ""WRI""]","","","","[""Douglas J. Casson""]","200","[""RML 525""]","""Dissenters/Defenders""","218","false","""F""","3","""O""","20173","[""MWF 1150-1245PM""]","""The Tradition in Crisis: Dissenters and Defenders""","""Research""","2017"
"113957","0.0","309","[""EDUC""]","","","","""1""","[""Sarah Shippy""]","200","[""TOH 210""]","""Drugs & Alcohol""","231","true","","3","""O""","20173","[""M 0700-0900PM""]","""Drugs and Alcohol""","""Research""","2017"
"113959","1.0","139","[""BIO""]","[""SED""]","139","","","[""Kathleen L. Shea""]","200","[""RNS 410""]","""Ecological Principles""","261","false","","3","""O""","20173","[""MWF 0905-1000""]","","""Research""","2017"
"113960","0.0","140","[""BIO""]","","139","","","[""Kathleen L. Shea""]","200","[""RNS 440""]","""Ecological Principles Lab""","261","false","""A""","3","""O""","20173","[""W 0100-0400PM""]","","""Lab""","2017"
"113961","0.0","140","[""BIO""]","","139","","","[""Kathleen L. Shea""]","200","[""RNS 440""]","""Ecological Principles Lab""","261","false","""B""","3","""O""","20173","[""T 0120-0420PM""]","","""Lab""","2017"
"113963","1.0","268","[""ECON""]","[""MCG"", ""WRI""]","","","","[""Seth Binder""]","200","[""RML 421""]","""Economic Development""","243","false","""A""","3","""O""","20173","[""MWF 1255-0150PM""]","","""Research""","2017"
"113964","1.0","268","[""ECON""]","[""MCG"", ""WRI""]","","","","[""Seth Binder""]","200","[""RML 421""]","""Economic Development""","243","false","""B""","3","""O""","20173","[""MWF 0200-0255PM""]","","""Research""","2017"
"113967","1.0","311","[""EDUC""]","[""HBS""]","","","","[""Robert W. McClure""]","200","[""TOH 210"", ""TOH 210""]","""Educational Psychology""","290","false","","3","""O""","20173","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2017"
"113970","1.0","736","[""MATH""]","[""AQR""]","","","","[""Adam H. Berliner""]","200","[""TOH 186""]","""Elem Linear Algebra""","220","false","""B""","3","""O""","20173","[""MWF 1255-0150PM""]","""Elementary Linear Algebra""","""Research""","2017"
"113972","1.0","736","[""MATH""]","[""AQR""]","","","","[""Staff""]","200","[""RNS 204""]","""Elem Linear Algebra""","220","false","""A""","3","""O""","20173","[""MWF 1150-1245PM""]","""Elementary Linear Algebra""","""Research""","2017"
"113973","1.0","736","[""MATH""]","[""AQR""]","","","","[""Adam H. Berliner""]","200","[""TOH 186""]","""Elem Linear Algebra""","220","false","""C""","3","""O""","20173","[""MWF 0200-0255PM""]","""Elementary Linear Algebra""","""Research""","2017"
"113974","1.0","423","[""LNGST""]","","","","","[""Kris A. Cropsey""]","200","[""TOH 186""]","""English Language and Linguistics""","250","false","","3","""O""","20173","[""MWF 0905-1000""]","","""Research""","2017"
"113976","1.0","982","[""PHIL""]","[""EIN""]","","","","[""Michael Fuerstein""]","200","[""RNS 290""]","""Environmental Ethics""","257","false","""A""","3","""O""","20173","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2017"
"113977","1.0","982","[""PHIL""]","[""EIN""]","","","","[""Michael Fuerstein""]","200","[""RNS 290""]","""Environmental Ethics""","257","false","""B""","3","""O""","20173","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2017"
"113978","1.0","295","[""CSCI""]","[""EIN"", ""ORC""]","","","","[""Charles Huff""]","200","[""RNS 203"", ""RNS 203""]","""Ethical Issues in Software Design""","263","false","","3","""O""","20173","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2017"
"113982","1.0","1318","[""SOAN""]","[""WRI""]","","","","[""Christopher L. Chiappari""]","300","[""TOH 200""]","""Ethnograph Rsch Meth""","373","false","""B""","3","""O""","20173","[""MWF 1045-1140""]","""Ethnographic Research Methods""","""Research""","2017"
"113983","1.0","1318","[""SOAN""]","[""WRI""]","","","","[""Christopher L. Chiappari""]","300","[""TOH 200""]","""Ethnograph Rsch Meth""","373","false","""A""","3","""O""","20173","[""MWF 0905-1000""]","""Ethnographic Research Methods""","""Research""","2017"
"113985","1.0","574","[""HIST""]","[""HWC""]","","","","[""Anna Kuxhausen""]","100","[""RML 515""]","""Europe from Reformation to Modern""","191","false","","3","""O""","20173","[""MWF 1045-1140""]","""Europe from the Reformation to Modern Times""","""Research""","2017"
"113986","1.0","557","[""HIST""]","[""HWC""]","","","","[""Dolores Peters""]","100","[""BMC 012""]","""Europe-Great War""","122","false","","3","""O""","20173","[""MWF 0905-1000""]","""Europe and the Great War""","""Research""","2017"
"113987","1.0","18785","[""PSCI""]","[""HBS"", ""HWC""]","","","","[""J. Patrick Dale""]","200","[""TOH 314""]","""European Social Democracy""","283","false","","3","""O""","20173","[""MWF 0905-1000""]","","""Research""","2017"
"113988","1.0","1066","[""ESTH""]","[""WRI""]","","","","[""Cynthia Book""]","300","[""SAC 103""]","""Exercise Science Seminar""","390","false","","3","""O""","20173","[""MWF 1255-0150PM""]","","""Research""","2017"
"113989","0.25","209","[""CHEM""]","","","","","[""William C. Solomon""]","300","[""RNS 393""]","""Experimental Biochem""","373","true","","3","""O""","20173","[""W 0100-0500PM""]","""Experimental Biochemistry""","""Research""","2017"
"113990","0.25","224","[""BMOLS""]","","","","","[""Eric Cole""]","200","[""RNS 400""]","""Expl Biomolecular Sci""","201","true","","3","""O""","20173","[""Th 0700-0900PM""]","""Explorations in Biomolecular Science""","""Research""","2017"
"113991","1.0","1339","[""SPAN""]","[""ALS-L""]","","","","[""Sylvia Carullo""]","200","[""TOH 312"", ""TOH 312""]","""Exploring Hispanic Lit""","275","false","","3","""O""","20173","[""T 0935-1100"", ""Th 0930-1050""]","""Exploring Hispanic Literature""","""Research""","2017"
"113992","1.0","516","[""GERM""]","[""FOL-G"", ""ORC""]","","","","[""Amanda Randall""]","200","[""TOH 212""]","""Exploring Non-Fiction""","252","false","","3","""O""","20173","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2017"
"113993","1.0","649","[""FAMST""]","","","","","[""Staff""]","200","[""OM 010""]","""Family Relationships""","242","false","","3","""O""","20173","[""MWF 1045-1140""]","","""Research""","2017"
"113996","1.0","498","[""WRIT""]","[""FYW""]","","","","[""Joan Hepburn""]","100","[""OM 210"", ""OM 210""]","""First-Year Writing""","111","false","""I""","3","""O""","20173","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2017"
"113997","1.0","498","[""WRIT""]","[""FYW""]","","","","[""Karen Cherewatuk""]","100","[""CAD 202""]","""First-Year Writing""","111","false","""A""","3","""O""","20173","[""MWF 0800-0855""]","","""Research""","2017"
"113998","1.0","498","[""WRIT""]","[""FYW""]","","","","[""Jeremy Nagamatsu""]","100","[""RML 421"", ""RML 421""]","""First-Year Writing""","111","false","""N""","3","""O""","20173","[""T 0120-0245PM"", ""Th 0215-0335PM""]","","""Research""","2017"
"113999","1.0","498","[""WRIT""]","[""FYW""]","","","","[""Karen E. Marsalek""]","100","[""RML 420"", ""RML 420""]","""First-Year Writing""","111","false","""J""","3","""O""","20173","[""T 0935-1100"", ""Th 0930-1050""]","","""Research""","2017"
"114002","1.0","498","[""WRIT""]","[""FYW""]","","","","[""Jonathan T. Naito""]","100","[""TB 227""]","""First-Year Writing""","111","false","""B""","3","""O""","20173","[""MWF 0905-1000""]","","""Research""","2017"
"114003","1.0","498","[""WRIT""]","[""FYW""]","","","","[""Juliet Patterson""]","100","[""RML 420""]","""First-Year Writing""","111","false","""C""","3","""O""","20173","[""MWF 0905-1000""]","","""Research""","2017"
"114004","1.0","498","[""WRIT""]","[""FYW""]","","","","[""Staff""]","100","[""RML 421""]","""First-Year Writing""","111","false","""H""","3","""O""","20173","[""T 0800-0925"", ""Th 0800-0920""]","","""Research""","2017"
"114006","1.0","498","[""WRIT""]","[""FYW""]","","","","[""Julie M. Legler""]","100","[""RML 515""]","""First-Year Writing""","111","false","""E""","3","""O""","20173","[""MWF 1045-1140""]","","""Research""","2017"
"114008","1.0","498","[""WRIT""]","[""FYW""]","","","","[""Jennifer Kwon Dobbs""]","100","[""OM 310""]","""First-Year Writing""","111","false","""F""","3","""O""","20173","[""MWF 1255-0150PM""]","","""Research""","2017"
"114009","1.0","498","[""WRIT""]","[""FYW""]","","","","[""Juliet Patterson""]","100","[""RML 520""]","""First-Year Writing""","111","false","""D""","3","""O""","20173","[""MWF 1045-1140""]","","""Research""","2017"
"114014","0.25","1015","[""ESAC""]","[""SPM""]","","","","[""Daniel Kosmoski""]","100","[""Tostrud Ctr""]","""Fitness Walking""","136","false","""A""","3","""O""","20173","[""MW 0905-1000""]","","""Research""","2017"
"114015","0.25","1015","[""ESAC""]","[""SPM""]","","","","[""Kurt Anderson""]","100","[""Tostrud Ctr""]","""Fitness Walking""","136","false","""B""","3","""O""","20173","[""TTh 0935-1030""]","","""Research""","2017"
"114016","0.25","1015","[""ESAC""]","[""SPM""]","","","","[""John A. Bazzachini""]","100","[""Tostrud Ctr""]","""Fitness Walking""","136","false","""C""","3","""O""","20173","[""MW 1045-1140""]","","""Research""","2017"
"114020","0.25","1009","[""ESAC""]","[""SPM""]","","","","[""Scott Nesbit""]","100","[""SAC 112""]","""Fly Fishing""","128","false","","3","""O""","20173","[""TTh 1255-0150PM""]","""Fly-Fishing/Fly-Tying""","""Research""","2017"
"114022","1.0","972","[""PHIL""]","","","","","[""Arthur Cunningham""]","200","[""RNS 210""]","""Formal Logic""","240","false","","3","""O""","20173","[""MWF 0200-0255PM""]","","""Research""","2017"
"114023","1.0","20055","[""ART""]","[""ALS-A""]","","","","[""Peter B. Nelson""]","100","[""CAD 116""]","""Foundation New Media""","104","false","","3","""O""","20173","[""MWF 1045-1245PM""]","","""Research""","2017"
"114025","1.0","20054","[""ART""]","[""ALS-A""]","","","","[""John Saurer""]","100","[""CAD 216"", ""CAD 216""]","""Foundation 2-D Media""","102","false","""C""","3","""O""","20173","[""T 0800-1100"", ""Th 0800-1050""]","""Foundation Two-Dimensional Media""","""Research""","2017"
"114026","1.0","20056","[""ART""]","[""ALS-A""]","","","","[""Staff""]","100","[""CAD 106""]","""Foundation 3-D Media""","103","false","","3","""O""","20173","[""MWF 0800-1000""]","""Foundation Three-Dimensional Media""","""Research""","2017"
"114039","1.0","1330","[""SPAN""]","[""FOL-S"", ""WRI""]","","","","[""Kris A. Cropsey""]","200","[""TOH 314"", ""TOH 314""]","""Gateway Spanish-Speaking World""","250","false","""B""","3","""O""","20173","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Gateway to the Spanish-Speaking World""","""Research""","2017"
"114040","1.0","1330","[""SPAN""]","[""FOL-S"", ""WRI""]","","","","[""Leon Narvaez""]","200","[""TOH 310"", ""TOH 310""]","""Gateway Spanish-Speaking World""","250","false","""A""","3","""O""","20173","[""T 0935-1100"", ""Th 0930-1050""]","""Gateway to the Spanish-Speaking World""","""Research""","2017"
"114041","1.0","728","[""MATH""]","[""AQR""]","","","","[""Staff""]","100","[""TOH 186"", ""TOH 186""]","""Gateways/Mathematics""","117","false","","3","""O""","20173","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Gateways to Mathematics""","""Research""","2017"
"114043","1.0","19736","[""PSCI""]","[""WRI""]","","","","[""J. Patrick Dale""]","300","[""OM 140""]","""Sem: Geopolitics Eurasian Ener""","382","false","","3","""O""","20173","[""MWF 1150-1245PM""]","""Seminar: The Geopolitics of Eurasian Energy""","""Research""","2017"
"114057","1.0","456","[""ENVST"", ""PSCI""]","[""HBS""]","","","","[""Staff""]","200","[""TOH 112""]","""Global Env Politics""","201","false","","3","""O""","20173","[""MWF 0200-0255PM""]","""Topics in Global Environmental Politics""","""Research""","2017"
"114059","1.0","1304","[""SOAN""]","[""HBS"", ""MCG""]","","","","[""Vivian Choi""]","200","[""OM 310""]","""Global Interdepend""","262","false","""A""","3","""O""","20173","[""MWF 0800-0855""]","""Global Interdependence""","""Research""","2017"
"114061","0.25","997","[""ESAC""]","[""SPM""]","","","","[""David A. Stromme""]","100","[""Tostrud Ctr""]","""Golf""","103","false","""A""","3","""O""","20173","[""F 0800-1000""]","","""Research""","2017"
"114062","0.25","997","[""ESAC""]","[""SPM""]","","","","[""David A. Stromme""]","100","[""Tostrud Ctr""]","""Golf""","103","false","""B""","3","""O""","20173","[""F 1200-0200PM""]","","""Research""","2017"
"114070","1.0","1336","[""SPAN""]","","","","","[""Ariel Strichartz""]","200","[""TOH 310"", ""TOH 310""]","""Heritage Latin America""","272","false","","3","""O""","20173","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""Cultural Heritage of Latin America""","""Research""","2017"
"114073","1.0","1392","[""THEAT""]","[""ALS-L"", ""HWC"", ""WRI""]","","","","[""William Sonnega""]","200","[""TB 216"", ""TBA""]","""Hist Theat-Since 1700""","271","false","","3","""O""","20173","[""T 1145-0110PM"", ""Th 1245-0205PM""]","""History of Theater since 1700""","""Research""","2017"
"114074","1.0","31152","[""MATH""]","[""HWC""]","","","","[""Kosmas Diveris""]","200","[""RNS 204"", ""RNS 204""]","""History of Mathematics in the West""","224","false","","3","""O""","20173","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2017"
"114075","1.0","1130","[""PSCI""]","[""HWC""]","","","","[""Douglas J. Casson""]","200","[""TOH 210""]","""History of Modern Political Thought""","260","false","","3","""O""","20173","[""MWF 1045-1140""]","","""Research""","2017"
"114076","1.0","29265","[""NURS""]","","29265","","","[""Elizabeth Rodgers""]","200","[""YTT 050A""]","""Holistic Health""","211","false","","3","""O""","20173","[""MWF 0200-0255PM""]","""Holistic Health Assessment and Health Promotion""","""Research""","2017"
"114077","0.0","29283","[""NURS""]","","29265","","","[""Elizabeth Rodgers""]","200","[""YTT 050B""]","""Holistic Health Lab""","211","false","""A""","3","""O""","20173","[""Th 0800-1000""]","","""Lab""","2017"
"114078","0.0","29283","[""NURS""]","","29265","","","[""Elizabeth Rodgers""]","200","[""YTT 050B""]","""Holistic Health Lab""","211","false","""B""","3","""O""","20173","[""Th 1000-1200PM""]","","""Lab""","2017"
"114079","0.0","29283","[""NURS""]","","29265","","","[""Elizabeth Rodgers""]","200","[""YTT 050B""]","""Holistic Health Lab""","211","false","""C""","3","""O""","20173","[""Th 0100-0300PM""]","","""Lab""","2017"
"114082","1.0","126","[""BIO""]","","126","","","[""Sarah Amugongo""]","200","[""RNS 410""]","""Human Anatomy & Physiology""","243","false","","3","""O""","20173","[""MWF 1150-1245PM""]","""Human Anatomy and Physiology: Organs and Organ Systems""","""Research""","2017"
"114083","0.0","127","[""BIO""]","","126","","","[""Sarah Amugongo""]","200","[""RNS 254""]","""Human Anatomy & Physiology Lab""","243","false","""A""","3","""O""","20173","[""W 0200-0500PM""]","","""Lab""","2017"
"114084","0.0","127","[""BIO""]","","126","","","[""Sarah Amugongo""]","200","[""RNS 254""]","""Human Anatomy & Physiology Lab""","243","false","""C""","3","""O""","20173","[""Th 1245-0345PM""]","","""Lab""","2017"
"114085","0.0","127","[""BIO""]","","126","","","[""Sarah Amugongo""]","200","[""RNS 254""]","""Human Anatomy & Physiology Lab""","243","false","""B""","3","""O""","20173","[""Th 0800-1100""]","","""Lab""","2017"
"114086","0.0","341","[""EDUC""]","","","","","[""Rosemary A. Pfarr-Baker""]","300","","""Human Relations""","382","true","","3","""O""","20173","","","""Research""","2017"
"114087","1.0","651","[""FAMST""]","[""ORC""]","","","","[""Lisa L. Moore""]","200","[""OM 030""]","""Human Sexuality""","253","false","","3","""O""","20173","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2017"
"114092","0.25","999","[""ESAC""]","[""SPM""]","","","""2""","[""John A. Bazzachini""]","100","[""Tostrud Ctr""]","""In-Line Skating""","108","false","","3","""O""","20173","[""MWF 1255-0150PM""]","","""Research""","2017"
"114093","1.0","1364","[""SWRK""]","","","","","[""Lisa L. Moore""]","200","[""OM 210""]","""Inclusive Practice: Grps/Orgs/Com""","261","false","","3","""O""","20173","[""T 0120-0245PM"", ""Th 0215-0335PM""]","""Inclusive Practice: Groups, Organizations and Communities""","""Research""","2017"
"114094","0.5","1012","[""ESAC""]","[""ORC"", ""SPM""]","","","","[""Jennifer M. Holbein""]","100","[""Tostrud Ctr""]","""Individual Fitness .50""","133","false","","3","""O""","20173","[""MWF 0905-1000""]","""Individual Fitness""","""Research""","2017"
"114095","0.25","841","[""MUSIC""]","","","","","[""Kent M. McWilliams""]","200","","""Instr Chamber Music""","275","false","","3","""O""","20173","","""Instrumental Chamber Music""","""Research""","2017"
"114096","0.5","835","[""MUSIC""]","","","","","[""Timothy Mahr""]","200","[""CHM 138"", ""CHM 138""]","""Instrumental Conducting""","253","false","","3","""O""","20173","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2017"
"114097","0.0","18827","[""CHEM"", ""BIO""]","","18802","","","[""Anne Walter""]","200","[""RNS 398""]","""Integr Chem/Bio III Lab""","227","false","""A""","3","""O""","20173","[""Th 0800-1100""]","","""Lab""","2017"
"114098","0.0","18827","[""CHEM"", ""BIO""]","","18802","","","[""Anne Walter""]","200","[""RNS 398""]","""Integr Chem/Bio III Lab""","227","false","""B""","3","""O""","20173","[""Th 1245-0345PM""]","","""Lab""","2017"
"114100","1.0","18802","[""CHEM"", ""BIO""]","[""IST"", ""SED""]","18802","","","[""Anne Walter""]","200","[""RNS 290""]","""Integrated Chem/Bio III""","227","false","","3","""O""","20173","[""MWF 0905-1000""]","""Integrated Chem/Bio III: Molecular and Cellular Biology""","""Research""","2017"
"114102","0.25","1028","[""ESAC""]","[""SPM""]","","","","[""Matthew C. McDonald""]","100","","""Intercol Baseball""","173","false","","3","""O""","20173","","""Intercollegiate Baseball""","""Research""","2017"
"114103","0.25","1029","[""ESAC""]","[""SPM""]","","","","[""Daniel Kosmoski""]","100","","""Intercol Basketball M""","174","false","","3","""O""","20173","","""Intercollegiate Basketball for Men""","""Research""","2017"
"114104","0.25","1030","[""ESAC""]","[""SPM""]","","","","[""David A. Stromme""]","100","","""Intercol Basketball W""","175","false","","3","""O""","20173","","""Intercollegiate Basketball for Women""","""Research""","2017"
"114105","0.25","1037","[""ESAC""]","[""SPM""]","","","","[""Kevin J. Brochman""]","100","","""Intercol CC Skiing M""","182","false","","3","""O""","20173","","""Intercollegiate Cross-Country Skiing for Men""","""Research""","2017"
"114106","0.25","1038","[""ESAC""]","[""SPM""]","","","","[""Kevin J. Brochman""]","100","","""Intercol CC Skiing W""","183","false","","3","""O""","20173","","""Intercollegiate Cross-Country Skiing for Women""","""Research""","2017"
"114108","0.25","1025","[""ESAC""]","[""SPM""]","","","","[""John A. Bazzachini""]","100","","""Intercol Hockey Women""","170","false","","3","""O""","20173","","""Intercollegiate Hockey for Women""","""Research""","2017"
"114109","0.25","1026","[""ESAC""]","[""SPM""]","","","","[""Jacob M. Olsen""]","100","","""Intercol Alpine Skiing M""","171","false","","3","""O""","20173","","""Intercollegiate Skiing for Men""","""Research""","2017"
"114110","0.25","1027","[""ESAC""]","[""SPM""]","","","","[""Jacob M. Olsen""]","100","","""Intercol Alpine Skiing W""","172","false","","3","""O""","20173","","""Intercollegiate Skiing for Women""","""Research""","2017"
"114111","0.25","1041","[""ESAC""]","[""SPM""]","","","","[""Kayla R. Hatting""]","100","","""Intercol Softball""","186","false","","3","""O""","20173","","""Intercollegiate Softball""","""Research""","2017"
"114112","0.25","1042","[""ESAC""]","[""SPM""]","","","","[""Robert Hauck""]","100","","""Intercol Swimming M""","187","false","","3","""O""","20173","","""Intercollegiate Swimming for Men""","""Research""","2017"
"114113","0.25","1043","[""ESAC""]","[""SPM""]","","","","[""Robert Hauck""]","100","","""Intercol Swimming W""","188","false","","3","""O""","20173","","""Intercollegiate Swimming for Women""","""Research""","2017"
"114114","0.25","1044","[""ESAC""]","[""SPM""]","","","","[""Scott Nesbit""]","100","","""Intercol Tennis Men""","189","false","","3","""O""","20173","","""Intercollegiate Tennis for Men""","""Research""","2017"
"114115","0.25","1045","[""ESAC""]","[""SPM""]","","","","[""Scott Nesbit""]","100","","""Intercol Tennis Women""","190","false","","3","""O""","20173","","""Intercollegiate Tennis for Women""","""Research""","2017"
"114116","0.25","1046","[""ESAC""]","[""SPM""]","","","","[""Philip Lundin""]","100","","""Intercol Track Men""","191","false","","3","""O""","20173","","""Intercollegiate Track for Men""","""Research""","2017"
"114117","0.25","1047","[""ESAC""]","[""SPM""]","","","","[""Kathryn L. Bretscher""]","100","","""Intercol Track Women""","192","false","","3","""O""","20173","","""Intercollegiate Track for Women""","""Research""","2017"
"114118","0.25","1049","[""ESAC""]","[""SPM""]","","","","[""Shahram Ahrar""]","100","","""Intercol Wrestling""","194","false","","3","""O""","20173","","""Intercollegiate Wrestling""","""Research""","2017"
"114119","1.0","243","[""CHIN""]","[""FOL-C""]","243","","","[""Hsiang-Lin Shih""]","200","[""TOH 114""]","""Intermed Chinese II""","232","false","""A""","3","""O""","20173","[""MWF 0905-1000""]","""Intermediate Chinese II""","""Research""","2017"
"114120","1.0","243","[""CHIN""]","[""FOL-C""]","243","","","[""Hsiang-Lin Shih""]","200","[""TOH 114""]","""Intermed Chinese II""","232","false","""B""","3","""O""","20173","[""MWF 1045-1140""]","""Intermediate Chinese II""","""Research""","2017"
"114121","0.0","244","[""CHIN""]","","243","","","[""Hsiang-Lin Shih""]","200","[""TOH 153""]","""Intermed Chinese II Lab""","232","false","""A""","3","""O""","20173","[""Th 0800-0920""]","","""Lab""","2017"
"114122","0.0","244","[""CHIN""]","","243","","","[""Hsiang-Lin Shih""]","200","[""TOH 153""]","""Intermed Chinese II Lab""","232","false","""B""","3","""O""","20173","[""Th 0930-1050""]","","""Lab""","2017"
"114123","1.0","479","[""FREN""]","","","","","[""Staff""]","200","[""TOH 110""]","""Intermed French I""","231","false","","3","""O""","20173","[""MWF 1150-1245PM""]","""Intermediate French I""","""Research""","2017"
"114124","1.0","480","[""FREN""]","[""FOL-F"", ""MCG""]","","","","[""Mary Cisar""]","200","[""TOH 314""]","""Intermed French II""","232","false","""A""","3","""O""","20173","[""MWF 0800-0855""]","""Intermediate French II""","""Research""","2017"
