"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"84190","0.0","24192","[""IS""]","15","""0/0""","","","","","[""Richard Brown""]","""7/999""","200","[""RNS 202""]","9","""Pwr Comptg Lab""","201","false","""A""","3","""5/999""","""3/999""","""C""","20123","[""MWF 0115-0159PM""]","","""Lab""","2012"
"84191","0.0","24192","[""IS""]","6","""1/0""","","","","","[""Richard Brown""]","""0/999""","200","[""RNS 202""]","9","""Pwr Comptg Lab""","201","false","""B""","3","""2/999""","""3/999""","""C""","20123","[""MWF 0256-0340PM""]","","""Lab""","2012"
"84192","0.25","17526","[""ASIAN"", ""HIST""]","5","""0/999""","","","","","[""Robert Entenmann""]","""3/999""","200","","10","""FLC - Chinese""","251","false","","3","""1/999""","""1/999""","""O""","20123","","","""FLAC""","2012"
"84197","1.0","747","[""MATH""]","20","""1/999""","[""WRI""]","","","","[""Kay E. Smith""]","""6/999""","200","[""TOH 184""]","22","""Abstract Algebra I""","252","false","""A""","3","""1/999""","""12/999""","""C""","20123","[""MWF 0905-1000""]","","""Research""","2012"
"84198","1.0","747","[""MATH""]","21","""3/999""","[""WRI""]","","","","[""Ryota Matsuura""]","""9/999""","200","[""TOH 186"", ""TOH 186""]","22","""Abstract Algebra I""","252","false","""B""","3","""0/999""","""9/999""","""C""","20123","[""T 1145-0110PM"", ""Th 1245-0205PM""]","","""Research""","2012"
"84199","1.0","11","[""AMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84200","1.0","68","[""ART""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84201","1.0","73","[""ART""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84202","1.0","93","[""ASIAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84203","1.0","96","[""ASIAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84204","1.0","153","[""BIO""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84205","1.0","174","[""BIO""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84206","1.0","204","[""CHEM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84207","1.0","222","[""CHEM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84208","1.0","233","[""CLASS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84209","1.0","235","[""CLASS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84210","1.0","248","[""CHIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84211","1.0","251","[""CHIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84212","1.0","276","[""ECON""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84213","1.0","284","[""ECON""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84214","1.0","299","[""CSCI""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84215","1.0","306","[""CSCI""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84216","1.0","313","[""EDUC""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84217","1.0","344","[""EDUC""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84218","1.0","374","[""DANCE""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84219","1.0","377","[""DANCE""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84220","1.0","433","[""ENGL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84221","1.0","449","[""ENGL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84222","1.0","464","[""ENVST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84223","1.0","466","[""ENVST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84224","1.0","490","[""FREN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84225","1.0","494","[""FREN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84226","1.0","522","[""GERM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84227","1.0","529","[""GERM""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84228","1.0","543","[""GREEK""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84229","1.0","550","[""GREEK""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","""Academic Inernship""","""Research""","2012"
"84230","1.0","624","[""HIST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84231","1.0","640","[""HIST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84232","1.0","643","[""HSPST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84233","1.0","646","[""HSPST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84234","1.0","653","[""FAMST""]","0","""0/999""","","","","","[""Christopher L. Chiappari""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84235","1.0","656","[""FAMST""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84236","1.0","686","[""IS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84237","1.0","691","[""IS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84238","1.0","716","[""LATIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84239","1.0","725","[""LATIN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84240","1.0","751","[""MATH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84241","1.0","766","[""MATH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84242","0.5","784","[""MGMT""]","1","""0/999""","","","","","[""Sian E. Muir""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""1/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84243","1.0","788","[""MGMT""]","1","""0/999""","","","","","[""Sian E. Muir""]","""1/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84244","0.5","795","[""MEDIA""]","2","""0/999""","","","","","[""William Sonnega""]","""1/999""","200","","999","""Academic Internship""","294","true","","3","""1/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84245","1.0","797","[""MEDIA""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84246","1.0","846","[""MUSIC""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84247","1.0","865","[""MUSIC""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84248","1.0","931","[""NORW""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84249","1.0","936","[""NORW""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84250","1.0","985","[""PHIL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84251","1.0","992","[""PHIL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84252","1.0","1057","[""ESTH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84253","1.0","1067","[""ESTH""]","1","""0/999""","","","","","[""Cynthia Book""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""1/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84254","1.0","1090","[""PHYS""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84255","1.0","1100","[""PHYS""]","1","""0/999""","","","","","[""Brian Borovsky""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""1/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84256","1.0","1139","[""PSCI""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84257","1.0","1151","[""PSCI""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84258","1.0","1178","[""PSYCH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84259","1.0","1188","[""PSYCH""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84260","1.0","1236","[""REL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84261","1.0","1253","[""REL""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84262","1.0","1341","[""SPAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84263","1.0","1354","[""SPAN""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","","""Research""","2012"
"84264","1.0","1394","[""THEAT""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","""Internships""","""Research""","2012"
"84265","1.0","1400","[""THEAT""]","0","""0/999""","","","","","[""Staff""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
"84266","1.0","1409","[""STAT""]","0","""0/999""","","","","","[""Staff""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""C""","20123","","""Internship""","""Research""","2012"
