"clbid","credits","crsid","departments","enrolled","firsties","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"26187","1.0","43","[""ART""]","19","""0/999""","","[""Mary Griep""]","""7/999""","200","[""FH 40"", ""FH 40""]","18","""Figure Drawing""","242","false","","3","""3/999""","""8/999""","""C""","19993","[""MF 1255-0255PM"", ""W 0800-1000PM""]","""Research""","1999"
"26188","1.0","45","[""ART""]","12","""1/999""","","[""Ron Gallas""]","""5/999""","200","[""FH 19""]","12","""Ceramics""","244","false","","3","""6/999""","""1/999""","""C""","19993","[""TTh 1145-0245PM""]","""Research""","1999"
"26189","1.0","47","[""ART""]","13","""5/999""","","[""David E. Ryan""]","""3/999""","200","[""SC 18""]","15","""Video Art Production""","249","false","","3","""4/999""","""3/999""","""O""","19993","[""TTh 0800-1100""]","""Research""","1999"
"26190","1.0","52","[""ART""]","38","""0/999""","","[""Matthew Rohn""]","""10/999""","200","[""FH 01""]","50","""Art Since 1945""","253","false","","3","""10/999""","""30/999""","""C""","19993","[""MWF 1045-1140""]","""Research""","1999"
"26191","1.0","60","[""ART""]","12","""3/999""","","[""Perette Michelli""]","""3/999""","200","[""FH 01""]","20","""Later Medieval Art""","263","false","","3","""4/999""","""6/999""","""C""","19993","[""TTh 1145-0110PM""]","""Research""","1999"
"26192","1.0","61","[""ART""]","50","""10/999""","","[""A. Malcolm Gimse""]","""7/999""","200","[""FH 01""]","50","""Art of India/SE Asia""","265","false","","3","""12/999""","""7/999""","""C""","19993","[""MWF 1150-1245PM""]","""Research""","1999"
"26193","1.0","1510","[""ART""]","13","""4/999""","","[""Perette Michelli""]","""2/999""","200","[""FH 01""]","20","""Ital Arch Ren-Rococo""","267","false","","3","""4/999""","""5/999""","""C""","19993","[""TTh 0935-1100""]","""Research""","1999"
"26194","1.0","69","[""ART""]","1","""0/999""","","[""Matthew Rohn""]","""0/999""","200","","999","""IS/Two Modern Masters""","298","false","","3","""0/999""","""0/999""","""O""","19993","","""Research""","1999"
"26195","1.0","69","[""ART""]","1","""0/999""","","[""John Saurer""]","""0/999""","200","","999","""IS/Adv Wood Sculpture""","298","false","""A""","3","""0/999""","""0/999""","""O""","19993","","""Research""","1999"
"26196","1.0","69","[""ART""]","1","""0/999""","","[""Thomas Jacobsen""]","""0/999""","200","","999","""IS/Commercial Art""","298","false","""B""","3","""0/999""","""0/999""","""O""","19993","","""Research""","1999"
"26197","1.0","1514","[""ART""]","1","""0/999""","","[""Mary Griep""]","""0/999""","300","[""FH 40"", ""FH 40""]","4","""Figure Drawing II""","342","false","","3","""4/999""","""0/999""","""C""","19993","[""MWF 1255-0255PM"", ""W 0800-1000PM""]","""Research""","1999"
"26198","1.0","71","[""ART""]","54","""0/999""","","[""Staff""]","""1/999""","300","[""FH 01""]","999","""Senior Studies-Studio""","393","false","","3","""52/999""","""0/999""","""O""","19993","[""Th 0700-1000PM""]","""Research""","1999"
"26199","1.0","74","[""ART""]","9","""0/999""","","[""Matthew Rohn""]","""0/999""","300","[""FH SEM""]","999","""Sr Studies-Art Hist""","395","false","","3","""7/999""","""0/999""","""O""","19993","[""TTh 0120-0245PM""]","""Research""","1999"
"26200","1.0","77","[""ASIAN""]","24","""2/999""","","[""Robert Entenmann""]","""0/999""","100","[""H 403""]","999","""The West & East Asia""","112","false","","3","""0/999""","""1/999""","""C""","19993","[""MWF 0200-0255PM""]","""Research""","1999"
"26201","1.0","78","[""ASIAN""]","42","""7/999""","","[""Barbara Reed""]","""3/999""","100","[""CH 101""]","40","""Asian Cultures""","121","false","","3","""5/999""","""4/999""","""C""","19993","[""MWF 1255-0150PM""]","""Research""","1999"
"26202","1.0","94","[""ASIAN""]","1","""0/999""","","[""Richard Bodman""]","""0/999""","200","","999","""IS/Modern Chinese""","298","false","","3","""0/999""","""0/999""","""O""","19993","","""Research""","1999"
"26203","1.0","94","[""ASIAN""]","1","""0/999""","","[""Gia Someya""]","""0/999""","200","","999","""IS/Japanese Language""","298","false","""A""","3","""0/999""","""0/999""","""O""","19993","","""Research""","1999"
"26204","1.0","94","[""ASIAN""]","1","""0/999""","","[""Barbara Reed""]","""0/999""","200","","999","""IS/Japanese Buddhism""","298","false","""B""","3","""0/999""","""0/999""","""O""","19993","","""Research""","1999"
"26205","1.0","97","[""ASIAN""]","1","""0/999""","","[""Eleanor Zelliot""]","""0/999""","300","","999","""IR/Indian Generations""","398","false","","3","""0/999""","""0/999""","""O""","19993","","""Research""","1999"
"26206","1.0","97","[""ASIAN""]","1","""0/999""","","[""Robert Entenmann""]","""0/999""","300","","999","""IR/Gap in Culture""","398","false","""A""","3","""0/999""","""0/999""","""O""","19993","","""Research""","1999"
"26207","1.0","100","[""BIO""]","25","""11/999""","","[""Daniel Meinhardt""]","""5/999""","100","[""SC 280"", ""SC 273""]","24","""Biological Science""","121","false","""A""","3","""3/999""","""5/999""","""C""","19993","[""MWF 0905-1000"", ""T 0800-1000""]","""Research""","1999"
"26208","1.0","100","[""BIO""]","22","""11/999""","","[""Daniel Meinhardt""]","""4/999""","100","[""SC 280"", ""SC 273""]","24","""Biological Science""","121","false","""B""","3","""0/999""","""9/999""","""C""","19993","[""MWF 0905-1000"", ""T 1145-0145PM""]","""Research""","1999"
"26209","1.0","100","[""BIO""]","24","""2/999""","","[""Daniel Meinhardt""]","""2/999""","100","[""SC 280"", ""SC 273""]","24","""Biological Science""","121","false","""C""","3","""4/999""","""16/999""","""C""","19993","[""MWF 0905-1000"", ""T 0300-0500PM""]","""Research""","1999"
"26210","1.0","108","[""BIO""]","18","""8/999""","","[""Charles Jr. Umbanhowar""]","""0/999""","100","[""SC 278"", ""SC 211""]","24","""Organismic Biology""","126","false","""A""","3","""0/999""","""10/999""","""O""","19993","[""MWF 0800-0855"", ""M 1255-0325PM""]","""Research""","1999"
"26211","1.0","108","[""BIO""]","25","""13/999""","","[""Charles Jr. Umbanhowar""]","""0/999""","100","[""SC 278"", ""SC 211""]","24","""Organismic Biology""","126","false","""B""","3","""0/999""","""11/999""","""C""","19993","[""MWF 0800-0855"", ""T 1145-0215PM""]","""Research""","1999"
"26212","1.0","108","[""BIO""]","19","""6/999""","","[""Charles Jr. Umbanhowar""]","""1/999""","100","[""SC 278"", ""SC 211""]","24","""Organismic Biology""","126","false","""C""","3","""0/999""","""10/999""","""O""","19993","[""MWF 0800-0855"", ""T 0300-0530PM""]","""Research""","1999"
"26213","1.0","108","[""BIO""]","22","""6/999""","","[""Michael Swift""]","""0/999""","100","[""SC 280"", ""SC 211""]","24","""Organismic Biology""","126","false","""D""","3","""1/999""","""17/999""","""C""","19993","[""MWF 1045-1140"", ""T 0800-1030""]","""Research""","1999"
"26214","1.0","108","[""BIO""]","21","""12/999""","","[""Michael Swift""]","""0/999""","100","[""SC 280"", ""SC 211""]","24","""Organismic Biology""","126","false","""E""","3","""1/999""","""11/999""","""C""","19993","[""MWF 1045-1140"", ""Th 0800-1030""]","""Research""","1999"
"26215","1.0","108","[""BIO""]","20","""6/999""","","[""Michael Swift""]","""1/999""","100","[""SC 280"", ""SC 211""]","24","""Organismic Biology""","126","false","""F""","3","""2/999""","""15/999""","""C""","19993","[""MWF 1045-1140"", ""Th 0300-0530PM""]","""Research""","1999"
"26216","1.0","108","[""BIO""]","16","""11/999""","","[""Diane K. Angell""]","""0/999""","100","[""SC 278"", ""SC 211""]","24","""Organismic Biology""","126","false","""G""","3","""0/999""","""5/999""","""O""","19993","[""MWF 1150-1245PM"", ""W 1255-0325PM""]","""Research""","1999"
"26217","1.0","108","[""BIO""]","20","""5/999""","","[""Diane K. Angell""]","""2/999""","100","[""SC 278"", ""SC 211""]","24","""Organismic Biology""","126","false","""H""","3","""0/999""","""17/999""","""C""","19993","[""MWF 1150-1245PM"", ""Th 1145-0215PM""]","""Research""","1999"
"26218","1.0","108","[""BIO""]","9","""7/999""","","[""Diane K. Angell""]","""0/999""","100","[""SC 278"", ""SC 211""]","24","""Organismic Biology""","126","false","""I""","3","""0/999""","""1/999""","""O""","19993","[""MWF 1150-1245PM"", ""F 0200-0430PM""]","""Research""","1999"
"26219","1.0","118","[""BIO""]","24","""0/999""","","[""Staff""]","""0/999""","200","","24","""Terrestrial Ecology""","226","false","","3","""0/999""","""0/999""","""O""","19993","","""Research""","1999"
"26220","1.0","119","[""BIO""]","23","""0/999""","","[""Theodore Johnson""]","""-1/999""","200","[""SC 280"", ""SC 263""]","24","""Microbiology""","231","false","""A""","3","""20/999""","""6/999""","""C""","19993","[""MWF 1150-1245PM"", ""T 1200-0300PM""]","""Research""","1999"
"26221","1.0","119","[""BIO""]","28","""0/999""","","[""Theodore Johnson""]","""6/999""","200","[""SC 280"", ""SC 263""]","22","""Microbiology""","231","false","""B""","3","""15/999""","""2/999""","""C""","19993","[""MWF 1150-1245PM"", ""W 0200-0500PM""]","""Research""","1999"
"26222","1.0","119","[""BIO""]","25","""0/999""","","[""Theodore Johnson""]","""17/999""","200","[""SC 280"", ""SC 263""]","25","""Microbiology""","231","false","""C""","3","""3/999""","""6/999""","""C""","19993","[""MWF 1150-1245PM"", ""Th 0120-0420PM""]","""Research""","1999"
"26223","1.0","122","[""BIO""]","9","""0/999""","","[""Paul Cabe""]","""6/999""","200","[""SC 278"", ""SC 229""]","24","""Intermediate Genetics""","233","false","""A""","3","""1/999""","""2/999""","""O""","19993","[""MWF 1045-1140"", ""W 1230-0330PM""]","""Research""","1999"
"26224","1.0","122","[""BIO""]","21","""0/999""","","[""Paul Cabe""]","""9/999""","200","[""SC 278"", ""SC 229""]","24","""Intermediate Genetics""","233","false","""B""","3","""4/999""","""9/999""","""O""","19993","[""MWF 1045-1140"", ""Th 0800-1100""]","""Research""","1999"
"26225","1.0","122","[""BIO""]","16","""1/999""","","[""Paul Cabe""]","""9/999""","200","[""SC 278"", ""SC 229""]","24","""Intermediate Genetics""","233","false","""C""","3","""3/999""","""7/999""","""O""","19993","[""MWF 1045-1140"", ""Th 0120-0420PM""]","""Research""","1999"
"26226","1.0","124","[""BIO""]","11","""0/999""","","[""Eugene Bakko""]","""3/999""","200","[""SC 278"", ""SC 269""]","12","""Vertebrate Biology""","242","false","""A""","3","""9/999""","""0/999""","""C""","19993","[""TTh 0800-0925"", ""T 0120-0420PM""]","""Research""","1999"
"26227","1.0","124","[""BIO""]","14","""0/999""","","[""Eugene Bakko""]","""7/999""","200","[""SC 278"", ""SC 269""]","12","""Vertebrate Biology""","242","false","""B""","3","""5/999""","""0/999""","""C""","19993","[""TTh 0800-0925"", ""W 1255-0355PM""]","""Research""","1999"
"26228","1.0","124","[""BIO""]","14","""0/999""","","[""Eugene Bakko""]","""9/999""","200","[""SC 278"", ""SC 269""]","12","""Vertebrate Biology""","242","false","""C""","3","""3/999""","""0/999""","""C""","19993","[""TTh 0800-0925"", ""Th 0120-0420PM""]","""Research""","1999"
"26229","1.0","126","[""BIO""]","18","""0/999""","","[""David Van Wylen""]","""2/999""","200","[""SC 274"", ""SC 253""]","18","""Human Anatomy & Physiol""","243","false","""A""","3","""3/999""","""0/999""","""C""","19993","[""MWF 0800-0855"", ""M 1255-0355PM""]","""Research""","1999"
"26230","1.0","126","[""BIO""]","17","""0/999""","","[""David Van Wylen""]","""-1/999""","200","[""SC 274"", ""SC 253""]","18","""Human Anatomy & Physiol""","243","false","""B""","3","""5/999""","""0/999""","""C""","19993","[""MWF 0800-0855"", ""T 0800-1100""]","""Research""","1999"
"26231","1.0","134","[""BIO""]","4","""0/999""","","[""John Giannini""]","""2/999""","200","[""SC 274"", ""SC 227""]","12","""Plant Physiology""","251","false","""A""","3","""2/999""","""1/999""","""O""","19993","[""MWF 1045-1140"", ""M 1255-0355PM""]","""Research""","1999"
"26232","1.0","134","[""BIO""]","9","""0/999""","","[""John Giannini""]","""3/999""","200","[""SC 274"", ""SC 227""]","12","""Plant Physiology""","251","false","""B""","3","""5/999""","""3/999""","""O""","19993","[""MWF 1045-1140"", ""T 0120-0420PM""]","""Research""","1999"
"26233","1.0","139","[""BIO""]","18","""0/999""","","[""Kathleen L. Shea""]","""13/999""","200","[""SC 278"", ""SC 248""]","18","""Ecological Principles""","261","false","""A""","3","""6/999""","""1/999""","""C""","19993","[""MWF 0905-1000"", ""T 0120-0350PM""]","""Research""","1999"
"26234","1.0","139","[""BIO""]","20","""0/999""","","[""Kathleen L. Shea""]","""15/999""","200","[""SC 278"", ""SC 248""]","18","""Ecological Principles""","261","false","""B""","3","""2/999""","""1/999""","""C""","19993","[""MWF 0905-1000"", ""W 0200-0430PM""]","""Research""","1999"
"26235","1.0","139","[""BIO""]","20","""0/999""","","[""Kathleen L. Shea""]","""9/999""","200","[""SC 278"", ""SC 248""]","18","""Ecological Principles""","261","false","""C""","3","""3/999""","""6/999""","""C""","19993","[""MWF 0905-1000"", ""Th 1145-0215PM""]","""Research""","1999"
"26236","0.25","152","[""BIO""]","5","""0/999""","","[""Anne Walter""]","""0/999""","200","","12","""Rsch Top: Bio in India""","291","false","","3","""3/999""","""0/999""","""O""","19993","","""Topic""","1999"
"26237","1.0","153","[""BIO""]","1","""0/999""","","[""Louis Henry Kermott""]","""0/999""","200","","999","""Academic Internship""","294","true","","3","""0/999""","""0/999""","""O""","19993","","""Research""","1999"
"26238","1.0","153","[""BIO""]","1","""0/999""","","[""David Van Wylen""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","3","""0/999""","""0/999""","""O""","19993","","""Research""","1999"
"26239","1.0","154","[""BIO""]","4","""1/999""","","[""David Van Wylen""]","""1/999""","200","","999","""IS/Humn Gross Anatomy""","298","false","","3","""1/999""","""0/999""","""O""","19993","","""Research""","1999"
"26240","1.0","154","[""BIO""]","1","""0/999""","","[""Theodore Johnson""]","""0/999""","200","","999","""IS/Emerging Diseases""","298","false","""A""","3","""0/999""","""0/999""","""O""","19993","","""Research""","1999"
"26241","1.0","154","[""BIO""]","1","""0/999""","","[""Amy Jessen-Marshall""]","""0/999""","200","","999","""IS/Biology of Women""","298","false","""B""","3","""0/999""","""0/999""","""O""","19993","","""Research""","1999"
"26242","1.0","154","[""BIO""]","1","""0/999""","","[""Theodore Johnson""]","""0/999""","200","","999","""IS/Science Journalism""","298","false","""C""","3","""0/999""","""0/999""","""O""","19993","","""Research""","1999"
"26243","1.0","154","[""BIO""]","1","""0/999""","","[""Michael Swift""]","""0/999""","200","","999","""IS/Wetland Ecology""","298","false","""D""","3","""0/999""","""0/999""","""O""","19993","","""Research""","1999"
"26244","1.0","154","[""BIO""]","1","""0/999""","","[""Louis Henry Kermott""]","""0/999""","200","","999","""IS/Animal Soc Behav""","298","false","""E""","3","""0/999""","""0/999""","""O""","19993","","""Research""","1999"
"26245","1.0","158","[""BIO""]","3","""0/999""","","[""Anne Walter""]","""1/999""","300","[""SC 210"", ""SC 227""]","12","""Cell Physiology""","341","false","""A""","3","""2/999""","""0/999""","""C""","19993","[""TTh 0800-0925"", ""W 0200-0500PM""]","""Research""","1999"
"26246","1.0","158","[""BIO""]","6","""0/999""","","[""Anne Walter""]","""3/999""","300","[""SC 210"", ""SC 227""]","12","""Cell Physiology""","341","false","""B""","3","""5/999""","""0/999""","""C""","19993","[""TTh 0800-0925"", ""Th 0120-0420PM""]","""Research""","1999"
"26247","1.0","159","[""BIO""]","9","""0/999""","","[""Amy Jessen-Marshall""]","""0/999""","300","[""SC 274"", ""SC 229""]","12","""Molecular Biology""","364","false","""A""","3","""13/999""","""0/999""","""C""","19993","[""TTh 0935-1100"", ""M 1255-0355PM""]","""Research""","1999"
"26248","1.0","159","[""BIO""]","13","""0/999""","","[""Amy Jessen-Marshall""]","""4/999""","300","[""SC 274"", ""SC 229""]","12","""Molecular Biology""","364","false","""B""","3","""8/999""","""0/999""","""C""","19993","[""TTh 0935-1100"", ""T 0120-0420PM""]","""Research""","1999"
"26249","1.0","172","[""BIO""]","11","""0/999""","","[""John Giannini""]","""1/999""","300","[""SC 210""]","12","""Top: Stress Physiology""","391","false","","3","""11/999""","""0/999""","""C""","19993","[""Th 0100-0400PM""]","""Topic""","1999"
"26250","1.0","174","[""BIO""]","1","""0/999""","","[""Theodore Johnson""]","""0/999""","300","","999","""Academic Internship""","394","true","","3","""0/999""","""0/999""","""O""","19993","","""Research""","1999"
"26251","1.0","175","[""BIO""]","1","""0/999""","","[""Paul Cabe""]","""0/999""","300","","999","""IR/Mol Eco/Evo Tech""","398","false","","3","""0/999""","""0/999""","""O""","19993","","""Research""","1999"
"26252","1.0","182","[""CHEM""]","23","""7/999""","","[""Gary Miessler""]","""1/999""","100","[""SC 378""]","24","""Fundamentls of Chem""","111","false","","3","""13/0""","""1/999""","""O""","19993","[""TTh 0935-1100""]","""Research""","1999"
"26253","0.0","183","[""CHEM""]","23","""7/999""","","[""Gary Miessler""]","""1/999""","100","[""SC 371""]","999","""Fundamentls Chem/Lab""","111","false","""A""","3","""13/0""","""0/999""","""O""","19993","[""Th 1145-0245PM""]","""Lab""","1999"
"26254","1.0","1550","[""CHEM""]","8","""2/999""","","[""Heidi Chial""]","""2/999""","100","[""SC 378""]","24","""Elem Bio-Organic Chem""","122","false","","3","""3/999""","""2/999""","""O""","19993","[""TTh 1145-0110PM""]","""Research""","1999"
"26255","0.0","1551","[""CHEM""]","7","""2/999""","","[""Heidi Chial""]","""1/999""","100","[""SC 371""]","24","""Elem Bio-Organic Lab""","122","false","","3","""1/999""","""2/999""","""O""","19993","[""W 0200-0500PM""]","""Lab""","1999"
"26256","1.0","194","[""CHEM""]","39","""23/999""","","[""Susan Green""]","""2/999""","100","[""SC 378""]","60","""Chemical Reactions""","126","false","""A""","3","""0/999""","""7/999""","""O""","19993","[""MWF 0800-0855""]","""Research""","1999"
"26257","0.0","195","[""CHEM""]","21","""21/999""","","[""Staff""]","""0/999""","100","[""SC 374/363""]","26","""Chem Reactions/Lab""","126","false","""A""","3","""0/999""","""5/999""","""C""","19993","[""M 0200-0500PM""]","""Lab""","1999"
"26258","1.0","194","[""CHEM""]","50","""46/999""","","[""Paul Fischer""]","""1/999""","100","[""SC 378""]","60","""Chemical Reactions""","126","false","""B""","3","""1/999""","""15/999""","""C""","19993","[""MWF 0905-1000""]","""Research""","1999"
"26259","0.0","195","[""CHEM""]","28","""20/999""","","[""Staff""]","""1/999""","100","[""SC 374/363""]","26","""Chem Reactions/Lab""","126","false","""B""","3","""0/999""","""5/999""","""C""","19993","[""T 0800-1100""]","""Lab""","1999"
"26260","1.0","194","[""CHEM""]","56","""44/999""","","[""Mary Walczak""]","""3/999""","100","[""SC 378""]","60","""Chemical Reactions""","126","false","""C""","3","""0/999""","""13/999""","""O""","19993","[""MWF 1045-1140""]","""Research""","1999"
"26261","0.0","195","[""CHEM""]","21","""18/999""","","[""Staff""]","""3/999""","100","[""SC 374/363""]","26","""Chem Reactions/Lab""","126","false","""C""","3","""0/999""","""3/999""","""O""","19993","[""T 1145-0245PM""]","""Lab""","1999"
"26262","1.0","194","[""CHEM""]","45","""37/999""","","[""Susan Green""]","""2/999""","100","[""SC 378""]","60","""Chemical Reactions""","126","false","""D""","3","""2/999""","""11/999""","""O""","19993","[""MWF 1150-1245PM""]","""Research""","1999"
"26263","0.0","195","[""CHEM""]","20","""14/999""","","[""Staff""]","""0/999""","100","[""SC 374/363""]","26","""Chem Reactions/Lab""","126","false","""D""","3","""0/999""","""9/999""","""O""","19993","[""T 0300-0600PM""]","""Lab""","1999"
"26264","0.0","195","[""CHEM""]","25","""16/999""","","[""Staff""]","""1/999""","100","[""SC 374/363""]","26","""Chem Reactions/Lab""","126","false","""E""","3","""1/999""","""8/999""","""O""","19993","[""W 0200-0500PM""]","""Lab""","1999"
"26265","0.0","195","[""CHEM""]","26","""22/999""","","[""Staff""]","""2/999""","100","[""SC 374/363""]","26","""Chem Reactions/Lab""","126","false","""F""","3","""1/999""","""2/999""","""C""","19993","[""Th 0800-1100""]","""Lab""","1999"
"26266","0.0","195","[""CHEM""]","19","""20/999""","","[""Staff""]","""1/999""","100","[""SC 374/363""]","26","""Chem Reactions/Lab""","126","false","""G""","3","""0/999""","""4/999""","""O""","19993","[""Th 1145-0245PM""]","""Lab""","1999"
"26267","0.0","195","[""CHEM""]","29","""17/999""","","[""Staff""]","""0/999""","100","[""SC 374/363""]","26","""Chem Reactions/Lab""","126","false","""H""","3","""1/999""","""9/999""","""C""","19993","[""Th 0300-0600PM""]","""Lab""","1999"
"26268","1.0","197","[""CHEM""]","37","""0/999""","","[""Gary O. Spessard""]","""7/999""","200","[""SC 282""]","999","""Organic Chemistry""","248","false","""A""","3","""0/999""","""36/999""","""O""","19993","[""MWF 0800-0855""]","""Research""","1999"
"26269","1.0","197","[""CHEM""]","51","""0/999""","","[""Jamie Schneider""]","""9/999""","200","[""SC 282""]","50","""Organic Chemistry""","248","false","""B""","3","""1/999""","""41/999""","""C""","19993","[""MWF 0905-1000""]","""Research""","1999"
"26270","0.25","200","[""CHEM""]","17","""0/999""","","[""Gary O. Spessard""]","""6/999""","200","[""SC 378/311""]","20","""Synthesis Lab""","254","true","""A""","3","""2/999""","""12/999""","""C""","19993","[""M 0200-0500PM""]","""Lab""","1999"
"26271","0.25","200","[""CHEM""]","19","""0/999""","","[""Jamie Schneider""]","""5/999""","200","[""SC 378/311""]","10","""Synthesis Lab""","254","true","""B""","3","""1/999""","""11/999""","""C""","19993","[""T 0800-1100""]","""Lab""","1999"
"26272","0.25","200","[""CHEM""]","21","""0/999""","","[""Jamie Schneider""]","""4/999""","200","[""SC 378/311""]","20","""Synthesis Lab""","254","true","""C""","3","""0/999""","""18/999""","""C""","19993","[""T 0120-0420PM""]","""Lab""","1999"
"26273","0.25","200","[""CHEM""]","19","""0/999""","","[""Jamie Schneider""]","""1/999""","200","[""SC 378/311""]","20","""Synthesis Lab""","254","true","""D""","3","""0/999""","""13/999""","""O""","19993","[""W 0200-0500PM""]","""Lab""","1999"
"26274","0.25","200","[""CHEM""]","16","""0/999""","","[""Gary O. Spessard""]","""1/999""","200","[""SC 378/311""]","10","""Synthesis Lab""","254","true","""E""","3","""0/999""","""15/999""","""C""","19993","[""Th 0800-1100""]","""Lab""","1999"
"26275","1.0","201","[""CHEM""]","32","""0/999""","","[""Paul T. Jackson""]","""25/999""","200","[""SC 282""]","48","""Analytical Chem""","255","false","","3","""6/999""","""2/999""","""O""","19993","[""TTh 0935-1100""]","""Research""","1999"
"26276","0.25","202","[""CHEM""]","16","""0/999""","","[""Paul T. Jackson""]","""10/999""","200","[""SC 321""]","12","""Analytical Lab""","256","true","""A""","3","""3/999""","""0/999""","""C""","19993","[""T 0120-0520PM""]","""Lab""","1999"
"26277","0.25","202","[""CHEM""]","15","""0/999""","","[""Paul T. Jackson""]","""12/999""","200","[""SC 321""]","17","""Analytical Lab""","256","true","""B""","3","""2/999""","""0/999""","""O""","19993","[""W 1255-0500PM""]","""Lab""","1999"
"26278","0.25","1554","[""CHEM""]","7","""0/999""","","[""Gary Miessler""]","""2/999""","200","[""SC 329""]","12","""Physical Lab""","257","true","""A""","3","""3/999""","""0/999""","""O""","19993","[""T 0120-0520PM""]","""Lab""","1999"
"26279","0.25","1554","[""CHEM""]","5","""0/999""","","[""Gary Miessler""]","""1/999""","200","[""SC 329""]","12","""Physical Lab""","257","true","""B""","3","""5/999""","""0/999""","""O""","19993","[""W 1255-0500PM""]","""Lab""","1999"
"26280","1.0","205","[""CHEM""]","1","""0/999""","","[""Jeffrey Dahlseid""]","""0/999""","200","","999","""IS/Yeast Genetics""","298","false","","3","""0/999""","""0/999""","""O""","19993","","""Research""","1999"
