"clbid","credits","crsid","departments","enrolled","firsties","gereqs","groupid","grouptype","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","title","type","year"
"102560","1.0","192","[""CHEM""]","5","""2/999""","[""SED""]","192","","[""Patrick N. Riley""]","""1/999""","100","[""RNS 310""]","999","""Struct Chem & Equilib""","125","false","","4","""1/999""","""1/999""","""O""","20144","[""M-F 1000-1130""]","""Structural Chemistry and Equilibrium""","""Research""","2014"
"102561","0.0","193","[""CHEM""]","5","""2/999""","","192","","[""Patrick N. Riley""]","""1/999""","100","[""RNS 355""]","999","""Struct Chem & Equilib Lab""","125","false","","4","""1/999""","""1/999""","""O""","20144","[""MW 0100-0400PM""]","","""Lab""","2014"
"102562","1.0","196","[""CHEM""]","33","""16/999""","","","","[""Daniel A. Everson""]","""6/999""","200","[""RNS 390""]","48","""Organic Chemistry I""","247","false","","4","""7/999""","""4/999""","""O""","20144","[""M-F 1000-1130""]","","""Research""","2014"
"102563","0.25","199","[""CHEM""]","12","""5/999""","","","","[""Daniel A. Everson""]","""4/999""","200","[""RNS 340""]","24","""Synthesis Lab I""","253","true","""A""","4","""1/999""","""2/999""","""C""","20144","[""MW 1230-0330PM""]","""Synthesis Laboratory I""","""Lab""","2014"
"102569","1.0","27679","[""PHIL""]","0","""0/999""","[""EIN""]","","""R""","[""Charles H. III. Watson""]","""0/999""","200","","999","""Race and Social Justice""","255","false","","4","""0/999""","""0/999""","""X""","20144","[""M-F 1000-1130""]","","""Research""","2014"
"102570","1.0","1072","[""PHYS""]","9","""2/999""","[""SED""]","1072","","[""Prabal Adhikari""]","""4/999""","100","[""RNS 208""]","999","""Principles Physics I""","124","false","","4","""1/999""","""2/999""","""O""","20144","[""M-Th 1000-1200PM""]","""Principles of Physics I""","""Research""","2014"
"102571","0.0","1073","[""PHYS""]","9","""2/999""","","1072","","[""Prabal Adhikari""]","""4/999""","100","[""RNS 292""]","999","""Principles Physics I Lab""","124","false","","4","""1/999""","""2/999""","""O""","20144","[""TTh 0100-0330PM""]","","""Lab""","2014"
"102574","1.0","26897","[""ID""]","12","""12/999""","","","""R""","[""Paul J. Roback"", ""Diane K. Angell""]","""0/999""","200","","999","""Res Opp Science for Sophs""","250","false","","4","""0/999""","""0/999""","""O""","20144","","""Research Opportunity in Science for Sophomores""","""Research""","2014"
"102575","1.0","27941","[""ASIAN""]","4","""0/999""","[""ALS-L"", ""MCG""]","","""R""","[""William H. Bridges IV""]","""3/999""","200","[""TOH 312""]","999","""The Philosophy of Anime""","230","false","","4","""0/999""","""1/999""","""O""","20144","[""M-F 1000-1130""]","","""Research""","2014"
"102576","1.0","23461","[""ASIAN""]","1","""0/999""","[""MCG""]","","""R""","[""Ying Zhou""]","""1/999""","200","[""TOH 310""]","999","""Top: E Asian Lang/Teach/Le""","200","false","","4","""0/999""","""0/999""","""O""","20144","[""M-F 1000-1130""]","""Topics in Asian Studies""","""Topic""","2014"
"102639","1.0","25192","[""ENGL""]","6","""1/999""","[""ALS-L"", ""ORC""]","","""R""","[""Colin Wells""]","""3/999""","200","[""TOH 212""]","999","""Beat Generation""","261","false","","4","""0/999""","""2/999""","""O""","20144","[""M-F 1000-1130""]","""The Beat Generation""","""Research""","2014"
"102692","1.0","25625","[""PSCI""]","5","""0/999""","[""HBS"", ""ORC""]","","""R""","[""Katherine S. Tegtmeyer Pak""]","""3/999""","100","[""TOH 212""]","999","""Global Democracy""","115","false","","4","""0/999""","""2/999""","""O""","20144","[""M-F 0800-0930""]","","""Research""","2014"
"102695","1.0","1289","[""SOAN""]","0","""0/999""","[""HBS"", ""MCD""]","","","[""Ibtesam Al Atiyat""]","""0/999""","100","","999","""Intro to Sociology""","121","false","""A""","4","""0/999""","""0/999""","""X""","20144","[""M-F 0800-0930""]","""Introduction to Sociology""","""Research""","2014"
"102696","1.0","1289","[""SOAN""]","0","""0/999""","[""HBS"", ""MCD""]","","","[""Ibtesam Al Atiyat""]","""0/999""","100","","999","""Intro to Sociology""","121","false","""B""","4","""0/999""","""0/999""","""X""","20144","[""M-F 1000-1130""]","""Introduction to Sociology""","""Research""","2014"
"102697","1.0","1207","[""REL""]","14","""3/999""","[""BTS-T"", ""WRI""]","","","[""James Hanson""]","""4/999""","200","[""OM 110""]","999","""St. Paul/Letter/Gospel""","223","false","","4","""3/999""","""4/999""","""O""","20144","[""M-F 1000-1130""]","""Paul: His Letters, His Gospel""","""Research""","2014"
"102698","1.0","1232","[""REL""]","7","""0/999""","[""EIN"", ""WRI""]","","","[""James Hanson""]","""5/999""","200","[""OM 110""]","999","""The Ethics of Jesus""","276","false","","4","""0/999""","""2/999""","""O""","20144","[""M-F 1230-0200PM""]","","""Research""","2014"
"102701","1.0","114","[""BIO""]","11","""0/999""","[""IST"", ""SED""]","114","","[""John Giannini""]","""6/999""","100","[""RNS 290""]","999","""Thinking & Doing Bio""","135","false","","4","""0/999""","""5/999""","""O""","20144","[""M-F 0900-1200PM""]","""Thinking and Doing Biology""","""Research""","2014"
"102702","0.0","115","[""BIO""]","11","""0/999""","","114","","[""John Giannini""]","""6/999""","100","","999","""Thinking & Doing Bio Lab""","135","false","","4","""0/999""","""5/999""","""O""","20144","","","""Lab""","2014"
"102706","0.5","1012","[""ESAC""]","7","""1/999""","[""SPM""]","","","[""Craig D. Stern""]","""3/999""","100","[""TPH Wt Rm""]","999","""Individual Fitness.50""","133","false","","4","""0/999""","""3/999""","""O""","20144","[""M-F 0230-0400PM""]","""Individual Fitness""","""Research""","2014"
"102707","0.5","1016","[""ESAC""]","7","""2/999""","[""SPM""]","","","[""Justin Lerfald""]","""5/999""","100","[""TPH Wt Rm""]","999","""Wt Training Co-Ed .50""","140","false","","4","""0/999""","""0/999""","""O""","20144","[""M-F 0230-0400PM""]","""Weight Training""","""Research""","2014"
"102720","1.0","479","[""FREN""]","0","""0/999""","","","","[""Maria Vendetti""]","""0/999""","200","","999","""Intermed French I""","231","false","","4","""0/999""","""0/999""","""X""","20144","[""M-F 0800-0930""]","""Intermediate French I""","""Research""","2014"
"102724","1.0","1325","[""SPAN""]","0","""0/999""","","","","[""Kris A. Cropsey""]","""0/999""","100","","999","""Beginning Spanish II""","112","false","","4","""0/999""","""0/999""","""O""","20144","[""M-F 1000-1130""]","","""Research""","2014"
"102725","1.0","1326","[""SPAN""]","0","""0/999""","","","","[""Kris A. Cropsey""]","""0/999""","200","","999","""Intermed Spanish I""","231","false","","4","""0/999""","""0/999""","""X""","20144","[""M-F 1230-0200PM""]","""Intermediate Spanish I""","""Research""","2014"
"102727","1.0","1170","[""PSYCH""]","0","""0/999""","[""HBS""]","","","[""M. Minda Ori\u00f1a""]","""0/999""","200","","999","""Social Psychology""","249","false","","4","""0/999""","""0/999""","""X""","20144","[""M-F 1000-1130""]","","""Research""","2014"
