"clbid","credits","crsid","departments","enrolled","firsties","halfcredit","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"3688","1.0","4","[""AMST""]","31","""4/999""","","[""James Farrell""]","""14/14""","100","[""ST""]","25","""Perspec Amer Culture""","100","false","","1","""6/10""","""5/5""","""C""","20021","[""MWF 1255-0150PM""]","""Research""","2002"
"3689","1.0","12","[""AMST""]","1","""0/999""","","[""Wendell Arneson""]","""0/999""","200","","999","""IS/Asian Amer Studies""","298","false","","1","""0/999""","""0/999""","""O""","20021","","""Research""","2002"
"3690","1.0","16","[""AFAM""]","29","""4/999""","","[""Joan Hepburn""]","""4/999""","200","[""L 577"", ""L 577""]","30","""Africa & the Americas""","231","false","","1","""7/999""","""16/999""","""C""","20021","[""T 0935-1100"", ""Th 0930-1050""]","""Seminar""","2002"
"3691","0.5","19","[""ART""]","20","""9/6""","","[""Jil Evans""]","""3/3""","100","[""DC 216""]","22","""Found Perceptual Draw""","111","false","","1","""2/2""","""2/2""","""C""","20021","[""MWF 1045-1140""]","""Research""","2002"
"3692","0.5","20","[""ART""]","22","""9/6""","","[""Jill Ewald""]","""3/3""","100","[""DC 216"", ""DC 216""]","22","""Found Conceptual Draw""","112","false","","1","""1/1""","""2/2""","""C""","20021","[""T 0800-0925"", ""Th 0800-0920""]","""Research""","2002"
"3693","0.5","21","[""ART""]","21","""15/12""","","[""Wendell Arneson""]","""3/3""","100","[""DC 116""]","22","""Found Color Design""","113","false","""A""","1","""3/3""","""3/3""","""C""","20021","[""MWF 0905-1000""]","""Research""","2002"
"3694","0.5","21","[""ART""]","20","""9/7""","","[""Jil Evans""]","""2/2""","100","[""DC 116""]","22","""Found Color Design""","113","false","""B""","1","""2/2""","""2/2""","""C""","20021","[""MWF 1150-1245PM""]","""Research""","2002"
"3695","0.5","22","[""ART""]","16","""8/8""","","[""Irve Dell""]","""2/2""","100","[""DC 106"", ""DC 106""]","18","""Foundation Sculpture""","114","false","""A""","1","""1/2""","""2/2""","""C""","20021","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2002"
"3696","0.5","22","[""ART""]","17","""11/11""","","[""Irve Dell""]","""2/2""","100","[""DC 106"", ""DC 106""]","18","""Foundation Sculpture""","114","false","""B""","1","""2/2""","""2/2""","""C""","20021","[""T 0305-0430PM"", ""Th 0405-0530PM""]","""Research""","2002"
"3697","0.5","23","[""ART""]","20","""4/3""","","[""Linda Gammell""]","""0/0""","100","[""DC 102"", ""DC 102""]","20","""Found Photography""","115","false","","1","""0/0""","""1/1""","""C""","20021","[""T 0935-1100"", ""Th 0930-1050""]","""Research""","2002"
