"clbid","credits","crsid","departments","enrolled","firsties","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"5606","1.0","471","[""IDFA""]","","","[""Susan Bauer""]","","200","","","""Academic Internship""","294","true","","5","","","""O""","20025","","""Research""","2002"
"5607","1.0","505","[""GERM""]","2","""0/999""","[""Frederike Von Schwerin-High""]","""0/999""","100","","999","""Beginning German II""","112","false","","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5608","1.0","508","[""GERM""]","2","""0/999""","[""Frederike Von Schwerin-High""]","""0/999""","200","","999","""Intermed German I""","231","false","","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5609","1.0","509","[""GERM""]","2","""0/999""","[""Frederike Von Schwerin-High""]","""0/999""","200","","999","""Intermed German II""","232","false","","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5610","1.0","514","[""GERM""]","3","""0/999""","[""Frederike Von Schwerin-High""]","""0/999""","200","","999","""Speaking German""","250","false","","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5611","1.0","515","[""GERM""]","1","""0/999""","[""Frederike Von Schwerin-High""]","""0/999""","200","","999","""Understand Narrative""","251","false","","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5612","1.0","625","[""HIST""]","1","""0/999""","[""Charles Wilson""]","""0/999""","200","","999","""IS/History East Rel""","298","false","","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5613","1.0","642","[""HIST""]","1","""0/999""","[""Steven C. Hahn""]","""0/999""","300","","999","""IR/New Mil His Am Rev""","398","false","","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5614","1.0","687","[""IS""]","1","""0/999""","[""Jon Eric Nelson""]","""0/999""","200","","999","""IS/Screenwriting""","298","false","","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5615","1.0","697","[""ID""]","11","""0/999""","[""J. L. Carrington""]","""0/999""","200","[""RML 525""]","999","""War and Peace""","238","false","","5","""0/999""","""0/999""","""O""","20025","[""M-F 1230-0200PM""]","""Research""","2002"
"5616","1.0","770","[""MGMT""]","6","""0/999""","[""Richard Goedde""]","""0/999""","200","[""HH 413""]","999","""Computer Applications""","230","false","","5","""0/999""","""0/999""","""O""","20025","[""M-Th 1230-0230PM""]","""Research""","2002"
"5617","1.0","795","[""MEDIA""]","2","""0/999""","[""William Sonnega""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5618","1.0","919","[""NEURO""]","1","""0/999""","[""Uta Wolfe""]","""0/999""","300","","999","""Academic Internship""","394","true","","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5619","1.0","993","[""PHIL""]","1","""0/999""","[""Gordon D. Marino""]","""0/999""","300","","999","""IR/Works of Love""","398","false","","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5620","1.0","993","[""PHIL""]","1","""0/999""","[""Charles Taliaferro""]","""0/999""","300","","999","""IR/Modern Thought""","398","false","""A""","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5621","0.25","997","[""PEAC""]","6","""0/999""","[""Le Ann K H. Finger""]","""0/999""","100","","999","""Golf""","103","false","","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5622","1.0","1057","[""PETH""]","1","""0/999""","[""Daniel Hagen""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5623","1.0","1104","[""PSCI""]","12","""0/999""","[""D Christopher Brooks""]","""0/999""","100","[""RML 421""]","999","""Comparative Politics""","112","false","","5","""0/999""","""0/999""","""O""","20025","[""M-F 0800-0930""]","""Research""","2002"
"5624","1.0","1119","[""PSCI""]","6","""0/999""","[""D Christopher Brooks""]","""0/999""","200","[""RML 421""]","999","""Distributive Justice""","249","false","","5","""0/999""","""0/999""","""O""","20025","[""M-F 1230-0200PM""]","""Research""","2002"
"5625","1.0","1139","[""PSCI""]","1","""0/999""","[""Charles E. Umbanhowar Sr""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5626","1.0","1154","[""PSYCH""]","9","""0/999""","[""Donald Kilburg""]","""0/999""","100","[""HH 403""]","999","""Principles: Psych""","125","false","","5","""0/999""","""0/999""","""O""","20025","[""M-F 1000-1130""]","""Research""","2002"
"5627","1.0","1188","[""PSYCH""]","1","""0/999""","[""Dana Gross""]","""0/999""","300","","999","""Academic Internship""","394","true","""A""","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5628","1.0","1188","[""PSYCH""]","1","""0/999""","[""James Dickson Jr.""]","""0/999""","300","","999","""Academic Internship""","394","true","""B""","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5629","1.0","1188","[""PSYCH""]","1","""0/999""","[""Deborah Anderson""]","""0/999""","300","","999","""Academic Internship""","394","true","""C""","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5630","1.0","1190","[""PSYCH""]","1","""0/999""","[""Bonnie Sherman""]","""0/999""","300","","999","""IR/Imagery in Music""","398","false","","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5631","1.0","1207","[""REL""]","10","""0/999""","[""James Hanson""]","""0/999""","200","[""RML 420""]","999","""St.Paul/Letter/Gospel""","223","false","","5","""0/999""","""0/999""","""O""","20025","[""M-F 1230-0200PM""]","""Research""","2002"
"5632","1.0","1232","[""REL""]","7","""0/999""","[""James Hanson""]","""0/999""","200","[""RML 420""]","999","""The Ethics of Jesus""","276","false","","5","""0/999""","""0/999""","""O""","20025","[""M-F 1000-1130""]","""Research""","2002"
"5633","1.0","1236","[""REL""]","2","""0/999""","[""Eric Lund""]","""0/999""","200","","999","""Academic Internship""","294","true","""A""","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5634","1.0","1236","[""REL""]","1","""0/999""","[""David Booth""]","""0/999""","200","","999","""Academic Internship""","294","true","""B""","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5635","1.0","1236","[""REL""]","2","""0/999""","[""William Poehlmann""]","""0/999""","200","","999","""Academic Internship""","294","true","""C""","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5636","1.0","1239","[""REL""]","1","""0/999""","[""Gary Stansell""]","""0/999""","200","","999","""IS/The Hexateuch""","298","false","","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5637","1.0","1315","[""SOAN""]","1","""0/999""","[""Bruce Nordstrom-Loeb""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20025","","""Research""","2002"
"5638","1.0","1376","[""THEAT""]","12","""0/999""","[""Gary C. Gisselman""]","""0/999""","100","[""TB 14/227""]","999","""Acting for Non-Majors""","115","false","","5","""0/999""","""0/999""","""O""","20025","[""M-F 1000-1130""]","""Research""","2002"

