"clbid","credits","crsid","departments","enrolled","firsties","instructors","juniors","level","locations","maximum","name","number","pn","section","semester","seniors","sophomores","status","term","times","type","year"
"3670","1.0","697","[""ID""]","13","""0/999""","[""J. L. Carrington""]","""0/999""","200","[""L 525""]","999","""War and Peace""","238","false","","5","""0/999""","""0/999""","""O""","20015","[""M-F 1230-0200PM""]","""Research""","2001"
"3671","1.0","712","[""LATIN""]","1","""0/999""","[""Anne Groton""]","""0/999""","100","","999","""Beginning Latin II""","112","false","","5","""0/999""","""0/999""","""O""","20015","","""Research""","2001"
"3672","1.0","784","[""MGMT""]","1","""0/999""","[""Kathy C. Thomforde""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20015","","""Research""","2001"
"3673","1.0","795","[""MEDIA""]","7","""0/999""","[""William Sonnega""]","""0/999""","200","","999","""Academic Internship""","294","true","","5","""0/999""","""0/999""","""O""","20015","","""Research""","2001"
"3674","1.0","822","[""MUSIC""]","1","""0/999""","[""Thomas C. Schnauber""]","""0/999""","200","[""CHM 232""]","999","""Composition I""","223","false","","5","""0/999""","""0/999""","""O""","20015","[""M-F 1000-1130""]","""Research""","2001"
"3675","1.0","979","[""PHIL""]","22","""0/999""","[""Gordon D. Marino""]","""0/999""","200","[""L 421""]","999","""Ethics/The Good Life""","252","false","","5","""0/999""","""0/999""","""O""","20015","[""M-Th 1000-1130"", ""F 00-00""]","""Research""","2001"
"3676","1.0","986","[""PHIL""]","1","""0/999""","[""Gordon D. Marino""]","""0/999""","200","","999","""IS/Philosophy in Lit""","298","false","","5","""0/999""","""0/999""","""O""","20015","","""Research""","2001"
"3677","1.0","993","[""PHIL""]","1","""0/999""","[""Charles Taliaferro""]","""0/999""","300","","999","""IR/Religious Phil""","398","false","","5","""0/999""","""0/999""","""O""","20015","","""Research""","2001"
"3678","0.25","1008","[""PEAC""]","9","""0/999""","[""John Campion""]","""0/999""","100","","999","""Scuba Diving""","126","false","","5","""0/999""","""0/999""","""O""","20015","","""Research""","2001"
"3679","1.0","1104","[""PSCI""]","7","""0/999""","[""D Christopher Brooks""]","""0/999""","100","[""L 421""]","999","""Comparative Politics""","112","false","","5","""0/999""","""0/999""","""O""","20015","[""M-F 0800-0930""]","""Research""","2001"
"3680","1.0","1105","[""PSCI""]","7","""0/999""","[""D Christopher Brooks""]","""0/999""","100","[""L 421""]","999","""Intro: Polit. Theory""","113","false","","5","""0/999""","""0/999""","""O""","20015","[""M-F 1230-0200PM""]","""Research""","2001"
"3681","1.0","1190","[""PSYCH""]","1","""0/999""","[""Howard Thorsheim""]","""0/999""","300","","999","""IR/Cov Oral Behavior""","398","false","","5","""0/999""","""0/999""","""O""","20015","","""Research""","2001"
"3682","1.0","1205","[""REL""]","9","""0/999""","[""James Hanson""]","""0/999""","200","[""L 420""]","999","""Jesus in Script/Trad""","221","false","","5","""0/999""","""0/999""","""O""","20015","[""M-F 1000-1130""]","""Research""","2001"
"3683","1.0","1207","[""REL""]","5","""0/999""","[""James Hanson""]","""0/999""","200","[""L 420""]","999","""St.Paul/Letter/Gospel""","223","false","","5","""0/999""","""0/999""","""O""","20015","[""M-F 1230-0200PM""]","""Research""","2001"
"3684","1.0","1239","[""REL""]","1","""0/999""","[""W. Bruce Benson""]","""0/999""","200","","999","""IS/Spiritual Friendsh""","298","false","","5","""0/999""","""0/999""","""O""","20015","","""Research""","2001"
"3685","1.0","1392","[""THEAT""]","1","""0/999""","[""Karen Wilson""]","""0/999""","200","","999","""Hist/Theat-Since 1700""","271","false","","5","""0/999""","""0/999""","""O""","20015","","""Research""","2001"
"3686","1.0","1401","[""THEAT""]","1","""0/999""","[""Gary C. Gisselman""]","""0/999""","300","","999","""IR/Theater & Educ""","398","false","","5","""0/999""","""0/999""","""O""","20015","","""Research""","2001"

