"","clbid","credits","crsid","departments","halfcredit","instructors","level","locations","name","number","pn","prerequisites","section","semester","status","term","times","type","year","enrolled"
"1",3688,1,4,"['AMST']",NA,"['James Farrell']",100,"['ST']","Perspec Amer Culture",100,"False","False","",1,"C",20021,"['MWF 1255-0150PM']","Research",2002,31
"2",3689,1,12,"['AMST']",NA,"['Wendell Arneson']",200,"","IS/Asian Amer Studies",298,"False","False","",1,"O",20021,"","Research",2002,1
"3",3690,1,16,"['AFAM']",NA,"['Joan Hepburn']",200,"['L 577', 'L 577']","Africa & the Americas",231,"False","False","",1,"C",20021,"['T 0935-1100', 'Th 0930-1050']","Seminar",2002,29
"13",3700,1,27,"['ART']",NA,"['Jil Evans']",100,"['DC 216']","Honors Found Drawing",120,"False","False","",1,"C",20021,"['MWF 0800-1000']","Research",2002,11
"14",3701,1,29,"['ART']",NA,"['Linda Gammell']",100,"['DC 102', 'DC 102']","Found Photography",124,"False","False","",1,"C",20021,"['T 1145-0245PM', 'Th 1245-0345PM']","Research",2002,18
"15",3702,1,31,"['ART']",NA,"['Nancy M. Thompson']",100,"['DC 305']","Ancient--Medieval",150,"False","False","",1,"C",20021,"['MWF 1045-1140']","Research",2002,38
"16",3703,1,33,"['ART']",NA,"['Wendell Arneson']",200,"['DC 214']","Oil/Acrylic Painting",221,"False","False","",1,"C",20021,"['MWF 1255-0255PM']","Research",2002,31
"17",3704,1,35,"['ART']",NA,"['Irve Dell']",200,"['DC 105', 'DC 105']","Sculpt: Metal Casting",223,"False","False","",1,"O",20021,"['T 1145-0245PM', 'Th 1245-0345PM']","Research",2002,8
"18",3705,1,39,"['ART']",NA,"['John Saurer']",200,"['DC 212']","Printmkg: Intaglio/Mono",227,"False","False","",1,"C",20021,"['MWF 1045-1245PM']","Research",2002,12
"19",3706,1,42,"['ART']",NA,"['Patrick T. Kelley']",200,"['DC 100', 'DC 100']","Motion Graphics",230,"False","False","",1,"C",20021,"['T 1145-0245PM', 'Th 1245-0345PM']","Research",2002,11
