"","clbid","credits","crsid","departments","gereqs","instructors","level","locations","name","number","pn","prerequisites","section","semester","status","term","times","type","year","enrolled"
"173",2781,1,1239,"['REL']","","['Eric Lund']",200,"","IS/History of Islam",298,"False","False","",2,"O",20012,"","Research",2001,1
"174",2782,1,1246,"['REL']","","['Susan Lindley']",300,"['CH 109']","Feminist/Christ Ethic",344,"False","False","",2,"C",20012,"['M-F 1040-1240PM']","Research",2001,20
"175",2783,1,1257,"['REL']","","['Philip E. Stoltzfus']",300,"","IR/Theo of Gothic Art",398,"False","False","",2,"O",20012,"","Research",2001,1
"176",2784,1,1268,"['RUSSN']","","['Marc Robinson']",200,"['M 15']","Magic/Myth/Superstit",250,"False","False","",2,"C",20012,"['MTThF 1045-1245PM']","Topic",2001,30
"177",2785,1,1287,"['SOAN']","","['Thomas A. Williamson']",100,"['L 177']","Modern Elixirs",116,"False","False","",2,"C",20012,"['M-Th 1040-1240PM']","Research",2001,26
"178",2786,1,1288,"['SOAN']","","['Carolyn Anderson']",100,"['H 501']","Anthropology of Jazz",120,"False","False","",2,"C",20012,"['M-Th 0100-0330PM']","Research",2001,60
"179",2787,1,1292,"['SOAN']","","['Christopher L. Chiappari']",100,"['L 421']","Food Work and Culture",124,"False","False","",2,"C",20012,"['M-F 0100-0300PM']","Research",2001,11
"180",2788,1,1296,"['SOAN']","","['Deborah Engelen-Eigles']",200,"['M 35']","Sociology of Internet",220,"False","False","",2,"C",20012,"['MWThF 1040-0100PM']","Research",2001,21
"181",2789,1,1315,"['SOAN']","","['Bruce Nordstrom-Loeb']",200,"","Academic Internship",294,"True","False","",2,"O",20012,"","Research",2001,1
"182",2790,1,1325,"['SPAN']","","['James A. Dunlop']",100,"['M 20']","Beginning Spanish II",112,"False","False","",2,"C",20012,"['M-F 1040-1240PM']","Research",2001,27
"183",2791,1,1328,"['SPAN']","['MCG']","['Terri Greenslade']",200,"","Ad Inter Span-Ecuador",233,"False","False","",2,"C",20012,"","Research",2001,20
"184",2792,1,1329,"['SPAN']","","['Leon Narvaez']",200,"","Ad Int Spa-Costa Rica",234,"False","False","",2,"C",20012,"","Research",2001,22
"185",2793,1,1351,"['SPAN']","","['Maggie Broner']",300,"['M 11']","Oral/Written Express",379,"False","False","",2,"O",20012,"['M-F 1040-0300PM']","Research",2001,18
"186",2794,1,1358,"['SWRK']","","['Naurine Lennox']",100,"['L 577', 'L 577']","Erasing the Border:",150,"False","False","",2,"C",20012,"['M-F 0800-1000', 'M-F 0100-0300PM']","Research",2001,17
"187",2795,1,1372,"['SWRK']","","['Mary Carlsen']",300,"","Academic Internship",394,"True","False","",2,"O",20012,"","Research",2001,1
"188",2796,1,1380,"['THEAT']","","['Gary C. Gisselman']",100,"['SPT KELSEY', 'SPT KELSEY', 'SPT KELSEY']","Prod Theater: Intro",133,"True","False","",2,"C",20012,"['M-F 0900-1000', 'M-F 1040-0500PM', 'M-F 0700-1000PM']","Research",2001,19
"189",2797,1,1387,"['THEAT']","","['Gary C. Gisselman']",200,"['SPT KELSEY', 'SPT KELSEY', 'SPT KELSEY']","Prod Theater: Advanced",234,"True","False","",2,"C",20012,"['M-F 0900-1000', 'M-F 1040-0500PM', 'M-F 0700-1000PM']","Research",2001,16
"190",2798,1,1394,"['THEAT']","","['Karen Wilson']",200,"","Academic Internship",294,"True","False","",2,"O",20012,"","Research",2001,1
"191",2799,1,1395,"['THEAT']","","['William Sonnega']",200,"","IS/Play Writing",298,"False","False","",2,"O",20012,"","Research",2001,1
"192",2828,1,1477,"['WMNST']","","['Mary Titus']",200,"","Academic Internship",294,"True","False","",2,"O",20012,"","Research",2001,1
