"","clbid","credits","crsid","departments","halfcredit","instructors","level","locations","name","number","pn","prerequisites","section","semester","status","term","times","type","year","enrolled"
"1",6671,1,10,"['AMST']",NA,"['James Farrell']",200,"['HH 403']","Top: Campus Ecology",210,"False","False","",3,"C",20033,"['MWF 1045-1140']","Topic",2003,29
"2",6672,1,13,"['AMST']",NA,"['Mark Allister']",300,"['RML 421', 'RML 421']","Sem: California Dreams",301,"False","False","",3,"C",20033,"['T 0935-1100', 'Th 0930-1050']","Seminar",2003,19
"3",6673,1,15,"['AMST']",NA,"['James Farrell']",300,"","IR/Impact/St Olaf Ed",398,"False","False","",3,"O",20033,"","Research",2003,2
"15",6685,1,32,"['ART']",NA,"['Nancy M. Thompson', 'Matthew Rohn']",100,"['DC 305']","Renaissance--Present",151,"False","False","",3,"C",20033,"['MWF 1045-1140']","Research",2003,49
"16",6686,1,34,"['ART']",NA,"['Wendell Arneson']",200,"['DC 116']","Watercolor Painting",222,"False","False","",3,"O",20033,"['MWF 1255-0255PM']","Research",2003,16
"17",6687,1,36,"['ART']",NA,"['John Saurer']",200,"['DC 105']","Sculpt: Metal Direct",224,"False","False","",3,"C",20033,"['MWF 1255-0255PM']","Research",2003,15
"18",6688,1,38,"['ART']",NA,"['John Saurer']",200,"['DC 212']","Printmkg: Relief/Litho",226,"False","False","",3,"O",20033,"['MWF 1045-1245PM']","Research",2003,12
"19",6689,1,42,"['ART']",NA,"['Patrick T. Kelley']",200,"['DC 100', 'DC 100']","Motion Graphics",230,"False","False","",3,"O",20033,"['T 0800-1100', 'Th 0800-1050']","Research",2003,12
"20",6690,1,43,"['ART']",NA,"['Mary Griep']",200,"['DC 216']","Figure Drawing",232,"False","False","",3,"C",20033,"['MWF 0800-1000']","Research",2003,19
"21",6691,1,45,"['ART']",NA,"['Ron Gallas']",200,"['DC 115C', 'DC 115C']","Ceramics",234,"False","False","",3,"C",20033,"['T 1145-0245PM', 'Th 1245-0345PM']","Research",2003,17
"22",6692,1,49,"['ART']",NA,"['Heather M. Brooks-Shirey']",200,"['DC 305', 'DC 305']","Arts-African Diaspora",250,"False","False","",3,"O",20033,"['T 0935-1100', 'Th 0930-1050']","Research",2003,28
"23",6693,1,58,"['ART']",NA,"['Karil J. Kucera']",200,"['DC 305']","Arts of Japan",260,"False","False","",3,"C",20033,"['MWF 0200-0255PM']","Research",2003,30
"24",6694,1,60,"['ART']",NA,"['Nancy M. Thompson']",200,"['DC 305']","Medieval Art",263,"False","False","",3,"C",20033,"['MWF 1255-0150PM']","Research",2003,31
"25",6695,1,69,"['ART']",NA,"['Ron Gallas']",200,"","IS/Ceramic Niche",298,"False","False","",3,"O",20033,"","Research",2003,1
"26",6696,1,69,"['ART']",NA,"['John Saurer']",200,"","IS/Hanging Sculpture",298,"False","False","A",3,"O",20033,"","Research",2003,1
"27",6697,1,69,"['ART']",NA,"['Kristen Lowe']",200,"","IS/Advanced Drawing",298,"False","False","B",3,"O",20033,"","Research",2003,1
"28",6698,1,69,"['ART']",NA,"['Wendell Arneson']",200,"","IS/Advanced Painting",298,"False","False","C",3,"O",20033,"","Research",2003,1
