"","clbid","credits","crsid","departments","gereqs","instructors","level","locations","name","number","pn","prerequisites","section","semester","status","term","times","type","year","enrolled"
"111",26064,1,770,"['MGMT']","","['Richard Goedde']",200,"['H 514', 'H 205']","Computer Applications",230,"False","False","",2,"C",19992,"['MWF 1040-1140', 'MWF 0100-0300PM']","Research",1999,21
"112",26065,1,772,"['MGMT']","","['John O. Hanson']",200,"['CH 110', 'CH 110', 'H 301']","Technol & Entr Spirit",232,"False","False","",2,"O",19992,"['MWF 0900-1000', 'MWF 1045-1145', 'M-F 0100-0400PM']","Research",1999,11
"113",26066,1,784,"['MGMT']","","['Kathy C. Thomforde']",200,"","Academic Internship",294,"True","False","",2,"O",19992,"","Research",1999,2
"114",26067,1,784,"['MGMT']","","['Mary Ann Emery']",200,"","Academic Internship",294,"True","False","B",2,"O",19992,"","Research",1999,3
"115",26068,1,784,"['MGMT']","","['Richard Goedde']",200,"","Academic Internship",294,"True","False","C",2,"O",19992,"","Research",1999,1
"116",26069,1,788,"['MGMT']","","['Kathy C. Thomforde']",300,"","Academic Internship",394,"True","False","",2,"O",19992,"","Research",1999,1
"117",26070,1,803,"['MUSIC']","","['Linda Berger']",100,"['CHM 222', 'L 477']","The Music Spectrum",130,"False","False","",2,"C",19992,"['M-F 0900-1000', 'M-F 1140-1240PM']","Research",1999,15
"118",26071,1,805,"['MUSIC']","","['David Carter']",100,"['CHM 232']","Orchestral Music",132,"False","False","",2,"C",19992,"['M-F 1040-1240PM']","Research",1999,33
"119",26072,1,824,"['MUSIC']","","['Gerald Hoekstra']",200,"['CHM 239']","History of Jazz",231,"False","False","",2,"C",19992,"['M-F 0100-0300PM']","Research",1999,24
"120",26073,1,825,"['MUSIC']","","['Alice Hanson']",200,"['CHM 239', 'CHM 239']","America's Hit Parade",232,"False","False","",2,"O",19992,"['M-Th 0900-1000', 'M-Th 1045-1200PM']","Research",1999,25
"121",26074,1,828,"['MUSIC']","","['Alice Hanson']",200,"['CHM 224', 'CHM 224']","Music/Chr Worship",235,"False","False","",2,"O",19992,"['MTTh 1040-1240PM', 'MTTh 0130-0300PM']","Research",1999,14
"122",26075,1,1970,"['MUSIC']","","['Dan Dressen']",200,"['CHM URNESS', 'CHM URNESS']","The Singer's Art",268,"False","False","",2,"O",19992,"['M-F 1040-1200PM', 'M-F 0900-1000']","Research",1999,10
"123",26076,1,866,"['MUSIC']","","['David Hagedorn']",300,"","IR/Jazz Improvisation",398,"False","False","",2,"O",19992,"","Research",1999,1
"124",26077,1,939,"['NURS']","","['Mary Kuehn']",100,"['H 317']","Nutrition & Wellness",110,"False","False","",2,"C",19992,"['M-F 1040-1240PM']","Research",1999,41
"125",26078,1,943,"['NURS']","","['Rita Glazebrook']",200,"","IS/Nursing in Austral",298,"False","False","",2,"O",19992,"","Research",1999,1
"126",26079,1,961,"['NURS']","","['Rita Glazebrook']",300,"","Academic Internship",394,"True","False","",2,"O",19992,"","Research",1999,1
"127",26080,1,966,"['PHIL']","","['Vicki L. Harper']",100,"['M 15']","Philosophy and Lit",120,"False","False","",2,"C",19992,"['M-F 0100-0300PM']","Research",1999,32
"128",26081,1,2159,"['PHIL']","","['Corliss Swain']",100,"['M 4']","Friendship/Love/Life",131,"False","False","",2,"O",19992,"['M-F 0100-0300PM']","Research",1999,20
"129",26082,1,967,"['PHIL']","","['Edward Langerak']",100,"['H 516']","Death/Meaning of Life",147,"False","False","",2,"O",19992,"['M-F 1040-1240PM']","Research",1999,26
"130",26083,1,977,"['PHIL']","","['Karen Gervais']",200,"['H 317', 'L 421']","Biomedical Ethics",250,"False","False","",2,"O",19992,"['M-F 0830-1000', 'M-F 1040-1140']","Research",1999,20
"131",26084,1,983,"['PHIL']","","['John Poling']",200,"['M 2']","Vices and Virtues",258,"False","False","",2,"C",19992,"['M-F 1040-1240PM']","Research",1999,24
"132",26085,1,993,"['PHIL']","","['Karen Gervais']",300,"","IR/Intl Bioethics",398,"False","False","",2,"O",19992,"","Research",1999,1
"133",26086,1,2217,"['PETH']","","['Gary Wicks']",200,"['SAC 142']","Hist/Phil P Ed/Sport",280,"False","False","",2,"O",19992,"['M-F 1040-1240PM']","Research",1999,8
"134",26087,1,2219,"['PETH']","","['Daniel Hagen']",300,"","Adv Sport Medicine",355,"False","False","",2,"O",19992,"","Research",1999,10
"135",26088,1,1067,"['PETH']","","['Daniel Hagen']",300,"","Academic Internship",394,"True","False","",2,"O",19992,"","Research",1999,1
"137",26090,1,1107,"['PSCI']","","['Daniel Hofrenning']",100,"['H 301']","Politics of Religion",115,"False","False","",2,"O",19992,"['MTThF 0800-1000']","Research",1999,25
"138",26091,1,2246,"['PSCI']","","['J. Patrick Dale']",200,"['L 177']","Marxisms",210,"False","False","",2,"C",19992,"['MTThF 1040-1240PM']","Research",1999,27
"139",26092,1,1139,"['PSCI']","","['Daniel Hofrenning']",200,"","Academic Internship",294,"True","False","",2,"O",19992,"","Research",1999,3
"140",26093,1,1141,"['PSCI']","","['J. Patrick Dale']",200,"","IS/Eur Integration",298,"False","False","",2,"O",19992,"","Research",1999,1
"149",26102,1,1194,"['REL']","","['Mark A. Granquist']",200,"['CH 102']","The Greats",203,"False","False","",2,"C",19992,"['M-F 0800-1000']","Research",1999,28
"150",26103,1,1195,"['REL']","","['Douglas Schuurman']",200,"['CH 102']","Chri Theol/Moral Life",207,"False","False","",2,"C",19992,"['M-F 0100-0300PM']","Research",1999,25
"151",26104,1,1200,"['REL']","","['Patricia Beckman']",200,"['CH 101']","Reformation Theology",214,"False","False","",2,"C",19992,"['M-F 0100-0300PM']","Research",1999,25
"152",26105,1,1206,"['REL']","","['Margaret Odell']",200,"['CH 111']","The Biblical God",222,"False","False","",2,"C",19992,"['M-F 0100-0300PM']","Research",1999,26
"153",26106,1,1209,"['REL']","","['Daniel Malotky']",200,"['CH 110']","God & Human Suffering",225,"False","False","",2,"C",19992,"['M-F 0100-0300PM']","Research",1999,33
"154",26107,1,1225,"['REL']","","['Eric Lund']",200,"","Rome and Wittenberg",262,"False","False","",2,"C",19992,"","Research",1999,23
"155",26108,1,1235,"['REL']","","['John Barbour']",200,"['CH 111']","Virtue",293,"False","False","",2,"C",19992,"['M-F 1045-1245PM']","Research",1999,20
"156",26109,1,1237,"['REL']","","['Anantanand Rambachan']",200,"['CH 102']","Rel Pluralsm/Communit",295,"False","False","",2,"C",19992,"['M-F 1045-1245PM']","Research",1999,22
"157",26110,1,1239,"['REL']","","['David Booth']",200,"","IS/Pendle Witches",298,"False","False","",2,"O",19992,"","Research",1999,1
"158",26111,1,1246,"['REL']","","['Susan Lindley']",300,"['CH 109']","Feminist/Christ Ethic",344,"False","False","",2,"O",19992,"['M-F 1045-1245PM']","Research",1999,15
"159",26112,1,1234,"['REL']","","['Barbara Reed']",300,"['CH 101']","Buddhism,Peace,Justic",351,"False","False","",2,"C",19992,"['M-F 1045-1245PM']","Research",1999,23
"160",26113,1,1268,"['RUSSN']","","['Marc Robinson']",200,"['M 21']","Top: God & the Devil",250,"False","False","",2,"O",19992,"['M-F 1045-1245PM']","Topic",1999,11
"161",26116,1,2417,"['SOAN']","","['Carolyn Anderson']",100,"['H 403']","Museums in America",142,"False","False","",2,"C",19992,"['T-F 0100-0300PM']","Research",1999,26
"162",26117,1,2435,"['SOAN']","","['Michael Leming']",200,"","Karen of N. Thailand",263,"False","False","",2,"C",19992,"","Research",1999,16
"163",26118,1,2436,"['SOAN']","","['Kare Rorhus']",200,"['M 15']","Media, Youth, Society",264,"False","False","",2,"C",19992,"['M-F 1040-1240PM']","Research",1999,33
"164",26119,1,1319,"['SOAN']","","['James Tallon']",300,"","Academic Internship",394,"True","False","",2,"O",19992,"","Research",1999,1
"165",26120,1,1319,"['SOAN']","","['Raymond DeVries']",300,"","Academic Internship",394,"True","False","A",2,"O",19992,"","Research",1999,1
"166",26121,1,1320,"['SOAN']","","['Staff']",300,"","IR/Amer Nurse Midwife",398,"False","False","",2,"O",19992,"","Research",1999,1
"167",26123,1,1328,"['SPAN']","['MCG']","['Frank L. Odd']",200,"","Ad Inter Span-Ecuador",233,"False","False","",2,"C",19992,"","Research",1999,14
"168",26124,1,1329,"['SPAN']","","['James A. Dunlop']",200,"","Ad Int Spa-Costa Rica",234,"False","False","",2,"C",19992,"","Research",1999,22
"169",26125,1,1351,"['SPAN']","","['Gwendolyn Barnes-Karol']",300,"['M 30', 'M 30']","Oral/Written Express",379,"False","False","",2,"O",19992,"['M-F 0900-1000', 'M-F 1040-1240PM']","Research",1999,21
"170",26126,1,1357,"['SWRK']","","['Matthew Ringenberg']",100,"['SC 186', 'SC 186', 'L 177']","I Want to Help People",120,"False","False","",2,"C",19992,"['MTTh 1040-1230PM', 'MTTh 0130-0300PM', 'W 0900-0300PM']","Research",1999,36
"171",26127,1,2447,"['SWRK']","","['Mary Carlsen']",200,"['M 31', 'M 31']","Soc Welfare/Glob Comm",231,"False","False","",2,"C",19992,"['M-F 0830-1000', 'TTh 0100-0200PM']","Research",1999,17
"172",26128,1,1366,"['SWRK']","","['Mary Carlsen']",200,"","Academic Internship",294,"True","False","",2,"O",19992,"","Research",1999,2
"173",26129,1,1380,"['THEAT']","","['Brian Bjorklund']",100,"['KELSEY', 'KELSEY']","Prod Theater: Intro",133,"True","False","",2,"O",19992,"['M-F 0900-0500PM', 'M-F 0700-1000PM']","Research",1999,20
"174",26130,1,1387,"['THEAT']","","['Patrick Quade']",200,"['KELSEY', 'KELSEY']","Prod Theater: Advanced",234,"True","False","",2,"O",19992,"['M-F 0900-0500PM', 'M-F 0700-1000PM']","Research",1999,16
"175",26131,1,1394,"['THEAT']","","['Karen Wilson']",200,"","Academic Internship",294,"True","False","",2,"O",19992,"","Research",1999,4
"176",26132,1,1395,"['THEAT']","","['Karen Wilson']",200,"","IS/Play Writing",298,"False","False","",2,"O",19992,"","Research",1999,1
"177",26133,1,1395,"['THEAT']","","['Karen Wilson']",200,"","IS/Advanced Voice",298,"False","False","A",2,"O",19992,"","Research",1999,1
"178",26134,1,1395,"['THEAT']","","['Carl Isaacson']",200,"","IS/Speech: Creative Ex",298,"False","False","B",2,"O",19992,"","Research",1999,1
"179",26135,1,1400,"['THEAT']","","['Gary C. Gisselman']",300,"","Academic Internship",394,"True","False","",2,"O",19992,"","Research",1999,1
"180",26136,1,1401,"['THEAT']","","['Karen Wilson']",300,"","IR/Conflict/Res in Fr",398,"False","False","",2,"O",19992,"","Research",1999,1
