"","clbid","credits","crsid","departments","gereqs","halfcredit","instructors","level","locations","name","notes","number","pn","prerequisites","section","semester","status","term","times","type","year","enrolled"
"817",8420,1,1238,"['REL']","",NA,"['Douglas Schuurman']",200,"['BMC 101', 'BMC 101']","Love,Justice,Soc Rel","",296,"False","False","A",1,"C",20041,"['T 1145-0110PM', 'Th 1245-0105PM']","Research",2004,22
"818",8421,1,1238,"['REL']","",NA,"['Douglas Schuurman']",200,"['BMC 101', 'BMC 101']","Love,Justice,Soc Rel","",296,"False","False","B",1,"C",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,19
"819",8422,1,1239,"['REL']","",NA,"['Eric Lund']",200,"","IS/Jerusalem Conflict","",298,"False","False","",1,"O",20041,"","Research",2004,1
"820",8423,1,1239,"['REL']","",NA,"['Eric Lund']",200,"","IS/Quran Vs the Bible","",298,"False","False","A",1,"O",20041,"","Research",2004,1
"821",8424,1,1239,"['REL']","",NA,"['Jamie A. Schillinger']",200,"","IS/Islam & Modernity","",298,"False","False","B",1,"O",20041,"","Research",2004,1
"822",8425,1,1239,"['REL']","",NA,"['Charles Wilson']",200,"","IS/Hist Catholic Theo","",298,"False","False","C",1,"O",20041,"","Research",2004,1
"823",8426,1,1239,"['REL']","",NA,"['Jamie A. Schillinger']",200,"","IS/Islamic Thought","",298,"False","False","D",1,"O",20041,"","Research",2004,1
"824",8427,1,1240,"['REL']","",NA,"['Elizabeth C. Galbraith']",300,"['BMC 102', 'BMC 102']","Roman Catholic Theol","",301,"False","False","",1,"C",20041,"['T 0935-1100', 'Th 0930-1050']","Research",2004,20
"825",8428,1,1250,"['REL']","",NA,"['James Hanson']",300,"['BMC 109', 'BMC 109']","Sem: Bible","",391,"False","False","",1,"C",20041,"['T 1145-0110PM', 'Th 1245-0205PM']","Seminar",2004,13
"826",8429,1,1253,"['REL']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"827",8430,1,1257,"['REL']","",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20041,"","Research",2004,0
"828",8431,1,1257,"['REL']","",NA,"['Staff']",300,"","IR/","",398,"False","False","A",1,"O",20041,"","Research",2004,0
"829",8432,1,1257,"['REL']","",NA,"['Staff']",300,"","IR/","",398,"False","False","B",1,"O",20041,"","Research",2004,0
"830",8433,1,1257,"['REL']","",NA,"['Staff']",300,"","IR/","",398,"False","False","C",1,"O",20041,"","Research",2004,0
"831",8434,1,1258,"['REL']","",NA,"['Jamie A. Schillinger']",300,"['BMC 109']","Thematic Seminar","",399,"False","False","",1,"O",20041,"['MWF 1150-1245PM']","Research",2004,14
"832",8435,1,1259,"['RUSSN']","",NA,"['Irina Walter']",100,"['OM 004', 'OM 030']","Beginning Russian I","",111,"False","False","A",1,"C",20041,"['MWF 1150-1245PM', 'T 1150-1245PM']","Research",2004,13
"833",8436,1,1259,"['RUSSN']","",NA,"['Irina Walter']",100,"['OM 002', 'OM 030']","Beginning Russian I","",111,"False","False","B",1,"O",20041,"['MWF 0200-0255PM', 'T 1150-1245PM']","Research",2004,6
"834",8437,1,1259,"['RUSSN']","",NA,"['Irina Walter']",100,"['OM 004', 'OM 001']","Beginning Russian I","",111,"False","False","C",1,"O",20041,"['MWF 1150-1245PM', 'T 0200-0255PM']","Research",2004,4
"835",8438,1,1259,"['RUSSN']","",NA,"['Irina Walter']",100,"['OM 002', 'OM 001']","Beginning Russian I","",111,"False","False","D",1,"O",20041,"['MWF 0200-0255PM', 'T 0200-0255PM']","Research",2004,7
"836",8439,1,1263,"['RUSSN']","",NA,"['Bryn Geffert']",100,"['HH 302']","The Russian World","",124,"False","False","",1,"O",20041,"['MWF 0905-1000']","Research",2004,15
"837",8440,1,1264,"['RUSSN']","",NA,"['Marc Robinson']",200,"['OM 035', 'OM 002']","Intermed Russian I","",231,"False","False","A",1,"C",20041,"['MWF 1150-1245PM', 'T 1150-1245PM']","Research",2004,10
"838",8441,1,1264,"['RUSSN']","",NA,"['Marc Robinson']",200,"['OM 020', 'OM 002']","Intermed Russian I","",231,"False","False","B",1,"O",20041,"['MWF 0905-1000', 'T 1150-1245PM']","Research",2004,7
"839",8442,1,1264,"['RUSSN']","",NA,"['Marc Robinson']",200,"['OM 035', 'OM 011']","Intermed Russian I","",231,"False","False","C",1,"O",20041,"['MWF 1150-1245PM', 'T 0800-0855']","Research",2004,2
"840",8443,1,1264,"['RUSSN']","",NA,"['Marc Robinson']",200,"['OM 020', 'OM 011']","Intermed Russian I","",231,"False","False","D",1,"O",20041,"['MWF 0905-1000', 'T 0800-0855']","Research",2004,3
"841",8444,1,1269,"['RUSSN']","",NA,"['Irina Walter']",200,"['OM 003']","Conversation & Comp","",251,"False","False","",1,"O",20041,"['MWF 1255-0150PM']","Research",2004,10
"842",8445,1,1274,"['RUSSN']","",NA,"['Marc Robinson']",200,"['OM 011']","Intro Russian Film-Tr","",265,"False","False","",1,"O",20041,"['MWF 1045-1140']","Research",2004,16
"843",8446,1,1275,"['RUSSN']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"844",8447,1,1276,"['RUSSN']","",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20041,"","Research",2004,0
"845",8448,1,1276,"['RUSSN']","",NA,"['Staff']",200,"","IS/","",298,"False","False","A",1,"O",20041,"","Research",2004,0
"846",8449,1,1279,"['RUSSN']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"847",8450,1,1280,"['RUSSN']","",NA,"['Marc Robinson']",300,"","IR/Russian Art Theory","",398,"False","False","",1,"O",20041,"","Research",2004,1
"848",8451,1,1285,"['RUSST']","",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20041,"","Research",2004,0
"849",8452,1,1289,"['SOAN']","",NA,"['Samiha Peterson']",100,"['HH 403', 'HH 403']","Intro to Sociology","",121,"False","False","A",1,"C",20041,"['T 0800-0925', 'Th 0800-0920']","Research",2004,25
"850",8453,1,1289,"['SOAN']","",NA,"['Samiha Peterson']",100,"['HH 403', 'HH 403']","Intro to Sociology","",121,"False","False","B",1,"C",20041,"['T 0935-1100', 'Th 0930-1050']","Research",2004,27
"851",8454,1,1289,"['SOAN']","",NA,"['Raymond DeVries']",100,"['OM 031', 'OM 031']","Intro to Sociology","",121,"False","False","C",1,"C",20041,"['T 0800-0925', 'Th 0800-0920']","Research",2004,33
"852",8455,1,1294,"['SOAN']","",NA,"['Christopher L. Chiappari']",100,"['SC 188', 'SC 188']","Int/Cult Anthropology","",128,"False","False","A",1,"C",20041,"['T 0800-0925', 'Th 0800-0920']","Research",2004,29
"853",8456,1,1294,"['SOAN']","",NA,"['Christopher L. Chiappari']",100,"['SC 188', 'SC 188']","Int/Cult Anthropology","",128,"False","False","B",1,"C",20041,"['T 0935-1100', 'Th 0930-1050']","Research",2004,30
"854",8457,1,1300,"['SOAN']","",NA,"['Grant P. Arndt']",200,"['SH 01']","Contemp Native Am","",235,"False","False","A",1,"C",20041,"['MWF 1255-0150PM']","Research",2004,20
"855",8458,1,1300,"['SOAN']","",NA,"['Grant P. Arndt']",200,"['SH 01']","Contemp Native Am","",235,"False","False","B",1,"O",20041,"['MWF 0200-0255PM']","Research",2004,14
"856",8459,1,1302,"['SOAN']","",NA,"['Christopher L. Chiappari']",200,"['HH 307', 'HH 307']","Latin Am Culture","",237,"False","False","",1,"C",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,29
"858",8461,1,1304,"['SOAN']","",NA,"['Thomas A. Williamson']",200,"['SH 02']","Global Interdepend","",241,"False","False","",1,"C",20041,"['MWF 1255-0150PM']","Research",2004,27
"859",8462,1,1306,"['SOAN']","",NA,"['Grant P. Arndt']",200,"['RML 577']","Race/Class-Am Culture","",244,"False","False","",1,"C",20041,"['MWF 1150-1245PM']","Research",2004,30
"860",8463,1,1308,"['SOAN']","",NA,"['Michael Leming']",200,"['HH 301', 'HH 301']","Dying,Death,Bereave","",248,"False","False","",1,"C",20041,"['T 1145-0110PM', 'Th 1245-0205PM']","Research",2004,26
"861",8464,1,1310,"['SOAN']","",NA,"['Michael Leming']",200,"['SH 01']","Marriage & the Family","",260,"False","False","A",1,"C",20041,"['MWF 0905-1000']","Research",2004,25
"862",8465,1,1310,"['SOAN']","",NA,"['Michael Leming']",200,"['TB 216']","Marriage & the Family","",260,"False","False","B",1,"C",20041,"['MWF 1045-1140']","Research",2004,28
"863",8466,1,2439,"['SOAN']","",NA,"['Staff']",200,"","Trad Chg Contemp Asia","",281,"False","False","",1,"O",20041,"","Research",2004,0
"864",8467,1,1314,"['SOAN']","",NA,"['Thomas A. Williamson']",200,"['RML 520']","Anthropologic Theory","",292,"False","False","",1,"C",20041,"['MWF 1045-1140']","Research",2004,18
"865",8468,1,1315,"['SOAN']","",NA,"['Christopher L. Chiappari']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,1
"866",8469,1,1316,"['SOAN']","",NA,"['Christopher L. Chiappari']",200,"","IS/Religion/Activism","",298,"False","False","",1,"O",20041,"","Research",2004,1
"867",8470,1,1316,"['SOAN']","",NA,"['Christopher L. Chiappari']",200,"","IS/Culture-Economics","",298,"False","False","A",1,"O",20041,"","Research",2004,1
"868",8471,1,1316,"['SOAN']","",NA,"['Grant P. Arndt']",200,"","IS/Cont Nat Amer Spir","",298,"False","False","B",1,"O",20041,"","Research",2004,1
"869",8472,1,1317,"['SOAN']","",NA,"['Raymond DeVries']",300,"['HH 515', 'HH 515']","Found Soc Sci Resrch","",371,"False","False","",1,"C",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,19
"870",8473,1,1319,"['SOAN']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"871",8474,1,1324,"['SPAN']","",NA,"['Barbara Olson']",100,"['OM 020']","Beginning Spanish I","",111,"False","False","",1,"C",20041,"['MWF 0800-0855']","Research",2004,15
"872",8475,1,1325,"['SPAN']","",NA,"['Barbara Olson']",100,"['OM 020']","Beginning Spanish II","",112,"False","False","A",1,"C",20041,"['MWF 1045-1140']","Research",2004,22
"873",8476,1,1325,"['SPAN']","",NA,"['Barbara Olson']",100,"['OM 020']","Beginning Spanish II","",112,"False","False","B",1,"O",20041,"['MWF 1150-1245PM']","Research",2004,17
"874",8477,1,1325,"['SPAN']","",NA,"['Joseph McClanahan']",100,"['OM 020']","Beginning Spanish II","",112,"False","False","C",1,"O",20041,"['MWF 0200-0255PM']","Research",2004,19
"875",8478,1,1326,"['SPAN']","",NA,"['Leon Narvaez']",200,"['OM 021']","Intermed Spanish I","",231,"False","False","A",1,"C",20041,"['MWF 0800-0855']","Research",2004,23
"876",8479,1,1326,"['SPAN']","",NA,"['Leon Narvaez']",200,"['OM 021']","Intermed Spanish I","",231,"False","False","B",1,"C",20041,"['MWF 0905-1000']","Research",2004,22
"877",8480,1,1326,"['SPAN']","",NA,"['Joseph McClanahan']",200,"['OM 021']","Intermed Spanish I","",231,"False","False","C",1,"C",20041,"['MWF 1045-1140']","Research",2004,25
"878",8481,1,1326,"['SPAN']","",NA,"['Joseph McClanahan']",200,"['OM 021']","Intermed Spanish I","",231,"False","False","D",1,"C",20041,"['MWF 1150-1245PM']","Research",2004,25
"879",8482,1,1326,"['SPAN']","",NA,"['Juliet A. Lynd']",200,"['OM 021']","Intermed Spanish I","",231,"False","False","E",1,"C",20041,"['MWF 1255-0150PM']","Research",2004,22
"880",8483,1,1326,"['SPAN']","",NA,"['Joan Odd']",200,"['OM 004']","Intermed Spanish I","",231,"False","False","F",1,"C",20041,"['MWF 1255-0150PM']","Research",2004,21
"881",8484,1,1326,"['SPAN']","",NA,"['Juliet A. Lynd']",200,"['OM 021']","Intermed Spanish I","",231,"False","False","G",1,"C",20041,"['MWF 0200-0255PM']","Research",2004,24
"882",8485,1,1326,"['SPAN']","",NA,"['Joan Odd']",200,"['OM 004']","Intermed Spanish I","",231,"False","False","H",1,"C",20041,"['MWF 0200-0255PM']","Research",2004,22
"883",8486,1,1327,"['SPAN']","",NA,"['Ariel Strichartz']",200,"['OM 020', 'OM 020']","Intermed Spanish II","",232,"False","False","A",1,"C",20041,"['T 0800-0925', 'Th 0800-0920']","Research",2004,23
"884",8487,1,1327,"['SPAN']","",NA,"['Kris A. Cropsey']",200,"['OM 020', 'OM 020']","Intermed Spanish II","",232,"False","False","B",1,"C",20041,"['T 0935-1100', 'Th 0930-1050']","Research",2004,23
"885",8488,1,1327,"['SPAN']","",NA,"['Kris A. Cropsey']",200,"['OM 020', 'OM 020']","Intermed Spanish II","",232,"False","False","C",1,"C",20041,"['T 1145-0110PM', 'Th 1245-0205PM']","Research",2004,23
"886",8489,1,1327,"['SPAN']","",NA,"['Joan Odd']",200,"['OM 021', 'OM 021']","Intermed Spanish II","",232,"False","False","D",1,"C",20041,"['T 1145-0110PM', 'Th 1245-0205PM']","Research",2004,19
"887",8490,1,1327,"['SPAN']","",NA,"['Ariel Strichartz']",200,"['OM 021', 'OM 021']","Intermed Spanish II","",232,"False","False","E",1,"C",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,20
"888",8491,1,1331,"['SPAN']","",NA,"['Gwendolyn Barnes-Karol']",200,"['OM 021', 'OM 021']","Cult & Civ of Spain","",251,"False","False","A",1,"C",20041,"['T 0800-0925', 'Th 0800-0920']","Research",2004,22
"889",8492,1,1331,"['SPAN']","",NA,"['Gwendolyn Barnes-Karol']",200,"['OM 020', 'OM 020']","Cult & Civ of Spain","",251,"False","False","B",1,"C",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,23
"890",8493,1,1332,"['SPAN']","",NA,"['Juliet A. Lynd']",200,"['OM 030', 'OM 030']","Cult & Civ of Lat Am","",254,"False","False","",1,"O",20041,"['T 0935-1100', 'Th 0930-1050']","Research",2004,14
"891",8494,1,1333,"['SPAN']","",NA,"['Kris A. Cropsey']",200,"['OM 035']","Hispanic Linguistics","",261,"False","False","",1,"C",20041,"['MWF 0200-0255PM']","Research",2004,22
"892",8495,1,1341,"['SPAN']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"893",8496,1,1342,"['SPAN']","",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20041,"","Research",2004,0
"894",8497,1,1349,"['SPAN']","",NA,"['Leon Narvaez']",300,"['OM 021', 'OM 021']","Spanish Theater","",374,"False","False","",1,"O",20041,"['T 0935-1100', 'Th 0930-1050']","Research",2004,12
"895",8498,1,1353,"['SPAN']","",NA,"['Ariel Strichartz']",300,"['OM 020']","Lat Am Lit 1940-Pres","",388,"False","False","",1,"C",20041,"['MWF 1255-0150PM']","Research",2004,22
"896",8499,1,1354,"['SPAN']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"897",8500,1,1355,"['SPAN']","",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20041,"","Research",2004,0
"898",8501,1,1359,"['SWRK']","",NA,"['Mary Carlsen']",200,"['DC 204']","Soc Work/Soc Services","",221,"False","False","",1,"C",20041,"['MWF 1255-0150PM']","Research",2004,23
"899",8502,1,1360,"['SWRK']","",NA,"['Mary Carlsen']",200,"['OM 003']","Hum Behav in Soc Env","",246,"False","False","",1,"C",20041,"['MWF 1045-1140']","Research",2004,9
"900",8503,1,1361,"['SWRK']","",NA,"['Melissa Roberts']",200,"['HH 302', 'HH 302']","Social Work Methods I","",254,"False","False","",1,"C",20041,"['T 0800-0925', 'Th 0800-0920']","Research",2004,8
"901",8504,1,1366,"['SWRK']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"902",8505,1,1367,"['SWRK']","",NA,"['Mary Carlsen']",200,"","IS/Dom Violence Mex","",298,"False","False","",1,"O",20041,"","Research",2004,0
"903",8506,1,1368,"['SWRK']","",NA,"['Patricia Richardson']",300,"['BC 220', 'BC 220', 'BC 220']","Soc Work Methods III","",373,"False","False","",1,"C",20041,"['MWF 1150-0255PM', 'Th 0935-1100', 'Th 1245-0205PM']","Research",2004,12
"905",8508,1,1372,"['SWRK']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"906",8509,1,1373,"['SWRK']","",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20041,"","Research",2004,0
"907",8510,1,1375,"['THEAT']","",NA,"['Brian Bjorklund']",100,"['TB Kelsey']","Intro to Theater","",110,"False","False","",1,"O",20041,"['MWF 0905-1000']","Research",2004,45
"908",8511,1,1376,"['THEAT']","",NA,"['Peter Moore']",100,"['TB Haugen']","Acting for Non-Majors","",115,"False","False","",1,"C",20041,"['MWF 1045-1140']","Research",2004,24
"909",8512,1,1378,"['THEAT']","",NA,"['Dona W. Freeman']",100,"['TB Haugen', 'TB Haugen']","Intro to Acting","",130,"False","False","",1,"C",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,20
"910",8513,1,1381,"['THEAT']","",NA,"['Steven E. Reiser']",100,"['TB Green Rm']","Scenery Costumes","",150,"False","False","",1,"O",20041,"['MWF 1045-1140']","Research",2004,13
"911",8514,1,1383,"['THEAT']","",NA,"['William Sonnega']",200,"['TB 216']","Plays & Playwrights","",210,"False","False","",1,"C",20041,"['MWF 1150-1245PM']","Research",2004,13
"912",8515,1,1384,"['THEAT']","",NA,"['Dona W. Freeman']",200,"['TB Haugen', 'TB Haugen']","Intermediate Acting","",230,"False","False","",1,"C",20041,"['T 1145-0110PM', 'Th 1245-0205PM']","Research",2004,17
"913",8516,1,1385,"['THEAT']","",NA,"['Gary C. Gisselman']",200,"['TB 227/HAUGE']","Intro to Directing","",232,"False","False","",1,"C",20041,"['MWF 0905-1000']","Research",2004,20
"916",8519,1,1388,"['THEAT']","",NA,"['Brian Bjorklund']",200,"['TB Haugen']","Lighting & Sound","",250,"False","False","",1,"C",20041,"['MWF 1150-1245PM']","Research",2004,14
"919",8522,1,1391,"['THEAT']","",NA,"['Karen Wilson']",200,"['TB 216']","Hist Theatre-To 1700","",270,"False","False","",1,"C",20041,"['MWF 1255-0150PM']","Research",2004,31
"920",8523,1,1394,"['THEAT']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"921",8524,1,1394,"['THEAT']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","A",1,"O",20041,"","Research",2004,0
"922",8525,1,1395,"['THEAT']","",NA,"['Brian Bjorklund']",200,"","IS/Scene/Light Sem","",298,"False","False","",1,"O",20041,"","Research",2004,1
"923",8526,1,1395,"['THEAT']","",NA,"['Staff']",200,"","IS/","",298,"False","False","A",1,"O",20041,"","Research",2004,0
"924",8527,1,1395,"['THEAT']","",NA,"['Staff']",200,"","IS/","",298,"False","False","B",1,"O",20041,"","Research",2004,0
"925",8528,1,1395,"['THEAT']","",NA,"['Staff']",200,"","IS/","",298,"False","False","C",1,"O",20041,"","Research",2004,0
"926",8529,1,1395,"['THEAT']","",NA,"['Staff']",200,"","IS/","",298,"False","False","D",1,"O",20041,"","Research",2004,0
"927",8530,1,1395,"['THEAT']","",NA,"['Staff']",200,"","IS/","",298,"False","False","E",1,"O",20041,"","Research",2004,0
"928",8531,1,1395,"['THEAT']","",NA,"['Staff']",200,"","IS/","",298,"False","False","F",1,"O",20041,"","Research",2004,0
"929",8532,1,1400,"['THEAT']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"930",8533,1,1401,"['THEAT']","",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20041,"","Research",2004,0
"931",8534,1,1401,"['THEAT']","",NA,"['Staff']",300,"","IR/","",398,"False","False","A",1,"O",20041,"","Research",2004,0
"932",8535,1,1401,"['THEAT']","",NA,"['Staff']",300,"","IR/","",398,"False","False","B",1,"O",20041,"","Research",2004,0
"933",8536,1,1401,"['THEAT']","",NA,"['Staff']",300,"","IR/","",398,"False","False","C",1,"O",20041,"","Research",2004,0
"934",8537,1,1401,"['THEAT']","",NA,"['Staff']",300,"","IR/","",398,"False","False","D",1,"O",20041,"","Research",2004,0
"935",8538,1,1402,"['STAT']","",NA,"['Martha Wallace']",100,"['SC 182']","Prin of Statistics","",110,"False","False","A",1,"C",20041,"['MWF 0905-1000']","Research",2004,25
"936",8539,1,1402,"['STAT']","",NA,"['Martha Wallace']",100,"['SC 182']","Prin of Statistics","",110,"False","False","B",1,"C",20041,"['MWF 1045-1140']","Research",2004,29
"937",8540,1,1403,"['STAT']","",NA,"['Julie M. Legler']",200,"['SC 182']","Statistics for Science","",212,"False","False","",1,"C",20041,"['MWF 0200-0255PM']","Research",2004,30
"938",8541,1,1404,"['STAT']","",NA,"['Terry J. Fitzgerald']",200,"['RML 477', 'RML 477']","Stat Problem Solving","",263,"False","False","A",1,"O",20041,"['T 0800-0925', 'Th 0800-0920']","Research",2004,15
"939",8542,1,1404,"['STAT']","",NA,"['Terry J. Fitzgerald']",200,"['RML 477', 'RML 477']","Stat Problem Solving","",263,"False","False","B",1,"C",20041,"['T 0935-1100', 'Th 0930-1050']","Research",2004,20
"940",8543,1,1405,"['STAT']","",NA,"['Paul J. Roback']",200,"['SC 182']","Statistical Modeling","",272,"False","False","A",1,"C",20041,"['MWF 1150-1245PM']","Research",2004,30
"941",8544,1,1405,"['STAT']","",NA,"['Paul J. Roback']",200,"['SC 182']","Statistical Modeling","",272,"False","False","B",1,"C",20041,"['MWF 1255-0150PM']","Research",2004,25
"942",8545,1,1409,"['STAT']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"943",8546,1,1410,"['STAT']","",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20041,"","Research",2004,0
"944",8547,1,1413,"['STAT']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"945",8548,1,1414,"['STAT']","",NA,"['Paul J. Roback']",300,"","IR/Time Series W/S+","",398,"False","False","",1,"O",20041,"","Research",2004,1
"946",8688,1,1476,"['WMNST']","",NA,"['Diane C. LeBlanc']",100,"['RML 421']","Intro Womens Studies","",121,"False","False","A",1,"C",20041,"['MWF 1150-1245PM']","Research",2004,22
"947",8689,1,1476,"['WMNST']","",NA,"['Dolores Peters']",100,"['HH 515', 'HH 515']","Intro Womens Studies","",121,"False","False","B",1,"C",20041,"['T 0935-1100', 'Th 0930-1050']","Research",2004,17
"948",8690,1,1477,"['WMNST']","",NA,"['Mary Susan Lovett']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,1
"949",8691,1,1477,"['WMNST']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","A",1,"O",20041,"","Research",2004,0
"950",8692,1,1478,"['WMNST']","",NA,"['David Booth']",200,"","IS/Fem-Hist/Theory","",298,"False","False","",1,"O",20041,"","Research",2004,1
"951",8693,1,1479,"['WMNST']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"952",8694,1,1480,"['WMNST']","",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20041,"","Research",2004,0
"953",8695,1,1482,"['ARMS']","",NA,"['Joan Hepburn']",100,"['OM 015', 'OM 015']","Intro to Arms","",121,"False","False","",1,"C",20041,"['T 0120-0245PM', 'Th 0215-0335PM']","Research",2004,29
"954",8696,1,1485,"['ARMS']","",NA,"['Steven C. Hahn']",200,"['RML 577']","Sem: Race Early Americ","",251,"False","False","",1,"O",20041,"['MWF 1255-0150PM']","Seminar",2004,15
"955",8697,1,1486,"['ARMS']","",NA,"['Staff']",200,"","Academic Internship","",294,"True","False","",1,"O",20041,"","Research",2004,0
"956",8698,1,1487,"['ARMS']","",NA,"['Staff']",200,"","IS/","",298,"False","False","",1,"O",20041,"","Research",2004,0
"957",8699,1,1487,"['ARMS']","",NA,"['Staff']",200,"","IS/","",298,"False","False","A",1,"O",20041,"","Research",2004,0
"958",8700,1,1488,"['ARMS']","",NA,"['Staff']",300,"","Academic Internship","",394,"True","False","",1,"O",20041,"","Research",2004,0
"959",8701,1,1489,"['ARMS']","",NA,"['Staff']",300,"","IR/","",398,"False","False","",1,"O",20041,"","Research",2004,0
"960",53348,1,69,"['ART']","",NA,"['Mary Griep']",200,"","IS/Drawing Exploration","",298,"False","False","J",1,"O",20041,"","Research",2004,1
"961",53584,1,94,"['ASIAN']","",NA,"['Pin Pin Wan']",200,"","IS/Film in Chinese","",298,"False","False","B",1,"O",20041,"","Research",2004,1
