"","clbid","credits","crsid","departments","halfcredit","instructors","level","locations","name","number","pn","prerequisites","section","semester","status","term","times","type","year","enrolled"
"1",2829,1,8,"['AMST']",NA,"['Steven C. Hahn']",200,"['L 177']","Top: American Frontier",208,"False","False","",3,"C",20013,"['TTh 0935-1100']","Topic",2001,32
"2",2830,1,12,"['AMST']",NA,"['Judy Kutulas']",200,"","IS/Amer Magazines",298,"False","False","",3,"O",20013,"","Research",2001,1
"3",2831,1,13,"['AMST']",NA,"['Mark Allister']",300,"['L 420']","Sem: Man and Nature",301,"False","False","",3,"O",20013,"['MWF 0905-1000']","Seminar",2001,13
"4",2832,1,15,"['AMST']",NA,"['Mark Allister']",300,"","IR/The Written Amer",398,"False","False","",3,"O",20013,"","Research",2001,1
"11",2839,1,29,"['ART']",NA,"['Margaret Ojala']",100,"['DC 102']","Found Photography",124,"False","False","",3,"C",20013,"['MWF 0800-1000']","Research",2001,24
"12",2840,1,32,"['ART']",NA,"['Randall Van Schepen']",100,"['DC 305']","Renaissance--Present",151,"False","False","",3,"C",20013,"['MWF 0905-1000']","Research",2001,43
"13",2841,1,34,"['ART']",NA,"['Wendell Arneson']",200,"['DC 116']","Watercolor Painting",222,"False","False","",3,"C",20013,"['MWF 1255-0255PM']","Research",2001,20
"14",2842,1,36,"['ART']",NA,"['Irve Dell']",200,"['DC 105']","Sculpt: Metal Direct",224,"False","False","",3,"C",20013,"['TTh 1145-0245PM']","Research",2001,15
"15",2843,1,37,"['ART']",NA,"['Steven Edwins']",200,"['DC 116']","Arch Drawing/Design I",225,"False","False","",3,"O",20013,"['TTh 0800-1100']","Research",2001,8
"16",2844,1,39,"['ART']",NA,"['Jan Shoger']",200,"['DC 212']","Printmkg: Intaglio/Mono",227,"False","False","",3,"C",20013,"['MWF 1045-1245PM']","Research",2001,15
"17",2845,1,45,"['ART']",NA,"['Ron Gallas']",200,"['DC 115C']","Ceramics",234,"False","False","",3,"C",20013,"['TTh 1145-0245PM']","Research",2001,11
"18",2846,1,46,"['ART']",NA,"['Margaret Ojala']",200,"['DC 102']","Photography",238,"False","False","",3,"C",20013,"['MWF 1255-0255PM']","Research",2001,17
"19",2847,1,47,"['ART']",NA,"['David E. Ryan']",200,"['DC 100']","Video Art Production",239,"False","False","",3,"C",20013,"['TTh 0800-1100']","Research",2001,12
"20",2848,1,52,"['ART']",NA,"['Randall Van Schepen']",200,"['DC 305']","Art Since 1950",253,"False","False","",3,"C",20013,"['MWF 1045-1140']","Research",2001,39
"21",2851,1,66,"['ART']",NA,"['Nancy M. Thompson']",200,"['DC 204']","Topics in Art History",275,"False","False","",3,"O",20013,"['TTh 0120-0245PM']","Topic",2001,4
"22",2852,1,69,"['ART']",NA,"['Nancy M. Thompson']",200,"","IS/Renaissance Art",298,"False","False","",3,"O",20013,"","Research",2001,1
"23",2853,1,69,"['ART']",NA,"['Ron Gallas']",200,"","IS/Functional Ceramic",298,"False","False","A",3,"O",20013,"","Research",2001,1
"24",2854,1,69,"['ART']",NA,"['Margaret Ojala']",200,"","IS/Photography",298,"False","False","B",3,"O",20013,"","Research",2001,1
"25",2855,1,69,"['ART']",NA,"['Wendell Arneson']",200,"","IS/Advanced Painting",298,"False","False","C",3,"O",20013,"","Research",2001,1
"26",2856,1,69,"['ART']",NA,"['Wendell Arneson']",200,"","IS/Watercolor Design",298,"False","False","D",3,"O",20013,"","Research",2001,1
"27",2857,1,69,"['ART']",NA,"['Wendell Arneson']",200,"","IS/Promo W/Dig Arts",298,"False","False","E",3,"O",20013,"","Research",2001,1
"28",2858,1,69,"['ART']",NA,"['Jan Shoger']",200,"","IS/Printmaking",298,"False","False","F",3,"O",20013,"","Research",2001,1
"29",2859,1,71,"['ART']",NA,"['Ron Gallas']",300,"['DC 305']","Sr Studies/Studio Art",343,"False","False","",3,"O",20013,"['Th 0700-1000PM']","Research",2001,38
"30",2860,1,74,"['ART']",NA,"['Nancy M. Thompson']",300,"['DC 204']","Sr Studies-Art Hist",395,"False","False","",3,"O",20013,"['TTh 0120-0245PM']","Research",2001,7
"31",2861,1,75,"['ART']",NA,"['Wendell Arneson']",300,"","IR/Painting",398,"False","False","",3,"O",20013,"","Research",2001,1
"32",2862,1,77,"['ASIAN']",NA,"['Robert Entenmann']",100,"['H 307']","The West & East Asia",112,"False","False","",3,"C",20013,"['MWF 0200-0255PM']","Research",2001,21
"33",2863,1,87,"['ASIAN']",NA,"['Phyllis Hyland Larson']",200,"['M 4']","Modrn Japanese Lit-Tr",235,"False","False","",3,"C",20013,"['MWF 1150-1245PM']","Research",2001,28
"34",2864,1,94,"['ASIAN']",NA,"['Phyllis Hyland Larson']",200,"","IS/Japanese Folkstory",298,"False","False","",3,"O",20013,"","Research",2001,1
"35",2865,1,94,"['ASIAN']",NA,"['Phyllis Hyland Larson']",200,"","IS/Japan 4th Yr Sem 2",298,"False","False","A",3,"O",20013,"","Research",2001,1
"36",2866,1,97,"['ASIAN']",NA,"['Barbara Reed']",300,"","IR/Ethn Thai Drug Use",398,"False","False","",3,"O",20013,"","Research",2001,1
