"","clbid","credits","crsid","departments","halfcredit","instructors","level","locations","name","number","pn","prerequisites","section","semester","status","term","times","type","year","enrolled"
"1",25184,1,4,"['AMST']",NA,"['James Farrell']",100,"['L 177']","Perspec Amer Culture",100,"False","False","",1,"C",19991,"['MWF 0905-1000']","Research",1999,26
"10",25195,1,27,"['ART']",NA,"['Jan Shoger']",100,"['FH 42']","Honors Found Drawing",120,"False","False","",1,"O",19991,"['MWF 0800-1000']","Research",1999,15
"11",25196,1,29,"['ART']",NA,"['Margaret Ojala']",100,"['FH 2']","Found Photography",124,"False","False","",1,"C",19991,"['TTh 0800-1100']","Research",1999,22
"12",25197,1,31,"['ART']",NA,"['Perette Michelli']",100,"['FH 01']","Ancient--Medieval",150,"False","False","",1,"O",19991,"['MWF 0200-0255PM']","Research",1999,34
"13",25198,1,32,"['ART']",NA,"['Perette Michelli']",100,"['FH 01']","Renaissance--Present",151,"False","False","",1,"C",19991,"['TTh 0800-0925']","Research",1999,39
"14",25199,1,33,"['ART']",NA,"['Mary Griep']",200,"['FH 40']","Oil/Acrylic Paintng",231,"False","False","",1,"C",19991,"['MWF 1255-0255PM']","Research",1999,20
"15",25200,1,35,"['ART']",NA,"['Irve Dell']",200,"['FH 18']","Sculpt: Metal Casting",233,"False","False","",1,"C",19991,"['TTh 1145-0245PM']","Research",1999,7
"16",25201,1,37,"['ART']",NA,"['Steven Edwins']",200,"['FH AB']","Arch Drawing/Design I",235,"False","False","",1,"O",19991,"['MWF 1255-0255PM']","Research",1999,10
"17",25202,1,38,"['ART']",NA,"['Jan Shoger']",200,"['FH 44']","Printmkg: Relief/Litho",236,"False","False","",1,"C",19991,"['MWF 1045-1245PM']","Research",1999,16
"18",25204,1,46,"['ART']",NA,"['Margaret Ojala']",200,"['FH 2']","Photography",248,"False","False","",1,"C",19991,"['TTh 1145-0245PM']","Research",1999,13
"19",25205,1,51,"['ART']",NA,"['Matthew Rohn']",200,"['FH 01']","High Modernism",252,"False","False","",1,"O",19991,"['MWF 1045-1140']","Research",1999,39
"20",25206,1,53,"['ART']",NA,"['Perette Michelli']",200,"['FH 01']","Italian Renaissance",254,"False","False","",1,"O",19991,"['MWF 0905-1000']","Research",1999,24
"21",25207,1,57,"['ART']",NA,"['A. Malcolm Gimse']",200,"['FH 01']","Art of China/Japan",259,"False","False","",1,"C",19991,"['MWF 1255-0150PM']","Research",1999,35
"22",25208,1,59,"['ART']",NA,"['A. Malcolm Gimse']",200,"['FH 01']","World Architecture",261,"False","False","",1,"O",19991,"['TTh 0120-0245PM']","Research",1999,20
"23",25209,1,64,"['ART']",NA,"['Matthew Rohn']",200,"['FH SEM']","Issues Art Criticism",270,"False","False","",1,"C",19991,"['TTh 0120-0245PM']","Research",1999,23
"24",25211,1,69,"['ART']",NA,"['Ron Gallas']",200,"","IS/Ceramic Process",298,"False","False","",1,"O",19991,"","Research",1999,1
"25",25213,1,69,"['ART']",NA,"['Margaret Ojala']",200,"","IS/Model 3d Animation",298,"False","False","B",1,"O",19991,"","Research",1999,1
"26",25214,1,1512,"['ART']",NA,"['Mary Griep']",300,"['FH 40']","Painting II",331,"False","False","",1,"C",19991,"['MWF 1255-0255PM']","Research",1999,7
"27",25215,1,1513,"['ART']",NA,"['Irve Dell']",300,"['FH 18']","Sculpture II",333,"False","False","",1,"C",19991,"['TTh 1145-0245PM']","Research",1999,5
"28",25216,1,1516,"['ART']",NA,"['Margaret Ojala']",300,"['FH 2']","Photography II",348,"False","False","",1,"C",19991,"['TTh 1145-0245PM']","Research",1999,2
"29",25217,1,75,"['ART']",NA,"['Ron Gallas']",300,"","IR/Soda Fired Ceramic",398,"False","False","",1,"O",19991,"","Research",1999,1
"30",25218,1,75,"['ART']",NA,"['Ron Gallas']",300,"","IR/Advanced Ceramics",398,"False","False","A",1,"O",19991,"","Research",1999,1
"31",25219,1,76,"['ASIAN']",NA,"['Barbara Reed']",100,"['CH 109']","Family & Self/E Asia",111,"False","False","",1,"C",19991,"['TTh 1145-0110PM']","Research",1999,19
"32",25220,1,94,"['ASIAN']",NA,"['A. Malcolm Gimse']",200,"","IS/Calligraphy",298,"False","False","",1,"O",19991,"","Research",1999,1
"33",25221,1,97,"['ASIAN']",NA,"['Richard Bodman']",300,"","IR/Archival Research",398,"False","False","",1,"O",19991,"","Research",1999,1
"34",25222,1,98,"['ASIAN']",NA,"['Robert Entenmann']",300,"['M 30']","Asia Seminar",399,"False","False","",1,"C",19991,"['TTh 0935-1100']","Seminar",1999,23
"35",25223,1,102,"['BIO']",NA,"['Jagjit Gill']",100,"['SC 280', 'SC 253']","Human Biology",123,"False","False","A",1,"C",19991,"['MWF 0905-1000', 'W 0200-0400PM']","Research",1999,25
"36",25224,1,102,"['BIO']",NA,"['Jagjit Gill']",100,"['SC 280', 'SC 253']","Human Biology",123,"False","False","B",1,"C",19991,"['MWF 0905-1000', 'Th 0800-1000']","Research",1999,26
"37",25225,1,102,"['BIO']",NA,"['Jagjit Gill']",100,"['SC 280', 'SC 253']","Human Biology",123,"False","False","C",1,"C",19991,"['MWF 0905-1000', 'Th 1200-0200PM']","Research",1999,26
"38",25226,1,106,"['BIO']",NA,"['Joel Olfelt']",100,"['SC 278', 'SC 273']","Cellular Bio & Genetics",125,"False","False","A",1,"O",19991,"['MWF 0800-0855', 'T 1145-0215PM']","Research",1999,23
